decision	tier	stem	title	route	ei	etype	label	imprint	number	kind	isbn	date	rak_title	rak_author	rak_publisher	publisher	g_pub	g_isbn	g_date	g_author	g_token	g6	g7	g8	prev_num	prev_isbn	next_num	next_isbn	decision_why	source	cover
APPLY	ACCEPT	majikyuu-4-koma-maji-de-watashi-ni-koishinasai-s	マジキュー4コマ真剣で私に恋しなさい!S	seed4	0	standard	通常版	マジキューコミックス	1	LEAD	9784047279216	2012-03	マジキュー4コマ真剣で私に恋しなさい!S(1)		エンターブレイン	角川グループパブリッシング	o	o	o	?	o	x	o	o			5	9784047284951	版元o+ISBN連番o+日付o	live	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/9216/9784047279216.jpg
APPLY	ACCEPT	majikyuu-4-koma-maji-de-watashi-ni-koishinasai-s	マジキュー4コマ真剣で私に恋しなさい!S	seed4	0	standard	通常版	マジキューコミックス	2	LEAD	9784047280748	2012-05	マジキュー4コマ真剣で私に恋しなさい!S(2)		エンターブレイン	角川グループパブリッシング	o	o	o	?	o	x	o	o			5	9784047284951	版元o+ISBN連番o+日付o	live	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0748/9784047280748.jpg
APPLY	ACCEPT	majikyuu-4-koma-maji-de-watashi-ni-koishinasai-s	マジキュー4コマ真剣で私に恋しなさい!S	seed4	0	standard	通常版	マジキューコミックス	3	LEAD	9784047282841	2012-07	マジキュー4コマ真剣で私に恋しなさい!S(3)		エンターブレイン	角川グループパブリッシング	o	o	o	?	o	x	o	o			5	9784047284951	版元o+ISBN連番o+日付o	live	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2841/9784047282841.jpg
APPLY	ACCEPT	majikyuu-4-koma-maji-de-watashi-ni-koishinasai-s	マジキュー4コマ真剣で私に恋しなさい!S	seed4	0	standard	通常版	マジキューコミックス	4	LEAD	9784047283664	2012-09	マジキュー4コマ真剣で私に恋しなさい!S(4)		エンターブレイン	角川グループパブリッシング	o	o	o	?	o	x	o	o			5	9784047284951	版元o+ISBN連番o+日付o	live	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3664/9784047283664.jpg
APPLY	REVIEW_TOKEN	mansion-neko-no-kyoumi-shinshin	マンションネコの興味シンシン	seed4	0	standard	通常版	VARIETY BOOK	1	LEAD	9784047050013	1984-04	マンションネコの興味シンシン	竹宮恵子	角川書店	角川書店	o	o	o	o	x	o	o	o			2	9784047050068	題に巻番号は無いが版元o+ISBN連番o+日付o+著者o(シリーズ1巻は題に番号が付かないのが通例)	live	
APPLY	ACCEPT	miboujin-wa-ogenkijirushi	未亡人はお元気印	seed4	0	standard	通常版	Nichibun comics	1	LEAD	9784537039900	1995-07	未亡人はお元気印(vol.1)	如月次郎	日本文芸社	日本文芸社	o	o	o	o	o	o	o	o			2	9784537096279	版元o+ISBN連番o+日付o	live	
APPLY	ACCEPT	munou-no-akudou-ouji-wa-ikinokoritai	無能の悪童王子は生き残りたい	seed4	0	standard	通常版	モンスターコミックス	1	LEAD	9784575420906	2025-02	無能の悪童王子は生き残りたい = The Survival of an Incompetent Villainous Prince. : 恋愛RPGの悪役モブに転生したけど、原作無視して最強を目指す. 1	水面, ミレ/サンボン	双葉社	双葉社	o	o	o	x	o	o	o	o			2	9784575421781	版元o+ISBN連番o+日付o	live	
APPLY	ACCEPT	mushoku-kakutou-niito-konbatto	無職格闘-ニート・コンバット-	seed4	0	standard	通常版	ヤンマガKC	1	LEAD	9784065388976	2025-04	無職格闘-ニート・コンバット- = NEET COMBAT. 1	若生, 真也	講談社	講談社	o	o	o	o	o	o	o	o			2	9784065401798	版元o+ISBN連番o+日付o	live	
APPLY	ACCEPT	nekokko-club	猫っこ倶楽部	seed4	0	standard	通常版	スコラLC	1	LEAD	9784796287388	1996-08-07	猫っこ倶楽部(1)	アンソロジー	スコラ	スコラ	o	o	o	x	o	o	o	o			2	9784796287562	版元o+ISBN連番o+日付o	live	
APPLY	ACCEPT	nuclear	Nuclear	seed4	0	standard	通常版	Nichibun comics	1	LEAD	9784537148732	2024-09	Nuclear = ニュークリア. 1	木村, 航, 漫画家	日本文芸社	日本文芸社	o	o	o	o	o	o	o	o			2	9784537149265	版元o+ISBN連番o+日付o	live	
APPLY	ACCEPT	rasubosu-tachi-no-kakushi-go	ラスボスたちの隠し仔	seed4	0	standard	通常版	電撃コミックスNEXT	1	LEAD	9784049160307	2024-09	ラスボスたちの隠し仔 = The Hidden Cubs of the LASTBOSS : 魔王城に転生した元社畜プログラマーは自由気ままに『魔導言語』を開発する. 1	森, 清士郎/熊乃, げん骨	KADOKAWA	KADOKAWA	o	o	o	o	o	o	o	o			2	9784049164398	版元o+ISBN連番o+日付o	live	
APPLY	REVIEW_TOKEN	samenyan	サメにゃん	seed4	0	standard	通常版		1	LEAD	9784778036263	2024-04-26	サメにゃん	ぢゅの	小学館クリエイティブ	小学館クリエイティブ	o	o	o	o	x	o	o	o			2	9784778036430	題に巻番号は無いが版元o+ISBN連番o+日付o+著者o(シリーズ1巻は題に番号が付かないのが通例)	live	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/6263/9784778036263_1_3.jpg
APPLY	REVIEW_TOKEN	saurus-no-mini-yonku-super-tekunikku	ザウルスのミニ四駆スーパーテクニック	seed4	0	standard	通常版	ワンダーライフスペシャル	1	LEAD	9784091025180	1995-10	ザウルスのミニ四駆スーパーテクニック	徳田ザウルス	小学館	小学館	o	o	o	o	x	o	o	o			2	9784091025456	題に巻番号は無いが版元o+ISBN連番o+日付o+著者o(シリーズ1巻は題に番号が付かないのが通例)	live	
APPLY	ACCEPT	seishun-porunogurafutei	青春ぽるのぐらふてい	seed4	0	standard	通常版	富士見コミックス	1	LEAD	9784829181010	1984-09	青春ぽるのぐらふてい(1)	しのざき芳乃/いなばあいこ	富士見書房	富士見書房	o	o	o	o	o	o	o	o			3	9784829181034	版元o+ISBN連番o+日付o	live	
APPLY	ACCEPT	seishun-porunogurafutei	青春ぽるのぐらふてい	seed4	0	standard	通常版	富士見コミックス	2	LEAD	9784829181027	1984-09	青春ぽるのぐらふてい(2)	しのざき芳乃/いなばあいこ	富士見書房	富士見書房	o	o	o	o	o	o	o	o			3	9784829181034	版元o+ISBN連番o+日付o	live	
APPLY	ACCEPT	sekai-no-meisaku-opera	世界の名作オペラ	seed4	0	standard	通常版		1	LEAD	9784880238685	2004-11	世界の名作オペラ(1)	つづき佳子	ティーケイシー出版	ティーケイシー出版	o	o	o	x	o	o	o	o			8	9784880238753	版元o+ISBN連番o+日付o	live	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8802/88023868.jpg
APPLY	ACCEPT	sekai-no-meisaku-opera	世界の名作オペラ	seed4	0	standard	通常版		2	LEAD	9784880238692	2004-11	世界の名作オペラ(2)	つづき佳子	ティーケイシー出版	ティーケイシー出版	o	o	o	x	o	o	o	o			8	9784880238753	版元o+ISBN連番o+日付o	live	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8802/88023869.jpg
APPLY	ACCEPT	sekai-no-meisaku-opera	世界の名作オペラ	seed4	0	standard	通常版		3	LEAD	9784880238708	2004-12	世界の名作オペラ(3)	つづき佳子	ティーケイシー出版	ティーケイシー出版	o	o	o	x	o	o	o	o			8	9784880238753	版元o+ISBN連番o+日付o	live	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8802/88023870.jpg
APPLY	ACCEPT	sekai-no-meisaku-opera	世界の名作オペラ	seed4	0	standard	通常版		4	LEAD	9784880238715	2004-12	世界の名作オペラ(4)	つづき佳子	ティーケイシー出版	ティーケイシー出版	o	o	o	x	o	o	o	o			8	9784880238753	版元o+ISBN連番o+日付o	live	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8802/88023871.jpg
APPLY	ACCEPT	sekai-no-meisaku-opera	世界の名作オペラ	seed4	0	standard	通常版		5	LEAD	9784880238722	2005-01	世界の名作オペラ(5)	つづき佳子	ティーケイシー出版	ティーケイシー出版	o	o	o	x	o	o	o	o			8	9784880238753	版元o+ISBN連番o+日付o	live	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8802/88023872.jpg
APPLY	ACCEPT	sekai-no-meisaku-opera	世界の名作オペラ	seed4	0	standard	通常版		6	LEAD	9784880238739	2005-01	世界の名作オペラ(6)	つづき佳子	本の泉社	ティーケイシー出版	o	o	o	x	o	x	o	o			8	9784880238753	版元o+ISBN連番o+日付o	live	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8802/88023873.jpg
APPLY	ACCEPT	sekai-no-meisaku-opera	世界の名作オペラ	seed4	0	standard	通常版		7	LEAD	9784880238746	2005-02	世界の名作オペラ(7)	つづき佳子	本の泉社	ティーケイシー出版	o	o	o	x	o	x	o	o			8	9784880238753	版元o+ISBN連番o+日付o	live	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8802/88023874.jpg
APPLY	ACCEPT	senmonogatari	千物語	seed4	0	standard	通常版		1	LEAD	9784871830324	1987-01	千物語(Vol.1)		オーク出版サービス	桜桃書房	o	o	o	?	o	x	o	o			7	9784871831864	版元o+ISBN連番o+日付o	live	
APPLY	ACCEPT	senmonogatari	千物語	seed4	0	standard	通常版		2	LEAD	9784871830423	1987-04	千物語(2)		桜桃書房	桜桃書房	o	o	o	?	o	o	o	o			7	9784871831864	版元o+ISBN連番o+日付o	live	
APPLY	ACCEPT	senmonogatari	千物語	seed4	0	standard	通常版		3	LEAD	9784871830546	1987-07-01	千物語(3)		オーク出版サービス	桜桃書房	o	o	o	?	o	x	o	o			7	9784871831864	版元o+ISBN連番o+日付o	live	
APPLY	ACCEPT	senmonogatari	千物語	seed4	0	standard	通常版		4	LEAD	9784871831260	1988-07-01	千物語(4)		オーク出版サービス	桜桃書房	o	o	o	?	o	x	o	o			7	9784871831864	版元o+ISBN連番o+日付o	live	
APPLY	ACCEPT	senmonogatari	千物語	seed4	0	standard	通常版		5	LEAD	9784871831550	1988-11-01	千物語(5)		オーク出版サービス	桜桃書房	o	o	o	?	o	x	o	o			7	9784871831864	版元o+ISBN連番o+日付o	live	
APPLY	ACCEPT	senmonogatari	千物語	seed4	0	standard	通常版		6	LEAD	9784871831710	1989-02-01	千物語(6)		オーク出版サービス	桜桃書房	o	o	o	?	o	x	o	o			7	9784871831864	版元o+ISBN連番o+日付o	live	
APPLY	REVIEW_TOKEN	shinseiki-evangelion-koutetsu-no-girlfriend-2nd-4-koma-manga-gekijou	新世紀エヴァンゲリオン鋼鉄のガールフレンド2nd4コママンガ劇場	seed4	0	standard	通常版		1	LEAD	9784757510685	2003-12	新世紀エヴァンゲリオン鋼鉄のガールフレンド2nd 4コママンガ劇場		スクウェア・エニックス	スクウェア・エニックス	o	o	o	?	x	o	o	o			2	9784757511767	題に巻番号は無いが版元o+ISBN連番o+日付o+著者?(シリーズ1巻は題に番号が付かないのが通例)	live	
APPLY	ACCEPT	skip-kiss	SKIP-KISS	seed4	0	standard	通常版	Gust comic	1	LEAD	9784756712486	1999-08-07	SKIP-KISS(1)	大和名瀬	桜桃書房	桜桃書房	o	o	o	o	o	o	o	o			2	9784756713582	版元o+ISBN連番o+日付o	live	
APPLY	REVIEW_TOKEN	tales-of-symphonia-4-koma-kings	テイルズオブシンフォニア4コマkings	seed4	0	standard	通常版	DNAメディアコミックス	1	LEAD	9784758001458	2003-11	テイルズオブシンフォニア4コマkings		一迅社	一迅社	o	o	o	?	x	o	o	o			3	9784758002189	題に巻番号は無いが版元o+ISBN連番o+日付o+著者?(シリーズ1巻は題に番号が付かないのが通例)	live	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7580/75800145.jpg
APPLY	ACCEPT	tales-of-symphonia-4-koma-kings	テイルズオブシンフォニア4コマkings	seed4	0	standard	通常版	DNAメディアコミックス	2	LEAD	9784758001793	2004-05	テイルズオブシンフォニア4コマkings(2)		一迅社	一迅社	o	o	o	?	o	o	o	o			3	9784758002189	版元o+ISBN連番o+日付o	live	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7580/75800179.jpg
APPLY	ACCEPT	yama-kaimashita	山、買いました	seed4	0	standard	通常版	MFC	1	LEAD	9784046835659	2024-11	山、買いました = I BOUGHT A MOUNTAIN. : 異世界暮らしも悪くない. 1	炎堂, たつや/実川, えむ	KADOKAWA	KADOKAWA	o	o	o	o	o	o	o	o			2	9784046845467	版元o+ISBN連番o+日付o	live	
APPLY	REVIEW_TOKEN	yuri-shoujo	百合少女	seed4	0	standard	通常版	Kyun comics	1	LEAD	9784774730233	2009-11	百合少女		コスミック出版	コスミック出版	o	o	o	?	x	o	o	o			3	9784774730356	題に巻番号は無いが版元o+ISBN連番o+日付o+著者?(シリーズ1巻は題に番号が付かないのが通例)	live	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7747/77473023.jpg
