tier	author_ok	stem	title	etype	number	isbn	date	publisher	rakuten_title	rakuten_author	page_authors	series_name	main_prefix	cand_prefix	n_cands
STRICT	OK	kizumono-no-hanayome	傷モノの花嫁	standard	5	9784065370230	2024-10	講談社	傷モノの花嫁(5)	友麻 碧/藤丸 豆ノ介	藤丸豆ノ介 / 友麻碧	KCx	9784065	9784065	3
STRICT	MISMATCH	kohaku-no-yume-de-yoimashou	琥珀の夢で酔いましょう	standard	8	9784800015112	2024-10	マッグガーデン	琥珀の夢で酔いましょう(8)	依田温/村野真朱	村野真朱が / 依田温が	マッグガーデンコミックスEDENシリーズ	9784800	9784800	2
STRICT	OK	kojirase-tensei-maou-to-7-nin-no-oshikake-otome-no-ragnarok-system	こじらせ転生魔王と7人のおしかけ乙女のラグナロク・システム	standard	3	9784253321983	2024-06	秋田書店	こじらせ転生魔王と7人のおしかけ乙女のラグナロク・システム 3	サイトウケンジ/GUNP	GUNP	チャンピオンREDコミックス	9784253	9784253	6
STRICT	OK	komiyama-ga-kirai-da	小宮山がキライだ	standard	6	9784088430508	2024-09	集英社	小宮山がキライだ 6	桃白 茉乃	桃白茉乃	マーガレットコミックス	9784088	9784088	1
STRICT	OK	konjiki-no-gash-2	金色のガッシュ!!2	standard	4	9784910019208	2024-08	クラーケンコミックス	金色のガッシュ!! 2(4)	雷句 誠	雷句誠		9784910	9784910	2
STRICT	OK	kono-koi-chaban-ni-tsuki	この恋、茶番につき!?	standard	11	9784065375679	2024-11	講談社	この恋、茶番につき!?(11)	山中 梅鉢	山中梅鉢	BE　LOVE　KC	9784065	9784065	2
STRICT	OK	kono-otoko-wa-jinsei-saidai-no-ayamachi-desu	この男は人生最大の過ちです	standard	10	9784866697185	2024-11	Jパブリッシング	この男は人生最大の過ちです 10	九瀬しき	九瀬しき	スフレコミックス	9784866	9784866	3
STRICT	OK	kono-yo-wa-tatakau-kachi-ga-aru	この世は戦う価値がある	standard	4	9784098634170	2025-05	小学館	この世は戦う価値がある(4)	こだま はつみ	こだまはつみ	ビッグ コミックス	9784098	9784098	2
STRICT	OK	konohana-ki-tan	このはな綺譚	standard	16	9784344853874	2024-08	幻冬舎コミックス	このはな綺譚 (16)	天乃咲哉	天乃咲哉	バーズコミックス	9784344	9784344	2
STRICT	OK	konoko-shirimasenka	この子知りませんか?	standard	6	9784537148961	2024-09	日本文芸社	この子知りませんか? ( 6)	てぃーろんたろん	てぃーろんたろん	ニチブンコミックス	9784537	9784537	3
STRICT	MISMATCH	konpeki-no-kantai	紺碧の艦隊	standard	17	9784198301866	1998-12	徳間書店	紺碧の艦隊(17)	居村真二/荒巻義雄	居村眞二	少年キャプテンコミックススペシャル	9784198	9784198	3
STRICT	OK	konyaku-haki-sareta-node-osouji-maid-ni-nattara-warawanai-kikoushi-sama-ni-dekiai-saremashita	婚約破棄されたのでお掃除メイドになったら笑わない貴公子様に溺愛されました	standard	3	9784575420234	2024-12	双葉社	婚約破棄されたのでお掃除メイドになったら 笑わない貴公子様に溺愛されました(3)	間宮/早瀬黒絵	早瀬黒絵 / 間宮	モンスターコミックスf	9784575	9784575	3
STRICT	OK	koori-no-hime-wa-chiisana-hidamari-de-tokasaretai	氷の姫は小さな陽だまりでとかされたい	standard	2	9784832204478	2024-10	芳文社	氷の姫は小さな陽だまりでとかされたい 2	樹多村あかつき	樹多村あかつき	芳文社コミックス	9784832	9784832	2
STRICT	OK	kore-wa-hanzai-dewanaku-koi-desu	これは犯罪ではなく恋です。	standard	2	9784098728435	2024-11	小学館	これは犯罪ではなく恋です。(2)	川瀬 あや	川瀬あや	フラワーコミックス α	9784098	9784098	2
STRICT	OK	korogaru-kyoudai	転がる姉弟	standard	6	9784864682916	2024-09	ヒーローズ	転がる姉弟(6)	森つぶみ	森つぶみ	ヒーローズコミックス ふらっと	9784864	9784864	1
STRICT	OK	koroshiya-wa-kyou-mo-reitetsu-koutei-ni-aisareru	殺し屋は今日も冷徹皇帝に愛される	standard	4	9784098728831	2025-02	小学館	殺し屋は今日も冷徹皇帝に愛される(4)	車谷 晴子/央知 夕	央知夕	フラワーコミックス	9784098	9784098	3
STRICT	OK	koudo-ni-hattatsu-shita-igaku-wa-mahou-to-kubetsu-ga-tsukanai	高度に発達した医学は魔法と区別がつかない	standard	8	9784065374597	2024-11	講談社	高度に発達した医学は魔法と区別がつかない(8)	瀧下 信英/津田 彷徨	津田彷徨 / 瀧下信英	モーニング　KC	9784065	9784065	2
STRICT	OK	kouiu-noga-ii	こういうのがいい	standard	9	9784088934686	2024-11	集英社	こういうのがいい 9	双龍	双龍	ヤングジャンプコミックス	9784088	9784088	2
STRICT	OK	koukyuu-o-tsuihousareta-sareta-kidai-no-akujo-wa-rikyuu-de-aiken-o-mofumofu-shitetai	後宮を追放された稀代の悪女は離宮で愛犬をモフモフしてたい	standard	5	9784098538669	2025-02	小学館	後宮を追放された稀代の悪女は離宮で愛犬をモフモフしてたい(5)	マチバリ/幸 路	幸路	マンガワンコミックス	9784098	9784098	3
STRICT	OK	koushaku-fujin-no-50-no-ocha-recipe	公爵夫人の50のお茶レシピ	standard	7	9784046840707	2024-10	KADOKAWA	公爵夫人の50のお茶レシピ 7	Antstudio/Lee Jiha	Antstudio	フロース　コミック	9784046	9784046	4
STRICT	OK	koushaku-reijou-wa-tegoma-o-enjiru	侯爵令嬢は手駒を演じる	standard	6	9784866578033	2024-10	フロンティアワークス	侯爵令嬢は手駒を演じる 6	白雪しおん/橘 千秋/蒼崎 律	白雪しおん	アリアンローズコミックス	9784866	9784866	1
STRICT	OK	kouu-to-ryuuhou-ato-tanaka	項羽と劉邦、あと田中	standard	9	9784391163544	2024-10	主婦と生活社	項羽と劉邦、あと田中 9	亜希乃 千紗/古寺谷 雉/獅子猿	亜希乃千紗	PASH！コミックス	9784391	9784391	3
STRICT	OK	kowloon-generic-romance	九龍ジェネリックロマンス	standard	10	9784088932675	2024-10	集英社	九龍ジェネリックロマンス 10	眉月 じゅん	眉月じゅん	ヤングジャンプコミックス	9784088	9784088	3
STRICT	OK	koyoi-mo-omachishite-orimasu	今宵もお待ちしております	standard	5	9784098728527	2024-12	小学館	今宵もお待ちしております(5)	北川 みゆき	北川みゆき	フラワーコミックス α	9784098	9784098	4
STRICT	OK	koyoi-tsuma-ga	今宵、妻が。	standard	20	9784537148831	2024-08	日本文芸社	今宵、妻が。 (20)	佐野 タカシ	佐野タカシ	ニチブンコミックス	9784537	9784537	3
STRICT	OK	kuro-ka-shiro-ka	黒か白か	standard	13	9784041156858	2024-11	KADOKAWA	黒か白か 第13巻	さちも	さちも	あすかコミックスCL-DX	9784041	9784041	1
STRICT	OK	kuro-mahou-ryou-no-sanakunin	黒魔法寮の三悪人	standard	2	9784098536269	2024-10	小学館	黒魔法寮の三悪人(2)	斎藤 キミオ	斎藤キミオ	サンデーうぇぶりコミックス	9784098	9784098	2
STRICT	OK	kuro-no-shoukanshi	黒の召喚士	standard	20	9784824009821	2024-10	オーバーラップ	黒の召喚士 20	天羽 銀/迷井豆腐/黒銀（DIGS）	天羽銀	ガルドコミックス	9784824	9784824	3
STRICT	OK	kuuneru-marta-nuubo	くーねるまるた ぬーぼ	standard	15	9784098630455	2024-09	小学館	くーねるまるた ぬーぼ(15)	高尾 じんぐ	高尾じんぐ	ビッグ コミックス	9784098	9784098	3
STRICT	OK	kyokou-suiri	虚構推理	standard	22	9784065368176	2024-10	講談社	虚構推理(22)	片瀬 茶柴/城平 京	片瀬茶柴	講談社コミックス月刊マガジン	9784065	9784065	2
STRICT	OK	kyou-mo-veranda-de	今日もベランダで	standard	6	9784065370858	2024-10	講談社	今日もベランダで(6)	糸川 一成	糸川一成	モーニング　KC	9784065	9784065	2
STRICT	OK	local-joshi-no-tooboe	ローカル女子の遠吠え	standard	11	9784832259607	2024-12	芳文社	ローカル女子の遠吠え 11	瀬戸口みづき	瀬戸口みづき	まんがタイムコミックス	9784832	9784832	2
STRICT	OK	loop-7-kaime-no-akuyaku-reijou-wa-mototekikoku-de-jiyuu-kimama-na-hanayome-seikatsu-o-mankitsu-suru	ループ7回目の悪役令嬢は、元敵国で自由気ままな花嫁生活を満喫する	standard	7	9784824009845	2024-10	オーバーラップ	ループ7回目の悪役令嬢は、元敵国で自由気ままな花嫁生活を満喫する 7	木乃ひのき/雨川透子/八美☆わん	木乃ひのき	ガルドコミックス	9784824	9784824	3
STRICT	OK	madoromi-barmaid	まどろみバーメイド	standard	16	9784832204645	2024-12	芳文社	まどろみバーメイド 16	早川パオ	早川パオ	芳文社コミックス	9784832	9784832	2
STRICT	OK	magi-craft-meister	マギクラフト・マイスター	standard	13	9784046837837	2024-11	KADOKAWA	マギクラフト・マイスター 13	吉舎　和幸/秋ぎつね/ミユキ　ルリア	秋ぎつね / 吉舎和幸	MFC	9784046	9784046	3
STRICT	OK	mahou-no-rinobe	魔法のリノベ	standard	7	9784575339581	2024-11	双葉社	魔法のリノベ(7)	星崎真紀	星崎真紀	ジュールコミックス	9784575	9784575	2
STRICT	OK	mahoujin-guruguru-2	魔法陣グルグル2	standard	20	9784757597938	2025-04	スクウェア・エニックス	魔法陣グルグル2(20)	衛藤ヒロユキ	衛藤ヒロユキ	ガンガンコミックスONLINE	9784757	9784757	3
STRICT	OK	mahouka-koukou-no-yuutousei-2nd-season	魔法科高校の優等生2nd Season	standard	5	9784049159691	2024-10	KADOKAWA	魔法科高校の優等生 2nd Season 5	佐島　勤/おだ　まさる/石田　可奈/森　夕	おだまさる	電撃コミックスNEXT	9784049	9784049	5
STRICT	OK	mahoutsukai-no-hanzai-sousa	魔法使いの犯罪捜査	standard	4	9784041153536	2024-10	KADOKAWA	魔法使いの犯罪捜査 (4)	たもつ　葉子	たもつ葉子	角川コミックス・エース	9784041	9784041	2
STRICT	OK	maid-wa-koisuru-hachiya-kun	メイドは恋する蜂谷くん	standard	5	9784098732753	2025-12	小学館	メイドは恋する蜂谷くん(5)	小森 チヒロ	小森チヒロ	ちゃおコミックス	9784098	9784098	1
STRICT	OK	maizen-sisters	まいぜんシスターズ	standard	3	9784091498380	2024-09	小学館	まいぜんシスターズ(3)	永井 ゆうじ	永井ゆうじ	コロコロコミックス	9784091	9784091	2
STRICT	OK	majutsu-o-kiwamete-tabi-ni-deta-tensei-elf-mote-amashita-jumyou-de-ikeru-densetsu-to-naru	魔術を極めて旅に出た転生エルフ、持て余した寿命で生ける伝説となる	standard	3	9784813763833	2024-11	スターツ出版	魔術を極めて旅に出た転生エルフ、持て余した寿命で生ける伝説となる 3	kanco/榊原モンショー	kanco	グラストCOMICS	9784813	9784813	4
STRICT	OK	manshuu-ahen-squad	満州アヘンスクワッド	standard	18	9784065372616	2024-10	講談社	満州アヘンスクワッド(18)	鹿子/門馬 司	鹿子	ヤンマガKCスペシャル	9784065	9784065	3
STRICT	OK	maou-o-taoshita-moto-yuusha-moto-no-sekai-niwa-modorenai-to-imasara-iwareta-node-oukoku-o-sutete	魔王を倒した元勇者、元の世界には戻れないと今さら言われたので、王国を捨てて好き勝手にスローライフします!	standard	3	9784813764151	2025-02	スターツ出版	魔王を倒した元勇者、元の世界には戻れないと今さら言われたので、王国を捨てて好き勝手にスローライフします! 3	星野蒼一朗/あけちともあき	星野蒼一朗 / あけちともあき	グラストCOMICS	9784813	9784813	3
STRICT	OK	maougun-saikyou-no-majutsushi-wa-ningen-datta	魔王軍最強の魔術師は人間だった	standard	12	9784575420401	2024-12	双葉社	魔王軍最強の魔術師は人間だった(12)	アナジロ/羽田遼亮	アナジロ	モンスターコミックス	9784575	9784575	2
STRICT	OK	maoujou-de-oyasumi	魔王城でおやすみ	standard	29	9784098540082	2025-02	小学館	魔王城でおやすみ(29)	熊之股 鍵次	熊之股鍵次	少年サンデーコミックス	9784098	9784098	2
STRICT	OK	matagi-gunner	マタギガンナー	standard	9	9784065373651	2024-11	講談社	マタギガンナー(9)	藤本 正二/Juan Albarran	JuanAlbarran	モーニング　KC	9784065	9784065	5
STRICT	OK	mato-seihei-no-slave	魔都精兵のスレイブ	standard	17	9784088842578	2024-12	集英社	魔都精兵のスレイブ 17	竹村 洋平/タカヒロ	竹村洋平	ジャンプコミックス	9784088	9784088	4
STRICT	OK	megami-no-hyouteki	女神の標的	standard	3	9784098630738	2024-10	小学館	女神の標的(3)	小山 ゆう	小山ゆう	ビッグ コミックス	9784098	9784098	2
STRICT	OK	megami-no-hyouteki	女神の標的	standard	7	9784098636655	2025-12	小学館	女神の標的(7)	小山 ゆう	小山ゆう	ビッグ コミックス	9784098	9784098	1
STRICT	OK	megarosalia	メガロザリア	standard	3	9784047382022	2024-11	KADOKAWA	メガロザリア 3	みやま　るん	みやまるん	青騎士コミックス	9784047	9784047	3
STRICT	OK	mf-ghost	MFゴースト	standard	21	9784065372609	2024-10	講談社	MFゴースト(21)	しげの 秀一	しげの秀一	ヤンマガKCスペシャル	9784065	9784065	2
STRICT	OK	mieruko-chan	見える子ちゃん	standard	11	9784046839930	2024-10	KADOKAWA	見える子ちゃん 11	泉　朝樹	泉朝樹	MFC	9784046	9784046	2
STRICT	OK	miharu-no-senjou	ミハルの戦場	standard	3	9784098543519	2025-12	小学館	ミハルの戦場(3)	濱田 轟天/藤本 ケンシ	藤本ケンシ / 濱田轟天	マンガワンコミックス	9784098	9784098	2
STRICT	OK	mijissou-no-rasubosu-tachi-ga-nakama-ni-narimashita	未実装のラスボス達が仲間になりました。	standard	5	9784049159349	2024-10	KADOKAWA	未実装のラスボス達が仲間になりました。 5	緋呂河　とも/ながワサビ64/かわく	緋呂河とも	電撃コミックスNEXT	9784049	9784049	3
STRICT	OK	minecraft-sekai-no-hate-eno-tabi	MINECRAFT～世界の果てへの旅～	standard	10	9784091497956	2024-10	小学館	MINECRAFT〜世界の果てへの旅〜(10)	瀬戸 カズヨシ	瀬戸カズヨシ	コロコロコミックス	9784091	9784091	2
STRICT	OK	mitsuka	蜜果	standard	4	9784910526577	2024-10	シュークリーム	蜜果 4	akabeko	akabeko	from RED COMICS　058	9784910	9784910	3
STRICT	OK	mobile-suit-gundam-akai-san-kyosei	機動戦士ガンダム赤い三巨星	standard	3	9784041156162	2024-09	KADOKAWA	機動戦士ガンダム 赤い三巨星(3)	江尻　立真/関西　リョウジ/矢立肇・富野由悠季	江尻立真 / 関西リョウジ / 矢立肇 / 富野由悠季	角川コミックス・エース	9784041	9784041	6
STRICT	OK	mobile-suit-gundam-last-horizon	機動戦士ガンダムラストホライズン	standard	4	9784088933627	2024-10	集英社	機動戦士ガンダム ラストホライズン 4	寺田 ケンイチ/吉野 弘幸/矢立 肇/富野 由悠季	吉野弘幸 / 寺田ケンイチ	ヤングジャンプコミックス	9784088	9784088	7
STRICT	OK	mobile-suit-gundam-last-horizon	機動戦士ガンダムラストホライズン	standard	6	9784088940366	2025-12	集英社	機動戦士ガンダム ラストホライズン 6	寺田 ケンイチ/吉野 弘幸/矢立 肇/富野 由悠季	吉野弘幸 / 寺田ケンイチ	ヤングジャンプコミックス	9784088	9784088	6
STRICT	OK	mochiron-isharyou-seikyuu-itashimasu	勿論、慰謝料請求いたします!	standard	7	9784575419887	2024-10	双葉社	勿論、慰謝料請求いたします!(7)	無糖党/soy	無糖党	モンスターコミックスf	9784575	9784575	2
STRICT	OK	moekare-wa-orenjiiro	モエカレはオレンジ色	standard	14	9784065372043	2024-10	講談社	モエカレはオレンジ色(14)	玉島 ノン	玉島ノン	KC　デザート	9784065	9784065	2
STRICT	OK	mokushiroku-no-yonkishi	黙示録の四騎士	standard	27	9784065438879	2026-07	講談社	黙示録の四騎士(27)	鈴木 央	鈴木央	講談社コミックス	9784065	9784065	2
STRICT	OK	mokuyoubi-no-furutto	木曜日のフルット	standard	11	9784253285810	2024-08	秋田書店	木曜日のフルット 11	石黒正数	石黒正数	少年チャンピオン・コミックス	9784253	9784253	2
STRICT	OK	monogatari-no-kuromaku-ni-tensei-shite	物語の黒幕に転生して	standard	5	9784041155691	2024-09	KADOKAWA	物語の黒幕に転生して (5)	瀬川　はじめ/結城　涼/なかむら	瀬川はじめ	角川コミックス・エース	9784041	9784041	4
STRICT	OK	monster-no-amai-kiba	MONSTERの甘い牙	standard	5	9784575339628	2024-12	双葉社	MONSTERの甘い牙(5)	伊吹楓/橘いろか	伊吹楓	ジュールコミックス	9784575	9784575	3
STRICT	OK	monster-stein	モンスターシュタイン	standard	4	9784065371664	2024-10	講談社	モンスターシュタイン(4)	OTOSAMA	OTOSAMA	モーニング　KC	9784065	9784065	4
STRICT	OK	morino-no-kuma-chan	森ののくまちゃん	standard	6	9784098728572	2024-10	小学館	森ののくまちゃん(6)	えびな しお	えびなしお	ちゃおコミックス	9784098	9784098	1
STRICT	OK	moto-doreidesuga-oni-no-dorei-o-kattemitara-seiryoku-ga-tsuyosugirunode-sutetai	元奴隷ですが、鬼の奴隷を買ってみたら精力が強すぎるので捨てたい……	standard	6	9784344854635	2024-09	幻冬舎コミックス	元奴隷ですが、鬼の奴隷を買ってみたら精力が強すぎるので捨てたい...... (6)	天晴にこ/斎藤 岬	斎藤岬	バーズコミックス	9784344	9784344	4
STRICT	OK	moto-ochikobore-koushaku-reijou-desu-the-comic	元、落ちこぼれ公爵令嬢です。the comic	standard	7	9784800015884	2025-04	マッグガーデン	元、落ちこぼれ公爵令嬢です。THE COMIC(7)	白鳥うしお/一分咲	白鳥うしお	マッグガーデンコミックスアヴァルスシリーズ	9784800	9784800	2
STRICT	OK	moto-saikyou-yuusha-no-sai-shuushoku	元最強勇者の再就職	standard	5	9784864682923	2024-09	ヒーローズ	元最強勇者の再就職(5)	阿久津拓矩/萩尾ノブト	萩尾ノブト	ヒーローズコミックス わいるど	9784864	9784864	3
STRICT	OK	moto-yuusha-wa-shizuka-ni-kurashitai	元勇者は静かに暮らしたい	standard	4	9784088934662	2024-10	集英社	元勇者は静かに暮らしたい 4	鳴瀬 ひろふみ/こうじ/鍋島 テツヒロ	鳴瀬ひろふみ	ヤングジャンプコミックス	9784088	9784088	5
STRICT	OK	mukashi-yuusha-de-ima-wa-hone	昔勇者で今は骨	standard	10	9784199508752	2024-10	徳間書店	昔勇者で今は骨(10)	佐伯庸介/内々けやき/白狼	内々けやき	リュウコミックス	9784199	9784199	5
STRICT	MISMATCH	munou-nintei-de-boukensha-kubi-ni-natta-kara-jimoto-ni-kaettekita-kekkon-suru	無能認定で冒険者クビになったから地元に帰って結婚する	standard	4	9784107727626	2024-11	新潮社	無能認定で冒険者クビになったから地元に帰って結婚する 4	YUI/響 恭也/まふゆ	Yui	バンチコミックス	9784107	9784107	4
STRICT	OK	munou-reijou-no-keiyaku-kekkon	無能令嬢の契約結婚	standard	3	9784813765516	2026-01	スターツ出版	無能令嬢の契約結婚 3	九条みに/香月文香	香月文香 / 九条みに	noicomi COMICS　3	9784813	9784813	2
STRICT	OK	munou-wa-fuyou-to-iware-tokei-tsukai-no-boku-wa-shokunin-guild-kara-oidasareru-mo-dungeon-no-shinbu	無能は不要と言われ『時計使い』の僕は職人ギルドから追い出されるも、ダンジョンの深部で真の力に覚醒する	standard	3	9784867166130	2024-07	マイクロマガジン社	無能は不要と言われ『時計使い』の僕は職人ギルドから追い出されるも、ダンジョンの深部で真の力に覚醒する 3	桜霧琥珀/福きつね	桜霧琥珀 / さらさみさ	GCノベルズ	9784867	9784867	1
STRICT	OK	musume-no-shinshitsu	娘の寝室	standard	2	9784065389409	2025-03	講談社	娘の寝室(2)	てぃーろんたろん	てぃーろんたろん	ヤンマガKCスペシャル	9784065	9784065	3
STRICT	OK	myoo-chan-sensei-wa-kaku-katariki	みょーちゃん先生はかく語りき	standard	7	9784065375969	2024-11	講談社	みょーちゃん先生はかく語りき(7)	鹿成 トクサク/無敵ソーダ	鹿成トクサク / 無敵ソーダ	ヤンマガKCスペシャル	9784065	9784065	2
STRICT	OK	naisho-no-yoshuu	ないしょの予習	standard	6	9784537148749	2024-08	日本文芸社	ないしょの予習 ( 6)	森井 暁正	森井暁正	ニチブンコミックス　CHコミックス	9784537	9784537	1
STRICT	OK	nami-no-shijima-no-horizont	波のしじまのホリゾント	standard	3	9784098536931	2024-11	小学館	波のしじまのホリゾント(3)	小川 麻衣子	小川麻衣子	ゲッサン少年サンデーコミックス	9784098	9784098	2
STRICT	OK	nanoni-chigira-kun-ga-amasugiru	なのに、千輝くんが甘すぎる。	standard	11	9784065375785	2024-11	講談社	なのに、千輝くんが甘すぎる。(11)	亜南 くじら	亜南くじら	KC　デザート	9784065	9784065	3
STRICT	OK	nanto-dangerous-jii-san	なんと!でんぢゃらすじーさん	standard	15	9784091497796	2024-09	小学館	なんと! でんぢゃらすじーさん(15)	曽山 一寿	曽山一寿	コロコロコミックス	9784091	9784091	2
STRICT	OK	naoko	奈緒子	standard	32	9784091862327	2001-09	小学館	奈緒子 32	坂田 信弘/中原 裕	中原裕	ビッグ コミックス	9784091	9784091	3
STRICT	OK	narukawa-kun-wa-nakasaretakunai	鳴川くんは泣かされたくない	standard	5	9784098730216	2024-11	小学館	鳴川くんは泣かされたくない(5)	遠山 あちは	遠山あちは	フラワーコミックス	9784098	9784098	2
STRICT	OK	natsume-to-natsume	なつめとなつめ	standard	9	9784867166413	2024-10	マイクロマガジン社	なつめとなつめ 9	空翔俊介	空翔俊介	コミックELMO	9784867	9784867	2
STRICT	OK	neko-ni-tensei-shita-oji-san	ねこに転生したおじさん	standard	3	9784047381278	2024-09	KADOKAWA	ねこに転生したおじさん 3	やじま	やじま		9784047	9784047	1
STRICT	OK	nezumi-no-hatsukoi	ねずみの初恋	standard	5	9784065389140	2025-03	講談社	ねずみの初恋(5)	大瀬戸 陸	大瀬戸陸	ヤンマガKCスペシャル	9784065	9784065	2
STRICT	OK	nidome-no-isekai-shounen-datta-kare-wa-toshiue-kishi-ni-nari-dekiai-shitekuru	二度目の異世界、少年だった彼は年上騎士になり溺愛してくる	standard	5	9784046838988	2024-10	KADOKAWA	二度目の異世界、少年だった彼は年上騎士になり溺愛してくる 5	綾月　もか/琴子	綾月もか	フロース　コミック	9784046	9784046	3
STRICT	OK	nidome-no-koi-wa-hayami-kun-to	二度目の恋は、早水くんと	standard	4	9784088430669	2024-10	集英社	二度目の恋は、早水くんと 4	藍川 さき	藍川さき	マーガレットコミックス	9784088	9784088	3
STRICT	OK	ninja-to-gokudou	忍者と極道	standard	14	9784065373668	2024-11	講談社	忍者と極道(14)	近藤 信輔	近藤信輔	モーニング　KC	9784065	9784065	2
STRICT	OK	nippon-sangoku	日本三國	standard	6	9784098537099	2024-11	小学館	日本三國(6)	松木 いっか	松木いっか	裏少年サンデーコミックス	9784098	9784098	2
STRICT	OK	nisemono-no-renkinjutsushi	ニセモノの錬金術師	standard	3	9784046839244	2024-09	KADOKAWA	ニセモノの錬金術師 3	杉浦　次郎/うめ丸	うめ丸	MFC	9784046	9784046	4
STRICT	OK	niwatori-fighter	ニワトリ・ファイター	standard	8	9784864682749	2024-08	ヒーローズ	ニワトリ・ファイター(8)	桜谷シュウ	桜谷シュウ	ヒーローズコミックス	9784864	9784864	3
STRICT	OK	nonbiri-buiaaruemuemuooki	のんびりVRMMO記	standard	12	9784434346729	2024-10	アルファポリス	のんびりVRMMO記(12)	山鳥おふう/まぐろ猫＠恢猫	山鳥おふう	アルファポリスCOMICS	9784434	9784434	3
STRICT	OK	nonbiri-mura-no-yakuba-neko	のんびり村の役場猫	standard	3	9784065376829	2024-11	星海社	のんびり村の役場猫 3	あべまん	あべまん	星海社COMICS	9784065	9784065	2
STRICT	OK	noraneko-to-ookami	野良猫と狼	standard	5	9784592225034	2024-10	白泉社	野良猫と狼 5	ミユキ 蜜蜂	ミユキ蜜蜂	花とゆめコミックス	9784592	9784592	3
STRICT	OK	nui-dara-zetsurin	脱いだら絶倫!?	standard	10	9784864956956	2024-10	大都社	脱いだら絶倫!?  10	嶋永のの	嶋永のの	DaitoComics　TLシリーズ	9784864	9784864	1
STRICT	OK	nukarumi-no-shokutaku	泥濘の食卓	standard	7	9784107727763	2024-12	新潮社	泥濘の食卓 7	伊奈子	伊奈子	バンチコミックス	9784107	9784107	2
STRICT	OK	oboreru-hibi-wa-kimi-no-sei	溺れる日々はきみのせい	standard	3	9784396750619	2024-11	祥伝社	溺れる日々はきみのせい(3)	深澤ねじ	深澤ねじ	FCswing	9784396	9784396	1
STRICT	OK	ohitori-sama-hotel	おひとりさまホテル	standard	5	9784107727794	2024-12	新潮社	おひとりさまホテル 5	まろ/マキ ヒロチ	マキヒロチ	バンチコミックスコラル	9784107	9784107	3
STRICT	OK	oibore-yuusha-no-ise-kaigo	老いぼれ勇者の異世介護	standard	2	9784041153598	2024-10	KADOKAWA	老いぼれ勇者の異世介護(2)	森田　和彦	森田和彦	角川コミックス・エース	9784041	9784041	1
STRICT	OK	oidasareta-bannoushoku-ni-atarashii-jinsei-ga-hajimarimashita	追い出された万能職に新しい人生が始まりました	standard	9	9784434348471	2024-11	アルファポリス	追い出された万能職に新しい人生が始まりました(9)	宇崎鷹丸/東堂大稀	宇崎鷹丸	アルファポリスCOMICS	9784434	9784434	4
STRICT	OK	okuchi-ga-etchi-na-jakuten-datte-rival-no-elite-douryou-ni-barete-shimaimashita	おくちがエッチな弱点だって、ライバルのエリート同僚にバレてしまいました	standard	5	9784396701550	2024-09	祥伝社	おくちがエッチな弱点だって、ライバルのエリート同僚にバレてしまいました(5)	あわいぽっぽ	あわいぽっぽ	メルトコミックス	9784396	9784396	1
STRICT	OK	old-yokohama-radio-hour	オールドヨコハマラジオアワー	standard	2	9784832295865	2024-11	芳文社	オールドヨコハマラジオアワー 2	青田めい	青田めい	まんがタイムKRコミックス　フォワードコミックス	9784832	9784832	1
STRICT	OK	omae-imouto-janakute-iinazuke-datta-no-kayo	お前妹じゃなくて許嫁だったのかよ!?	standard	4	9784049163889	2025-04	KADOKAWA	お前妹じゃなくて許嫁だったのかよ!? 4	未来人A/湯猫子	湯猫子	電撃コミックスNEXT	9784049	9784049	5
STRICT	OK	onee-chan-no-midori-kun	お姉ちゃんの翠くん	standard	7	9784088430621	2024-11	集英社	お姉ちゃんの翠くん 7	目黒 あむ	目黒あむ	マーガレットコミックス	9784088	9784088	4
STRICT	OK	onee-chan-no-midori-kun	お姉ちゃんの翠くん	standard	10	9784088432144	2025-12	集英社	お姉ちゃんの翠くん 10	目黒 あむ	目黒あむ	マーガレットコミックス	9784088	9784088	3
STRICT	OK	oni-joushi-no-dekiai-ga-tomarimasen	鬼上司の溺愛が止まりません	standard	4	9784865182408	2024-12	大誠社	鬼上司の溺愛が止まりません 4	大島幸也	大島幸也	Only Lips comicsめちゃコミックオリジナル	9784865	9784865	2
STRICT	OK	oni-no-hanayome-wa-taberaretai	鬼の花嫁は喰べられたい	standard	10	9784592223504	2024-11	白泉社	鬼の花嫁は喰べられたい 10	サカノ 景子	サカノ景子	花とゆめコミックス	9784592	9784592	2
STRICT	OK	onigoroshi	鬼ゴロシ	standard	15	9784537149012	2024-09	日本文芸社	鬼ゴロシ (15)	河部 真道	河部真道	ニチブンコミックス	9784537	9784537	2
STRICT	OK	ookami-kachou-no-kisu-wa-amai	オオカミ課長のキスは甘い	standard	5	9784864957045	2024-11	大都社	オオカミ課長のキスは甘い 5	一之瀬絢	一之瀬絢	DaitoComics　YLシリーズ	9784864	9784864	2
STRICT	OK	ore-wa-seikan-kokka-no-akutoku-ryoushu	俺は星間国家の悪徳領主!	standard	7	9784824009906	2024-10	オーバーラップ	俺は星間国家の悪徳領主! 7	灘島かい/三嶋与夢/高峰ナダレ	灘島かい	ガルドコミックス	9784824	9784824	2
