slug	title	authors	edition_type	imprint	publisher	vols	std_vols	ratio	cls	v1_date	v1_cover	max_no	seq	cov_rate
byakuyou-no-musume	白妖の娘	木原敏江	kanzenban	愛蔵版コミックス	集英社	1	4	0.25	圧縮(豪華本)	2023-12-25	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0918/9784087920918_1_4.jpg?_ex=300x300	1	OK	1/1
captain-ken	キャプテンKen	手塚治虫	kanzenban	手塚治虫漫画全集	講談社	2	3	0.67	圧縮(豪華本)	1978-01	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/6258/9784061086258.jpg?_ex=300x300	2	OK	2/2
chikai-no-makyuu	ちかいの魔球	ちばてつや	kanzenban	ちばてつや全集	ホーム社	5	10	0.50	圧縮(豪華本)	1995-01-18	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2214/9784834282214.jpg?_ex=300x300	5	OK	3/5
chokkin	チョッキン	吾妻ひでお	kanzenban	完全版(復刊ドットコム)	復刊ドットコム	3	4	0.75	圧縮(豪華本)	2014-10	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1244/9784835451244.jpg?_ex=300x300	3	OK	3/3
choujin-locke	超人ロック	聖悠紀	kanzenban	KING LEGEND	少年画報社	37	38	0.97	圧縮(豪華本)	2006-12-31	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7859/78592714.jpg?_ex=300x300	37	OK	37/37
eru-arukon-taka	エル・アルコン-鷹-	青池保子	kanzenban	完全版(2012)	秋田書店	1	2	0.50	圧縮(豪華本)	2012-06	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2643/9784253102643.jpg?_ex=300x300	1	OK	1/1
gekkou-kamen	月光仮面	みね武・桑田次郎・村山一夫・井上球二	kanzenban	マンガショップシリーズ	マンガショップ	6	7	0.86	圧縮(豪華本)	2009-07	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3246/9784775913246.jpg?_ex=300x300	6	OK	6/6
hiba	飛葉	望月三起也	kanzenban	完全版	実業之日本社	1	2	0.50	圧縮(豪華本)	2018-07	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/5024/9784408415024.jpg?_ex=300x300	1	OK	1/1
kamui-den	カムイ伝	白土三平	kanzenban	カムイ伝全集	小学館	15	21	0.71	圧縮(豪華本)	2005-09-30	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8519/9784091878519_1_2.jpg?_ex=300x300	15	OK	15/15
kamuidendainibu	カムイ伝 第二部	白土三平	kanzenban	カムイ伝全集	小学館	12	22	0.55	圧縮(豪華本)	2006-04-27	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8663/9784091878663_1_2.jpg?_ex=300x300	12	OK	12/12
kekkoukamen	けっこう仮面	永井豪・ダイナミックプロ	kanzenban	KCデラックス		1	5	0.20	圧縮(豪華本)	2003-07	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7449/9784063347449.jpg?_ex=300x300	1	OK	1/1
oozora-no-chikai	大空のちかい	九里一平	kanzenban	マンガショップシリーズ	マンガショップ	3	4	0.75	圧縮(豪華本)	2007-10-02	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7759/77591189.jpg?_ex=300x300	3	OK	3/3
sai	菜	ワタセセイゾウ	kanzenban		玄光社	6	12	0.50	圧縮(豪華本)	2025-07	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0265/9784768330265_1_9.jpg?_ex=300x300	6	OK	6/6
sexaroid	セクサロイド	松本零士	kanzenban	完全版(小学館)	小学館	2	4	0.50	圧縮(豪華本)	2022-04-28	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3676/9784091793676_1_7.jpg?_ex=300x300	2	OK	2/2
susume-pirates	すすめ!!パイレーツ	江口寿史	kanzenban	小学館クリエイティブ	小学館クリエイティブ	4	11	0.36	圧縮(豪華本)	2008-09-15	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0872/9784778030872_1_2.jpg?_ex=300x300	4	OK	4/4
sutoppunii-chan	ストップ!にいちゃん	関谷ひさし	kanzenban	マンガショップシリーズ	マンガショップ	9	13	0.69	圧縮(豪華本)	2008-09-15	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2645/9784775912645.jpg?_ex=300x300	9	OK	9/9
touch	タッチ	あだち充	kanzenban	少年サンデーコミックススペシャル	小学館	12	26	0.46	圧縮(豪華本)	2005-07-15	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0912/09127841.jpg?_ex=300x300	12	OK	12/12
versailles-no-bara	ベルサイユのばら	池田理代子	kanzenban	完全版	集英社	9	14	0.64	圧縮(豪華本)	2005-12	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1333/9784088551333.jpg?_ex=300x300	9	OK	9/9
wild-7	ワイルド7	望月三起也	kanzenban	復刊ドットコム	復刊ドットコム	16	48	0.33	圧縮(豪華本)	2017-04	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4849/9784835454849.jpg?_ex=300x300	16	OK	7/16
yabou-no-oukoku	野望の王国	由起賢二	kanzenban	ニチブンコミックス	日本文芸社	9	28	0.32	圧縮(豪華本)	2002-09	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1249/9784537101249.jpg?_ex=300x300	9	OK	9/9
big-x	ビッグX	手塚治虫	other	手塚治虫全集	金の星社	1	4	0.25	圧縮(豪華本)	2008-01	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1091/9784323071091.jpg?_ex=300x300	1	OK	1/1
captain-ken	キャプテンKen	手塚治虫	other	少年サンデー版 限定版BOX(小学館クリエイティブ)	小学館クリエイティブ	1	3	0.33	圧縮(豪華本)	2012-02	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1992/9784778031992_1_5.jpg?_ex=300x300	1	OK	1/1
eden-no-tohoku	エデンの東北	深谷かほる	other	BB collection	竹書房	1	22	0.05	圧縮(豪華本)	2013-06	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1776/9784812481776.jpg?_ex=300x300	1	OK	1/1
gekkou-kamen	月光仮面	みね武・桑田次郎・村山一夫・井上球二	other	マンガショップシリーズ	マンガショップ	1	7	0.14	圧縮(豪華本)	2014-10	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4809/9784775914809.jpg?_ex=300x300	1	OK	0/1
gekkou-kamen	月光仮面	みね武・桑田次郎・村山一夫・井上球二	other	マンガショップシリーズ	マンガショップ	1	7	0.14	圧縮(豪華本)	2014-10	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4809/9784775914809.jpg?_ex=300x300	1	OK	1/1
iga-no-kagemaru	伊賀の影丸	横山光輝	other	限定版BOX(小学館クリエイティブ)	小学館クリエイティブ	4	15	0.27	圧縮(豪華本)	2010-06	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1404/9784778031404_1_4.jpg?_ex=300x300	4	OK	0/4
iga-no-kagemaru	伊賀の影丸	横山光輝	other	限定版BOX(小学館クリエイティブ)	小学館クリエイティブ	4	15	0.27	圧縮(豪華本)	2010-06	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1404/9784778031404_1_4.jpg?_ex=300x300	4	OK	4/4
iga-no-kagemaru	伊賀の影丸	横山光輝	other	Rare mix comics	小学館クリエイティブ	2	15	0.13	圧縮(豪華本)	2011-11	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0312/9784778060312_1_5.jpg?_ex=300x300	2	OK	2/2
ninja-senpuu	忍者旋風	白土三平	other	小学館叢書	小学館	2	4	0.50	圧縮(豪華本)	1995-11	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3658/9784091973658.gif?_ex=300x300	2	OK	2/2
ninja-senpuu	忍者旋風	白土三平	other	未復刻集成(小学館クリエイティブ)	小学館クリエイティブ	1	4	0.25	圧縮(豪華本)	2010-09	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1473/9784778031473_1_3.jpg?_ex=300x300	1	OK	1/1
sanada-kenryuu	真田剣流	白土三平	other	小学館叢書	小学館	2	3	0.67	圧縮(豪華本)	1996-01-10	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3672/9784091973672.gif?_ex=300x300	2	OK	0/2
sanada-kenryuu	真田剣流	白土三平	other	小学館叢書	小学館	2	3	0.67	圧縮(豪華本)	1996-01-10	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3672/9784091973672.gif?_ex=300x300	2	OK	2/2
sengoku-jieitai	戦国自衛隊	田辺節雄	other	Sebunコミックス	世界文化社	1	4	0.25	圧縮(豪華本)	1998-07	https://thumbnail.image.rakuten.co.jp/@0_mall/rakutenkobo-ebooks/cabinet/9944/2000002489944.jpg?_ex=300x300	1	OK	0/1
sengoku-jieitai	戦国自衛隊	田辺節雄	other	Sebunコミックス	世界文化社	1	4	0.25	圧縮(豪華本)	1998-07	https://thumbnail.image.rakuten.co.jp/@0_mall/rakutenkobo-ebooks/cabinet/9944/2000002489944.jpg?_ex=300x300	1	OK	1/1
shiroi-pilot	白いパイロット	手塚治虫	other	少年サンデー版 限定版BOX(小学館クリエイティブ)	小学館クリエイティブ	1	2	0.50	圧縮(豪華本)	2012-03	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2128/9784778032128_1_5.jpg?_ex=300x300	1	OK	1/1
umeboshi-denka	ウメ星デンカ	篠田ひでお・藤子・F・不二雄・藤子不二雄	other	ぴっかぴかコミックス カラー版	小学館	1	3	0.33	圧縮(豪華本)	2006-01-05	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2310/9784091482310.gif?_ex=300x300	1	OK	1/1
wild-cat	ワイルド・キャット	雨宮淳	other	プレイコミック・シリーズ	秋田書店	1	3	0.33	圧縮(豪華本)	2010-09	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0252/9784253250252.jpg?_ex=300x300	1	OK	1/1
zenigata-heiji-torimonohikae	銭形平次捕物控	シュガー佐藤・石森章太郎プロ・大石賢一	other	Kibo comics カジュアルワイド	少年画報社	1	17	0.06	圧縮(豪華本)	2018-08	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/6657/9784267906657.jpg?_ex=300x300	1	OK	1/1
0	0戦はやと	辻なおき	shinsoban	マンガショップシリーズ	マンガショップ	2	5	0.40	圧縮(豪華本)	2005-06-04	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7759/77591042.jpg?_ex=300x300	2	OK	2/2
1-2-no-1-rou	1・2の三四郎	小林まこと	shinsoban	KCスペシャル	講談社	12	15	0.80	圧縮(豪華本)	1988-03	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0610/06101382.jpg?_ex=300x300	12	OK	12/12
1000-nen-joou	1000年女王	松本零士	shinsoban	小学館叢書	小学館	3	5	0.60	圧縮(豪華本)	1991-07-10	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2613/9784091972613.jpg?_ex=300x300	3	OK	3/3
1000-nen-joou	1000年女王	松本零士	shinsoban	小学館叢書	小学館	3	5	0.60	圧縮(豪華本)	1991-07-10	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2613/9784091972613.jpg?_ex=300x300	3	OK	0/3
ace-o-nerae	エースをねらえ!	山本鈴美香	shinsoban	HMB	ホーム社	10	17	0.59	圧縮(豪華本)	2002-06	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2291/9784834272291.jpg?_ex=300x300	10	OK	10/10
ai-ga-yuku	愛がゆく	小山ゆう	shinsoban	スーパービジュアル・コミックス	小学館	6	12	0.50	圧縮(豪華本)	1996-08-15	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4019/9784091604019.gif?_ex=300x300	6	OK	1/6
ai-no-aranjuez	愛のアランフェス	槇村さとる・横森理香	shinsoban	Queen's comics premium	集英社	5	7	0.71	圧縮(豪華本)	2003-12	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0886/08865169.jpg?_ex=300x300	5	OK	5/5
ai-no-aranjuez	愛のアランフェス	槇村さとる・横森理香	shinsoban	Shueisha girls comics	集英社	3	7	0.43	圧縮(豪華本)	1989-09-05	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0060/9784088550060.jpg?_ex=300x300	3	OK	3/3
akadou-suzunosuke	赤胴鈴之助	武内つなよし	shinsoban	小学館クリエイティブ復刻	小学館クリエイティブ	5	8	0.62	圧縮(豪華本)	2007-11-04	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7780/77803049.jpg?_ex=300x300	5	OK	5/5
akagi	アカギ	福本伸行	shinsoban	バンブーコミックス	竹書房	1	36	0.03	圧縮(豪華本)	2000-10	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3773/9784812453773.jpg?_ex=300x300	1	OK	1/1
akagi	アカギ	福本伸行	shinsoban	バンブーコミックス	竹書房	1	36	0.03	圧縮(豪華本)	2000-10	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3773/9784812453773.jpg?_ex=300x300	1	OK	1/1
akatsuki-sentoutai	あかつき戦闘隊	園田光慶	shinsoban	マンガショップシリーズ	マンガショップ	2	5	0.40	圧縮(豪華本)	2005-03-05	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7759/77591025.jpg?_ex=300x300	2	OK	2/2
akumagari	悪魔狩り	戸土野正内郎	shinsoban	BLADE COMICS	マッグガーデン	6	7	0.86	圧縮(豪華本)	2009-01	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8612/86127584.jpg?_ex=300x300	6	OK	6/6
akumagari	悪魔狩り	戸土野正内郎	shinsoban	BLADE COMICS	マッグガーデン	6	7	0.86	圧縮(豪華本)	2009-01	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8612/86127584.jpg?_ex=300x300	6	OK	0/6
angel	Angel	遊人	shinsoban	宙出版版(2007)	宙出版	3	7	0.43	圧縮(豪華本)	2007-11	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7767/77679394.jpg?_ex=300x300	3	OK	0/3
angel	Angel	遊人	shinsoban	Nichibun comics	日本文芸社	5	7	0.71	圧縮(豪華本)	2006-12	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/5371/53710555.jpg?_ex=300x300	5	OK	5/5
angel	Angel	遊人	shinsoban	宙出版版(2007)	宙出版	3	7	0.43	圧縮(豪華本)	2007-11	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7767/77679394.jpg?_ex=300x300	3	OK	3/3
angel	Angel	遊人	shinsoban	CHOCOLAT COMICS	心交社	1	7	0.14	圧縮(豪華本)	2007-09	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7781/77810420.jpg?_ex=300x300	1	OK	1/1
anta-no-dairinin	あんたの代理人	高井研一郎・浅野拓	shinsoban	スーパー・ビジュアル・コミックス	小学館	3	6	0.50	圧縮(豪華本)	1993-05	https://thumbnail.image.rakuten.co.jp/@0_mall/rakutenkobo-ebooks/cabinet/7193/2000002067193.jpg?_ex=300x300	3	OK	1/3
ao-no-jidai	青青の時代	山岸凉子	shinsoban	山岸凉子スペシャルセレクション		2	4	0.50	圧縮(豪華本)	2016-04-20	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/6077/9784267906077.jpg?_ex=200x200	2	OK	2/2
ariesu-no-otometachi	アリエスの乙女たち	里中満智子	shinsoban	KCスペシャル	講談社	4	7	0.57	圧縮(豪華本)	1983-09	https://thumbnail.image.rakuten.co.jp/@0_mall/rakutenkobo-ebooks/cabinet/7746/2000020977746.jpg?_ex=300x300	4	OK	4/4
ariesu-no-otometachi	アリエスの乙女たち	里中満智子	shinsoban	KCスペシャル	講談社	4	7	0.57	圧縮(豪華本)	1983-09	https://thumbnail.image.rakuten.co.jp/@0_mall/rakutenkobo-ebooks/cabinet/7746/2000020977746.jpg?_ex=300x300	4	OK	0/4
arinko-no-uta	アリンコの歌	ちばてつや	shinsoban	母と娘でみる漫画名作館	草の根出版会	2	3	0.67	圧縮(豪華本)	1988-10-05	https://thumbnail.image.rakuten.co.jp/@0_mall/rakutenkobo-ebooks/cabinet/8669/2000012998669.jpg?_ex=300x300	2	OK	1/2
arinko-no-uta	アリンコの歌	ちばてつや	shinsoban	母と娘でみる漫画名作館	草の根出版会	2	3	0.67	圧縮(豪華本)	1988-10-05	https://thumbnail.image.rakuten.co.jp/@0_mall/rakutenkobo-ebooks/cabinet/8669/2000012998669.jpg?_ex=300x300	2	OK	2/2
ashita-no-joe	あしたのジョー	ちばてつや	shinsoban		講談社	8	20	0.40	圧縮(豪華本)	2003-05-22	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7012/9784063347012.jpg?_ex=300x300	8	OK	8/8
astro-kyuudan	アストロ球団	中島徳博	shinsoban	太田出版版(1999)	太田出版	3	19	0.16	圧縮(豪華本)	1999-03	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8723/87233445.jpg?_ex=300x300	3	OK	2/3
bacchus	バッコス	白土三平	shinsoban	神話伝説シリーズ	小学館	1	4	0.25	圧縮(豪華本)	1991-01-01	https://thumbnail.image.rakuten.co.jp/@0_mall/rakutenkobo-ebooks/cabinet/6677/2000006056677.jpg?_ex=300x300	1	OK	1/1
bakushou-suit-sd-gundam	爆笑戦士!SDガンダム	佐藤元	shinsoban	復刻版(復刊ドットコム)	復刊ドットコム	4	8	0.50	圧縮(豪華本)	2026-01-09	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/9776/9784835459776_1_4.jpg?_ex=300x300	4	OK	4/4
battle-thunder	バトルサンダー	島本和彦	shinsoban	KCフェニックス	講談社	2	3	0.67	圧縮(豪華本)	1998-12-18	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0632/06329023.jpg?_ex=300x300	2	OK	2/2
beast-wars-2	ビーストウォーズⅡ	今木商事	shinsoban	復刊ドットコム	復刊ドットコム	1	2	0.50	圧縮(豪華本)	2023-09-20	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8984/9784835458984_1_4.jpg?_ex=300x300	1	OK	1/1
black-jack	ブラック・ジャック	手塚治虫	shinsoban	少年チャンピオン・コミックス	秋田書店	17	25	0.68	圧縮(豪華本)	2004-11	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7515/9784253207515.jpg?_ex=300x300	17	OK	17/17
boku-no-shotaiken	ボクの初体験	弓月光	shinsoban	Jump super ace	集英社	2	3	0.67	圧縮(豪華本)	1995-07-09	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7591/9784420137591.jpg?_ex=300x300	2	OK	2/2
burunga1sei	ブルンガ1世	手塚治虫	shinsoban	TEZUKA OSAMU THE COMPLETE WORKS	講談社	1	2	0.50	圧縮(豪華本)	2012-01	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8810/9784063738810_1_5.jpg?_ex=300x300	1	OK	0/1
burunga1sei	ブルンガ1世	手塚治虫	shinsoban	TEZUKA OSAMU THE COMPLETE WORKS	講談社	1	2	0.50	圧縮(豪華本)	2012-01	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8810/9784063738810_1_5.jpg?_ex=300x300	1	OK	1/1
capeta	capeta	曽田正人	shinsoban	KCデラックス	講談社	16	32	0.50	圧縮(豪華本)	2024-12-17	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/9653/9784065379653_1_2.jpg?_ex=300x300	16	OK	16/16
captain	キャプテン	ちばあきお	shinsoban	ホームコミックス	ホーム社	18	26	0.69	圧縮(豪華本)	2009-10	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3983/9784834283983.jpg?_ex=300x300	18	OK	4/18
chako-chan-no-nikki	チャコちゃんの日記	今村洋子	shinsoban	母と娘でみる漫画名作館	草の根出版会	3	5	0.60	圧縮(豪華本)	1990-08-08	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8764/87648201.jpg?_ex=300x300	3	OK	1/3
chiisana-koi-no-monogatari	小さな恋のものがたり	みつはしちかこ	shinsoban	復刻版(2013)	学研	9	46	0.20	圧縮(豪華本)	2013-07	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7340/9784054057340.jpg?_ex=300x300	9	OK	9/9
chiisana-ochakai	小さなお茶会	猫十字社	shinsoban	扶桑社版	扶桑社	4	7	0.57	圧縮(豪華本)	2004-03	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/5940/59404547.jpg?_ex=300x300	4	OK	4/4
chiisana-ochakai	小さなお茶会	猫十字社	shinsoban	宝島社版	宝島社	2	7	0.29	圧縮(豪華本)	2012-11	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4721/9784800204721.jpg?_ex=300x300	2	OK	2/2
chiisana-ochakai	小さなお茶会	猫十字社	shinsoban	このマンガがすごい!comics	宝島社	3	7	0.43	圧縮(豪華本)	2025-10-13	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1873/9784299071873_1_2.jpg?_ex=300x300	3	OK	3/3
chikyuuwonomu	地球を呑む	手塚治虫・中野翠	shinsoban	手塚治虫漫画全集	講談社	2	3	0.67	圧縮(豪華本)	1982-11-20	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0617/06173259.jpg?_ex=300x300	2	OK	0/2
chikyuuwonomu	地球を呑む	手塚治虫・中野翠	shinsoban	手塚治虫漫画全集	講談社	2	3	0.67	圧縮(豪華本)	1982-11-20	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0617/06173259.jpg?_ex=300x300	2	OK	2/2
chikyuuwonomu	地球を呑む	手塚治虫・中野翠	shinsoban	TEZUKA OSAMU THE COMPLETE WORKS	講談社	1	3	0.33	圧縮(豪華本)	2012-02	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8865/9784063738865_1_3.jpg?_ex=300x300	1	OK	1/1
chikyuuwonomu	地球を呑む	手塚治虫・中野翠	shinsoban	TEZUKA OSAMU THE COMPLETE WORKS	講談社	1	3	0.33	圧縮(豪華本)	2012-02	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8865/9784063738865_1_3.jpg?_ex=300x300	1	OK	1/1
chinyuuki	珍遊記	漫☆画太郎	shinsoban	ヤングジャンプ・コミックス	集英社	4	6	0.67	圧縮(豪華本)	2003-11	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0887/08876528.jpg?_ex=300x300	4	OK	4/4
chinyuuki	珍遊記	漫☆画太郎	shinsoban	ヤングジャンプ・コミックス	集英社	4	6	0.67	圧縮(豪華本)	2003-11	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0887/08876528.jpg?_ex=300x300	4	OK	4/4
choukyori-love-no-kodoku	長距離恋愛の孤独	葉芝真己	shinsoban	バーズコミックス	幻冬舎	2	3	0.67	圧縮(豪華本)	2014-05	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1247/9784344831247.jpg?_ex=300x300	2	OK	2/2
chrome-kidoutai	攻殻機動隊	士郎正宗	shinsoban	ヤングマガジンKCDX	講談社	1	2	0.50	圧縮(豪華本)	1991-10-02	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2489/9784063132489_1_9.jpg?_ex=300x300	1	OK	1/1
circuit-no-ookami	サーキットの狼	池沢さとし	shinsoban	Motor Magazine Mook	モーターマガジン社	3	23	0.13	圧縮(豪華本)	2009-11	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8627/86279181.jpg?_ex=300x300	3	OK	1/3
circuit-no-ookami	サーキットの狼	池沢さとし	shinsoban	Motor Magazine Mook	モーターマガジン社	3	23	0.13	圧縮(豪華本)	2009-11	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8627/86279181.jpg?_ex=300x300	3	OK	3/3
cobra	コブラ	寺沢武一	shinsoban	創美社コミックス	不明	12	18	0.67	圧縮(豪華本)	1994-03	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0040/9784420220040.jpg?_ex=300x300	12	OK	12/12
death-hunter	デスハンター	桑田次郎	shinsoban	マンガショップシリーズ	マンガショップ	2	4	0.50	圧縮(豪華本)	2005-01-25	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7759/77591019.jpg?_ex=300x300	2	OK	2/2
dennou-nao-san	電脳なをさん	唐沢なをき	shinsoban	BEAM COMIX	不明	1	5	0.20	圧縮(豪華本)	2011-03	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8166/9784047268166.jpg?_ex=300x300	1	OK	1/1
dokkiri-doctor	どっきりドクター	細野不二彦	shinsoban	少年サンデーコミックススペシャル	小学館	1	4	0.25	圧縮(豪華本)	1998-10-15	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7512/9784091257512.gif?_ex=300x300	1	OK	1/1
dokkiri-doctor	どっきりドクター	細野不二彦	shinsoban	スーパー・ビジュアル・コミックス	小学館	2	4	0.50	圧縮(豪華本)	1991-08-15	https://thumbnail.image.rakuten.co.jp/@0_mall/rakutenkobo-ebooks/cabinet/2654/2000003272654.jpg?_ex=300x300	2	OK	2/2
dororo	どろろ	手塚治虫	shinsoban	手塚治虫傑作選集	講談社	3	4	0.75	圧縮(豪華本)	1990-09	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2193/9784253102193.jpg?_ex=300x300	3	OK	3/3
dororon-enma-kun	ドロロンえん魔くん	永井豪・ダイナミック・プロ	shinsoban	角川コミックス・エース	不明	1	3	0.33	圧縮(豪華本)	2011-06-04	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7248/9784047157248.jpg?_ex=300x300	1	OK	1/1
dororon-enma-kun	ドロロンえん魔くん	永井豪・ダイナミック・プロ	shinsoban	角川コミックス・エース	不明	1	3	0.33	圧縮(豪華本)	2011-06-04	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7248/9784047157248.jpg?_ex=300x300	1	OK	0/1
douseiai	同棲愛	水城せとな	shinsoban	Super be×boy comics	リブレ出版	8	11	0.73	圧縮(豪華本)	2010-02-10	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/8626/86263764.jpg?_ex=300x300	8	OK	3/8
dr-ashura	Dr. アシュラ	こしのりょう	shinsoban	Nichibun comics	日本文芸社	2	3	0.67	圧縮(豪華本)	2025-04-04	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2164/9784537172164_1_4.jpg?_ex=300x300	2	OK	2/2
earthian	アーシアン	高河ゆん	shinsoban	創美社版	創美社	3	5	0.60	圧縮(豪華本)	2002-10	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/4202/42022038.jpg?_ex=300x300	3	OK	3/3
eko-eko-azaraku	エコエコアザラク	古賀新一	shinsoban	ホラーコミックススペシャル	秋田書店	5	19	0.26	圧縮(豪華本)	1996-02-28	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/9053/9784253129053.jpg?_ex=300x300	5	OK	5/5
elite-kyousoukyoku	エリート狂走曲	弓月光	shinsoban	ジャンプ スーパー エース	集英社	4	7	0.57	圧縮(豪華本)	1995-03-03	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7553/9784420137553.jpg?_ex=300x300	4	OK	4/4
