slug	title	vol	isbn	date
koroshiya-wa-kyou-mo-reitetsu-koutei-ni-aisareru	殺し屋は今日も冷徹皇帝に愛される	4	9784098728831	2025年02月26日
satsujinki-tensei	殺人鬼×転生	3	9784867781180	2024年10月24日頃
koori-no-hime-wa-chiisana-hidamari-de-tokasaretai	氷の姫は小さな陽だまりでとかされたい	2	9784832204478	2024年10月16日
kaijin-fugeki	灰仭巫覡	2	9784065370506	2024年11月15日
umarekawattemo-yoroshiku	生まれ変わってもよろしく	2	9784088841953	2024年11月01日
ikenie-kazoku	生贄家族	2	9784537148862	2024年09月09日
otokoun-ga-ii-rank-nanode-isekai-no-yamiochi-kami-sama-ni-metoraremashita	男運がEランクなので異世界の闇落ち神様に娶られました	3	9784776755272	2024年11月09日
isekai-metaller	異世界メタラー	3	9784864682930	2024年10月29日
banjou-no-orion	盤上のオリオン	5	9784065387146	2025年03月17日
shinsetsu-game-creator-den	真説ゲームクリエイター伝	3	9784098536580	2024年11月19日
watashi-ni-ai-o-sakebasete	私に愛を叫ばせて	2	9784088430607	2024年11月25日
mamahaha-dakedo-musume-ga-kawai-sugiru	継母だけど娘が可愛すぎる	4	9784758019330	2024年11月20日
sei-naru-otome-to-himegoto-o	聖なる乙女と秘めごとを	1	9784065371398	2024年10月18日
jiyuu-kimama-na-seirei-hime	自由気ままな精霊姫	3	9784065369210	2024年09月30日
hana-wa-nido-sakimidareru	花は二度咲き乱れる	2	9784098727841	2024年10月24日
gunjin-muko-san-to-daikon-yome-san	軍人婿さんと大根嫁さん	3	9784832204409	2024年10月01日
juusou-reijou-morenet	重装令嬢モアネット	2	9784046840394	2024年09月17日頃
tsutte-tabetai-gyaruzawa-san	釣って食べたいギャル澤さん	2	9784088935669	2025年02月18日
kichiku-eiyuu	鬼畜英雄	10	9784824203519	2024年12月25日頃
majo-to-youhei	魔女と傭兵	3	9784065367650	2024年10月08日
majo-no-eden	魔女のエデン	4	9784047379503	2024年09月13日頃
mahou-shoujo-201	魔法少女201	2	9784088933863	2024年10月18日
majutsu-o-kiwamete-tabi-ni-deta-tensei-elf-mote-amashita-jumyou-de-ikeru-densetsu-to-naru	魔術を極めて旅に出た転生エルフ、持て余した寿命で生ける伝説となる	3	9784813763833	2024年11月21日頃
riot-tsukada-2025	RIOT	1	9784098630998	2024年11月28日
the-band	THE BAND	1	9784065389461	2025年04月16日
oyasumi-fumi-san	おやすみふみさん	2	9784065387207	2025年03月07日
karori-no-tsuyagoto-season2	かろりのつやごとSeason2	2	9784420154949	2025年12月24日
kumagurashi	くまぐらし	1	9784048114868	2025年04月14日頃
samayoi-reijou-douchuuki	さまよい令嬢道中記	2	9784868051275	2025年11月05日
tonari-no-seki-no-yatsu-ga-souiu-me-de-mitekuru	となりの席のヤツがそういう目で見てくる	1	9784098536276	2024年10月10日頃
hima-ten	ひまてん!	1	9784088843223	2024年11月01日
yume-neko-nekuto	ゆめねこねくと	1	9784065373927	2024年11月15日
apparel-dog	アパレルドッグ	1	9784065375204	2024年11月21日
gekidou	ゲキドウ	2	9784088941103	2025年12月18日
saidokikku	サイドキック	1	9784098630547	2024年11月12日
sankyuu-pitch	サンキューピッチ	2	9784088844992	2025年05月02日
drama-queen	ドラマクイン	2	9784088845890	2025年05月02日
hard-worker-nakada	ハードワーカー中田	7	9784065443224	2026年07月09日
barubaro	バルバロ!	1	9784575860580	2025年02月27日
miharu-no-senjou	ミハルの戦場	3	9784098543519	2025年12月19日
yakuza-ni-ofuro-de-hatarakasaretemasu	ヤクザにお風呂で働かされてます。	1	9784253161992	2024年06月14日
yoshida-lemon-drops	ヨシダ檸檬ドロップス	1	9784098630936	2024年11月12日
road-magear-no-deshi	ロードマギアの弟子	1	9784098536887	2024年11月12日
ueno-kun-wa-kaihatsuzumi	上野くんは開発済み	1	9784065385593	2025年02月19日
tsukiaenakute-ii-noni	付き合えなくていいのに	1	9784098536603	2024年11月19日
kizuguchi-to-houtai	傷口と包帯	2	9784065388273	2025年04月16日
kizuguchi-to-houtai	傷口と包帯	1	9784065376928	2024年11月15日
enkan-no-emotions	円環のエモーションズ	4	9784088940311	2025年12月18日
toutatsu-no-akuta	到達のアクタ	3	9784065426685	2026年01月06日
tokugawa-kun-ga-komarasetekuru	十九川くんが困らせてくる!	1	9784065375952	2024年11月13日
shimatsuya-souji	始末屋ソウジ	4	9784065421369	2026年01月06日
osananajimi-no-koukousei-no-aida-ni-nikutai-kankei-wa-seiritsu-suruka	幼なじみの高校生のあいだに肉体関係は成立するか。	1	9784049159226	2024年09月27日頃
koi-suru-lip-teinto	恋するリップ・ティント	4	9784088432182	2025年12月24日
akuyaku-reijou-ni-tensei-shita-hazu-ga-shujinkou-yorimo-dekiai-sareteru-mitai-desu	悪役令嬢に転生したはずが、主人公よりも溺愛されてるみたいです	5	9784824202512	2024年11月05日頃
aisai-no-ura-aka	愛妻の裏アカ	1	9784065367995	2024年10月08日
danna-sama-kaseide-rikon-sasete-itadakimasu	旦那様、稼いで離婚させていただきます!	1	9784046839206	2024年09月05日頃
tokyo-saitei-saiaku-saikou	東京最低最悪最高!	2	9784098634149	2025年05月12日
yokohama-outsiders	横浜アウトサイダーズ	4	9784048117289	2025年12月12日頃
shinimodori-joou-wa-ikinobiru-tame-ni-yuri-harem-o-tsukuru-koto-ni-shita	死に戻り王女は生き延びるために百合ハーレムを作ることにした	2	9784868050773	2025年07月29日
hai-to-gin-no-hane	灰と銀の羽根	1	9784065375457	2025年03月18日
munou-reijou-no-keiyaku-kekkon	無能令嬢の契約結婚	3	9784813765516	2026年01月09日頃
namaiki-na-gal-ane-o-wakaraseru-hanashi	生意気なギャル姉を解らせる話	3	9784088940793	2025年12月18日
inaka-no-kuro-gal-jieikee-to-kekkon-shimashita	田舎の黒ギャルJKと結婚しました	1	9784040756479	2024年10月08日
hyouyomi-no-victoria	票読みのヴィクトリア	1	9784065372159	2024年11月21日
shuumatsu-no-valkyrie-kinden-kamigami-no-apocalypse	終末のワルキューレ禁伝神々の黙示録	1	9784867206997	2024年11月20日
oda-chan-to-akechi-kun	織田ちゃんと明智くん	1	9784065373637	2024年11月21日
ikusei-jouzu-na-boukensha-youjo-o-hiroi-second-life-o-ikuji-ni-sasageru	育成上手な冒険者、幼女を拾い、セカンドライフを育児に捧げる	1	9784824202635	2024年10月25日頃
tsuihousareta-sareta-fuyo-mahoutsukai-no-nariagari	追放された付与魔法使いの成り上がり	3	9784824203502	2024年12月25日頃
unjou-ni-utaite-kimi-o-matsu	雲上に歌いて、君を待つ。	1	9784832204669	2024年12月16日
