layer	stem	title	ei	etype	label	number	kind	isbn	date	rak_title	rak_author	rak_publisher	other_slug	other_title	in_db	route	layer_note
A_種2のみ(本番未描画)	kekkon-no-real	結婚のリアル	0	bunkobon	文庫版	1	LEAD	9784087852318	2002-01	結婚のリアル(vol.1)	島津郷子	集英社			o	seed4	種2に在るが本番のどの頁にも出ていない = 種4結線で出せる可能性
A_種2のみ(本番未描画)	kick-ass	キック・アス	0	standard	通常版	1	LEAD	9784796870818	2010-11	KICK-ASS	マーク・ミラー/ジョン・ロミータ	小学館集英社プロダクション			o	seed4	種2に在るが本番のどの頁にも出ていない = 種4結線で出せる可能性
A_種2のみ(本番未描画)	la-vie-en-rose-1998	ラヴィアンローズ	0	standard	通常版	1	LEAD	9784257918530	1985-12	ラヴィアン・ローズ	滝沢美之	朝日ソノラマ			o	seed4	種2に在るが本番のどの頁にも出ていない = 種4結線で出せる可能性
A_種2のみ(本番未描画)	mikan-enikki-tokubetsuhen	みかん・絵日記 特別編	0	standard	通常版	1	LEAD	9784592171171	2001-06-05	みかん・絵日記特別編(第1巻)	安孫子三和	白泉社			o	seed4	種2に在るが本番のどの頁にも出ていない = 種4結線で出せる可能性
A_種2のみ(本番未描画)	mitarai	ミタライ	0	standard	通常版	1	LEAD	9784063871852	2013-01	ミタライ : 探偵御手洗潔の事件記録. 1	原, 点火	講談社			o	seed4	種2に在るが本番のどの頁にも出ていない = 種4結線で出せる可能性
A_種2のみ(本番未描画)	nante-suteki-ni-japanesuku-hitozumahen	なんて素敵にジャパネスク人妻編	0	bunkobon	文庫版	1	LEAD	9784592182115	2005-01	なんて素敵にジャパネスク人妻編(第1巻)	山内直実/氷室冴子	白泉社			o	seed4	種2に在るが本番のどの頁にも出ていない = 種4結線で出せる可能性
A_種2のみ(本番未描画)	nante-suteki-ni-japanesuku-hitozumahen	なんて素敵にジャパネスク人妻編	0	bunkobon	文庫版	2	LEAD	9784592182221	2005-07	なんて素敵にジャパネスク人妻編(第2巻)	山内直実/氷室冴子	白泉社			o	seed4	種2に在るが本番のどの頁にも出ていない = 種4結線で出せる可能性
A_種2のみ(本番未描画)	nante-suteki-ni-japanesuku-hitozumahen	なんて素敵にジャパネスク人妻編	0	bunkobon	文庫版	3	LEAD	9784592182238	2006-02	なんて素敵にジャパネスク人妻編(第3巻)	山内直実/氷室冴子	白泉社			o	seed4	種2に在るが本番のどの頁にも出ていない = 種4結線で出せる可能性
A_種2のみ(本番未描画)	nante-suteki-ni-japanesuku-hitozumahen	なんて素敵にジャパネスク人妻編	0	bunkobon	文庫版	4	LEAD	9784592182245	2006-10	なんて素敵にジャパネスク人妻編(第4巻)	山内直実/氷室冴子	白泉社			o	seed4	種2に在るが本番のどの頁にも出ていない = 種4結線で出せる可能性
A_種2のみ(本番未描画)	rouran-mappou-emaki	狼蘭末法絵巻	0	standard	通常版	1	LEAD	9784253077422	1999-09	狼蘭末法絵巻. 1	桟敷, 美和	秋田書店			o	seed4	種2に在るが本番のどの頁にも出ていない = 種4結線で出せる可能性
A_種2のみ(本番未描画)	sandman	サンドマン	0	standard	通常版	5	MID	9784924914308	1999-06	サンドマン(5)	ニール・ゲイマン	インターブックス			o	overrides	種2に在るが本番のどの頁にも出ていない = 種4結線で出せる可能性
A_種2のみ(本番未描画)	shamo-1990	軍鶏	0	standard	通常版	7	MID	9784575824926	2000-04-22	軍鶏(7)	たなか亜希夫/橋本以蔵	双葉社			o	seed4	種2に在るが本番のどの頁にも出ていない = 種4結線で出せる可能性
A_種2のみ(本番未描画)	shiikyuu-salaryman-kouza	C級さらりーまん講座	0	standard	通常版	7	MID	9784091791672	2000-11-30	C級さらりーまん講座(7)	山科 けいすけ	小学館			o	seed4	種2に在るが本番のどの頁にも出ていない = 種4結線で出せる可能性
A_種2のみ(本番未描画)	shiikyuu-salaryman-kouza	C級さらりーまん講座	0	standard	通常版	8	MID	9784091791689	2003-05-28	C級さらりーまん講座(8)	山科 けいすけ	小学館			o	seed4	種2に在るが本番のどの頁にも出ていない = 種4結線で出せる可能性
A_種2のみ(本番未描画)	shiikyuu-salaryman-kouza	C級さらりーまん講座	0	standard	通常版	9	MID	9784091791696	2003-06-27	C級さらりーまん講座(9)	山科 けいすけ	小学館			o	seed4	種2に在るが本番のどの頁にも出ていない = 種4結線で出せる可能性
A_種2のみ(本番未描画)	shiikyuu-salaryman-kouza	C級さらりーまん講座	0	standard	通常版	10	MID	9784091791702	2006-03-28	C級さらりーまん講座(10)	山科 けいすけ	小学館			o	seed4	種2に在るが本番のどの頁にも出ていない = 種4結線で出せる可能性
A_種2のみ(本番未描画)	shiikyuu-salaryman-kouza	C級さらりーまん講座	0	standard	通常版	11	MID	9784091790071	2006-05-29	C級さらりーまん講座(11)	山科 けいすけ	小学館			o	seed4	種2に在るが本番のどの頁にも出ていない = 種4結線で出せる可能性
A_種2のみ(本番未描画)	shin-nippon-jinbutsushi	新日本人物史	0	standard	通常版	1	LEAD	9784907150679	2015-10	新日本人物史(1)	つぼいこう	朝日学生新聞社			o	overrides	種2に在るが本番のどの頁にも出ていない = 種4結線で出せる可能性
A_種2のみ(本番未描画)	shin-nippon-jinbutsushi	新日本人物史	0	standard	通常版	2	LEAD	9784907150686	2015-10	新日本人物史(2)	つぼいこう	朝日学生新聞社			o	overrides	種2に在るが本番のどの頁にも出ていない = 種4結線で出せる可能性
A_種2のみ(本番未描画)	supuun-oba-san	スプーンおばさん	0	standard	通常版	2	MID	9784051005931	1983-05	スプーンおばさん(第2巻)		Gakken			o	seed4	種2に在るが本番のどの頁にも出ていない = 種4結線で出せる可能性
A_種2のみ(本番未描画)	swan	SWAN	3	kanzenban	特装シリーズ(2024〜)	8	MID	9784088503851	1990-08-04	Swan(8)	有吉京子	集英社			o	canon:extra[2]	種2に在るが本番のどの頁にも出ていない = 種4結線で出せる可能性
A_種2のみ(本番未描画)	swan	SWAN	3	kanzenban	特装シリーズ(2024〜)	10	MID	9784088504285	1990-08-04	Swan(10)	有吉京子	集英社			o	canon:extra[2]	種2に在るが本番のどの頁にも出ていない = 種4結線で出せる可能性
A_種2のみ(本番未描画)	toaru-majutsu-no-baacharon	とある魔術の電脳戦機(バーチャロン)	0	standard	通常版	1	LEAD	9784048937740	2018-03	とある魔術の電脳戦機(バーチャロン) : とある魔術の禁書目録×電脳戦機バーチャロン. 1	鎌池, 和馬/ひびぽん/灰村, キヨタカ/竹/カトキ, ハジメ	KADOKAWA			o	seed4	種2に在るが本番のどの頁にも出ていない = 種4結線で出せる可能性
A_種2のみ(本番未描画)	uchi-no-kore-ga-kore-na-monde	うちの相方(コレ)が腐(コレ)なもんで。	0	standard	通常版	1	LEAD	9784041062920	2017-12-09	うちの相方が腐なもんで。(1)	澄田佑貴	KADOKAWA			o	seed4	種2に在るが本番のどの頁にも出ていない = 種4結線で出せる可能性
A_種2のみ(本番未描画)	uchi-no-kore-ga-kore-na-monde	うちの相方(コレ)が腐(コレ)なもんで。	0	standard	通常版	2	LEAD	9784041069530	2018-04-10	うちの相方が腐なもんで。(2)	澄田佑貴	KADOKAWA			o	seed4	種2に在るが本番のどの頁にも出ていない = 種4結線で出せる可能性
A_種2のみ(本番未描画)	usagi-1994	うさぎ	0	standard	通常版	1	LEAD	9784088480831	1993-04-22	うさぎ	槇村さとる	集英社			o	seed4	種2に在るが本番のどの頁にも出ていない = 種4結線で出せる可能性
A_種2のみ(本番未描画)	zeruda-no-densetsu-4-koma-manga-gekijou	ゼルダの伝説 4コママンガ劇場	0	standard	通常版	2	LEAD	9784870257078	1993-02	ゼルダの伝説4コママンガ劇場(2)		スクウェア・エニックス			o	seed4	種2に在るが本番のどの頁にも出ていない = 種4結線で出せる可能性
A_種2のみ(本番未描画)	zeruda-no-densetsu-4-koma-manga-gekijou	ゼルダの伝説 4コママンガ劇場	0	standard	通常版	4	LEAD	9784870257283	1993-10	ゼルダの伝説4コママンガ劇場(4)		スクウェア・エニックス			o	seed4	種2に在るが本番のどの頁にも出ていない = 種4結線で出せる可能性
A2_自頁に別巻番号で在る	1-2-no-1-rou	1・2の三四郎	0	standard	通常版	8	MID	9784061013896	1988-10-06	1・2の三四郎(8)	小林まこと	講談社	1-2-no-1-rou	1・2の三四郎	o	canon:volumes	同じ頁の中に既に在る(番号違い/版違い) = 番号の付け直し領域
A2_自頁に別巻番号で在る	1-2-no-1-rou	1・2の三四郎	2	shinsoban	講談社コミックス	9	MID	9784061013902	1988-11-05	1・2の三四郎(9)	小林まこと	講談社	1-2-no-1-rou	1・2の三四郎	o	canon:extra[1]	同じ頁の中に既に在る(番号違い/版違い) = 番号の付け直し領域
A2_自頁に別巻番号で在る	1-2-no-1-rou	1・2の三四郎	2	shinsoban	講談社コミックス	10	MID	9784061013919	1988-12-06	1・2の三四郎(10)	小林まこと	講談社	1-2-no-1-rou	1・2の三四郎	o	canon:extra[1]	同じ頁の中に既に在る(番号違い/版違い) = 番号の付け直し領域
A2_自頁に別巻番号で在る	1-2-no-1-rou	1・2の三四郎	2	shinsoban	講談社コミックス	11	MID	9784061014220	1989-01-07	1・2の三四郎(11)	小林まこと	講談社	1-2-no-1-rou	1・2の三四郎	o	canon:extra[1]	同じ頁の中に既に在る(番号違い/版違い) = 番号の付け直し領域
A2_自頁に別巻番号で在る	1-2-no-1-rou	1・2の三四郎	2	shinsoban	講談社コミックス	12	MID	9784061727458	1981-05-10	1・2の三四郎(12)	小林まこと	講談社	1-2-no-1-rou	1・2の三四郎	o	canon:extra[1]	同じ頁の中に既に在る(番号違い/版違い) = 番号の付け直し領域
A2_自頁に別巻番号で在る	1-2-no-1-rou	1・2の三四郎	2	shinsoban	講談社コミックス	13	MID	9784061727687	1981-08-10	1・2の三四郎(13)	小林まこと	講談社	1-2-no-1-rou	1・2の三四郎	o	canon:extra[1]	同じ頁の中に既に在る(番号違い/版違い) = 番号の付け直し領域
A2_自頁に別巻番号で在る	1-2-no-1-rou	1・2の三四郎	2	shinsoban	講談社コミックス	14	MID	9784061727816	1981-10-10	1・2の三四郎(14)	小林まこと	講談社	1-2-no-1-rou	1・2の三四郎	o	canon:extra[1]	同じ頁の中に既に在る(番号違い/版違い) = 番号の付け直し領域
A2_自頁に別巻番号で在る	1-2-no-1-rou	1・2の三四郎	0	standard	通常版	15	MID	9784061727991	1981-12-10	1・2の三四郎(15)	小林まこと	講談社	1-2-no-1-rou	1・2の三四郎	o	canon:volumes	同じ頁の中に既に在る(番号違い/版違い) = 番号の付け直し領域
A2_自頁に別巻番号で在る	1-2-no-1-rou	1・2の三四郎	0	standard	通常版	16	MID	9784061728127	1982-02-10	1・2の三四郎(16)	小林まこと	講談社	1-2-no-1-rou	1・2の三四郎	o	canon:volumes	同じ頁の中に既に在る(番号違い/版違い) = 番号の付け直し領域
A2_自頁に別巻番号で在る	1-2-no-1-rou	1・2の三四郎	2	shinsoban	講談社コミックス	17	MID	9784061728301	1982-05-10	1・2の三四郎(17)	小林まこと	講談社	1-2-no-1-rou	1・2の三四郎	o	canon:extra[1]	同じ頁の中に既に在る(番号違い/版違い) = 番号の付け直し領域
A2_自頁に別巻番号で在る	1-2-no-1-rou	1・2の三四郎	0	standard	通常版	18	MID	9784061728479	1982-08-10	1・2の三四郎(18)	小林まこと	講談社	1-2-no-1-rou	1・2の三四郎	o	canon:volumes	同じ頁の中に既に在る(番号違い/版違い) = 番号の付け直し領域
A2_自頁に別巻番号で在る	1-2-no-1-rou	1・2の三四郎	0	standard	通常版	19	MID	9784061728592	1983-01-10	1・2の三四郎(19)	小林まこと	講談社	1-2-no-1-rou	1・2の三四郎	o	canon:volumes	同じ頁の中に既に在る(番号違い/版違い) = 番号の付け直し領域
A2_自頁に別巻番号で在る	81-bunch-no-inu	81番地の犬	1	shinsoban	スコラレディースコミック	4	MID	9784873170602	1999-10-16	81番地の犬(4)	西田陽子(漫画家)	あおば出版	81-bunch-no-inu	81番地の犬	o	canon:extra[0]	同じ頁の中に既に在る(番号違い/版違い) = 番号の付け直し領域
A2_自頁に別巻番号で在る	81-bunch-no-inu	81番地の犬	1	shinsoban	スコラレディースコミック	5	MID	9784873171296	2000-02-16	81番地の犬(5)	西田陽子(漫画家)	あおば出版	81-bunch-no-inu	81番地の犬	o	canon:extra[0]	同じ頁の中に既に在る(番号違い/版違い) = 番号の付け直し領域
A2_自頁に別巻番号で在る	abare-tendou	あばれ天童	0	standard	通常版	3	MID	9784061012509	1986-11-06	あばれ天童(3)	横山光輝	講談社	abare-tendou	あばれ天童	o	canon:volumes	同じ頁の中に既に在る(番号違い/版違い) = 番号の付け直し領域
A2_自頁に別巻番号で在る	abare-tendou	あばれ天童	0	standard	通常版	4	MID	9784061012905	1986-12-06	あばれ天童(4)	横山光輝	講談社	abare-tendou	あばれ天童	o	canon:volumes	同じ頁の中に既に在る(番号違い/版違い) = 番号の付け直し領域
A2_自頁に別巻番号で在る	akadou-suzunosuke	赤胴鈴之助	1	other	初出単行本(1957-59・版元不明)	4	MID	9784778030599	2008-01	赤胴鈴之助(第4巻)	武内つなよし	小学館クリエイティブ	akadou-suzunosuke	赤胴鈴之助	o	canon:extra[0]	同じ頁の中に既に在る(番号違い/版違い) = 番号の付け直し領域
A2_自頁に別巻番号で在る	akashiro-tamago	赤白たまご	1	bunkobon	冬水社文庫	3	MID	9784887417632	2007-05	赤白たまご. 3	東宮, 千子	冬水社	akashiro-tamago	赤白たまご	o	canon:extra[0]	同じ頁の中に既に在る(番号違い/版違い) = 番号の付け直し領域
A2_自頁に別巻番号で在る	akashiro-tamago	赤白たまご	1	bunkobon	冬水社文庫	4	MID	9784887418103	2007-11	赤白たまご. 4	東宮, 千子	冬水社	akashiro-tamago	赤白たまご	o	canon:extra[0]	同じ頁の中に既に在る(番号違い/版違い) = 番号の付け直し領域
A2_自頁に別巻番号で在る	anmitsuhime	あんみつ姫	0	bunkobon	文庫版	2	MID	9784061765221	1987-02-06	あんみつ姫(2)	竹本泉/倉金章介	講談社	anmitsuhime	あんみつ姫	o	seed4	同じ頁の中に既に在る(番号違い/版違い) = 番号の付け直し領域
A2_自頁に別巻番号で在る	arabesuku	アラベスク第2部	0	standard	通常版	3	MID	9784049230154	1989	アラベスク 第2部 3	山岸 凉子	角川書店	arabesuku	アラベスク第2部	o	canon:volumes	同じ頁の中に既に在る(番号違い/版違い) = 番号の付け直し領域
A2_自頁に別巻番号で在る	chou-diienuei-suit-furogguman	超DNA戦士フロッグマン	0	standard	通常版	2	MID	9784883324125	1996-03	超DNA戦士フロッグマン(2)	遊人	シュベール出版	chou-diienuei-suit-furogguman	超DNA戦士フロッグマン	o	seed4	同じ頁の中に既に在る(番号違い/版違い) = 番号の付け直し領域
A2_自頁に別巻番号で在る	cleopatra-d-c	クレオパトラD.C.	0	standard	通常版	4	MID	9784882750376	1988-12-16	クレオパトラD.C.(4)	新谷かおる	スコラ	cleopatra-d-c	クレオパトラD.C.	o	canon:volumes	同じ頁の中に既に在る(番号違い/版違い) = 番号の付け直し領域
A2_自頁に別巻番号で在る	cleopatra-d-c	クレオパトラD.C.	0	standard	通常版	5	MID	9784796240062	1989-09-16	クレオパトラD.C.(5)	新谷かおる	スコラ	cleopatra-d-c	クレオパトラD.C.	o	canon:volumes	同じ頁の中に既に在る(番号違い/版違い) = 番号の付け直し領域
A2_自頁に別巻番号で在る	cleopatra-d-c	クレオパトラD.C.	3	shinsoban	バーガーSC	6	MID	9784796240444	1990-05-16	クレオパトラD.C.(6)	新谷かおる	スコラ	cleopatra-d-c	クレオパトラD.C.	o	canon:extra[2]	同じ頁の中に既に在る(番号違い/版違い) = 番号の付け直し領域
A2_自頁に別巻番号で在る	cleopatra-d-c	クレオパトラD.C.	0	standard	通常版	7	MID	9784796240673	1990-09-14	クレオパトラD.C.(7)	新谷かおる	スコラ	cleopatra-d-c	クレオパトラD.C.	o	canon:volumes	同じ頁の中に既に在る(番号違い/版違い) = 番号の付け直し領域
A2_自頁に別巻番号で在る	double-call	Double call	0	standard	通常版	2	MID	9784877243739	2004-10-09	Double call(2)	緋色れーいち	海王社	double-call	Double call	x	canon:volumes	同じ頁の中に既に在る(番号違い/版違い) = 番号の付け直し領域
A2_自頁に別巻番号で在る	double-call	Double call	0	standard	通常版	3	MID	9784877243777	2004-10-20	Double call(3)	緋色れーいち	海王社	double-call	Double call	x	canon:volumes	同じ頁の中に既に在る(番号違い/版違い) = 番号の付け直し領域
A2_自頁に別巻番号で在る	doyoubinoehon	土曜日の絵本	0	standard	通常版	3	MID	9784086170499	2002-06	土曜日の絵本(3)	川崎苑子	集英社	doyoubi-no-ehon	土曜日の絵本	o	seed4	同じ頁の中に既に在る(番号違い/版違い) = 番号の付け直し領域
A2_自頁に別巻番号で在る	eko-eko-azaraku	エコエコアザラク	3	shinsoban	ザ・ホラーコミックス(1998)	6	MID	9784253033664	1993-07-03	エコエコアザラク(6)	古賀新一	秋田書店	eko-eko-azaraku	エコエコアザラク	x	canon:extra[2]	同じ頁の中に既に在る(番号違い/版違い) = 番号の付け直し領域
A2_自頁に別巻番号で在る	etchi-ni-kisu-shite	Hにキスして!	0	standard	通常版	4	MID	9784785921897	2002-05	Hにキスして!(vol.4)	かわもりみさき	少年画報社	etchi-ni-kisu-shite	Hにキスして!	o	seed4	同じ頁の中に既に在る(番号違い/版違い) = 番号の付け直し領域
A2_自頁に別巻番号で在る	gunnm-last-order	銃夢last order	1	shinsoban	Evening KCDX	11	MID	9784088774084	2008-02	銃夢Last Order(11)	木城ゆきと	集英社	gunnm-last-order	銃夢last order	o	canon:extra[0]	同じ頁の中に既に在る(番号違い/版違い) = 番号の付け直し領域
A2_自頁に別巻番号で在る	gunnm-last-order	銃夢last order	1	shinsoban	Evening KCDX	12	MID	9784088774831	2008-08	銃夢Last Order(12)	木城ゆきと	集英社	gunnm-last-order	銃夢last order	o	canon:extra[0]	同じ頁の中に既に在る(番号違い/版違い) = 番号の付け直し領域
A2_自頁に別巻番号で在る	gunnm-last-order	銃夢last order	1	shinsoban	Evening KCDX	13	MID	9784088776071	2009-04	銃夢Last Order(13)	木城ゆきと	集英社	gunnm-last-order	銃夢last order	o	canon:extra[0]	同じ頁の中に既に在る(番号違い/版違い) = 番号の付け直し領域
A2_自頁に別巻番号で在る	gunnm-last-order	銃夢last order	2	shinsoban	KCDX	13	MID	9784088776071	2009-04	銃夢Last Order(13)	木城ゆきと	集英社	gunnm-last-order	銃夢last order	o	canon:extra[1]	同じ頁の中に既に在る(番号違い/版違い) = 番号の付け直し領域
A2_自頁に別巻番号で在る	gunnm-last-order	銃夢last order	1	shinsoban	Evening KCDX	14	MID	9784088777481	2009-11	銃夢Last Order(14)	木城ゆきと	集英社	gunnm-last-order	銃夢last order	o	canon:extra[0]	同じ頁の中に既に在る(番号違い/版違い) = 番号の付け直し領域
A2_自頁に別巻番号で在る	gunnm-last-order	銃夢last order	2	shinsoban	KCDX	14	MID	9784088777481	2009-11	銃夢Last Order(14)	木城ゆきと	集英社	gunnm-last-order	銃夢last order	o	canon:extra[1]	同じ頁の中に既に在る(番号違い/版違い) = 番号の付け直し領域
A2_自頁に別巻番号で在る	gunnm-last-order	銃夢last order	1	shinsoban	Evening KCDX	15	MID	9784088778853	2010-06	銃夢Last Order(15)	木城ゆきと	集英社	gunnm-last-order	銃夢last order	o	canon:extra[0]	同じ頁の中に既に在る(番号違い/版違い) = 番号の付け直し領域
A2_自頁に別巻番号で在る	gunnm-last-order	銃夢last order	2	shinsoban	KCDX	15	MID	9784088778853	2010-06	銃夢Last Order(15)	木城ゆきと	集英社	gunnm-last-order	銃夢last order	o	canon:extra[1]	同じ頁の中に既に在る(番号違い/版違い) = 番号の付け直し領域
A2_自頁に別巻番号で在る	gunnm-last-order	銃夢last order	2	shinsoban	KCDX	16	MID	9784063760620	2011-05-23	銃夢 Last Order(16)	木城 ゆきと	講談社	gunnm-last-order	銃夢last order	o	canon:extra[1]	同じ頁の中に既に在る(番号違い/版違い) = 番号の付け直し領域
A2_自頁に別巻番号で在る	gunnm-last-order	銃夢last order	2	shinsoban	KCDX	17	MID	9784063766301	2012-04-23	銃夢 Last Order(17)	木城 ゆきと	講談社	gunnm-last-order	銃夢last order	o	canon:extra[1]	同じ頁の中に既に在る(番号違い/版違い) = 番号の付け直し領域
A2_自頁に別巻番号で在る	hard-ando-ruuzu	ハード＆ルーズ	1	shinsoban	アクションコミックス	6	MID	9784575810882	1987-02-19	ハード&ルーズ(6)	かわぐちかいじ/狩撫麻礼	双葉社	hard-ando-ruuzu	ハード＆ルーズ	o	canon:extra[0]	同じ頁の中に既に在る(番号違い/版違い) = 番号の付け直し領域
A2_自頁に別巻番号で在る	haru-ga-kita	春が来た	1	other	劇画キングシリーズ版	2	MID	9784862258151	2012-03	春が来た(2)	小池一夫/小島剛夕	小池書院	haru-ga-kita	春が来た	o	canon:extra[0]	同じ頁の中に既に在る(番号違い/版違い) = 番号の付け直し領域
A2_自頁に別巻番号で在る	heba-hello-chan	へば!Helloちゃん	0	standard	通常版	2	MID	9784063348552	2004-03-23	へば!Helloちゃん(2)	小林まこと	講談社	heba-hello-chan	へば!Helloちゃん	o	canon:volumes	同じ頁の中に既に在る(番号違い/版違い) = 番号の付け直し領域
A2_自頁に別巻番号で在る	heba-hello-chan	へば!Helloちゃん	0	standard	通常版	4	MID	9784063194135	1993-08-09	へば!Helloちゃん 4	小林まこと	講談社	heba-hello-chan	へば!Helloちゃん	o	canon:volumes	同じ頁の中に既に在る(番号違い/版違い) = 番号の付け直し領域
A2_自頁に別巻番号で在る	karate-sensou	空手戦争	0	standard	通常版	5	MID	9784061012653	1986-10-06	空手戦争(5)	守谷哲己/梶原一騎	講談社	karate-sensou	空手戦争	o	canon:volumes	同じ頁の中に既に在る(番号違い/版違い) = 番号の付け直し領域
A2_自頁に別巻番号で在る	kozure-ookami	子連れ狼	3	other	劇画キングシリーズ版	15	MID	9784883156733	1995-09	子連れ狼 15	小池 一夫/小島 剛夕	小池書院	kozure-ookami	子連れ狼	o	canon:extra[2]	同じ頁の中に既に在る(番号違い/版違い) = 番号の付け直し領域
A2_自頁に別巻番号で在る	kozure-ookami	子連れ狼	3	other	劇画キングシリーズ版	16	MID	9784883156740	1995-09	子連れ狼 16	小池 一夫/小島 剛夕	小池書院	kozure-ookami	子連れ狼	o	canon:extra[2]	同じ頁の中に既に在る(番号違い/版違い) = 番号の付け直し領域
