class	shared/small	ratio	author_match	stemA	titleA	authorA	stemB	titleB	authorB	isbns_sample
DUP_PAGE	1/1	100%	同著者	oshie-danna-sama	教え❤旦那サマ	草薙竜樹	oshiete-danna-sama	教えて・旦那サマ	草薙竜樹	9784253137713
SHARED_FEW	1/13	8%	別著者	out	アウト	麻生歩	out-mizuta-2025	OUT	みずたまこと	9784253305068
SHARED_FEW	1/11	9%	別著者	perman	パーマン	藤子・F・不二雄	perman-fujiko-1979	パーマン	藤子不二雄	9784124102024
DUP_PAGE	1/2	50%	同著者	reigen-ohatsu-torimono-hikae	霊験お初捕物控	坂口よしを	tengukaze	天狗風	坂口よしを	9784253154062
SHARED_FEW	1/6	17%	同著者	ri-zero-kara-hajimeru-isekai-seikatsu	Re:ゼロから始める異世界生活	マツセダイチ	ri-zero-kara-hajimeru-isekai-seikatsu-dai-sanshou-touruusu-obu-zero	Re:ゼロから始める異世界生活 第三章Truth of Zero	マツセダイチ	9784040678283
DUP_PAGE	1/2	50%	別著者	ring-1996	リング	永井幸二郎	ring-inagaki-1999	リング	稲垣みさお	9784048530408
DUP_PAGE	1/1	100%	同著者	semishigure-no-yamu-koro	蝉時雨のやむ頃	吉田秋生	umimachi-diary	海街diary	吉田秋生	9784091670250
DUP_PAGE	1/1	100%	同著者	series-atarimae-no-zeitaku	シリーズあたりまえのぜひたく。	きくち正太	series-atarimae-no-zeitaku-sakanaai-ga-tamesareru-sore-ga-nizakana	シリーズあたりまえのぜひたく。 魚愛が試される、それが煮魚。	きくち正太	9784344029613
DUP_PAGE	1/1	100%	同著者	shigatsu-ni-nareba-kanojo-wa	四月になれば彼女は	吉田秋生	umimachi-diary	海街diary	吉田秋生	9784091670588
DUP_PAGE	1/1	100%	同著者	silkroad-uchuu-yuku-hansen	シルクロード 宇宙ゆく帆船	神坂智子	uchuu-yuku-hansen	宇宙ゆく帆船	神坂智子	9784592116936
DUP_PAGE	1/2	50%	別著者	star-ocean-second-story	スターオーシャン セカンドストーリー	天麻灯	star-ocean-sekando-story	スターオーシャン セカンドストーリー	魔神ぐり子	9784757503724
DUP_PAGE	1/2	50%	別著者	the-combat	ザ・コンバット	望月三起也	the-konbatto	ザ・コンバット	あさりよしとお	9784257900757
DUP_PAGE	1/2	50%	別著者	tsuukaa	つうかあ	入江紀子	tsuukaa-2018	つうかあ	しのはらしのめ	9784040698823
DUP_PAGE	1/2	50%	別著者	ultra-seven	ウルトラセブン	桑田二郎	ultra-seven-1978	ウルトラセブン	一峰大二	9784775910184
DUP_PAGE	1/2	50%	同著者	ultraman-kazumine-1968	ウルトラマン	一峰大二	ultraman-tsuburaya-1997	ウルトラマン	一峰大二	9784253064309
SHARED_FEW	1/3	33%	別著者	valkyrie-profile	VALKYRIE PROFILE	藍山恵	valkyrie-profile-2000	VALKYRIE PROFILE	魔神ぐり子	9784757506145
DUP_PAGE	1/1	100%	同著者	yami-ni-hikaru-youjiyo-no-me	闇に光る幼女の目	浜慎二	yoru-aruku-shitai	夜歩く死体	浜慎二	9784828010601
DUP_PAGE	1/2	50%	別著者	yatsuhakamura	八つ墓村	影丸穣也	yatsuhakamura-1996	八つ墓村	影丸譲也	9784062602730
DUP_PAGE	1/1	100%	同著者	yorinuki-patalliro	よりぬきパタリロ	魔夜峰央	yorinuki-patalliro-daikonsen	よりぬきパタリロ 大混戦	魔夜峰央	9784592730866
