優先度	分類	位置	slug	題	版idx	版type	imprint	出版社	ISBN帯	版の巻数	逸脱巻	逸脱ISBN	発売日	前の正常ISBN	次の正常ISBN	逸脱幅	日付整合	帯era	帯era差	帯当年数	楽天題	楽天叢書	楽天発売日	楽天判型	特装signal	題不一致
B	SPIKE_1	先頭	shin-onna-kudouden-rei	新女苦道伝れい	0	standard	Comic魂別冊叶精作	主婦の友社	978407	3	1	9784074304912	2018-06		9784073404347	90057	整合	2018	0	23	叶精作　新　女苦道伝　れい		2018年05月15日	ムックその他		
B	SPIKE_1	先頭	sekai-ni-sayonara-no-kisu-o-shite	世界にさよならのキスをして	0	standard	熱帯COMICS	光文社	9784334	3	1	9784334980672	2022-11-18		9784334100292	88038	整合	2022	0	13	世界にさよならのキスをしてvol．1	熱帯COMICS	2022年11月18日	コミック		
B	SPIKE_1	末尾	owaru-sekai-no-shuugaku-ryokou	終わるセカイの修学旅行	0	standard	熱帯COMICS	光文社	9784334	3	3	9784334102333	2024-03	9784334980719		87838	整合	2024	0	46	終わるセカイの修学旅行　03	熱帯COMICS	2024年02月21日頃	コミック		
B	SPIKE_1	末尾	great-trailers	グレイトトレイラーズ	0	standard	熱帯COMICS	光文社	9784334	3	3	9784334104856	2024-12-13	9784334980702		87585	整合	2024	0	46	グレイト　トレイラーズ　3		2024年12月18日頃	コミック		
B	SPIKE_1	先頭	teens-march	てぃーんず・まーち	0	standard	ボニータ・コミックス	秋田書店	9784253	8	1	9784253910019	1982-03-20		9784253090261	81975	整合			1						
B	SPIKE_1	先頭	onna-kudouden-rei	女苦道伝れい	0	standard	主婦の友ヒットシリーズ	主婦の友社	978407	3	1	9784074219193	2017-10		9784073404347	81485	整合	2017	0	8	女苦道伝　れい		2017年09月13日	ムックその他		
B	SPIKE_1	末尾	kininatteru-hito-ga-otoko-ja-nakatta	気になってる人が男じゃなかった	0	standard	KITORA	KADOKAWA	978404	4	4	9784046077240	2026-03-02	9784046842572		76533	整合	2021	5	17	気になってる人が男じゃなかった VOL.4		2026年02月19日頃	単行本		
B	SPIKE_1	先頭	nikokei-ikari-no-manga-deka	にこけい!怒りのマンガ刑事	0	standard	カドコミ	KADOKAWA	978404	3	1	9784048113458	2024-08-07		9784047382473	73098	整合	2025	1	289	にこけい！　怒りのマンガ刑事　Vol.1		2024年08月07日頃	コミック		
B	SPIKE_1	末尾	gyuwanburaa-jiko-chuushinha	ぎゅわんぶらあ自己中心派	0	standard	YMKC	講談社	978406	8	8	9784061021259	1989-03-17	9784061745759		72450	整合	1985	4	443	ぎゅわんぶらあ自己中心派（8）	ヤングマガジンKCスペシャル	1989年03月17日頃	全集・双書		
B	SPIKE_1	先頭	california-monogatari	カリフォルニア物語	0	standard	小学館叢書	小学館	978409	8	1	9784091971111	1979-10-25		9784091305121	66599	整合	2003	24	18	カリフォルニア物語（1）	小学館叢書	1994年12月	全集・双書		
B	SPIKE_1	先頭	itariajin-no-onnanoko-ga-isourou-suru-koto-ni-natta	イタリア人の女の子が居候することになった	0	standard	MFC	KADOKAWA	978404	3	1	9784047364547	2020-12-23		9784046803986	56056	整合	2021	1	411	イタリア人の女の子が居候することになった　1	MFC	2020年12月23日	コミック		
B	SPIKE_1	先頭	horidei-love	ホリデイラブ	0	standard	KC Kiss	講談社	978406	8	1	9784063953916	2015-05-13		9784063409703	54421	整合	2016	1	1162	ホリデイラブ〜夫婦間恋愛〜（1）	KC　KISS	2015年05月13日頃	コミック		
B	SPIKE_1	先頭	libido	リビ道	0	standard		実業之日本社	9784408	3	1	9784408612027	1992-01-01		9784408162249	44978	整合	2005	13	1	リビ道（第1巻）		1992年01月01日頃	単行本		
B	SPIKE_1	末尾	nishimura-shinobu-no-kobe-motomachi-shimoyamate-dress	西村しのぶの神戸・元町“下山手ドレス”	0	standard	ニュータイプ100%コミックス	角川書店	978404	3	3	9784048119177	2026-03-18	9784048545990		42682	整合	2025	1	312	西村しのぶの神戸・元町“下山手ドレス”3rd		2026年03月30日頃	コミック		
B	SPIKE_1	先頭	minasoko-nite	みなそこにて	0	standard	web ACTION	双葉社	9784575	3	1	9784575857276	2022-06-16		9784575440232	41704	整合	2020	2	357	みなそこにて（1）		2022年06月16日	コミック		
B	SPIKE_1	末尾	the-cockpit	ザ・コクピット	0	standard		小学館	978409	5	5	9784091621993	2003-07	9784091972347		35035	整合	2002	1	85	ザ・コクピット（第5巻）	My　first　wide	2003年06月27日頃	コミック		
B	SPIKE_1	先頭	karigyaru	かりぎゃる	0	standard	チャンピオンREDコミックス	秋田書店	9784253	3	1	9784253324311	2025-06-07		9784253004657	31966	整合	2024	1	82	かりぎゃる　1	チャンピオンREDコミックス	2025年05月20日	コミック		
B	SPIKE_1	先頭	todoroki-daimaru-no-kikai-taikendan	轟大丸の奇怪体験談	0	standard	チャンピオンREDコミックス	秋田書店	9784253	4	1	9784253324618	2025-07-08		9784253007603	31701	整合	2024	1	82	轟大丸の奇怪体験談　1	チャンピオンREDコミックス	2025年07月18日	コミック		
B	SPIKE_1	末尾	dororo-to-hyakkimaru-den	どろろと百鬼丸伝	0	standard	チャンピオンREDコミックス	秋田書店	9784253	13	13	9784253009324	2025-12-26	9784253323529		31420	整合	2025	0	256	どろろと百鬼丸伝　13	チャンピオンREDコミックス	2025年12月19日	コミック		
B	SPIKE_1	末尾	kojirase-tensei-maou-to-7-nin-no-oshikake-otome-no-ragnarok-system	こじらせ転生魔王と7人のおしかけ乙女のラグナロク・システム	0	standard	チャンピオンREDコミックス	秋田書店	9784253	5	5	9784253009393	2025-12-26	9784253321990		31260	整合	2025	0	256	こじらせ転生魔王と7人のおしかけ乙女のラグナロク・システム　5	チャンピオンREDコミックス	2025年12月19日	コミック		
B	SPIKE_1	先頭	hakka-shoujo	薄花少女	0	standard	Ikki comix	小学館	978409	4	1	9784091886323	2013-10		9784091573995	31233	整合	2005	8	885	薄花少女（1）	サンデーGXコミックス	2013年09月30日頃	コミック		
B	SPIKE_1	先頭	watashi-ni-ai-o-oshiete	わたしにアイを教えて	0	standard	チャンピオンREDコミックス	秋田書店	9784253	3	1	9784253323918	2025-02-24		9784253011648	31227	整合	2024	1	82	わたしにアイを教えて　1	チャンピオンREDコミックス	2025年02月19日	コミック		
B	SPIKE_1	末尾	saint-seiya-meiou-iden-dark-wing	聖闘士(セイント)星矢冥王異伝ダークウィング	0	standard	チャンピオンREDコミックス	秋田書店	9784253	8	8	9784253009331	2025-12-26	9784253320276		31094	整合	2025	0	256	聖闘士星矢　冥王異伝　ダークウィング　8	チャンピオンREDコミックス	2025年12月19日	コミック		
B	SPIKE_1	先頭	dungeon-hitodasuke-shitara-shirantoko-de-bazutteta-ken-jikkyou	〈ダンジョン〉人助けしたら、知らんとこでバズってた件〈実況〉	0	standard	ヤングチャンピオン・コミックス	秋田書店	9784253	3	1	9784253314961	2025-07-11		9784253004183	31078	整合	2024	1	98	【ダンジョン】人助けしたら、知らんとこでバズってた件【実況】　1	ヤングチャンピオン・コミックス	2025年06月26日	コミック		
B	SPIKE_1	末尾	ato-365-nichi-no-bansan	あと365日の晩餐	0	standard	チャンピオンREDコミックス	秋田書店	9784253	3	3	9784253009973	2026-02-23	9784253320566		31059	整合	2025	1	256	あと365日の晩餐　3	チャンピオンREDコミックス	2026年01月20日	コミック		
B	SPIKE_1	先頭	oshi-no-imouto-ni-tensei-shite-shimatta-node-saikyou-no-akujo-ni-natte-onii-sama-o-dokusen-suru	推しの妹に転生してしまったので、最凶の悪女になってお兄様を独占することにいたします	0	standard	ヤングチャンピオン・コミックス	秋田書店	9784253	3	1	9784253313919	2025-03-24		9784253004251	30966	整合	2024	1	98	推しの妹に転生してしまったので、最凶の悪女になってお兄様を独占することにいたします　1	ヤングチャンピオン・コミックス	2025年02月27日	コミック		
B	SPIKE_1	先頭	isekai-party-kurasshaazu	異世界パーティークラッシャーズ	0	standard	ヤングチャンピオン・コミックス	秋田書店	9784253	3	1	9784253313315	2024-10-10		9784253004886	30843	整合	2024	0	116	異世界パーティークラッシャーズ　〜推しの魔王に召喚されたのでブラック勤めのストレスを内輪揉めで発散します。〜　1	ヤングチャンピオン・コミックス	2024年09月27日	コミック		
B	SPIKE_1	先頭	himitsu-houjin-desu-meikaa	秘密法人デスメイカー	0	standard	ヤングチャンピオン・コミックス	秋田書店	9784253	3	1	9784253314862	2025-06-14		9784253008785	30608	整合	2024	1	98	秘密法人デスメイカー　1	ヤングチャンピオン・コミックス	2025年05月27日	コミック		
B	SPIKE_1	先頭	tensai-madougushi-wa-souki-retired-mezashite-ganbarimasu	天才魔導具師は早期リタイア目指して頑張ります	0	standard	ヤングチャンピオン・コミックス	秋田書店	9784253	3	1	9784253315418	2025-08-15		9784253009577	30584	整合	2024	1	98	天才魔導具師は早期リタイア目指して頑張ります　1	ヤングチャンピオン・コミックス	2025年07月25日	コミック		
B	SPIKE_1	末尾	saint-seiya-kaiou-saiki-riraizu-of-poseidon	聖闘士星矢海皇再起RERISE OF POSEIDON	0	standard	チャンピオンREDコミックス	秋田書店	9784253	4	4	9784253017510	2026-06-03	9784253322430		30492	整合	2026	0	431	聖闘士星矢　海皇再起　RERISE　OF　POSEIDON　4	チャンピオンREDコミックス	2026年06月19日	コミック		
B	SPIKE_1	末尾	app-de-deatta-kimi-to-suisou-ni-shizumu	アプリで出会った君と水槽に沈む	0	standard	ヤングチャンピオン・コミックス	秋田書店	9784253	3	3	9784253009416	2025-12-26	9784253313728		30431	整合	2025	0	256	アプリで出会った君と水槽に沈む　3	ヤングチャンピオン・コミックス	2025年12月19日	コミック		
B	SPIKE_1	先頭	shiroi-kekkon-kara-sannen-danna-sama-watashi-to-rien-shite-kudasai	白い結婚から三年。旦那様、私と離縁してください	0	standard	ヤングチャンピオン・コミックス	秋田書店	9784253	3	1	9784253314619	2025-05-02		9784253010511	30410	整合	2024	1	98	白い結婚から三年。旦那様、私と離縁してください　1	ヤングチャンピオン・コミックス	2025年04月25日	コミック		
B	SPIKE_1	先頭	akuyaku-reijou-no-chichioya-ni-tensei-shita-node-tsuma-to-musume-o-dekiai-shimasu	悪役令嬢の父親に転生したので、妻と娘を溺愛します	0	standard	ヤングチャンピオン・コミックス	秋田書店	9784253	3	1	9784253315210	2025-08-08		9784253011822	30339	整合	2024	1	98	悪役令嬢の父親に転生したので、妻と娘を溺愛します　1	ヤングチャンピオン・コミックス	2025年07月25日	コミック		
B	SPIKE_1	末尾	police-tribe-k-9	POLICE TRIBE K-9	0	standard	ヤングチャンピオン・コミックス	秋田書店	9784253	3	3	9784253010245	2026-02-23	9784253313629		30338	整合	2026	0	431	POLICE　TRIBE　K-9　3	ヤングチャンピオン・コミックス	2026年01月20日	コミック		
B	SPIKE_1	先頭	koppa-maichiru-sono-koro-ni	木っ端舞い散るその頃に	0	standard	ヤングチャンピオン・コミックス	秋田書店	9784253	3	1	9784253315111	2025-08-08		9784253011808	30331	整合	2024	1	98	木っ端舞い散る　その頃に　1	ヤングチャンピオン・コミックス	2025年07月25日	コミック		
B	SPIKE_1	末尾	tensei-muhai-no-isekai-kenja	転生無敗の異世界賢者	0	standard	ヤングチャンピオン・コミックス	秋田書店	9784253	5	5	9784253008747	2025-12-22	9784253310246		30150	整合	2025	0	256	転生無敗の異世界賢者　〜ゲームのジョブで楽しいセカンドライフ〜　5	ヤングチャンピオン・コミックス	2025年11月27日	コミック		
B	SPIKE_1	末尾	munou-to-sagesumareta-reijou-wa-konyaku-haki-sare-henkyou-no-seijo-to-yobareru	無能と蔑まれた令嬢は婚約破棄され、辺境の聖女と呼ばれる	0	standard	ヤングチャンピオン・コミックス	秋田書店	9784253	4	4	9784253012522	2026-04-27	9784253313438		30091	整合	2026	0	431	無能と蔑まれた令嬢は婚約破棄され、辺境の聖女と呼ばれる　〜傲慢な婚約者を捨て、護衛騎士と幸せになります〜　4	ヤングチャンピオン・コミックス	2026年03月26日	コミック		
B	SPIKE_1	先頭	hametsu-flag-kaihi-no-tame-yamaoku-e-hikikomotteita-saikyou-no-akuyaku-wa-tasuketa-heroine-ni-yotte	破滅フラグ回避のため山奥へ引き籠っていた最強の悪役は、助けたヒロインによって表舞台へ立たされる	0	standard	ヤングチャンピオン・コミックス	秋田書店	9784253	3	1	9784253309653	2025-06-30		9784253008778	30088	整合	2023	2	194	破滅フラグ回避のため山奥へ引き籠っていた最強の悪役は、助けたヒロインによって表舞台へ立たされる　1	ヤングチャンピオン・コミックス	2025年05月27日	コミック		
B	SPIKE_1	末尾	norainu	ノライヌ	0	standard	ヤングチャンピオン・コミックス	秋田書店	9784253	3	3	9784253010153	2026-02-23	9784253310604		30045	整合	2026	0	431	ノライヌ　〜濱の狂犬〜　3	ヤングチャンピオン・コミックス	2026年01月20日	コミック		
B	SPIKE_1	末尾	waruhame	ワルハメ	0	standard	ヤングチャンピオン・コミックス	秋田書店	9784253	4	4	9784253012430	2026-05-22	9784253312431		30000	整合	2026	0	431	ワルハメ　〜マル秘潜入捜査官アガサ〜　4	ヤングチャンピオン・コミックス	2026年04月20日	コミック		
B	SPIKE_1	末尾	rouninsei-to-eroi-yatsu	浪人生とエロい奴	0	standard	ヤングチャンピオン・コミックス	秋田書店	9784253	3	3	9784253004756	2025-11-01	9784253304009		29925	整合	2025	0	256	浪人生とエロい奴　3	ヤングチャンピオン・コミックス	2025年10月27日	コミック		
B	SPIKE_1	末尾	isekai-netorare	異世界NTR	0	standard	ヤングチャンピオン・コミックス	秋田書店	9784253	8	8	9784253004749	2025-11-01	9784253303675		29893	整合	2025	0	256	異世界NTR　〜親友のオンナを最強スキルで堕とす方法〜　8	ヤングチャンピオン・コミックス	2025年10月27日	コミック		
B	SPIKE_1	末尾	saikyou-no-maou-ni-kitaerareta-yuusha-isekai-kikansha-tachi-no-gakuen-de-musou-suru	最凶の魔王に鍛えられた勇者、異世界帰還者たちの学園で無双する	0	standard	ヤングチャンピオン・コミックス	秋田書店	9784253	5	5	9784253009522	2026-01-26	9784253308069		29854	整合	2025	1	256	最凶の魔王に鍛えられた勇者、異世界帰還者たちの学園で無双する　5	ヤングチャンピオン・コミックス	2025年12月25日	コミック		
B	SPIKE_1	末尾	chiseigaku-boys	地政学ボーイズ	0	standard	ヤングチャンピオン・コミックス	秋田書店	9784253	8	8	9784253010207	2026-02-23	9784253308175		29797	整合	2026	0	431	地政学ボーイズ　〜国がサラリーマンになって働く会社〜　8	ヤングチャンピオン・コミックス	2026年01月20日	コミック		
B	SPIKE_1	末尾	yuuyuu-no-tsuihousareta-mahoutsukai-to-osananajimi-na-mori-no-megami-sama	悠優の追放魔法使いと幼なじみな森の女神様。	0	standard	ヤングチャンピオン・コミックス	秋田書店	9784253	5	5	9784253008730	2025-12-22	9784253306287		29755	整合	2025	0	256	悠優の追放魔法使いと幼なじみな森の女神様。　〜王都では最弱認定の緑魔法ですが、故郷の農村に帰ると万能でした〜　5	ヤングチャンピオン・コミックス	2025年11月27日	コミック		
B	SPIKE_1	末尾	kiraware-majo-to-karada-ga-irekawatta-keredo-watashi-wa-kyou-mo-genki-ni-kurashite-imasu	嫌われ魔女と体が入れ替わったけれど、私は今日も元気に暮らしています!	0	standard	ヤングチャンピオン・コミックス	秋田書店	9784253	5	5	9784253013727	2026-07-27	9784253311243		29752	整合	2026	0	431	嫌われ魔女と体が入れ替わったけれど、私は今日も元気に暮らしています！　5	ヤングチャンピオン・コミックス	2026年07月27日	コミック		
B	SPIKE_1	末尾	nobunagakou-teiki	信長公弟記	0	standard	ヤングチャンピオン・コミックス	秋田書店	9784253	7	7	9784253010481	2026-02-23	9784253307963		29748	整合	2026	0	431	信長公弟記　〜転生したら織田さんちの八男になりました〜　7	ヤングチャンピオン・コミックス	2026年01月27日	コミック		
B	SPIKE_1	末尾	kougekiryoku-gokuburi-no-saikyou-majutsushi	攻撃力極振りの最強魔術師	0	standard	ヤングチャンピオン・コミックス	秋田書店	9784253	8	8	9784253009515	2026-01-26	9784253306379		29686	整合	2025	1	256	攻撃力極振りの最強魔術師　〜筋力値9999の大剣士、転生して二度目の人生を歩む〜　8	ヤングチャンピオン・コミックス	2025年12月25日	コミック		
B	SPIKE_1	末尾	gokusatsudou-gregor	極殺道-グレゴール-	0	standard	ヤングチャンピオン・コミックス	秋田書店	9784253	5	5	9784253013673	2026-06-06	9784253310345		29667	整合	2026	0	431	極殺道　-グレゴールー　5	ヤングチャンピオン・コミックス	2026年05月20日	コミック		
B	SPIKE_1	末尾	class-mushoku-no-eiyuu-tan	クラス《無職》の英雄譚	0	standard	ヤングチャンピオン・コミックス	秋田書店	9784253	7	7	9784253013192	2026-05-22	9784253309769		29657	整合	2026	0	431	クラス≪無職≫の英雄譚　〜公爵家を追放されたが、実は殴っただけでスキルを獲得できるとわかり、大陸一の英雄に上り詰める〜　7	ヤングチャンピオン・コミックス	2026年04月27日	コミック		
B	SPIKE_1	末尾	mobu-kara-hajimaru-tansaku-eiyuu-tan	モブから始まる探索英雄譚	0	standard	ヤングチャンピオン・コミックス	秋田書店	9784253	6	6	9784253010474	2026-04-27	9784253306850		29638	整合	2026	0	431	モブから始まる探索英雄譚　6	ヤングチャンピオン・コミックス	2026年03月26日	コミック		
B	SPIKE_1	末尾	moshimo-tokugawa-ieyasu-ga-souri-daijin-ni-nattara	もしも徳川家康が総理大臣になったら	0	standard	ヤングチャンピオン・コミックス	秋田書店	9784253	7	7	9784253013055	2026-05-22	9784253309363		29631	整合	2026	0	431	もしも徳川家康が総理大臣になったら　-絶東のアルゴナウタイー　7	ヤングチャンピオン・コミックス	2026年04月20日	コミック		
B	SPIKE_1	末尾	hyouketsukei-koso-saikyou-desu	氷結系こそ最強です!	0	standard	ヤングチャンピオン・コミックス	秋田書店	9784253	4	4	9784253004800	2025-11-01	9784253300902		29610	整合	2025	0	256	氷結系こそ最強です！　〜小さくて可愛い師匠と結婚するために最強の魔術師を目指します〜　4	ヤングチャンピオン・コミックス	2025年10月27日	コミック		
B	SPIKE_1	末尾	shounan-bakusouzoku-first-flag	湘南爆走族ファーストフラッグ	0	standard	ヤングチャンピオン・コミックス	秋田書店	9784253	6	6	9784253012461	2026-03-27	9784253308557		29609	整合	2026	0	431	湘南爆走族　ファースト　フラッグ　6	ヤングチャンピオン・コミックス	2026年03月18日	コミック		
B	SPIKE_1	末尾	chikaano-k	チカーノKEI	0	standard	ヤングチャンピオン・コミックス	秋田書店	9784253	19	19	9784253011709	2026-02-23	9784253307482		29578	整合	2026	0	431	チカーノKEI　〜米国極悪刑務所を生き抜いた日本人〜　19	ヤングチャンピオン・コミックス	2026年02月19日	コミック		
B	SPIKE_1	末尾	maou-sama-to-sunadokei	魔王様と砂時計	0	standard	ヤングチャンピオン・コミックス	秋田書店	9784253	3	3	9784253018548	2026-07-27	9784253312929		29438	整合	2026	0	431	魔王様と砂時計　〜転生したら妖精さんで将来の魔王に病まれる話〜　3	ヤングチャンピオン・コミックス	2026年07月27日	コミック		
B	SPIKE_1	末尾	final-tensei	ファイナル転生	0	standard	SHŌNEN CHAMPION COMICS	秋田書店	9784253	3	3	9784253003476	2025-09-27	9784253297738		29426	整合	2025	0	256	ファイナル転生　〜ハズレスキルを引き続ける俺と各異世界最強の仲間たち〜　3	少年チャンピオン・コミックス	2025年09月08日	コミック		
B	SPIKE_1	末尾	shin-elf-san-wa-yaserarenai	新・エルフさんは痩せられない。	0	standard	ヤングチャンピオン・コミックス	秋田書店	9784253	6	6	9784253013178	2026-06-22	9784253307208		29403	整合	2026	0	431	新・エルフさんは痩せられない。　6	ヤングチャンピオン・コミックス	2026年05月27日	コミック		
B	SPIKE_1	先頭	watashitachi-wa-kakechigatte-iru	私たちはカケちがっている	0	standard	SHŌNEN CHAMPION COMICS	秋田書店	9784253	3	1	9784253298315	2025-04-02		9784253004398	29392	整合	2024	1	201	私たちはカケちがっている　1	少年チャンピオン・コミックス	2025年04月08日	コミック		
B	SPIKE_1	末尾	bubble	バブル	0	standard	ヤングチャンピオン・コミックス	秋田書店	9784253	10	10	9784253011747	2026-02-23	9784253305495		29375	整合	2026	0	431	バブル　〜チカーノKEI歌舞伎町血闘編〜　10	ヤングチャンピオン・コミックス	2026年02月19日	コミック		
B	SPIKE_1	末尾	zerosen-ace-isekai-de-saikyou-no-ryuukishi-ni-naru	ゼロ戦エース、異世界で最強の竜騎士になる!	0	standard	SHŌNEN CHAMPION COMICS	秋田書店	9784253	3	3	9784253004848	2025-11-01	9784253297875		29303	整合	2025	0	256	ゼロ戦エース、異世界で最強の竜騎士になる！　3	少年チャンピオン・コミックス	2025年10月27日	コミック		
B	SPIKE_1	末尾	over-rev-90s	オーバーレブ!90's	0	standard	ヤングチャンピオン・コミックス	秋田書店	9784253	8	8	9784253011716	2026-02-23	9784253304672		29296	整合	2026	0	431	オーバーレブ！90’s-音速の美少女たちー　8	ヤングチャンピオン・コミックス	2026年02月19日	コミック		
B	SPIKE_1	末尾	erotic-x-anabolic	エロティック×アナボリック	0	standard	ヤングチャンピオン・コミックス	秋田書店	9784253	6	6	9784253010085	2026-02-23	9784253302951		29287	整合	2026	0	431	エロティック×アナボリック　6	ヤングチャンピオン・コミックス	2026年01月20日	コミック		
B	SPIKE_1	末尾	tasogare-no-ethos	黄昏のエトス	0	standard	ヤングチャンピオン・コミックス	秋田書店	9784253	5	5	9784253008693	2025-12-22	9784253301442		29275	整合	2025	0	256	黄昏のエトス　5	ヤングチャンピオン・コミックス	2025年11月20日	コミック		
B	SPIKE_1	末尾	matsukage-ni-ikou	松かげに憩う	0	standard	ヤングチャンピオン・コミックス	秋田書店	9784253	6	6	9784253011679	2026-02-23	9784253303903		29223	整合	2026	0	431	松かげに憩う　6	ヤングチャンピオン・コミックス	2026年02月19日	コミック		
B	SPIKE_1	先頭	yankee-jk-kuzuhana-chan-another-side-of-heroine	ヤンキーJKクズハナちゃんアナザー・サイド・オブ・ヒロイン	0	standard	SHŌNEN CHAMPION COMICS	秋田書店	9784253	4	1	9784253295499	2025-06-04		9784253003865	29163	整合	2024	1	201	ヤンキーJKクズハナちゃん　アナザー・サイド・オブ・ヒロイン　1	少年チャンピオン・コミックス	2025年06月06日	コミック		
B	SPIKE_1	末尾	fairway-no-koe-o-kikasete	フェアウェイの声をきかせて	0	standard	SHŌNEN CHAMPION COMICS	秋田書店	9784253	7	7	9784253003841	2025-09-03	9784253295314		29147	整合	2025	0	256	フェアウェイの声をきかせて　7	少年チャンピオン・コミックス	2025年09月08日	コミック		
B	SPIKE_1	先頭	gakeppuchi-kizoku-no-ikinokori-senryaku	崖っぷち貴族の生き残り戦略	0	standard	SHŌNEN CHAMPION COMICS	秋田書店	9784253	3	1	9784253298711	2025-06-14		9784253009614	28910	整合	2024	1	201	崖っぷち貴族の生き残り戦略　1	少年チャンピオン・コミックス	2025年05月27日	コミック		
B	SPIKE_1	末尾	ashita-kubi-ni-narisou	明日クビになりそう	0	standard	ヤングチャンピオン・コミックス	秋田書店	9784253	8	8	9784253012621	2026-05	9784253300490		28787	整合	2026	0	431	明日クビになりそう　8	ヤングチャンピオン・コミックス	2026年04月20日	コミック		
B	SPIKE_1	先頭	dungeon-oji-san	ダンジョンおじさん	0	standard	SHŌNEN CHAMPION COMICS	秋田書店	9784253	3	1	9784253299510	2025-08-08		9784253011877	28764	整合	2024	1	201	ダンジョンおじさん　1	少年チャンピオン・コミックス	2025年07月25日	コミック		
B	SPIKE_1	末尾	monster-strike-shitamachi-hello-world	モンスターストライク下町ハローワールド	0	standard	SHŌNEN CHAMPION COMICS	秋田書店	9784253	5	5	9784253009744	2026-01-23	9784253296847		28710	整合	2025	1	256	モンスターストライク　下町ハローワールド　5	少年チャンピオン・コミックス	2026年01月08日	コミック		
B	SPIKE_1	末尾	bouncer	バウンサー	0	standard	ヤングチャンピオン・コミックス	秋田書店	9784253	16	16	9784253017626	2026-06-27	9784253304108		28648	整合	2026	0	431	バウンサー　16	ヤングチャンピオン・コミックス	2026年06月19日	コミック		
B	SPIKE_1	末尾	fukushuuhime-roora	復讐姫ローラ	0	standard	SHŌNEN CHAMPION COMICS	秋田書店	9784253	5	5	9784253009607	2026-01-26	9784253295543		28594	整合	2025	1	256	復讐姫ローラ　〜お姉様を生贄にしたこの国はもう要らない〜　5	少年チャンピオン・コミックス	2025年12月25日	コミック		
B	SPIKE_1	末尾	kono-boukensha-jinruishi-saikyou-desu	この冒険者、人類史最強です	0	standard	SHŌNEN CHAMPION COMICS	秋田書店	9784253	6	6	9784253009119	2025-12-26	9784253294553		28544	整合	2025	0	256	この冒険者、人類史最強です〜外れスキル『鑑定』が『継承』に覚醒したので、数多の英雄たちの力を受け継ぎ無双する〜　6	少年チャンピオン・コミックス	2025年12月08日	コミック		
B	SPIKE_1	末尾	mitsu-mitsu-drops	蜜×蜜ドロップス	0	standard	フラワーコミックス	小学館	978409	8	8	9784091305848	2006-10-20	9784091590466		28462	整合	2005	1	714	蜜×蜜ドロップス（8）	フラワーコミックス	2006年09月26日	コミック		
B	SPIKE_1	末尾	dogou-no-ao	怒業の蒼	0	standard	SHŌNEN CHAMPION COMICS	秋田書店	9784253	4	4	9784253002264	2025-09-27	9784253286282		28402	整合	2025	0	256	怒業の蒼　4	少年チャンピオン・コミックス	2025年09月08日	コミック		
B	SPIKE_1	末尾	okaeri-papa	おかえり、パパ	0	standard	SHŌNEN CHAMPION COMICS	秋田書店	9784253	5	5	9784253009096	2025-12-26	9784253292399		28330	整合	2025	0	256	「おかえり、パパ」　5	少年チャンピオン・コミックス	2025年12月08日	コミック		
B	SPIKE_1	末尾	name	ナメ。	0	standard	SHŌNEN CHAMPION COMICS	秋田書店	9784253	6	6	9784253011518	2026-02-23	9784253294751		28324	整合	2026	0	431	ナメ。　6	少年チャンピオン・コミックス	2026年02月06日	コミック		
B	SPIKE_1	先頭	meiou-no-zakuro	冥王の柘榴	0	standard	SHŌNEN CHAMPION COMICS	秋田書店	9784253	3	1	9784253286114	2025-02-24		9784253004497	28162	整合	2024	1	163	冥王の柘榴　1	少年チャンピオン・コミックス	2025年02月07日	コミック		
B	SPIKE_1	末尾	kyoushirou-shounen-yakuzahen	京四郎 少年ヤクザ編	0	standard	SHŌNEN CHAMPION COMICS	秋田書店	9784253	4	4	9784253012164	2026-03-04	9784253293570		28141	整合	2026	0	431	京四郎　少年ヤクザ編　4	少年チャンピオン・コミックス	2026年03月06日	コミック		
B	SPIKE_1	先頭	houkago-fantasy	放課後ファンタジー	0	standard	SHŌNEN CHAMPION COMICS	秋田書店	9784253	4	1	9784253290364	2025-09-06		9784253009591	28077	整合	2024	1	201	放課後ファンタジー　1	少年チャンピオン・コミックス	2025年08月27日	コミック		
B	SPIKE_1	先頭	usamimi-jakkupotto	うさ耳ジャックポット	0	standard	SHŌNEN CHAMPION COMICS	秋田書店	9784253	4	1	9784253290203	2025-08-13		9784253009720	28048	整合	2024	1	201	うさ耳ジャックポット　1	少年チャンピオン・コミックス	2025年08月07日	コミック		
B	SPIKE_1	末尾	appare-urayasu-tekkin-kazoku	あっぱれ!浦安鉄筋家族	0	standard	SHŌNEN CHAMPION COMICS	秋田書店	9784253	24	24	9784253008921	2025-12-26	9784253286039		27711	整合	2025	0	256	あっぱれ！浦安鉄筋家族　24	少年チャンピオン・コミックス	2025年12月08日	コミック		
B	SPIKE_1	末尾	sugiyuki-kako-to-mitai-ashita	杉雪カコと見たい明日	0	standard	SHŌNEN CHAMPION COMICS	秋田書店	9784253	3	3	9784253009768	2026-01-23	9784253285575		27581	整合	2025	1	256	杉雪カコと見たい明日　3	少年チャンピオン・コミックス	2026年01月08日	コミック		
