kind	slug	title	our_max	our_nvols	miss_vol	isbn	date	in_seed2	truncated
GAP	shuumatsu-no-valkyrie-kinden-kamigami-no-apocalypse	終末のワルキューレ禁伝神々の黙示録	5	4	1	9784867206997	2024年11月20日		
TRAIL	slime-taikou-to-botsuraku-reijou-no-angai-shiawase-na-konyaku	スライム大公と没落令嬢のあんがい幸せな婚約	5	4	6	9784798642017	2026年08月03日		
GAP	slime-taikou-to-botsuraku-reijou-no-angai-shiawase-na-konyaku	スライム大公と没落令嬢のあんがい幸せな婚約	5	4	3	9784798636399	2024年10月01日		
TRAIL	sono-otoko-numa-ni-tsuki	その男、沼につき。	5	4	6	9784098734849	2026年08月07日		
GAP	sono-otoko-numa-ni-tsuki	その男、沼につき。	5	4	2	9784098727384	2024年10月10日		
TRAIL	soredemo-oya-o-aisuru-kodomotachi	それでも、親を愛する子供たち	4	4	5	9784107729606	2026年07月09日		
TRAIL	sotsugyou-album-no-kanojotachi	卒業アルバムの彼女たち	4	4	5	9784065444597	2026年08月17日		
TRAIL	tasogare-machi-purizunaazu	黄昏町プリズナーズ	4	4	5	9784065446096	2026年08月07日		
TRAIL	the-fable-the-third-secret	ザ・ファブルThe third secret	4	4	5	9784065442494	2026年07月06日		
TRAIL	tokugawa-kun-ga-komarasetekuru	十九川くんが困らせてくる!	5	4	6	9784065442272	2026年07月13日		
GAP	tokugawa-kun-ga-komarasetekuru	十九川くんが困らせてくる!	5	4	1	9784065375952	2024年11月13日		
TRAIL	tonari-no-seki-no-yatsu-ga-souiu-me-de-mitekuru	となりの席のヤツがそういう目で見てくる	5	4	6	9784098546978	2026年07月10日		
GAP	tonari-no-seki-no-yatsu-ga-souiu-me-de-mitekuru	となりの席のヤツがそういう目で見てくる	5	4	1	9784098536276	2024年10月10日頃		
TRAIL	toppuu-to-beat	突風とビート	4	4	5	9784088432878	2026年08月25日		
TRAIL	tsuihousareta-guild-guild-shokuin-wa-sekai-saikyou-no-comic	追放されたギルド職員は、世界最強の召喚士@comic	4	4	5	9784800018069	2026年09月14日		
TRAIL	tsuihousareta-sareta-fuyo-mahoutsukai-no-nariagari	追放された付与魔法使いの成り上がり	5	4	6	9784824207616	2026年09月25日頃		
GAP	tsuihousareta-sareta-fuyo-mahoutsukai-no-nariagari	追放された付与魔法使いの成り上がり	5	4	3	9784824203502	2024年12月25日頃		
TRAIL	uchi-no-banri-ga-osewa-ni-narimasu	ウチの万李がお世話になります	4	4	5	9784592231363	2026年06月05日		
TRAIL	uchi-no-deshi-ga-itsunomanika-jinrui-saikyou-ni-natteite-nanno-sainou-mo-nai-shishou-no-ore-ga-sore	うちの弟子がいつのまにか人類最強になっていて、なんの才能もない師匠の俺が、それを超える宇宙最強に誤認定されている件について	4	4	5	9784253019514	2026年09月08日		
GAP	uesugi-kun-wa-onnanoko-o-yametai	上杉くんは女の子をやめたい	5	4	4	9784098732739	2025年12月25日		
TRAIL	watashi-no-kokoro-wa-oji-san-de-aru	私の心はおじさんである	4	4	5	9784391168945	2026年09月04日頃		
TRAIL	watashitachi-wa-douka-shiteiru-tsumakoi	私たちはどうかしている妻恋い	4	4	5	9784065445310	2026年08月12日		
TRAIL	yakoudou-ki-tan	夜行堂奇譚	4	4	5	9784049523782	2026年08月27日頃		
TRAIL	yane-no-shita-no-artemis	屋根の下のアルテミス	4	4	5	9784065446669	2026年08月17日		
GAP	yoake-o-kou-kemonotachi	夜明けを乞うけものたち	5	4	3	9784592230410	2024年11月20日		
GAP	yokohama-outsiders	横浜アウトサイダーズ	5	4	4	9784048117289	2025年12月12日頃		
TRAIL	youheidan-no-ryouriban	傭兵団の料理番	4	4	5	9784049721850	2026年09月07日頃		Y
TRAIL	zutto-seishun-poi-desuyo	ずっと青春ぽいですよ	5	4	6	9784065441206	2026年07月08日		
GAP	zutto-seishun-poi-desuyo	ずっと青春ぽいですよ	5	4	3	9784065375495	2024年11月13日		
TRAIL	36	36-サンジュウロク-	3	3	4	9784098640690	2026年08月10日		
TRAIL	ai-no-ryuusei-kauupa	愛の流星カウーパ	3	3	4	9784592166986	2026年06月29日		
GAP	amakute-atsukute-iki-mo-dekinai	甘くて熱くて息もできない	4	3	3	9784866577920	2024年10月22日		
TRAIL	ame-to-umi	あめとうみ	3	3	4	9784088851853	2026年09月04日		
TRAIL	ao-no-mitsukai	蒼の御使い	3	3	4	9784253018197	2026年07月15日		
TRAIL	aoi-kun-no-waidan-ga-tamaranai	アオイ君の猥談がたまらない!!	3	3	4	9784046602664	2026年08月21日頃		
TRAIL	ato-muika-de-horobiru-gakeppuchi-kokka-no-harem-6-sarete-shimatta	あと6日で滅びる崖っぷち国家のハーレムに召喚されてしまった	3	3	4	9784098641307	2026年09月11日		
TRAIL	baby-shachuu-hackers	ベイビー車中ハッカーズ	3	3	4	9784088943251	2026年08月19日		
TRAIL	bou-kun-na-ane-ni-suteraretara-koushaku-kakka-ni-hirowaremashita	暴君な姉に捨てられたら、公爵閣下に拾われました	3	3	4	9784864958240	2026年09月25日		
TRAIL	crystal-ojou-sama-wa-otokonoko	クリスタルお嬢様は男の子	3	3	4	9784046603449	2026年08月05日頃		
TRAIL	dare-nimo-aisarenakatta-shuuwai-reijou-ga-shiawase-ni-naru-made	誰にも愛されなかった醜穢令嬢が幸せになるまで	3	3	4	9784824017680	2026年08月08日頃		
TRAIL	dig-it	ディグイット	3	3	4	9784065445204	2026年08月21日		
TRAIL	dragon-musume-ni-naritakunai	ドラゴン娘になりたくないっ!	3	3	4	9784091542984	2026年07月28日		
TRAIL	elite-yoshinaga-2025	エリート	3	3	4	9784253019002	2026年08月20日		Y
TRAIL	farisu-no-kekkon	ファリスの結婚	3	3	4	9784865182996	2026年08月07日頃		
TRAIL	foodies	フーディーズ	3	3	4	9784065442838	2026年07月17日		
TRAIL	fuufu-no-hiketsu-wa-banshaku-desu	夫婦のヒケツは晩酌です	3	3	4	9784088943503	2026年09月17日		
GAP	gekidou	ゲキドウ	4	3	2	9784088941103	2025年12月18日		
TRAIL	hajimete-no-onii-chan	はじめてのおにいちゃん	3	3	4	9784088678450	2026年07月23日		
TRAIL	hito-ka-no-yuika	ヒト科のゆいか	3	3	4	9784088943244	2026年08月19日		
TRAIL	houkago-fantasy	放課後ファンタジー	3	3	4	9784253018562	2026年07月27日		
TRAIL	isekai-maid-ga-yattekita	異世界メイドがやってきた	3	3	4	9784824207760	2026年10月23日頃		
TRAIL	jinsei-gyakuten-dungeon	人生逆転ダンジョン	3	3	4	9784065446126	2026年08月07日		
TRAIL	kami-kill	カミキル-KAMI KILL-	3	3	4	9784088943107	2026年08月19日		
TRAIL	kami-ni-chikatte-itsuwari-desu	神に誓って偽りです	3	3	4	9784045001307	2026年09月15日頃		
TRAIL	kanojo-ga-kuzu-o-aisuru-wake-wa	彼女がクズを愛するワケは。	3	3	4	9784301007173	2026年08月21日		
TRAIL	kanojo-no-real-ga-kirinukenai	彼女のリアルが切り抜けない!	3	3	4	9784832206533	2026年09月14日		
TRAIL	kawaii-no-wa-ore-dearu	かわいいのは俺である	3	3	4	9784065442616	2026年08月10日		
TRAIL	kimi-ga-hoeru-tame-no-uta-o	キミが吠えるための歌を、	3	3	4	9784825100121	2026年07月16日		
TRAIL	kimi-ga-kantoku	君が監督!	3	3	4	9784065446478	2026年08月20日		
TRAIL	kimi-to-barairo-no-hibi	きみとバラ色の日々	3	3	4	9784088432915	2026年08月25日		
TRAIL	kireina-kimi-ni-korosaretai	綺麗な君に殺されたい。	3	3	4	9784825101180	2026年09月15日		
TRAIL	komyushou-nanode-soro-souryo-o-erandara-yatara-party-ni-sasowareru-ken	コミュ障なのでソロ僧侶を選んだら…やたらパーティーに誘われる件	3	3	4	9784197702077	2026年08月28日		
TRAIL	kono-class-ni-gal-wa-inai	このクラスにギャルはいない	3	3	4	9784088851686	2026年08月04日		
TRAIL	koukou-jidai-ni-gouman-datta-joou-sama-tono-dousei-seikatsu-wa-igai-to-igokochi-ga-warukunai	高校時代に傲慢だった女王様との同棲生活は意外と居心地が悪くない	3	3	4	9784088941608	2026年07月17日		
TRAIL	kuma-to-usagi-wa-tomodachi-dewa-irarenai	クマとウサギは友達ではいられない	3	3	4	9784301007180	2026年08月21日		
TRAIL	maid-daigaku-genshou-seminar	冥途大学幻象ゼミナール	3	3	4	9784911351055	2026年08月28日頃		
GAP	miharu-no-senjou	ミハルの戦場	4	3	3	9784098543519	2025年12月19日		
TRAIL	mijuku-na-omame-ga-sodatsu-made	未熟なおまめが育つまで	3	3	4	9784867782637	2026年09月10日		
TRAIL	moto-kanotachi-to-yari-naoshi	元カノたちとヤReなおし!?	3	3	4	9784785982799	2026年09月10日		
TRAIL	moto-sentouyou-dorei-desu-tasukete-kureta-ryuujin-wa-tsugai-dasou-desu	元戦闘用奴隷ですが、助けてくれた竜人は番だそうです。	3	3	4	9784867209318	2026年10月07日		
GAP	munou-reijou-no-keiyaku-kekkon	無能令嬢の契約結婚	4	3	3	9784813765516	2026年01月09日頃		
TRAIL	nakittsura-ni-koi	なきっつらに恋	3	3	4	9784098734771	2026年07月24日		
TRAIL	namae-no-nai-byouki	名前のない病気	3	3	4	9784098641253	2026年08月28日		
TRAIL	namaiki-na-gal-ane-o-wakaraseru-hanashi	生意気なギャル姉を解らせる話	4	3	5	9784088944029	2026年09月17日		
GAP	namaiki-na-gal-ane-o-wakaraseru-hanashi	生意気なギャル姉を解らせる話	4	3	3	9784088940793	2025年12月18日		
TRAIL	nisemono-ni-ubawareta-seijo-no-chii-nantoshitemo-torikaesa-nakute-ikka	偽者に奪われた聖女の地位、なんとしても取り返さ……なくていっか!	3	3	4	9784575424966	2026年09月10日頃		
TRAIL	okaasan-boukensha-login-bonus-de-skill-shufu-ni-mezamemashita	お母さん冒険者、ログインボーナスでスキル【主婦】に目覚めました。週一貰えるチラシで冒険者生活頑張ります！	3	3	4	9784065449660	2026年09月09日		
TRAIL	okaeri-suiheisen	おかえり水平線	3	3	4	9784088852607	2026年09月04日		
TRAIL	okuda-no-hosomichi	奥田の細道	3	3	4	9784088943954	2026年09月17日		
TRAIL	ore-igai-zenin-mushoku	俺以外、全員無職。	3	3	4	9784832206359	2026年07月14日		
TRAIL	ore-sama-outaishi-ni-hirowareta-gakeppuchi-reijou-okazari-sokuhi-ni-naru-hazu-ga-dekiai	俺様王太子に拾われた崖っぷち令嬢、お飾り側妃になる…はずが溺愛されてます!?	3	3	4	9784253019149	2026年08月27日		
TRAIL	osananajimi-no-koukousei-no-aida-ni-nikutai-kankei-wa-seiritsu-suruka	幼なじみの高校生のあいだに肉体関係は成立するか。	4	3	5	9784049523942	2026年08月27日頃		
GAP	osananajimi-no-koukousei-no-aida-ni-nikutai-kankei-wa-seiritsu-suruka	幼なじみの高校生のあいだに肉体関係は成立するか。	4	3	1	9784049159226	2024年09月27日頃		
TRAIL	osananajimi-to-kanojo-to	オサナナジミとカノジョと	3	3	4	9784575862621	2026年08月27日		
GAP	riot-tsukada-2025	RIOT	4	3	1	9784098630998	2024年11月28日		Y
TRAIL	sakamoto-holidays	SAKAMOTO HOLIDAYS	3	3	4	9784088851426	2026年08月04日		
TRAIL	samuwan-herutsu	さむわんへるつ	3	3	4	9784088851358	2026年08月04日		
TRAIL	sangaku-choujin-matsuoka	山岳超人マツオカ	3	3	4	9784537174311	2026年09月29日		
TRAIL	serial-killer-isekai-ni-oritatsu-isekai-battle-royal	シリアルキラー異世界に降り立つ 異世界バトルロイヤル	3	3	4	9784785982577	2026年08月10日		
TRAIL	shigoto-ningen-na-hakushaku-reijou-wa-koori-no-saishou-sama-no-ai-o-miayamatte-iru	仕事人間な伯爵令嬢は氷の宰相様の愛を見誤っている	3	3	4	9784824018250	2026年09月08日頃		
TRAIL	shisuta-rejisuta	しすたれじすた	3	3	4	9784098641062	2026年08月28日		
TRAIL	suki-tte-ienakute-shinu	好きっていえなくて死ぬ!	3	3	4	9784098735143	2026年09月25日		
TRAIL	takou-no-hime-o-tasuketara-otomodachi-kara-hajimeru-koto-ni-narimashita	他校の氷姫を助けたら、お友達から始める事になりました	3	3	4	9784048119979	2026年07月28日頃		
TRAIL	tamagawa-san-detemashita	玉川さん出てました?	3	3	4	9784301005957	2026年06月25日		
TRAIL	tatsuki-to-tamaki	タツキとタマキ	3	3	4	9784088942759	2026年07月17日		
TRAIL	tatsuki-to-tamaki	タツキとタマキ	3	3	5	9784088943312	2026年08月19日		
TRAIL	te-ni-ireta-saimin-app-de-yume-no-harem-seikatsu-o-okuritai	手に入れた催眠アプリで夢のハーレム生活を送りたい	3	3	4	9784049722291	2026年09月28日頃		
TRAIL	the-band	THE BAND	4	3	5	9784065444238	2026年08月17日		Y
GAP	the-band	THE BAND	4	3	1	9784065389461	2025年04月16日		Y
TRAIL	timetuber-yukari	TimeTuberゆかり	3	3	4	9784088943138	2026年08月19日		
TRAIL	todoroki-daimaru-no-kikai-taikendan	轟大丸の奇怪体験談	3	3	4	9784253018258	2026年07月17日		
TRAIL	tokoton-kuzu-na-watarase-nanoni	とことんクズな渡良瀬なのに	3	3	4	9784065445020	2026年08月12日		
TRAIL	tonari-no-jii-san	トナリノジイサン	3	3	4	9784785982850	2026年09月14日		
TRAIL	tonari-no-kyuutei-ryourinin	となりの宮廷料理人	3	3	4	9784253019590	2026年09月15日		
TRAIL	toshi-densetsu-senpai	都市伝説先輩	3	3	4	9784088852331	2026年09月04日		
TRAIL	toutatsu-no-akuta	到達のアクタ	4	3	5	9784065442357	2026年08月06日		
GAP	toutatsu-no-akuta	到達のアクタ	4	3	3	9784065426685	2026年01月06日		
TRAIL	unmei-nado-sonzai-shinai-node	運命など存在しないので	3	3	4	9784065442968	2026年07月17日		
TRAIL	ura-dungeon-oku-san	裏ダンジョンおくさん	3	3	4	9784091582300	2026年07月17日		
TRAIL	watashi-no-mama-wa-mano-kun-desu	わたしのママは真野くんです。	3	3	4	9784253018876	2026年08月17日		
TRAIL	yakiniku-no-onna-ayamonji-akana	焼肉の女綾門寺赤奈	3	3	4	9784088432984	2026年09月25日		
GAP	yakuza-ni-ofuro-de-hatarakasaretemasu	ヤクザにお風呂で働かされてます。	4	3	1	9784253161992	2024年06月14日		
TRAIL	yamero-suki-ni-natte-shimau	やめろ好きになってしまう	3	3	4	9784088941981	2026年08月19日		
TRAIL	yawahada-ni-shunrai	やわはだに春雷	3	3	4	9784065442067	2026年07月13日		
TRAIL	zannen-na-koi-no-shujinkou-tachi	残念な恋の主人公たち	3	3	4	9784098735105	2026年07月24日		
TRAIL	aga-kimi-chiruran	吾が君散るらむ	2	2	3	9784098547128	2026年08月18日		
TRAIL	aimai-blue-beast	曖昧ブルー・ビースト	2	2	3	9784088678481	2026年08月25日		
TRAIL	aizouban-sora-wa-akai-kawa-no-hotori	愛蔵版 天は赤い河のほとり	2	2	3	9784098735518	2026年08月26日		
TRAIL	akujo-wa-utsukushiki-kemono-no-ai-ni-saku	悪女は美しき獣の愛に咲く	2	2	3	9784866755267	2026年09月15日頃		
TRAIL	akuyaku-reijou-no-chichioya-ni-tensei-shita-node-tsuma-to-musume-o-dekiai-shimasu	悪役令嬢の父親に転生したので、妻と娘を溺愛します	2	2	3	9784253019200	2026年08月27日		
TRAIL	akuyaku-reijou-no-chocolatier-wa-oshi-no-kouryaku-ni-yuukou-deshita	悪役令嬢のショコラティエは推しの攻略に有効でした	2	2	3	9784046603876	2026年09月04日頃		
TRAIL	akuyaku-reijou-no-yuigonjou	悪役令嬢の遺言状	2	2	3	9784824207739	2026年10月15日頃		
TRAIL	barubaro	バルバロ!	3	2	4	9784575862485	2026年07月24日		Y
GAP	barubaro	バルバロ!	3	2	1	9784575860580	2025年02月27日		Y
TRAIL	behemoth-no-hanamuko	ベヒモスの花婿	2	2	3	9784041176573	2026年07月09日		
TRAIL	bokura-wa-mada-sora-no-yume-o-minai	ぼくらはまだ空の夢を見ない	2	2	3	9784575340174	2026年09月17日		
TRAIL	botsuraku-reiko-no-cinderella-gourmet	没落麗子のシンデレラグルメ	2	2	3	9784065441046	2026年07月08日		
TRAIL	danna-sama-kaseide-rikon-sasete-itadakimasu	旦那様、稼いで離婚させていただきます!	3	2	4	9784046600714	2026年07月03日頃		
GAP	danna-sama-kaseide-rikon-sasete-itadakimasu	旦那様、稼いで離婚させていただきます!	3	2	1	9784046839206	2024年09月05日頃		
TRAIL	doragemisu	ドラゲミス	2	2	3	9784098547081	2026年07月16日		
TRAIL	dungeon-band	ダンジョンバンド	2	2	3	9784046601810	2026年06月23日頃		
TRAIL	futsuu-no-hon-wa-arimasen	普通の本はありません!	2	2	3	9784065449523	2026年09月09日		
TRAIL	gakeppuchi-kizoku-no-ikinokori-senryaku	崖っぷち貴族の生き残り戦略	2	2	3	9784253019910	2026年09月25日		
TRAIL	gekkan-torirenma	月刊トリレンマ	2	2	3	9784088942667	2026年07月17日		
TRAIL	genkai-ol-kirigiri-giriko	限界OL霧切ギリ子	2	2	3	9784088851921	2026年09月04日		
TRAIL	godzilla-galaxy-odyssey	ゴジラギャラクシーオデッセイ	2	2	3	9784253019095	2026年08月20日		
TRAIL	gotousenseitoinishienotsuno	ゴトウ先生と古の角	2	2	3	9784868051855	2026年06月05日		
TRAIL	guild-o-tsuihousareta-saretakedo-mofumofu-shinjuu-ni-sazukatta-kami-skill-randamu-renkin-de-saikyou	ギルドを追放されたけどもふもふ神獣に授かった神スキル【ランダム錬金】で最強のギルドを作って無双します	2	2	3	9784301005537	2026年06月05日		
TRAIL	gunnou-kyoushitsu	群脳教室	2	2	3	9784088851754	2026年08月04日		
GAP	hai-to-gin-no-hane	灰と銀の羽根	3	2	1	9784065375457	2025年03月18日		
TRAIL	hajimete-no-sefure	はじめてのセフレ	2	2	3	9784098640737	2026年08月10日		
TRAIL	harem-souzoku	ハーレム相続	2	2	3	9784098640935	2026年09月11日		
TRAIL	hibi-wa-sugiredo-meshi-umashi	日々は過ぎれど飯うまし	2	2	3	9784049721744	2026年09月28日頃		
TRAIL	hinata-to-onii-chan	ひなたとお兄ちゃん	2	2	3	9784825101166	2026年09月15日		
TRAIL	hoshi-to-michikusa	星とみちくさ	2	2	3	9784088432892	2026年08月25日		
TRAIL	ichijou-hanao-wa-koi-o-shiranai	一条華緒は恋を知らない	2	2	3	9784088433042	2026年09月25日		
TRAIL	inaka-no-kuro-gal-jieikee-to-kekkon-shimashita	田舎の黒ギャルJKと結婚しました	3	2	4	9784040765310	2026年09月09日頃		
GAP	inaka-no-kuro-gal-jieikee-to-kekkon-shimashita	田舎の黒ギャルJKと結婚しました	3	2	1	9784040756479	2024年10月08日		
TRAIL	inkya-no-ore-ga-sekigae-de-s-kyuu-bishoujo-ni-kakomaretara-himitsu-no-kankei-ga-hajimatta	陰キャの俺が席替えでS級美少女に囲まれたら秘密の関係が始まった。	2	2	3	9784041175507	2026年06月25日		
TRAIL	intai-shita-ossan-boukensha-saikoyou-de-saikyou-guild-master-ni-natteshimau	引退したおっさん冒険者、再雇用で最強ギルドマスターになってしまう	2	2	3	9784866755311	2026年10月15日頃		
TRAIL	iroha-no-mon	いろはの門	2	2	3	9784088851181	2026年07月03日		
TRAIL	isekai-kara-kikan-shitara-chikyuu-mo-kanari-fantasy-deshita-ato-make-heroine-domo-ko	異世界から帰還したら地球もかなりファンタジーでした。あと、負けヒロインどもこっち見んな。	2	2	3	9784049211856	2026年10月08日頃		
TRAIL	iwahada-no-hanayome-wa-ai-de-tokasareru	岩肌の花嫁は愛で溶かされる	2	2	3	9784865183030	2026年09月10日頃		
TRAIL	kaminari-sama-no-koigoromo	かみなり様の恋衣	2	2	3	9784065444566	2026年08月28日		
TRAIL	karori-no-tsuyagoto-season2	かろりのつやごとSeason2	3	2	4	9784420155045	2026年08月25日		
GAP	karori-no-tsuyagoto-season2	かろりのつやごとSeason2	3	2	2	9784420154949	2025年12月24日		
TRAIL	ken-o-motanai-kensei-kizoku-ni-shihai-sareta-kishi-gakuen-de-musou-suru	剣を持たない剣聖、貴族に支配された騎士学園で無双する	2	2	3	9784088942940	2026年07月17日		
TRAIL	kigen-tsuki-koujo-no-hazu-ga-umaku-yarisugite-shimatta-you-desu	期限つき皇女のはずが、うまくやりすぎてしまったようです	2	2	3	9784046602466	2026年07月17日頃		
TRAIL	kimi-wa-boku-no-risou-no-kareshi	君は僕の理想の彼氏	2	2	3	9784065445129	2026年08月12日		
TRAIL	kizuguchi-to-houtai	傷口と包帯	4	2	5	9784065440797	2026年07月16日		
GAP	kizuguchi-to-houtai	傷口と包帯	4	2	1	9784065376928	2024年11月15日		
GAP	kizuguchi-to-houtai	傷口と包帯	4	2	2	9784065388273	2025年04月16日		
TRAIL	koko-wa-kazoku-ga-kieru-machi	ココハ家族ガキエル町	2	2	3	9784088943466	2026年09月17日		
TRAIL	kokoro-no-naka-ga-mieru-ouji-to-kokoro-no-naka-wa-makkuro-reijou	心の中が見える王子と心の中は真っ黒令嬢	2	2	3	9784825100602	2026年07月31日頃		
TRAIL	konkuriito-no-fune	コンクリートの船	2	2	3	9784098640638	2026年07月30日		
TRAIL	koppa-maichiru-sono-koro-ni	木っ端舞い散るその頃に	2	2	3	9784253018524	2026年07月27日		
TRAIL	kozure-orc	子連れオーク	2	2	3	9784832206441	2026年08月12日		
TRAIL	kujira-no-ryourinin	くじらの料理人	2	2	3	9784867209172	2026年08月20日		
TRAIL	kyuu-furiten-kun	旧フリテンくん	2	2	3	9784801977730	2026年06月17日		
TRAIL	kyuu-furiten-kun	旧フリテンくん	2	2	4	9784801977822	2026年09月16日		
TRAIL	madogiwa-henshuu-to-baka-ni-sareta-ore-ga-futago-jk-to-doukyo-suru-koto-ni-natta	窓際編集とバカにされた俺が、双子JKと同居することになった	2	2	3	9784049721348	2026年08月28日頃		
TRAIL	mahou-shoujo-lyrical-nanoha-exceeds	魔法少女リリカルなのはEXCEEDS	2	2	3	9784065437537	2026年08月07日		
TRAIL	mahou-shoujo-to-mayaku-sensou	魔法少女と麻薬戦争	2	2	3	9784088851952	2026年08月04日		
TRAIL	makai-no-gijou	魔界の議場	2	2	3	9784098640300	2026年06月30日		
TRAIL	mashiro-kun-no-hokou-atelier	ましろくんの補講アトリエ	2	2	3	9784088851488	2026年08月04日		
TRAIL	mayoke-no-seijo-wa-munou-de-yakutatazu-o-yameru-koto-ni-shimashita	魔除けの聖女は無能で役立たずをやめることにしました	2	2	3	9784575424560	2026年07月10日頃		
TRAIL	mild	マイルド	2	2	3	9784785982478	2026年07月27日		Y
TRAIL	miryokuchi-minus-no-yuusha-ga-bishoujo-monster-niwa-motemote-datta-ken	魅力値マイナスの勇者が美少女モンスターにはモテモテだった件	2	2	3	9784199509803	2026年07月29日		
TRAIL	mizu-mahou-gurai-shika-torie-ga-naikedo-gendai-chishiki-ga-areba-juubun-da-yone	水魔法ぐらいしか取り柄がないけど現代知識があれば充分だよね?	2	2	3	9784049523300	2026年08月10日頃		
TRAIL	mojiponika	モジポニカ!	2	2	3	9784065445198	2026年08月21日		
TRAIL	monster-rendetsu-oreka-battle-2	モンスター烈伝オレカバトル2	2	2	3	9784091543288	2026年08月28日		
TRAIL	nanashi-no-kiyou-binbou	ナナシの器用貧乏	2	2	3	9784824207784	2026年10月23日頃		
TRAIL	nekokaburi-no-ohime-sama	猫かぶりのお姫様	2	2	3	9784046603500	2026年08月17日頃		
TRAIL	nekomata-kurobee	猫又黒兵衛	2	2	3	9784253019835	2026年09月25日		
TRAIL	nukitashi-aaru	ぬきたしR	2	2	3	9784040764993	2026年08月06日		
TRAIL	ojou-no-ai-wa-ore-no-mono	お嬢の愛は俺のもの	2	2	3	9784813766261	2026年07月10日頃		
TRAIL	ojou-sama-zange-suru	お嬢様、懺悔する。	2	2	3	9784832206540	2026年09月14日		
TRAIL	ojousamakei-teihen-dungeon-haishinsha-meiwakukei-o-bokottara-bazutte-densetsu-ni-nattemasuwa	お嬢様系底辺ダンジョン配信者、迷惑系をボコったらバズって伝説になってますわ!?	2	2	3	9784091582317	2026年07月17日		
TRAIL	onee-sama-konsei-dewa-watashi-ga-ouhi-yo	お姉様、今世では私が王妃よ	2	2	3	9784825101241	2026年09月17日		
TRAIL	oshiete-shitsuji-kun	おしえて執事くん	2	2	3	9784065445112	2026年08月12日		
TRAIL	otome-gee-sekai-wa-mobu-ni-kibishii-sekaidesu	乙女ゲー世界はモブに厳しい世界です	2	2	3	9784040736136	2020年04月09日	Y	Y
TRAIL	otome-gee-sekai-wa-mobu-ni-kibishii-sekaidesu	乙女ゲー世界はモブに厳しい世界です	2	2	4	9784040737706	2020年08月07日	Y	Y
TRAIL	otome-gee-sekai-wa-mobu-ni-kibishii-sekaidesu	乙女ゲー世界はモブに厳しい世界です	2	2	5	9784040739014	2020年12月08日	Y	Y
TRAIL	otome-gee-sekai-wa-mobu-ni-kibishii-sekaidesu	乙女ゲー世界はモブに厳しい世界です	2	2	6	9784040741710	2021年07月09日	Y	Y
TRAIL	otome-gee-sekai-wa-mobu-ni-kibishii-sekaidesu	乙女ゲー世界はモブに厳しい世界です	2	2	7	9784040743844	2022年01月08日	Y	Y
TRAIL	otome-gee-sekai-wa-mobu-ni-kibishii-sekaidesu	乙女ゲー世界はモブに厳しい世界です	2	2	8	9784040745282	2022年05月09日	Y	Y
TRAIL	otome-gee-sekai-wa-mobu-ni-kibishii-sekaidesu	乙女ゲー世界はモブに厳しい世界です	2	2	9	9784040747149	2022年10月06日	Y	Y
TRAIL	otome-gee-sekai-wa-mobu-ni-kibishii-sekaidesu	乙女ゲー世界はモブに厳しい世界です	2	2	10	9784040749341	2023年04月06日	Y	Y
TRAIL	otome-gee-sekai-wa-mobu-ni-kibishii-sekaidesu	乙女ゲー世界はモブに厳しい世界です	2	2	11	9784040751245	2023年09月07日	Y	Y
TRAIL	otome-gee-sekai-wa-mobu-ni-kibishii-sekaidesu	乙女ゲー世界はモブに厳しい世界です	2	2	12	9784040754079	2024年04月08日	Y	Y
TRAIL	otome-gee-sekai-wa-mobu-ni-kibishii-sekaidesu	乙女ゲー世界はモブに厳しい世界です	2	2	13	9784040756882	2024年11月08日		Y
TRAIL	rekishi-saiban	歴史裁判	2	2	3	9784832206366	2026年07月14日		
GAP	samayoi-reijou-douchuuki	さまよい令嬢道中記	3	2	2	9784868051275	2025年11月05日		
TRAIL	senchi-kara-kaettekita-kita-takashi-kun-futsuu-ni-koukou-seikatsu-o-okuritai	戦地から帰ってきたタカシ君。普通に高校生活を送りたい	2	2	3	9784391168334	2026年08月07日頃		
TRAIL	shinimodori-joou-wa-ikinobiru-tame-ni-yuri-harem-o-tsukuru-koto-ni-shita	死に戻り王女は生き延びるために百合ハーレムを作ることにした	3	2	4	9784868052142	2026年08月27日		
GAP	shinimodori-joou-wa-ikinobiru-tame-ni-yuri-harem-o-tsukuru-koto-ni-shita	死に戻り王女は生き延びるために百合ハーレムを作ることにした	3	2	2	9784868050773	2025年07月29日		
TRAIL	shitai-katsugi-no-nemu	死体担ぎのネム	2	2	3	9784107729682	2026年08月07日		
TRAIL	shitaiyaku-reijou-ni-tensei-shitara-kuromaku-ouji-ni-shuuchaku-sarechaimashita	死体役令嬢に転生したら黒幕王子に執着されちゃいました	2	2	3	9784046604187	2026年09月17日頃		
TRAIL	shoujo-wa-isekai-de-satsuriku-no-sainou-ni-mezameru	少女は異世界で『殺戮の才能』に目覚める	2	2	3	9784253013994	2026年06月08日		
TRAIL	subaru-to-subaru	昴と彗星	2	2	3	9784065442463	2026年07月06日		
TRAIL	suterare-koushaku-fujin-wa-heion-na-seikatsu-o-onozomi-no-you-desu-comic	捨てられ公爵夫人は、平穏な生活をお望みのようです@COMIC	2	2	3	9784868541417	2026年10月10日頃		
TRAIL	tabi-wa-all-pasu	旅はオールパス	2	2	3	9784049721003	2026年07月14日頃		
