巻数,タイトル,最新巻発売月,未発売,状態,著者,出版社,総巻数(全版合計),slug,URL
12,転生幼女はあきらめない,2026-09,,ongoing,カヤ/岬下部せすな,mag-garden,12,tensei-youjo-wa-akiramenai,https://mangal.shuichi0725.workers.dev/manga/tensei-youjo-wa-akiramenai
12,転生王女は今日も旗(フラグ)を叩き折る,2026-11,予約,ongoing,玉岡かがり,frontier-works,12,tensei-joou-wa-kyou-mo-flag-o-tatakioru,https://mangal.shuichi0725.workers.dev/manga/tensei-joou-wa-kyou-mo-flag-o-tatakioru
12,遊☆戯☆王OCG(オフィシャルカードゲーム)ストラクチャーズ,2026-07,,ongoing,ウェッジホールディングス/佐藤雅史,shueisha,12,yuugiou-ofisharu-card-ocg-structures,https://mangal.shuichi0725.workers.dev/manga/yuugiou-ofisharu-card-ocg-structures
12,難攻不落の魔王城へようこそ,2026-01,,ongoing,御鷹穂積/平石六/蚕堂j1,square-enix,12,nankou-furaku-no-maoujou-e-youkoso,https://mangal.shuichi0725.workers.dev/manga/nankou-furaku-no-maoujou-e-youkoso
12,願いを叶えてもらおうと悪魔を召喚したけど、可愛かったので結婚しました,2026-06,,completed,shiryu/となりける,earth-star,12,negai-o-kanaete-moraou-to-akuma-o-shoukan-shita-kedo-kawaikatta-node-kekkon-shimashita,https://mangal.shuichi0725.workers.dev/manga/negai-o-kanaete-moraou-to-akuma-o-shoukan-shita-kedo-kawaikatta-node-kekkon-shimashita
12,魔王討伐したあと、目立ちたくないのでギルドマスターになった,2026-07,,completed,朱月十話/老眼,kadokawa,12,maou-toubatsu-shita-ato-medachitakunai-node-guild-master-ni-natta,https://mangal.shuichi0725.workers.dev/manga/maou-toubatsu-shita-ato-medachitakunai-node-guild-master-ni-natta
11,かくりよの宿飯,2026-02,,ongoing,友麻碧/泉乃せん/冬葉つがる,kodansha,11,kakuriyo-no-yadomeshi,https://mangal.shuichi0725.workers.dev/manga/kakuriyo-no-yadomeshi
11,せっかくチートを貰って異世界に転移したんだから、好きなように生きてみたい,2025-11,,completed,ブッチャーU/ムンムン,micro-magazine,11,sekkaku-cheat-o-moratte-isekai-ni-teni-shitandakara-suki-na-youni-ikite-mitai,https://mangal.shuichi0725.workers.dev/manga/sekkaku-cheat-o-moratte-isekai-ni-teni-shitandakara-suki-na-youni-ikite-mitai
11,アンネームドメモリー,2026-08,,ongoing,古宮九時/オカカ,kadokawa,11,unnamed-memory,https://mangal.shuichi0725.workers.dev/manga/unnamed-memory
11,スローループ,2026-07,,ongoing,うちのまいこ,houbunsha,11,slow-loop,https://mangal.shuichi0725.workers.dev/manga/slow-loop
11,スーパーロボット大戦OG-ジ・インスペクター-Record of ATX BAD BEAT BUNKER,2026-03,,ongoing,八房龍之助,kadokawa,11,super-robot-taisen-oojii-ji-insupekutaa-record-obu-eeteiiekkusu-bad-beat-bankaa,https://mangal.shuichi0725.workers.dev/manga/super-robot-taisen-oojii-ji-insupekutaa-record-obu-eeteiiekkusu-bad-beat-bankaa
11,デブとラブと過ちと!,2026-04,,ongoing,ままかり,harpercollins-japan,11,debu-to-love-to-ayamachi-to,https://mangal.shuichi0725.workers.dev/manga/debu-to-love-to-ayamachi-to
11,トランスフォーマークラシックス,2025-12,,ongoing,FurmanSimon/BudianskyBob/石川陽介/Macchioralph/DelboJosé/KupperbergAlan/SpringerFrank/SeniorGeoff,takeshobo,11,transformers-classics,https://mangal.shuichi0725.workers.dev/manga/transformers-classics
11,ヒュドラブレイク,2026-02,,ongoing,荒達哉,akita,11,hydra-break,https://mangal.shuichi0725.workers.dev/manga/hydra-break
11,ブチ切れ令嬢は報復を誓いました。,2026-07,,ongoing,おおのいも/はぐれメタボ,hobby-japan,11,buchigire-reijou-wa-houfuku-o-chikaimashita,https://mangal.shuichi0725.workers.dev/manga/buchigire-reijou-wa-houfuku-o-chikaimashita
11,ブラック・ラグーン掃除屋ソーヤー解体!ゴアゴア娘,2026-05,,ongoing,広江礼威/イダタツヒコ,shogakukan,11,black-lagoon-soujiya-sawyer-kaitai-goagoa-musume,https://mangal.shuichi0725.workers.dev/manga/black-lagoon-soujiya-sawyer-kaitai-goagoa-musume
11,ヴァンパイア騎士(ナイト)memories,2025-12,,completed,樋野まつり,hakusensha,11,vampire-knight-memories,https://mangal.shuichi0725.workers.dev/manga/vampire-knight-memories
11,不安の種*,2026-10,予約,completed,中山昌亮,akita,11,fuan-no-tane-asterisk,https://mangal.shuichi0725.workers.dev/manga/fuan-no-tane-asterisk
11,信者ゼロの女神サマと始める異世界攻略,2026-10,予約,ongoing,大崎アイル/しろいはくと,overlap,11,shinja-zero-no-megami-sama-to-hajimeru-isekai-kouryaku,https://mangal.shuichi0725.workers.dev/manga/shinja-zero-no-megami-sama-to-hajimeru-isekai-kouryaku
11,妖精国(アルフヘイム)の騎士Ballad～継ぐ視の守護者～,2026-05,,ongoing,中山星香,akita,11,alfheim-no-kishi-ballad-tsugumi-no-mori,https://mangal.shuichi0725.workers.dev/manga/alfheim-no-kishi-ballad-tsugumi-no-mori
11,異世界でスローライフを〈願望〉,2026-07,,ongoing,シゲ/長頼,overlap,11,isekai-de-slow-life-o-ganbou,https://mangal.shuichi0725.workers.dev/manga/isekai-de-slow-life-o-ganbou
11,異世界狙撃手(スナイパー)は女戦士のモフモフ愛玩動物(ペット),2026-03,,ongoing,光永康則/いのまる,shonen-gahosha,11,isekai-sniper-wa-onnasenshi-no-mofumofu-pet,https://mangal.shuichi0725.workers.dev/manga/isekai-sniper-wa-onnasenshi-no-mofumofu-pet
11,絶倫陸奥くんは大きいクリが好き,2026-05,,ongoing,新薫,seisensha,11,zetsurin-mutsu-kun-wa-ookii-kuri-ga-suki,https://mangal.shuichi0725.workers.dev/manga/zetsurin-mutsu-kun-wa-ookii-kuri-ga-suki
11,継母の連れ子が元カノだった,2026-05,,ongoing,紙城境介/草壁レイ,kadokawa,11,mamahaha-no-tsurego-ga-motokano-datta,https://mangal.shuichi0725.workers.dev/manga/mamahaha-no-tsurego-ga-motokano-datta
11,胚培養士ミズイロ,2026-08,,ongoing,おかざき真里,shogakukan,11,hai-baiyoushi-mizuiro,https://mangal.shuichi0725.workers.dev/manga/hai-baiyoushi-mizuiro
11,走れ!ウンコオー,2026-06,,ongoing,浦田カズヒロ,bunkyousha,11,hashire-unkooo,https://mangal.shuichi0725.workers.dev/manga/hashire-unkooo
11,転生貴族の異世界冒険録,2026-09,,ongoing,夜州/佐々木あかね,hifumi-shobo,11,tensei-kizoku-no-isekai-boukenroku-sasaki,https://mangal.shuichi0725.workers.dev/manga/tensei-kizoku-no-isekai-boukenroku-sasaki
11,部長の夜テクが凄すぎて腰が浮きます疼きます,2026-04,,ongoing,大塚あきら,seisensha,11,buchou-no-yoru-teku-ga-sugosu-gite-koshi-ga-uki-masu-uzuki-masu,https://mangal.shuichi0725.workers.dev/manga/buchou-no-yoru-teku-ga-sugosu-gite-koshi-ga-uki-masu-uzuki-masu
11,魔王の始め方,2026-04,,ongoing,小宮利公,kill-time-communication,11,maou-no-hajimekata,https://mangal.shuichi0725.workers.dev/manga/maou-no-hajimekata
10,10年間友達だと思ってた男の子に告白されるお話,2026-03,,completed,○線,kadokawa,10,10-nenkan-tomodachi-dato-omotteta-otokonoko-ni-kokuhaku-dekiaisareru-ohanashi,https://mangal.shuichi0725.workers.dev/manga/10-nenkan-tomodachi-dato-omotteta-otokonoko-ni-kokuhaku-dekiaisareru-ohanashi
10,R15+じゃダメですか?,2025-04,,completed,岸谷轟/裏谷なぎ,kodansha,10,r15-ja-dame-desu-ka,https://mangal.shuichi0725.workers.dev/manga/r15-ja-dame-desu-ka
10,うちはおっぺけ,2025-04,,ongoing,松本ぷりっつ,takeshobo,10,uchi-wa-oppeke,https://mangal.shuichi0725.workers.dev/manga/uchi-wa-oppeke
10,ご主人様とゆく異世界サバイバル!,2026-06,,ongoing,リュート/SASAYUKi,micro-magazine,10,goshujin-sama-to-yuku-isekai-survival,https://mangal.shuichi0725.workers.dev/manga/goshujin-sama-to-yuku-isekai-survival
10,しょせん他人事(ひとごと)ですから,2025-12,,ongoing,左藤真通/富士屋カツヒト,hakusensha,10,shosen-hitogoto-desukara,https://mangal.shuichi0725.workers.dev/manga/shosen-hitogoto-desukara
10,てんこ盛り!かりあげクン,2026-10,予約,ongoing,植田まさし,futabasha,10,tenkomori-kariage-kun,https://mangal.shuichi0725.workers.dev/manga/tenkomori-kariage-kun
10,ふつつかな悪女ではございますが,2026-04,,ongoing,中村颯希/尾羊英,ichijinsha,10,futsutsukana-akujo-dewa-gozaimasuga,https://mangal.shuichi0725.workers.dev/manga/futsutsukana-akujo-dewa-gozaimasuga
10,るろうに剣心-明治剣客浪漫譚・北海道編-,2026-01,,ongoing,和月伸宏,shueisha,10,rurouni-kenshin-meiji-kenkaku-roman-tan-hokkaido-hen,https://mangal.shuichi0725.workers.dev/manga/rurouni-kenshin-meiji-kenkaku-roman-tan-hokkaido-hen
10,ダメスキル〈自動機能(オートモード)〉が覚醒しました,2025-07,,ongoing,LA軍/中島零,kodansha,10,dame-skill-ooto-mode-ga-kakusei-shimashita,https://mangal.shuichi0725.workers.dev/manga/dame-skill-ooto-mode-ga-kakusei-shimashita
10,世界を救うために亜人(わたし)と朝チュンできますか?,2026-08,,completed,音井れこ丸,kadokawa,10,sekai-o-sukuu-tame-ni-watashi-to-asachun-dekimasu-ka,https://mangal.shuichi0725.workers.dev/manga/sekai-o-sukuu-tame-ni-watashi-to-asachun-dekimasu-ka
10,二度転生した少年はSランク冒険者として平穏に過ごす,2025-09,,ongoing,がおう/十一屋翠/イケシタ,square-enix,10,nido-tensei-shounen-wa-s-rank-boukensha-to-shite-heion-ni-sugosu,https://mangal.shuichi0725.workers.dev/manga/nido-tensei-shounen-wa-s-rank-boukensha-to-shite-heion-ni-sugosu
10,今でも忘れられないアノ体験談、話します,2025-03,,completed,八月薫,leed,10,ima-demo-wasurerarenai-ano-taikendan-hanashimasu,https://mangal.shuichi0725.workers.dev/manga/ima-demo-wasurerarenai-ano-taikendan-hanashimasu
10,半妖の夜叉姫,2025-08,,completed,椎名高志,shogakukan,10,hanyou-no-yashahime,https://mangal.shuichi0725.workers.dev/manga/hanyou-no-yashahime
10,定額制夫のこづかい万歳,2026-02,,ongoing,吉本浩二,kodansha,10,teigakusei-otto-no-kozukai-banzai,https://mangal.shuichi0725.workers.dev/manga/teigakusei-otto-no-kozukai-banzai
10,巨人族の花嫁,2026-03,,ongoing,ITKZ,seiunsha,10,kyojinzoku-no-hanayome,https://mangal.shuichi0725.workers.dev/manga/kyojinzoku-no-hanayome
10,帝王上司の溺愛セックス,2025-12,,ongoing,空海リク,daitosha,10,teiou-joushi-no-dekiai-sex,https://mangal.shuichi0725.workers.dev/manga/teiou-joushi-no-dekiai-sex
10,弟の顔して笑うのはもう、やめる,2025-04,,completed,神寺千寿,shobunkan,10,otouto-no-kao-shite-warau-nowa-mou-yameru,https://mangal.shuichi0725.workers.dev/manga/otouto-no-kao-shite-warau-nowa-mou-yameru
10,恋ヶ窪くんにはじめてを奪われました,2026-06,,ongoing,美麻りん,kodansha,10,koigakubo-kun-ni-hajimete-o-ubawaremashita,https://mangal.shuichi0725.workers.dev/manga/koigakubo-kun-ni-hajimete-o-ubawaremashita
10,悪役令嬢みたいに断罪されそうだったけど、全力で愛されてます!不幸な運命に「ざまぁ」しますわ!,2026-06,,ongoing,鬱沢色素/千種あかり/雨傘ヒョウゴ/心音瑠璃/櫻田りん/宮内駿/六花きい/冬月こてつ/浅黄春佳/東野ここん/白山ヤミ,kodansha,10,akuyaku-reijou-mitai-ni-danzai-saresou-datta-kedo-zenryoku-de-aisaretemasu,https://mangal.shuichi0725.workers.dev/manga/akuyaku-reijou-mitai-ni-danzai-saresou-datta-kedo-zenryoku-de-aisaretemasu
10,新フリテンくん,2025-10,,ongoing,植田まさし,takeshobo,10,shin-furiten-kun,https://mangal.shuichi0725.workers.dev/manga/shin-furiten-kun
10,旅情ミステリー事件簿,2025-12,,ongoing,西村京太郎/中西ゆか/内田康夫/稜敦水,jitsugyo-no-nihon,10,ryojou-mystery-file,https://mangal.shuichi0725.workers.dev/manga/ryojou-mystery-file
10,極振り拒否して手探りスタート!特化しないヒーラー、仲間と別れて旅に出る,2026-03,,ongoing,刻一/蒼井一秀,kadokawa,10,gokufuri-kyohi-shite-tesaguri-start-tokka-shinai-healer-nakama-to-wakarete-tabi-ni-deru,https://mangal.shuichi0725.workers.dev/manga/gokufuri-kyohi-shite-tesaguri-start-tokka-shinai-healer-nakama-to-wakarete-tabi-ni-deru
10,死神の初恋,2026-06,,ongoing,朝比奈希夜/千世トケイ,shogakukan,10,shinigami-no-hatsukoi,https://mangal.shuichi0725.workers.dev/manga/shinigami-no-hatsukoi
10,王子に溺愛されたくないので元プリンセスですが男装執事になります!,2025-04,,completed,にーづま,hakusensha,10,ouji-ni-dekiai-saretakunai-node-motoprincess-desu-dansou-shitsuji-ni-narimasu,https://mangal.shuichi0725.workers.dev/manga/ouji-ni-dekiai-saretakunai-node-motoprincess-desu-dansou-shitsuji-ni-narimasu
10,異世界でも鍵屋さん,2026-05,,completed,黒六/もりこも,takarajimasha,10,isekai-demo-kagiya-san,https://mangal.shuichi0725.workers.dev/manga/isekai-demo-kagiya-san
10,転生してハイエルフになりましたが、スローライフは120年で飽きました,2026-07,,ongoing,らる鳥/しあびす/成田コウ,earth-star,10,tensei-shite-hai-elf-ni-narimashita-ga-surooraifu-wa-120-nen-de-akimashita,https://mangal.shuichi0725.workers.dev/manga/tensei-shite-hai-elf-ni-narimashita-ga-surooraifu-wa-120-nen-de-akimashita
10,阿闍梨蒼雲霊幻怪異始末,2026-07,,ongoing,永久保貴一,asahi-shimbun,10,ajari-souun-reigen-kaii-shimatsu,https://mangal.shuichi0725.workers.dev/manga/ajari-souun-reigen-kaii-shimatsu
10,雲霧仁左衛門,2026-11,予約,ongoing,池波正太郎/崗田屋愉一,leed,10,kumokiri-nizaemon,https://mangal.shuichi0725.workers.dev/manga/kumokiri-nizaemon
9,Wilderness,2025-10,,completed,伊藤明弘,shogakukan,9,wilderness,https://mangal.shuichi0725.workers.dev/manga/wilderness
9,X-MEN,2025-03,,completed,ジョナサン・ヒックマン/レイニル・フランシス・ユー,takeshobo,21,x-men,https://mangal.shuichi0725.workers.dev/manga/x-men
9,おはよう!うんこ先生,2026-09,,ongoing,古屋雄作/水野輝昭,bunkyousha,9,ohayou-unko-sensei,https://mangal.shuichi0725.workers.dev/manga/ohayou-unko-sensei
9,お求めいただいた暴君陛下の悪女です,2026-08,,ongoing,天壱/ソラジマ,futabasha,9,omotome-itadaita-bou-kun-heika-no-akujo-desu,https://mangal.shuichi0725.workers.dev/manga/omotome-itadaita-bou-kun-heika-no-akujo-desu
9,ちくわ戦記,2026-09,,ongoing,ブブ,cygames,9,chikuwa-senki-ore-no-kawaii-de-chikyuu-shinryaku,https://mangal.shuichi0725.workers.dev/manga/chikuwa-senki-ore-no-kawaii-de-chikyuu-shinryaku
9,わたしが恋人になれるわけないじゃん、ムリムリ!〈※ムリじゃなかった!?〉,2026-05,,ongoing,みかみてれん/むっしゅ,shueisha,9,watashi-ga-koibito-ni-nareru-wake-nai-jan-muri-muri-muri-ja-nakatta,https://mangal.shuichi0725.workers.dev/manga/watashi-ga-koibito-ni-nareru-wake-nai-jan-muri-muri-muri-ja-nakatta
9,アナザー・フロンティア・オンライン～生産系スキルを極めたらチートなNPCを雇えるようになりました～@COMIC,2025-10,,completed,ぺんぎん/fufufu,to-books,9,another-furonteia-online-seisankei-skill-o-kiwametara-cheat-na-enupiishii-o-yatoeru-youni,https://mangal.shuichi0725.workers.dev/manga/another-furonteia-online-seisankei-skill-o-kiwametara-cheat-na-enupiishii-o-yatoeru-youni
9,ギャグマンガ日和GB,2025-11,,ongoing,増田こうすけ,shueisha,9,gyagu-manga-hiyori-jiibii,https://mangal.shuichi0725.workers.dev/manga/gyagu-manga-hiyori-jiibii
9,グラゼニ～大リーグ編～,2026-03,,ongoing,足立金太郎/森高夕次,kodansha,9,gurazeni-daileaguehen,https://mangal.shuichi0725.workers.dev/manga/gurazeni-daileaguehen
9,チェリー勇者とせいなる剣,2026-11,予約,ongoing,内場悠月,akita,9,cherry-yuusha-to-sei-naru-tsurugi,https://mangal.shuichi0725.workers.dev/manga/cherry-yuusha-to-sei-naru-tsurugi
9,ポケモン4コマ学園,2026-03,,ongoing,山下たかひろ,shogakukan,9,pokemon-4koma-gakuen,https://mangal.shuichi0725.workers.dev/manga/pokemon-4koma-gakuen
9,ヤンキー君と科学ごはん,2026-06,,ongoing,樋口直哉,shueisha,9,yankee-kun-to-kagaku-gohan,https://mangal.shuichi0725.workers.dev/manga/yankee-kun-to-kagaku-gohan
9,今泉ん家はどうやらギャルの溜まり場になってるらしい,2026-02,,ongoing,のり伍郎,takeshobo,9,imaizuminchi-wa-douyara-gal-no-tamariba-ni-natteru-rashii,https://mangal.shuichi0725.workers.dev/manga/imaizuminchi-wa-douyara-gal-no-tamariba-ni-natteru-rashii
9,再婚承認を要求します,2026-07,,ongoing,SUMPUL,shueisha,9,saikon-shounin-o-youkyuu-shimasu,https://mangal.shuichi0725.workers.dev/manga/saikon-shounin-o-youkyuu-shimasu
9,大ダーク,2025-10,,ongoing,林田球,shogakukan,9,daidark,https://mangal.shuichi0725.workers.dev/manga/daidark
9,天才アミバの異世界覇王伝説,2025-02,,completed,錦ソクラ/なっとうごはん,coamix,9,tensai-amiba-no-isekai-haou-densetsu,https://mangal.shuichi0725.workers.dev/manga/tensai-amiba-no-isekai-haou-densetsu
9,娘じゃなくて私(ママ)が好きなの!?,2025-12,,ongoing,望公太/東鉄神,hakusensha,9,musume-ja-nakute-mama-ga-suki-nano,https://mangal.shuichi0725.workers.dev/manga/musume-ja-nakute-mama-ga-suki-nano
9,恋愛操作,2026-04,,completed,蓮川愛,libre,9,love-control,https://mangal.shuichi0725.workers.dev/manga/love-control
9,断罪された悪役令嬢は、逆行して完璧な悪女を目指す,2026-10,予約,ongoing,楢山幕府/泉すずしろ,to-books,9,danzai-sareta-akuyaku-reijou-wa-gyakkou-shite-kanpeki-na-akujo-o-mezasu,https://mangal.shuichi0725.workers.dev/manga/danzai-sareta-akuyaku-reijou-wa-gyakkou-shite-kanpeki-na-akujo-o-mezasu
9,新婚のいろはさん,2025-10,,ongoing,ÖYSTER,futabasha,9,shinkon-no-iroha-san,https://mangal.shuichi0725.workers.dev/manga/shinkon-no-iroha-san
9,柳生裸真剣,2026-05,,ongoing,永井豪/ダイナミックプロダクション,shogakukan,9,yagyuu-rashinken,https://mangal.shuichi0725.workers.dev/manga/yagyuu-rashinken
9,死がふたりを分かつとも,2025-03,,completed,あまいろちゆ,shueisha,9,shi-ga-futari-o-wakatsu-tomo,https://mangal.shuichi0725.workers.dev/manga/shi-ga-futari-o-wakatsu-tomo
9,無自覚聖女は今日も無意識に力を垂れ流す,2026-09,,ongoing,えとうヨナ/あーもんど/あんべよしろう,earth-star,9,mujikaku-seijo-wa-kyou-mo-muishiki-ni-chikara-o-tare-nagasu,https://mangal.shuichi0725.workers.dev/manga/mujikaku-seijo-wa-kyou-mo-muishiki-ni-chikara-o-tare-nagasu
9,町人Aは悪役令嬢をどうしても救いたい,2026-02,,ongoing,一色孝太郎/目黒三吉,earth-star,9,chounin-ee-wa-akuyaku-reijou-o-doushitemo-sukuitai,https://mangal.shuichi0725.workers.dev/manga/chounin-ee-wa-akuyaku-reijou-o-doushitemo-sukuitai
9,継母だけど娘が可愛すぎる,2026-08,,ongoing,mo9rang,ichijinsha,9,mamahaha-dakedo-musume-ga-kawai-sugiru,https://mangal.shuichi0725.workers.dev/manga/mamahaha-dakedo-musume-ga-kawai-sugiru
9,聖闘士(セイント)星矢EPISODE.Gレクイエム,2026-02,,ongoing,車田正美/岡田芽武,akita,9,saint-seiya-episode-g-requiem,https://mangal.shuichi0725.workers.dev/manga/saint-seiya-episode-g-requiem
9,転生魔女は滅びを告げる,2026-03,,ongoing,柚原テイル/sora漫画家,kadokawa,9,tensei-majo-wa-horobi-o-tsugeru,https://mangal.shuichi0725.workers.dev/manga/tensei-majo-wa-horobi-o-tsugeru
9,鍔鳴の太刀,2025-12,,ongoing,蝸牛くも/青木翔吾,square-enix,9,tsubanari-no-tachi,https://mangal.shuichi0725.workers.dev/manga/tsubanari-no-tachi
9,院内警察,2025-02,,completed,酒井義/林いち,akita,9,innai-keisatsu,https://mangal.shuichi0725.workers.dev/manga/innai-keisatsu
9,静かなるドン-もうひとつの最終章-,2026-09,,ongoing,新田たつお,jitsugyo-no-nihon,9,shizukanaru-don-mouhitotsu-no-saishuushou,https://mangal.shuichi0725.workers.dev/manga/shizukanaru-don-mouhitotsu-no-saishuushou
8,Fate/stay night〈Unlimited Blade Works〉,2026-03,,ongoing,TYPE-MOON/森山大輔,kadokawa,8,fate-stay-night-unlimited-blade-works,https://mangal.shuichi0725.workers.dev/manga/fate-stay-night-unlimited-blade-works
8,Splatoonバンカラ!,2026-04,,ongoing,ひのでや参吉,shogakukan,8,splatoon-bankara,https://mangal.shuichi0725.workers.dev/manga/splatoon-bankara
8,S級ギルドを追放されたけど、実は俺だけドラゴンの言葉がわかるので、気付いたときには竜騎士の頂点を極めてました。,2026-07,,ongoing,三木なずな/ひそな,kadokawa,8,esukyuu-guild-o-tsuihousareta-sareta-kedo-jitsu-wa-ore-dake-dragon-no-kotoba-ga-wakaru-no-de,https://mangal.shuichi0725.workers.dev/manga/esukyuu-guild-o-tsuihousareta-sareta-kedo-jitsu-wa-ore-dake-dragon-no-kotoba-ga-wakaru-no-de
8,じつは義妹(いもうと)でした。,2026-04,,ongoing,白井ムク/堺しょうきち,kadokawa,8,jitsuwa-imouto-deshita,https://mangal.shuichi0725.workers.dev/manga/jitsuwa-imouto-deshita
8,まじめだけど、したいんです!,2026-04,,completed,嘉村朗,futabasha,8,majime-dakedo-shitaindesu,https://mangal.shuichi0725.workers.dev/manga/majime-dakedo-shitaindesu
8,アルバート家の令嬢は没落をご所望です,2026-05,,ongoing,双葉はづき/さき/彩月つかさ,kadokawa,8,albert-ke-no-reijou-wa-botsuraku-o-goshomou-desu,https://mangal.shuichi0725.workers.dev/manga/albert-ke-no-reijou-wa-botsuraku-o-goshomou-desu
8,オーバーレブ!90's,2026-02,,ongoing,山口かつみ,akita,8,over-rev-90s,https://mangal.shuichi0725.workers.dev/manga/over-rev-90s
8,ガベージブレイブ,2026-07,,ongoing,なんじゃもんじゃ/木梨はるか,mag-garden,8,garbage-brave,https://mangal.shuichi0725.workers.dev/manga/garbage-brave
8,キラーズホリディ,2025-10,,ongoing,松イラストレーター,micro-magazine,8,killers-holiday,https://mangal.shuichi0725.workers.dev/manga/killers-holiday
8,シンデレラの姉ですが、不本意ながら王子と結婚することになりました,2026-10,予約,ongoing,柚子れもん,futabasha,8,cinderella-no-ane-desu-fuhoni-nagara-ouji-to-kekkon-suru-koto-ni-narimashita,https://mangal.shuichi0725.workers.dev/manga/cinderella-no-ane-desu-fuhoni-nagara-ouji-to-kekkon-suru-koto-ni-narimashita
8,ソニック・ザ・ヘッジホッグ,2025-06,,completed,セガゲームス/RubyShoma James/FlynnIan/Yardley!Tracy/HermsMatt/ItoLeonardo/ThomasAdam Bryce/LawrenceJack/ほのかあかり/StanleyEvan/HernandezJennifer/BreckleHeather/セガ (2020年)/WellsLamar/GrahamReggie/TramontanoPriscilla,feezushikkusu-hatsubai,8,sonic-the-hedgehog,https://mangal.shuichi0725.workers.dev/manga/sonic-the-hedgehog
8,ダンジョン暮らしの元勇者,2026-07,,ongoing,峰崎龍之介/しかげなぎ,kill-time-communication,8,danjongurashi-no-motoyuusha,https://mangal.shuichi0725.workers.dev/manga/danjongurashi-no-motoyuusha
8,ネタキャラ転生とかあんまりだ!,2026-03,,ongoing,音無奏/あまねかむらぎ,mag-garden,8,netakyara-tensei-toka-anmari-da,https://mangal.shuichi0725.workers.dev/manga/netakyara-tensei-toka-anmari-da
8,ヒロイン?聖女?いいえ、オールワークスメイドです〈誇〉!@COMIC,2026-08,,ongoing,あてきち/螢子,to-books,8,heroine-seijo-iie-all-works-maid-desu-hokori-comic,https://mangal.shuichi0725.workers.dev/manga/heroine-seijo-iie-all-works-maid-desu-hokori-comic
8,フェアリーテイル・クロニクル,2026-04,,completed,埴輪星人/久家健史郎,frontier-works,8,fairy-tail-chronicle,https://mangal.shuichi0725.workers.dev/manga/fairy-tail-chronicle
8,ブラック・ラグーンエダイニシャルステージ,2026-03,,ongoing,やまむらはじめ/広江礼威,shogakukan,8,black-lagoon-eda-initial-stage,https://mangal.shuichi0725.workers.dev/manga/black-lagoon-eda-initial-stage
8,ブラック企業の社員が猫になって人生が変わった話〈モフ田くんの場合〉,2026-02,,ongoing,清水めりぃ,kadokawa,8,black-kigyou-no-shine-ga-neko-ni-natte-jinsei-ga-kawatta-hanashi-mofuta-kun-no-baai,https://mangal.shuichi0725.workers.dev/manga/black-kigyou-no-shine-ga-neko-ni-natte-jinsei-ga-kawatta-hanashi-mofuta-kun-no-baai
8,公爵家の料理番様,2026-04,,ongoing,中村ゆきひろ/延野正行/斎藤縹,kodansha,8,koushakuke-no-ryouriban-sama,https://mangal.shuichi0725.workers.dev/manga/koushakuke-no-ryouriban-sama
8,凶乱令嬢ニア・リストン,2026-02,,ongoing,南野海風/古代甲,square-enix,8,kyouran-reijou-nia-risuton,https://mangal.shuichi0725.workers.dev/manga/kyouran-reijou-nia-risuton
8,家族に役立たずと言われ続けたわたしが、魔性の公爵騎士様の最愛になるまで,2026-10,予約,ongoing,鳴田るな/玖米,futabasha,8,kazoku-ni-yakutatazu-to-iwaretsuzuketa-watashi-ga-mashou-no-koushaku-kishi-sama-no-saiai-ni-naru,https://mangal.shuichi0725.workers.dev/manga/kazoku-ni-yakutatazu-to-iwaretsuzuketa-watashi-ga-mashou-no-koushaku-kishi-sama-no-saiai-ni-naru
8,悪役令嬢、セシリア・シルビィは死にたくないので男装することにした。,2025-09,,ongoing,秋桜ヒロロ/秋山シノ,kadokawa,8,akuyaku-reijou-seshiria-shirubii-wa-shinitakunai-node-dansou-suru-koto-ni-shita,https://mangal.shuichi0725.workers.dev/manga/akuyaku-reijou-seshiria-shirubii-wa-shinitakunai-node-dansou-suru-koto-ni-shita
8,悪役令嬢に転生したはずが、主人公よりも溺愛されてるみたいです,2026-06,,ongoing,九田こすも/菜々,hifumi-shobo,8,akuyaku-reijou-ni-tensei-shita-hazu-ga-shujinkou-yorimo-dekiai-sareteru-mitai-desu,https://mangal.shuichi0725.workers.dev/manga/akuyaku-reijou-ni-tensei-shita-hazu-ga-shujinkou-yorimo-dekiai-sareteru-mitai-desu
8,拷問バイトくんの日常,2026-07,,ongoing,次見やをら,hakusensha,8,goumon-baito-kun-no-nichijou,https://mangal.shuichi0725.workers.dev/manga/goumon-baito-kun-no-nichijou
8,指輪の選んだ婚約者,2026-07,,ongoing,茉雪ゆえ/鳥飼やすゆき/早瀬ジュン,kadokawa,8,yubiwa-no-eranda-konyakusha,https://mangal.shuichi0725.workers.dev/manga/yubiwa-no-eranda-konyakusha
8,救世主《メシア》,2026-04,,ongoing,平成オワリ/原田絵理,shueisha,8,meshia,https://mangal.shuichi0725.workers.dev/manga/meshia
8,最弱テイマーはゴミ拾いの旅を始めました。,2026-01,,ongoing,ほのぼのる500/蕗野冬,to-books,8,saijaku-tamer-wa-gomihiroi-no-tabi-o-hajimemashita,https://mangal.shuichi0725.workers.dev/manga/saijaku-tamer-wa-gomihiroi-no-tabi-o-hajimemashita
