stem	title	route	ei	etype	label	imprint	number	kind	main_prefix	publisher	prev_num	prev_date	prev_isbn	next_num	next_date	next_isbn	ed_isbn_min	ed_isbn_max	have_n	have_min	have_max
robot-santou-hei	ロボット三等兵	canon:volumes	0	standard	通常版	虫コミックス	6	MID		不明	5			7					8	0	9
robot-santou-hei	ロボット三等兵	canon:volumes	0	standard	通常版	虫コミックス	8	MID		不明	7			9					8	0	9
wild-7	ワイルド7	seed4	5	deluxe	デラックス版	トクマコミックス・デラックス	5	MID			4	1987-03		6	1987-04-01				14	1	25
wild-7	ワイルド7	seed4	5	deluxe	デラックス版	トクマコミックス・デラックス	7	MID			6	1987-04-01		9	1987-05				14	1	25
wild-7	ワイルド7	seed4	5	deluxe	デラックス版	トクマコミックス・デラックス	8	MID			6	1987-04-01		9	1987-05				14	1	25
wild-7	ワイルド7	seed4	5	deluxe	デラックス版	トクマコミックス・デラックス	10	MID			9	1987-05		13	1987-07				14	1	25
wild-7	ワイルド7	seed4	5	deluxe	デラックス版	トクマコミックス・デラックス	11	MID			9	1987-05		13	1987-07				14	1	25
wild-7	ワイルド7	seed4	5	deluxe	デラックス版	トクマコミックス・デラックス	12	MID			9	1987-05		13	1987-07				14	1	25
wild-7	ワイルド7	seed4	5	deluxe	デラックス版	トクマコミックス・デラックス	17	MID			16	1987-08		21	1987-11				14	1	25
wild-7	ワイルド7	seed4	5	deluxe	デラックス版	トクマコミックス・デラックス	18	MID			16	1987-08		21	1987-11				14	1	25
wild-7	ワイルド7	seed4	5	deluxe	デラックス版	トクマコミックス・デラックス	19	MID			16	1987-08		21	1987-11				14	1	25
wild-7	ワイルド7	seed4	5	deluxe	デラックス版	トクマコミックス・デラックス	20	MID			16	1987-08		21	1987-11				14	1	25
wild-7	ワイルド7	seed4	5	deluxe	デラックス版	トクマコミックス・デラックス	24	MID			23	1987-12		25	1988-01				14	1	25
muyounosuke	無用ノ介	canon:volumes	0	standard	通常版	講談社コミックス	5	MID		講談社	4	1969-05		6	1969-07-10				11	1	15
muyounosuke	無用ノ介	canon:volumes	0	standard	通常版	講談社コミックス	11	MID		講談社	10	1969-12-10		14	1970-04-10				11	1	15
muyounosuke	無用ノ介	canon:volumes	0	standard	通常版	講談社コミックス	12	MID		講談社	10	1969-12-10		14	1970-04-10				11	1	15
muyounosuke	無用ノ介	canon:volumes	0	standard	通常版	講談社コミックス	13	MID		講談社	10	1969-12-10		14	1970-04-10				11	1	15
maboroshi-tantei	まぼろし探偵	canon:volumes	0	standard	通常版	ヒット・コミックス	5	MID		少年画報社	4	1971-08-01		6	1971-11-15				8	1	9
toilet-hakase	トイレット博士	canon:volumes	0	standard	通常版	ジャンプ・コミックス	7	MID		集英社	6			8	1973				24	1	28
toilet-hakase	トイレット博士	canon:volumes	0	standard	通常版	ジャンプ・コミックス	24	MID		集英社	23	1976-07		27	1977-04				24	1	28
toilet-hakase	トイレット博士	canon:volumes	0	standard	通常版	ジャンプ・コミックス	25	MID		集英社	23	1976-07		27	1977-04				24	1	28
toilet-hakase	トイレット博士	canon:volumes	0	standard	通常版	ジャンプ・コミックス	26	MID		集英社	23	1976-07		27	1977-04				24	1	28
kozure-ookami	子連れ狼	canon:extra[2]	3	other	劇画キングシリーズ版	劇画キングシリーズ	2	MID	9784883	不明	1	1990-08		9	1990-12	9784883150830	9784883150830	9784883151271	4	1	28
kozure-ookami	子連れ狼	canon:extra[2]	3	other	劇画キングシリーズ版	劇画キングシリーズ	3	MID	9784883	不明	1	1990-08		9	1990-12	9784883150830	9784883150830	9784883151271	4	1	28
kozure-ookami	子連れ狼	canon:extra[2]	3	other	劇画キングシリーズ版	劇画キングシリーズ	4	MID	9784883	不明	1	1990-08		9	1990-12	9784883150830	9784883150830	9784883151271	4	1	28
kozure-ookami	子連れ狼	canon:extra[2]	3	other	劇画キングシリーズ版	劇画キングシリーズ	5	MID	9784883	不明	1	1990-08		9	1990-12	9784883150830	9784883150830	9784883151271	4	1	28
kozure-ookami	子連れ狼	canon:extra[2]	3	other	劇画キングシリーズ版	劇画キングシリーズ	6	MID	9784883	不明	1	1990-08		9	1990-12	9784883150830	9784883150830	9784883151271	4	1	28
kozure-ookami	子連れ狼	canon:extra[2]	3	other	劇画キングシリーズ版	劇画キングシリーズ	7	MID	9784883	不明	1	1990-08		9	1990-12	9784883150830	9784883150830	9784883151271	4	1	28
kozure-ookami	子連れ狼	canon:extra[2]	3	other	劇画キングシリーズ版	劇画キングシリーズ	8	MID	9784883	不明	1	1990-08		9	1990-12	9784883150830	9784883150830	9784883151271	4	1	28
kozure-ookami	子連れ狼	canon:extra[2]	3	other	劇画キングシリーズ版	劇画キングシリーズ	11	MID	9784883	不明	10	1990-12	9784883150847	28	1991-09	9784883151271	9784883150830	9784883151271	4	1	28
kozure-ookami	子連れ狼	canon:extra[2]	3	other	劇画キングシリーズ版	劇画キングシリーズ	12	MID	9784883	不明	10	1990-12	9784883150847	28	1991-09	9784883151271	9784883150830	9784883151271	4	1	28
kozure-ookami	子連れ狼	canon:extra[2]	3	other	劇画キングシリーズ版	劇画キングシリーズ	13	MID	9784883	不明	10	1990-12	9784883150847	28	1991-09	9784883151271	9784883150830	9784883151271	4	1	28
kozure-ookami	子連れ狼	canon:extra[2]	3	other	劇画キングシリーズ版	劇画キングシリーズ	14	MID	9784883	不明	10	1990-12	9784883150847	28	1991-09	9784883151271	9784883150830	9784883151271	4	1	28
kozure-ookami	子連れ狼	canon:extra[2]	3	other	劇画キングシリーズ版	劇画キングシリーズ	15	MID	9784883	不明	10	1990-12	9784883150847	28	1991-09	9784883151271	9784883150830	9784883151271	4	1	28
kozure-ookami	子連れ狼	canon:extra[2]	3	other	劇画キングシリーズ版	劇画キングシリーズ	16	MID	9784883	不明	10	1990-12	9784883150847	28	1991-09	9784883151271	9784883150830	9784883151271	4	1	28
kozure-ookami	子連れ狼	canon:extra[2]	3	other	劇画キングシリーズ版	劇画キングシリーズ	17	MID	9784883	不明	10	1990-12	9784883150847	28	1991-09	9784883151271	9784883150830	9784883151271	4	1	28
kozure-ookami	子連れ狼	canon:extra[2]	3	other	劇画キングシリーズ版	劇画キングシリーズ	18	MID	9784883	不明	10	1990-12	9784883150847	28	1991-09	9784883151271	9784883150830	9784883151271	4	1	28
kozure-ookami	子連れ狼	canon:extra[2]	3	other	劇画キングシリーズ版	劇画キングシリーズ	19	MID	9784883	不明	10	1990-12	9784883150847	28	1991-09	9784883151271	9784883150830	9784883151271	4	1	28
kozure-ookami	子連れ狼	canon:extra[2]	3	other	劇画キングシリーズ版	劇画キングシリーズ	20	MID	9784883	不明	10	1990-12	9784883150847	28	1991-09	9784883151271	9784883150830	9784883151271	4	1	28
kozure-ookami	子連れ狼	canon:extra[2]	3	other	劇画キングシリーズ版	劇画キングシリーズ	21	MID	9784883	不明	10	1990-12	9784883150847	28	1991-09	9784883151271	9784883150830	9784883151271	4	1	28
kozure-ookami	子連れ狼	canon:extra[2]	3	other	劇画キングシリーズ版	劇画キングシリーズ	22	MID	9784883	不明	10	1990-12	9784883150847	28	1991-09	9784883151271	9784883150830	9784883151271	4	1	28
kozure-ookami	子連れ狼	canon:extra[2]	3	other	劇画キングシリーズ版	劇画キングシリーズ	23	MID	9784883	不明	10	1990-12	9784883150847	28	1991-09	9784883151271	9784883150830	9784883151271	4	1	28
kozure-ookami	子連れ狼	canon:extra[2]	3	other	劇画キングシリーズ版	劇画キングシリーズ	24	MID	9784883	不明	10	1990-12	9784883150847	28	1991-09	9784883151271	9784883150830	9784883151271	4	1	28
kozure-ookami	子連れ狼	canon:extra[2]	3	other	劇画キングシリーズ版	劇画キングシリーズ	25	MID	9784883	不明	10	1990-12	9784883150847	28	1991-09	9784883151271	9784883150830	9784883151271	4	1	28
kozure-ookami	子連れ狼	canon:extra[2]	3	other	劇画キングシリーズ版	劇画キングシリーズ	26	MID	9784883	不明	10	1990-12	9784883150847	28	1991-09	9784883151271	9784883150830	9784883151271	4	1	28
kozure-ookami	子連れ狼	canon:extra[2]	3	other	劇画キングシリーズ版	劇画キングシリーズ	27	MID	9784883	不明	10	1990-12	9784883150847	28	1991-09	9784883151271	9784883150830	9784883151271	4	1	28
dameoyaji	ダメおやじ	canon:volumes	0	standard	通常版	Akebono-Comics	11	MID		不明	10	1974-08-26		12					18	1	21
dameoyaji	ダメおやじ	canon:volumes	0	standard	通常版	Akebono-Comics	16	MID		不明	15			18	1976-07				18	1	21
dameoyaji	ダメおやじ	canon:volumes	0	standard	通常版	Akebono-Comics	17	MID		不明	15			18	1976-07				18	1	21
dameoyaji	ダメおやじ	canon:extra[1]	2	shinsoban	AkeBono Comics	AkeBono Comics	12	MID		不明	11			16					3	11	17
dameoyaji	ダメおやじ	canon:extra[1]	2	shinsoban	AkeBono Comics	AkeBono Comics	13	MID		不明	11			16					3	11	17
dameoyaji	ダメおやじ	canon:extra[1]	2	shinsoban	AkeBono Comics	AkeBono Comics	14	MID		不明	11			16					3	11	17
dameoyaji	ダメおやじ	canon:extra[1]	2	shinsoban	AkeBono Comics	AkeBono Comics	15	MID		不明	11			16					3	11	17
watari	ワタリ	canon:volumes	0	standard	通常版	講談社コミックス	4	MID		講談社	3	1973-03-15		6	1972-10				5	1	7
watari	ワタリ	canon:volumes	0	standard	通常版	講談社コミックス	5	MID		講談社	3	1973-03-15		6	1972-10				5	1	7
boku-no-doubutsuen-nikki	ぼくの動物園日記	canon:volumes	0	standard	通常版	ジャンプ・コミックス	2	MID		集英社	1	1973-04		3	1973				8	1	10
boku-no-doubutsuen-nikki	ぼくの動物園日記	canon:volumes	0	standard	通常版	ジャンプ・コミックス	4	MID		集英社	3	1973		5	1973				8	1	10
boku-no-doubutsuen-nikki	ぼくの動物園日記	canon:extra[0]	1	shinsoban	Jump comics	Jump comics	3	MID		不明	2	1973-09		4	1974-11-30				2	2	4
ace-o-nerae	エースをねらえ!	canon:volumes	0	standard	通常版	マーガレットコミックス	8	MID		集英社	7	1975-05-20		9	1975-07-21				17	1	18
ace-o-nerae	エースをねらえ!	canon:extra[0]	1	shinsoban	マーガレットコミックス(1975)	マーガレットコミックス	9	MID		集英社	8	1975-06-20		11	1979-01				8	8	18
ace-o-nerae	エースをねらえ!	canon:extra[0]	1	shinsoban	マーガレットコミックス(1975)	マーガレットコミックス	10	MID		集英社	8	1975-06-20		11	1979-01				8	8	18
ace-o-nerae	エースをねらえ!	canon:extra[0]	1	shinsoban	マーガレットコミックス(1975)	マーガレットコミックス	15	MID		集英社	14	1980-02		16	1980-04				8	8	18
shurayukihime	修羅雪姫	canon:extra[0]	1	other	バンブーコミックス版(竹書房)	バンブーコミックス	3	MID		竹書房	2	1985-06-20		4	1985-08-20				4	1	5
soorujaa	葬流者	canon:extra[2]	3	shinsoban	King series	King series	2	MID	9784862	小池書院	1	2009-02	9784862254252	3	2009-03	9784862254320	9784862254252	9784862254337	3	1	4
abare-tendou	あばれ天童	canon:volumes	0	standard	通常版	少年チャンピオン・コミックス	3	MID		秋田書店	2	1974-12		5					5	1	7
abare-tendou	あばれ天童	canon:volumes	0	standard	通常版	少年チャンピオン・コミックス	4	MID		秋田書店	2	1974-12		5					5	1	7
tentoumushinouta	てんとう虫の歌	canon:volumes	0	standard	通常版	てんとう虫コミックス	2	MID		小学館	1	1974-09-01		3	1974-12				3	1	4
sahara	サハラ	canon:extra[0]	1	other	劇画キングシリーズ版	劇画キングシリーズ	2	MID		不明	1	1985-02-15		3	1985-04-15				2	1	3
houchounin-ajihei	包丁人味平	canon:volumes	0	standard	通常版	ジャンプコミックス	13	MID		集英社	12	1976-05		14	1976-10				15	1	16
shouwa-gokudoushi	昭和極道史	canon:extra[0]	1	shinsoban	バンブーコミックス(1997)	バンブーコミックス	3	MID	9784812	竹書房	2	1997-12	9784812451618	5	1998-02	9784812451731	9784812451618	9784812451748	3	2	6
shouwa-gokudoushi	昭和極道史	canon:extra[0]	1	shinsoban	バンブーコミックス(1997)	バンブーコミックス	4	MID	9784812	竹書房	2	1997-12	9784812451618	5	1998-02	9784812451731	9784812451618	9784812451748	3	2	6
gendaijuukyouden	現代柔侠伝	canon:volumes	0	standard	通常版	アクション・コミックス	4	MID		双葉社	3	1974-07-20		6	1975-01-15				11	1	16
gendaijuukyouden	現代柔侠伝	canon:volumes	0	standard	通常版	アクション・コミックス	5	MID		双葉社	3	1974-07-20		6	1975-01-15				11	1	16
gendaijuukyouden	現代柔侠伝	canon:volumes	0	standard	通常版	アクション・コミックス	7	MID		双葉社	6	1975-01-15		10	1975-11				11	1	16
gendaijuukyouden	現代柔侠伝	canon:volumes	0	standard	通常版	アクション・コミックス	8	MID		双葉社	6	1975-01-15		10	1975-11				11	1	16
gendaijuukyouden	現代柔侠伝	canon:volumes	0	standard	通常版	アクション・コミックス	9	MID		双葉社	6	1975-01-15		10	1975-11				11	1	16
arabesuku	アラベスク第2部	canon:volumes	0	standard	通常版	花とゆめコミックス	3	MID		白泉社	2	1975-08-20		4	1976-03-20				3	1	4
swan	SWAN	canon:extra[2]	3	kanzenban	特装シリーズ(2024〜)	SWAN特装シリーズ	7	MID	9784582	平凡社	6	2024-05	9784582288766	13	2024-03	9784582288490	9784582288490	9784582288766	7	4	16
swan	SWAN	canon:extra[2]	3	kanzenban	特装シリーズ(2024〜)	SWAN特装シリーズ	8	MID	9784582	平凡社	6	2024-05	9784582288766	13	2024-03	9784582288490	9784582288490	9784582288766	7	4	16
swan	SWAN	canon:extra[2]	3	kanzenban	特装シリーズ(2024〜)	SWAN特装シリーズ	9	MID	9784582	平凡社	6	2024-05	9784582288766	13	2024-03	9784582288490	9784582288490	9784582288766	7	4	16
swan	SWAN	canon:extra[2]	3	kanzenban	特装シリーズ(2024〜)	SWAN特装シリーズ	10	MID	9784582	平凡社	6	2024-05	9784582288766	13	2024-03	9784582288490	9784582288490	9784582288766	7	4	16
swan	SWAN	canon:extra[2]	3	kanzenban	特装シリーズ(2024〜)	SWAN特装シリーズ	11	MID	9784582	平凡社	6	2024-05	9784582288766	13	2024-03	9784582288490	9784582288490	9784582288766	7	4	16
swan	SWAN	canon:extra[2]	3	kanzenban	特装シリーズ(2024〜)	SWAN特装シリーズ	12	MID	9784582	平凡社	6	2024-05	9784582288766	13	2024-03	9784582288490	9784582288490	9784582288766	7	4	16
eko-eko-azaraku	エコエコアザラク	canon:extra[2]	3	shinsoban	ザ・ホラーコミックス(1998)	ザ・ホラーコミックス	6	MID	9784049	角川書店	5	1998-10	9784049200065	7	1998-12	9784049200089	9784049200027	9784049200096	7	1	8
pureibooru	プレイボール	canon:extra[2]	3	shinsoban	ジャンプ・コミックス(1977)	ジャンプ・コミックス	15	MID		集英社	14	1978-03		16	1978-06				5	12	22
pureibooru	プレイボール	canon:extra[2]	3	shinsoban	ジャンプ・コミックス(1977)	ジャンプ・コミックス	17	MID		集英社	16	1978-06		22	1979-05				5	12	22
pureibooru	プレイボール	canon:extra[2]	3	shinsoban	ジャンプ・コミックス(1977)	ジャンプ・コミックス	18	MID		集英社	16	1978-06		22	1979-05				5	12	22
pureibooru	プレイボール	canon:extra[2]	3	shinsoban	ジャンプ・コミックス(1977)	ジャンプ・コミックス	19	MID		集英社	16	1978-06		22	1979-05				5	12	22
pureibooru	プレイボール	canon:extra[2]	3	shinsoban	ジャンプ・コミックス(1977)	ジャンプ・コミックス	20	MID		集英社	16	1978-06		22	1979-05				5	12	22
pureibooru	プレイボール	canon:extra[2]	3	shinsoban	ジャンプ・コミックス(1977)	ジャンプ・コミックス	21	MID		集英社	16	1978-06		22	1979-05				5	12	22
haru-ga-kita	春が来た	canon:extra[0]	1	other	劇画キングシリーズ版	劇画キングシリーズ	2	MID	9784883	不明	1	1990-10		3	1990-12	9784883150854	9784883150854	9784883150854	2	1	3
oyakodeka	おやこ刑事	canon:volumes	0	standard	通常版	少年サンデーコミックス	18	MID		小学館	17	1980-10		19	1981-01				24	1	25
toudai-itchokusen	東大一直線	canon:volumes	0	standard	通常版	ジャンプ・コミックス	10	MID		集英社	9	1980-01-15		11	1980-07-15				12	1	13
toudai-itchokusen	東大一直線	canon:extra[2]	3	shinsoban	ジャンプ・コミックス(1977)	ジャンプ・コミックス	6	MID		集英社	5	1978-04		7	1979-02				7	2	13
toudai-itchokusen	東大一直線	canon:extra[2]	3	shinsoban	ジャンプ・コミックス(1977)	ジャンプ・コミックス	8	MID		集英社	7	1979-02		10	1980-04				7	2	13
toudai-itchokusen	東大一直線	canon:extra[2]	3	shinsoban	ジャンプ・コミックス(1977)	ジャンプ・コミックス	9	MID		集英社	7	1979-02		10	1980-04				7	2	13
toudai-itchokusen	東大一直線	canon:extra[2]	3	shinsoban	ジャンプ・コミックス(1977)	ジャンプ・コミックス	11	MID		集英社	10	1980-04		13	1980-12				7	2	13
toudai-itchokusen	東大一直線	canon:extra[2]	3	shinsoban	ジャンプ・コミックス(1977)	ジャンプ・コミックス	12	MID		集英社	10	1980-04		13	1980-12				7	2	13
karate-sensou	空手戦争	canon:volumes	0	standard	通常版	講談社コミックス	5	MID		講談社	4	1977-10-20		6	1978-01-20				6	1	7
seibonjinden	聖凡人伝	canon:volumes	0	standard	通常版	奇想天外コミックス	6	MID		不明	5			7					6	2	10
seibonjinden	聖凡人伝	canon:volumes	0	standard	通常版	奇想天外コミックス	8	MID		不明	7			10					6	2	10
seibonjinden	聖凡人伝	canon:volumes	0	standard	通常版	奇想天外コミックス	9	MID		不明	7			10					6	2	10
seibonjinden	聖凡人伝	canon:extra[1]	2	bunkobon	奇想天外文庫	奇想天外文庫	3	MID		不明	2	1977-04-10		4	1977-06-01				7	1	9
seibonjinden	聖凡人伝	canon:extra[1]	2	bunkobon	奇想天外文庫	奇想天外文庫	7	MID		不明	6	1977-08-10		8	1977-10				7	1	9
queen-emeraldas	クイーンエメラルダス	canon:volumes	0	standard	通常版	講談社コミックス	3	MID		講談社	2	1979-01		4	1979-02-25				3	1	4
the-ultraman	ザ・ウルトラマン	canon:volumes	0	standard	通常版	てんとう虫コミックス	2	MID		小学館	1	1978-11		3	1979-01				3	1	4
wani-bunsho	ワニ分署	canon:extra[1]	2	shinsoban	スーパー・プレイボーイ・コミックス	スーパー・プレイボーイ・コミックス	2	MID	9784088	集英社	1	1986-10	9784088572017	8	1988-02	9784088572086	9784088572017	9784088572109	3	1	10
wani-bunsho	ワニ分署	canon:extra[1]	2	shinsoban	スーパー・プレイボーイ・コミックス	スーパー・プレイボーイ・コミックス	3	MID	9784088	集英社	1	1986-10	9784088572017	8	1988-02	9784088572086	9784088572017	9784088572109	3	1	10
wani-bunsho	ワニ分署	canon:extra[1]	2	shinsoban	スーパー・プレイボーイ・コミックス	スーパー・プレイボーイ・コミックス	4	MID	9784088	集英社	1	1986-10	9784088572017	8	1988-02	9784088572086	9784088572017	9784088572109	3	1	10
wani-bunsho	ワニ分署	canon:extra[1]	2	shinsoban	スーパー・プレイボーイ・コミックス	スーパー・プレイボーイ・コミックス	5	MID	9784088	集英社	1	1986-10	9784088572017	8	1988-02	9784088572086	9784088572017	9784088572109	3	1	10
wani-bunsho	ワニ分署	canon:extra[1]	2	shinsoban	スーパー・プレイボーイ・コミックス	スーパー・プレイボーイ・コミックス	6	MID	9784088	集英社	1	1986-10	9784088572017	8	1988-02	9784088572086	9784088572017	9784088572109	3	1	10
wani-bunsho	ワニ分署	canon:extra[1]	2	shinsoban	スーパー・プレイボーイ・コミックス	スーパー・プレイボーイ・コミックス	7	MID	9784088	集英社	1	1986-10	9784088572017	8	1988-02	9784088572086	9784088572017	9784088572109	3	1	10
wani-bunsho	ワニ分署	canon:extra[1]	2	shinsoban	スーパー・プレイボーイ・コミックス	スーパー・プレイボーイ・コミックス	9	MID	9784088	集英社	8	1988-02	9784088572086	10	1988-08	9784088572109	9784088572017	9784088572109	3	1	10
1-2-no-1-rou	1・2の三四郎	canon:volumes	0	standard	通常版	少年マガジンコミックス	8	MID	9784061	講談社	7	1980-05	9784061726642	9	1980-09	9784061726857	9784061725652	9784061728844	15	1	20
1-2-no-1-rou	1・2の三四郎	canon:volumes	0	standard	通常版	少年マガジンコミックス	15	MID	9784061	講談社	14	1981-10-20	9784061727816	17	1982-05-20	9784061728301	9784061725652	9784061728844	15	1	20
1-2-no-1-rou	1・2の三四郎	canon:volumes	0	standard	通常版	少年マガジンコミックス	16	MID	9784061	講談社	14	1981-10-20	9784061727816	17	1982-05-20	9784061728301	9784061725652	9784061728844	15	1	20
1-2-no-1-rou	1・2の三四郎	canon:volumes	0	standard	通常版	少年マガジンコミックス	18	MID	9784061	講談社	17	1982-05-20	9784061728301	20	1983-03-20	9784061728844	9784061725652	9784061728844	15	1	20
1-2-no-1-rou	1・2の三四郎	canon:volumes	0	standard	通常版	少年マガジンコミックス	19	MID	9784061	講談社	17	1982-05-20	9784061728301	20	1983-03-20	9784061728844	9784061725652	9784061728844	15	1	20
1-2-no-1-rou	1・2の三四郎	canon:extra[1]	2	shinsoban	講談社コミックス	講談社コミックス	9	MID	9784061	講談社	8	1980-08	9784061726840	15	1981-12-10	9784061727991	9784061726840	9784061728479	4	8	18
1-2-no-1-rou	1・2の三四郎	canon:extra[1]	2	shinsoban	講談社コミックス	講談社コミックス	10	MID	9784061	講談社	8	1980-08	9784061726840	15	1981-12-10	9784061727991	9784061726840	9784061728479	4	8	18
