shared_isbn	rk_title	ndl_title	ndl_author	owner_slug	owner_author	wrong_slug	wrong_author	wrong_vol	proposed_isbn	confidence
9784757205192		テイルズオブデスティニー 3	啄木鳥しんき	(所有者不明)		tales-of-destiny-inomata-2000	杉基イクラ	3		HIGH
9784757205192		テイルズオブデスティニー 3	啄木鳥しんき	(所有者不明)		tales-of-destiny2	makoto2号	3		HIGH
9784757207462		テイルズオブデスティニー 4	啄木鳥しんき	(所有者不明)		tales-of-destiny-inomata-2000	杉基イクラ	4		HIGH
9784757207462		テイルズオブデスティニー 4	啄木鳥しんき	(所有者不明)		tales-of-destiny2	makoto2号	4		HIGH
9784757500686	アークザラッド2（6）	アークザラッド2 : 炎のエルク. 6	西川秀明	arc-the-lad-2	西川秀明	arc-the-lad-ii	藤凪かおる	6		HIGH
9784757501522	アークザラッド2（7）	アークザラッド2 : 炎のエルク. 7	西川秀明	arc-the-lad-2	西川秀明	arc-the-lad-ii	藤凪かおる	7		HIGH
9784757501751	スパイラル（1）	スパイラル : 推理の絆. 1	城平京	spiral	城平京;水野英多	spiral-2003	水野英多	1		HIGH
9784757501935	アークザラッド2（8）	アークザラッド2 : 炎のエルク. 8	西川秀明	arc-the-lad-2	西川秀明	arc-the-lad-ii	藤凪かおる	8		HIGH
9784757502710	スパイラル（2）	スパイラル : 推理の絆. 2	城平京	spiral	城平京;水野英多	spiral-2003	水野英多	2		HIGH
9784757503700	スパイラル（3）	スパイラル : 推理の絆. 3	城平京	spiral	城平京;水野英多	spiral-2003	水野英多	3		HIGH
9784757504028	アークザラッド2（9）	アークザラッド2 : 炎のエルク. 9	西川秀明	arc-the-lad-2	西川秀明	arc-the-lad-ii	藤凪かおる	9		HIGH
9784757504684	スパイラル（4）	スパイラル : 推理の絆. 4	城平京	spiral	城平京;水野英多	spiral-2003	水野英多	4		HIGH
9784757505346	ア-クザラッド2（10）	アークザラッド2 : 炎のエルク. 10	西川秀明	arc-the-lad-2	西川秀明	arc-the-lad-ii	藤凪かおる	10		HIGH
9784757505575	スパイラル（5）	スパイラル : 推理の絆. 5	城平京	spiral	城平京;水野英多	spiral-2003	水野英多	5		HIGH
9784757506732	ヴァルキリープロファイル（2）	ヴァルキリープロファイル : ザダークアルケミス	藍山恵	(所有者不明)		valkyrie-profile-2001-2	金田一蓮十郎	2		HIGH
9784757506732	ヴァルキリープロファイル（2）	ヴァルキリープロファイル : ザダークアルケミス	藍山恵	(所有者不明)		valkyrie-profile-2001	祥寺はるか	2		HIGH
9784757506787	スパイラル（6）	スパイラル : 推理の絆. 6	城平京	spiral	城平京;水野英多	spiral-2003	水野英多	6		HIGH
9784757507906	スパイラル（7）	スパイラル : 推理の絆. 7	城平京	spiral	城平京;水野英多	spiral-2003	水野英多	7		HIGH
9784757508187	ヴァルキリープロファイル（3）	ヴァルキリープロファイル : ザダークアルケミス	藍山恵	(所有者不明)		valkyrie-profile-2000	魔神ぐり子	3		HIGH
9784757508187	ヴァルキリープロファイル（3）	ヴァルキリープロファイル : ザダークアルケミス	藍山恵	(所有者不明)		valkyrie-profile-2001-2	金田一蓮十郎	3		HIGH
9784757508187	ヴァルキリープロファイル（3）	ヴァルキリープロファイル : ザダークアルケミス	藍山恵	(所有者不明)		valkyrie-profile-2001	祥寺はるか	3		HIGH
9784757508545	スパイラル（8）	スパイラル : 推理の絆. 8	城平京	spiral	城平京;水野英多	spiral-2003	水野英多	8		HIGH
9784757509825	スパイラル（9）	スパイラル : 推理の絆. 9	城平京	spiral	城平京;水野英多	spiral-2003	水野英多	9		HIGH
9784757510999	スパイラル（10）	スパイラル : 推理の絆. 10	城平京	spiral	城平京;水野英多	spiral-2003	水野英多	10		HIGH
9784757511866	スパイラル（11）	スパイラル : 推理の絆. 11	城平京	spiral	城平京;水野英多	spiral-2003	水野英多	11		HIGH
9784757512528	スパイラル（12）	スパイラル : 推理の絆. 12	城平京	spiral	城平京;水野英多	spiral-2003	水野英多	12		HIGH
9784757513662	スパイラル（13）	スパイラル : 推理の絆. 13	城平京	spiral	城平京;水野英多	spiral-2003	水野英多	13		HIGH
9784757515215	スパイラル（14）	スパイラル : 推理の絆. 14	城平京	spiral	城平京;水野英多	spiral-2003	水野英多	14		HIGH
9784757516052	スパイラル（15）	スパイラル : 推理の絆. 15	城平京	spiral	城平京;水野英多	spiral-2003	水野英多	15		HIGH
9784757700871	テイルズオブデスティニー（2）改訂版	テイルズオブデスティニー : 神の眼をめぐる野望	啄木鳥しんき	tales-of-destiny	啄木鳥しんき	tales-of-destiny-inomata-2000	杉基イクラ	2		HIGH
9784757700871	テイルズオブデスティニー（2）改訂版	テイルズオブデスティニー : 神の眼をめぐる野望	啄木鳥しんき	tales-of-destiny	啄木鳥しんき	tales-of-destiny2	makoto2号	2		HIGH
9784757701489	テイルズオブデスティニー（5）	テイルズオブデスティニー : 神の眼をめぐる野望	啄木鳥しんき	tales-of-destiny	啄木鳥しんき	tales-of-destiny-inomata-2000	杉基イクラ	5		HIGH
9784757701489	テイルズオブデスティニー（5）	テイルズオブデスティニー : 神の眼をめぐる野望	啄木鳥しんき	tales-of-destiny	啄木鳥しんき	tales-of-destiny2	makoto2号	5		HIGH
9784757702585	アストロノミコン（1（アマゾンレッド））	アストロノミコン. 1	嬉野秋彦	(所有者不明)		tales-of-destiny-inomata-2000	杉基イクラ	6		HIGH
9784757702585	アストロノミコン（1（アマゾンレッド））	アストロノミコン. 1	嬉野秋彦	(所有者不明)		tales-of-destiny	啄木鳥しんき	6		HIGH
9784757702585	アストロノミコン（1（アマゾンレッド））	アストロノミコン. 1	嬉野秋彦	(所有者不明)		tales-of-destiny2	makoto2号	6		HIGH
9784757748965	DANGEROUSシェア（1）	Dangerousシェア. 1	湖住ふじこ	dangerous-share	墨染蓮;湖住ふじこ	share	三つ葉優雨	1		HIGH
9784758034715		ヒプノシスマイク : division rap 	evil;line;records	(所有者不明)		hypnosis-mic-before-the-battle-the-dirty-dawg	百瀬祐一郎	2	9784065176269	HIGH
9784758034715		ヒプノシスマイク : division rap 	evil;line;records	(所有者不明)		hipunoshisu-maiku-division-rap-battle-side-b-b-m-t-c	キングレコード株式会社;百瀬祐一郎;蟹江	2		HIGH
9784758034715		ヒプノシスマイク : division rap 	evil;line;records	(所有者不明)		hipunoshisumaiku	キングレコード株式会社;城キイコ;百瀬祐	2		HIGH
9784775500866	SLEEPING　BEAUTY（4）	Sleeping beauty. 4	芳崎せいむ	sleeping-beauty	芳崎せいむ	sleeping-beauty-yoshikawa-2003	吉川新	4		HIGH
9784780801668	ジュン（2）アパッチ版	ジュン. 2	石ノ森章太郎	jun-ishinomori-2003	石ノ森章太郎	jun-2012	紡木たく	2	9784063281590	HIGH
9784780801668	ジュン（2）アパッチ版	ジュン. 2	石ノ森章太郎	jun-ishinomori-2003	石ノ森章太郎	jun-1983	森下裕美	2		HIGH
9784780801675	ジュン（3）リリカ版	ジュン. 3	石ノ森章太郎	jun-ishinomori-2003	石ノ森章太郎	jun-1983	森下裕美	3		HIGH
9784780801675	ジュン（3）リリカ版	ジュン. 3	石ノ森章太郎	jun-ishinomori-2003	石ノ森章太郎	jun-1997	友川丈之;関谷巌	3		HIGH
9784780801675	ジュン（3）リリカ版	ジュン. 3	石ノ森章太郎	jun-ishinomori-2003	石ノ森章太郎	jun-2012	紡木たく	3		HIGH
9784780801682	ジュン（4）	ジュン = JUN. 4 (石ノ森章太郎のFAN	石ノ森章太郎	jun-ishinomori-2003	石ノ森章太郎	jun-1983	森下裕美	4		HIGH
9784780801682	ジュン（4）	ジュン = JUN. 4 (石ノ森章太郎のFAN	石ノ森章太郎	jun-ishinomori-2003	石ノ森章太郎	jun-1997	友川丈之;関谷巌	4		HIGH
9784780801682	ジュン（4）	ジュン = JUN. 4 (石ノ森章太郎のFAN	石ノ森章太郎	jun-ishinomori-2003	石ノ森章太郎	jun-2012	紡木たく	4		HIGH
9784812414811	AYA	Aya	亜樹	aya-1999	亜樹	aya-2004	やまねあやの	1		HIGH
9784812453018	AYA	Aya	亜樹	aya-1999	亜樹	aya-2004	やまねあやの	1		HIGH
9784821110230	金瓶梅（59）	まんがグリム童話. 金瓶梅59	竹崎真実	(所有者不明)		manga-grimm-douwa-2003	魔木子	59		HIGH
9784821110759	金瓶梅（60）	まんがグリム童話. 金瓶梅60	竹崎真実	(所有者不明)		manga-grimm-douwa-2003	魔木子	60		HIGH
9784821111251	金瓶梅（61）	まんがグリム童話. 金瓶梅61	竹崎真実	(所有者不明)		manga-grimm-douwa-2003	魔木子	61		HIGH
9784821111695	金瓶梅（62）	まんがグリム童話. 金瓶梅62	竹崎真実	(所有者不明)		manga-grimm-douwa-2003	魔木子	62		HIGH
9784821127153	金瓶梅（46）	まんがグリム童話. 金瓶梅46	竹崎真実	(所有者不明)		manga-grimm-douwa-2003	魔木子	46		HIGH
9784821127719	金瓶梅（47）	まんがグリム童話. 金瓶梅47	竹崎真実	(所有者不明)		manga-grimm-douwa-2003	魔木子	47		HIGH
9784821128204	金瓶梅（48）	まんがグリム童話. 金瓶梅48	竹崎真実	(所有者不明)		manga-grimm-douwa-2003	魔木子	48		HIGH
9784821128730	金瓶梅（49）	まんがグリム童話. 金瓶梅49	竹崎真実	(所有者不明)		manga-grimm-douwa-2003	魔木子	49		HIGH
9784821129348	金瓶梅（50）	まんがグリム童話. 金瓶梅50	竹崎真実	(所有者不明)		manga-grimm-douwa-2003	魔木子	50		HIGH
9784821137114	金瓶梅（40）	まんがグリム童話. 金瓶梅40	竹崎真実	(所有者不明)		manga-grimm-douwa-2003	魔木子	40		HIGH
9784821137626	金瓶梅（41）	まんがグリム童話. 金瓶梅41	竹崎真実	(所有者不明)		manga-grimm-douwa-2003	魔木子	41		HIGH
9784821138265	金瓶梅（42）	まんがグリム童話. 金瓶梅42	竹崎真実	(所有者不明)		manga-grimm-douwa-2003	魔木子	42		HIGH
9784821138678	金瓶梅（43）	まんがグリム童話. 金瓶梅43	竹崎真実	(所有者不明)		manga-grimm-douwa-2003	魔木子	43		HIGH
9784821139019	金瓶梅（44）	まんがグリム童話. 金瓶梅44	竹崎真実	(所有者不明)		manga-grimm-douwa-2003	魔木子	44		HIGH
9784821139392	金瓶梅（45）	まんがグリム童話. 金瓶梅45	竹崎真実	(所有者不明)		manga-grimm-douwa-2003	魔木子	45		HIGH
9784821153923	金瓶梅（51）	まんがグリム童話. 金瓶梅51	竹崎真実	(所有者不明)		manga-grimm-douwa-2003	魔木子	51		HIGH
9784821154869	金瓶梅（52）	まんがグリム童話. 金瓶梅52	竹崎真実	(所有者不明)		manga-grimm-douwa-2003	魔木子	52		HIGH
9784821155699	金瓶梅（53）	まんがグリム童話. 金瓶梅53	竹崎真実	(所有者不明)		manga-grimm-douwa-2003	魔木子	53		HIGH
9784821156603	金瓶梅（54）	まんがグリム童話. 金瓶梅54	竹崎真実	(所有者不明)		manga-grimm-douwa-2003	魔木子	54		HIGH
9784821157341	金瓶梅（55）	まんがグリム童話. 金瓶梅55	竹崎真実	(所有者不明)		manga-grimm-douwa-2003	魔木子	55		HIGH
9784821157976	金瓶梅（56）	まんがグリム童話. 金瓶梅56	竹崎真実	(所有者不明)		manga-grimm-douwa-2003	魔木子	56		HIGH
9784821158829	金瓶梅（57）	まんがグリム童話. 金瓶梅57	竹崎真実	(所有者不明)		manga-grimm-douwa-2003	魔木子	57		HIGH
9784821184033	リセット（1）	リセット : 悪魔と天使の選択. 1	山本まゆり	reset-2009	山本まゆり	reset-2005	筒井哲也	1		HIGH
9784821184040	リセット（2）	リセット. 2	山本まゆり	reset-2009	山本まゆり	reset-2005	筒井哲也	2		HIGH
9784821184057	リセット（3）	リセット. 3	山本まゆり	reset-2009	山本まゆり	reset-2005	筒井哲也	3		HIGH
9784835210834	コンプレックス（3）	コンプレックス. 3 (Over 26)	まんだ林檎	complex	まんだ林檎	complex-kikuchi-2002	菊池久美子	3		HIGH
9784835213347	コンプレックス（4）	コンプレックス. 4	まんだ林檎	complex	まんだ林檎	complex-kikuchi-2002	菊池久美子	4		HIGH
9784840133289		シュタインズ・ゲート. 1	さらちよみ	(所有者不明)		steins-gate-2011	5pb.;nini;ニトロプラス	1		HIGH
9784861272776	Takeru（2）	Takeru : Susanoh～魔性の剣(劇団	中島かずき;唐々煙	takeru-nakashima-2006	中島かずき;唐々煙	takeru-1984	石渡治	2		HIGH
9784861273209	Takeru（3）	Takeru : Susanoh～魔性の剣(劇団	中島かずき;唐々煙	takeru-nakashima-2006	中島かずき;唐々煙	takeru-1984	石渡治	3		HIGH
9784861273209	Takeru（3）	Takeru : Susanoh～魔性の剣(劇団	中島かずき;唐々煙	takeru-nakashima-2006	中島かずき;唐々煙	takeru	寺沢武一	3		HIGH
9784861273889	Takeru（4）	Takeru : Susanoh～魔性の剣(劇団	中島かずき;唐々煙	takeru-nakashima-2006	中島かずき;唐々煙	takeru-1984	石渡治	4		HIGH
9784861273889	Takeru（4）	Takeru : Susanoh～魔性の剣(劇団	中島かずき;唐々煙	takeru-nakashima-2006	中島かずき;唐々煙	takeru	寺沢武一	4		HIGH
9784864681544	ULTRAMAN（19）	ULTRAMAN. 19	下口智裕;清水栄一	ultraman-2012	下口智裕;清水栄一	ultraman-g	島本和彦	19		HIGH
9784864682374	ULTRAMAN（20）	ULTRAMAN. 20	下口智裕;清水栄一	ultraman-2012	下口智裕;清水栄一	ultraman-g	島本和彦	20		HIGH
9784864683210	ULTRAMAN（2）	ULTRAMAN. 2	下口智裕;清水栄一	ultraman-2012	下口智裕;清水栄一	ultraman-g	島本和彦	2		HIGH
9784864683418	ULTRAMAN（3）	ULTRAMAN. 3	下口智裕;清水栄一	ultraman-2012	下口智裕;清水栄一	ultraman-g	島本和彦	3		HIGH
9784864683586	ULTRAMAN（4）	ULTRAMAN. 4	下口智裕;清水栄一	ultraman-2012	下口智裕;清水栄一	ultraman-g	島本和彦	4		HIGH
9784864683784		ULTRAMAN. 5	下口智裕;清水栄一	(所有者不明)		ultraman-g	島本和彦	5		HIGH
9784864684200	ULTRAMAN（6）	ULTRAMAN. 6	下口智裕;清水栄一	ultraman-2012	下口智裕;清水栄一	ultraman-g	島本和彦	6		HIGH
9784864684224	ULTRAMAN（7）	ULTRAMAN. 7	下口智裕;清水栄一	ultraman-2012	下口智裕;清水栄一	ultraman-g	島本和彦	7		HIGH
9784864684651	ULTRAMAN（8）	ULTRAMAN. 8	下口智裕;清水栄一	ultraman-2012	下口智裕;清水栄一	ultraman-g	島本和彦	8		HIGH
9784864684866	ULTRAMAN（9）	ULTRAMAN. 9	下口智裕;清水栄一	ultraman-2012	下口智裕;清水栄一	ultraman-g	島本和彦	9		HIGH
9784864685078	ULTRAMAN（10）	ULTRAMAN. 10	下口智裕;清水栄一	ultraman-2012	下口智裕;清水栄一	ultraman-g	島本和彦	10		HIGH
9784864685290	ULTRAMAN（11）	ULTRAMAN. 11	下口智裕;清水栄一	ultraman-2012	下口智裕;清水栄一	ultraman-g	島本和彦	11		HIGH
9784864685375	ULTRAMAN（12）	ULTRAMAN. 12	下口智裕;清水栄一	ultraman-2012	下口智裕;清水栄一	ultraman-g	島本和彦	12		HIGH
9784864686242	ULTRAMAN（13）	ULTRAMAN. 13	下口智裕;清水栄一	ultraman-2012	下口智裕;清水栄一	ultraman-g	島本和彦	13		HIGH
9784864686778	ULTRAMAN（14）	ULTRAMAN. 14	下口智裕;清水栄一	ultraman-2012	下口智裕;清水栄一	ultraman-g	島本和彦	14		HIGH
9784864687164	ULTRAMAN（15）	ULTRAMAN. 15	下口智裕;清水栄一	ultraman-2012	下口智裕;清水栄一	ultraman-g	島本和彦	15		HIGH
9784864687676	ULTRAMAN（16）	ULTRAMAN. 16	下口智裕;清水栄一	ultraman-2012	下口智裕;清水栄一	ultraman-g	島本和彦	16		HIGH
9784864688093	ULTRAMAN（17）	ULTRAMAN. 17	下口智裕;清水栄一	ultraman-2012	下口智裕;清水栄一	ultraman-g	島本和彦	17		HIGH
9784864688796	ULTRAMAN（18）	ULTRAMAN. 18	下口智裕;清水栄一	ultraman-2012	下口智裕;清水栄一	ultraman-g	島本和彦	18		HIGH
9784868050452	ULTRAMAN（21）	ULTRAMAN. 21	下口智裕;清水栄一	ultraman-2012	下口智裕;清水栄一	ultraman-g	島本和彦	21		HIGH
9784870252363	アークザラッド2（1）	アークザラッド2 : 炎のエルク. 1	西川秀明	arc-the-lad-2	西川秀明	arc-the-lad-ii	藤凪かおる	1		HIGH
9784870252738	アークザラッド2	アークザラッド2 : 炎のエルク. 2	西川秀明	arc-the-lad-2	西川秀明	arc-the-lad-ii	藤凪かおる	2		HIGH
9784870253407	アークザラッド2（3）	アークザラッド2 : 炎のエルク. 3	西川秀明	arc-the-lad-2	西川秀明	arc-the-lad-ii	藤凪かおる	3		HIGH
9784870254244	アークザラッド2（4）	アークザラッド2 : 炎のエルク. 4	西川秀明	arc-the-lad-2	西川秀明	arc-the-lad-ii	藤凪かおる	4		HIGH
9784870254817	アークザラッド2（5）	アークザラッド2 : 炎のエルク. 5	西川秀明	arc-the-lad-2	西川秀明	arc-the-lad-ii	藤凪かおる	5		HIGH
9784872787634	SLEEPING　BEAUTY（1）	Sleeping beauty	芳崎せいむ	sleeping-beauty	芳崎せいむ	sleeping-beauty-yoshikawa-2003	吉川新	1	9784063806533	HIGH
9784882715825	コンプレックス（1）	コンプレックス. 1 (Under 18)	まんだ林檎	complex	まんだ林檎	complex-kikuchi-2002	菊池久美子	1		HIGH
9784882718017	コンプレックス（2）	コンプレックス. 2 (Over 18)	まんだ林檎	complex	まんだ林檎	complex-kikuchi-2002	菊池久美子	2		HIGH
9784882719120	Face（1）	Face	逢坂みや	face-osaka-1998	逢坂みや	face-2019	サカワキヒロ太;村生ミオ	1	9784091393913	HIGH
9784882719120	Face（1）	Face	逢坂みや	face-osaka-1998	逢坂みや	face	ゆきもりりょう	1	9784091393913	HIGH
9784883321827	Change！（1）	Change!. 1	たいらはじめ	change-hashiba-2000	たいらはじめ	change-kitamura-2005	篠塚ひろむ	1	9784864682268	HIGH
9784883322084	Change！（2）	Change!. 2	たいらはじめ	change-hashiba-2000	たいらはじめ	change-kitamura-2005	篠塚ひろむ	2	9784840110792	HIGH
9784887415010		King. 1	瀬名真紗也	(所有者不明)		king-shinmura-2002	しんむらけーいちろー	1		HIGH
9784887415010		King. 1	瀬名真紗也	(所有者不明)		king-z	一峰大二	1		HIGH
9784887415249		King. 2	瀬名真紗也	(所有者不明)		gi-king	河惣益巳	2		HIGH
9784887415249		King. 2	瀬名真紗也	(所有者不明)		king-shinmura-2002	しんむらけーいちろー	2		HIGH
9784887415249		King. 2	瀬名真紗也	(所有者不明)		king-z	一峰大二	2		HIGH
9784887415508		King. 3	瀬名真紗也	(所有者不明)		gi-king	河惣益巳	3		HIGH
9784887415508		King. 3	瀬名真紗也	(所有者不明)		king-shinmura-2002	しんむらけーいちろー	3		HIGH
9784887415508		King. 3	瀬名真紗也	(所有者不明)		king-z	一峰大二	3		HIGH
9784887741140		Sakura	いずみきょうた	(所有者不明)		sakura-2020	タイラ;フクシマハルカ;西加奈子	1		HIGH
9784887741140		Sakura	いずみきょうた	(所有者不明)		sakura-moon	吉村明美	1		HIGH
9784891894665		サイバーコミックス NO.13	松浦まさふみ	(所有者不明)		cyber-comics	北崎拓	13		HIGH
9784891894665		サイバーコミックス NO.13	松浦まさふみ	(所有者不明)		saibaa-comics	こやま基夫	13		HIGH
9784894650022		Red dragon 3	佐藤真理乃	(所有者不明)		red-dragon-ikeno-2016	池野雅博	3		HIGH
9784894650282		Red dragon 5	佐藤真理乃	(所有者不明)		red-dragon-ikeno-2016	池野雅博	5		HIGH
9784894862173		Peace	えのもと椿	(所有者不明)		peace-2004	橋本勝	1		HIGH
9784894862173		Peace	えのもと椿	(所有者不明)		peace-mashuko	摩周子	1		HIGH
9784894862173		Peace	えのもと椿	(所有者不明)		piece	芦原妃名子	1		HIGH
9784938544997		Red dragon 2	佐藤真理乃	(所有者不明)		red-dragon-ikeno-2016	池野雅博	2		HIGH
9783770471621		xxxHolic 14	clamp	(所有者不明)		clamp-premium-collection-holic	clamp	14	9784065267899	FOREIGN
9783770471621		xxxHolic 14	clamp	(所有者不明)		clamp-premium-collection-holic	clamp	14	9784065267899	FOREIGN
9783770471621		xxxHolic 14	clamp	(所有者不明)		xxxholic	clamp	14		FOREIGN
9783770471621		xxxHolic 14	clamp	(所有者不明)		xxxholic	clamp	14		FOREIGN
9784041089927	こわい本3 狂乱	こわい本. 3	楳図かずお	kowai-hon	楳図かずお	umezu-kazuo-kowai-hon	楳図かずお	3		CONFLICT
9784041089927	こわい本3 狂乱	こわい本. 3	楳図かずお	kowai-hon	楳図かずお	zoku-kowai-hon	楳図かずお	3		CONFLICT
9784041089934	こわい本4 呪縛	こわい本. 4	楳図かずお	kowai-hon	楳図かずお	umezu-kazuo-kowai-hon	楳図かずお	4		CONFLICT
9784041089934	こわい本4 呪縛	こわい本. 4	楳図かずお	kowai-hon	楳図かずお	zoku-kowai-hon	楳図かずお	4		CONFLICT
9784041089941	こわい本5 執念	こわい本. 5	楳図かずお	kowai-hon	楳図かずお	umezu-kazuo-kowai-hon	楳図かずお	5		CONFLICT
9784041089941	こわい本5 執念	こわい本. 5	楳図かずお	kowai-hon	楳図かずお	zoku-kowai-hon	楳図かずお	5		CONFLICT
9784041089958	こわい本6 怪物	こわい本. 6	楳図かずお	kowai-hon	楳図かずお	umezu-kazuo-kowai-hon	楳図かずお	6		CONFLICT
9784041089958	こわい本6 怪物	こわい本. 6	楳図かずお	kowai-hon	楳図かずお	zoku-kowai-hon	楳図かずお	6		CONFLICT
9784041089965	こわい本7 闇	こわい本. 7	楳図かずお	kowai-hon	楳図かずお	umezu-kazuo-kowai-hon	楳図かずお	7		CONFLICT
9784041089972	こわい本8 異形2	こわい本. 8	楳図かずお	kowai-hon	楳図かずお	umezu-kazuo-kowai-hon	楳図かずお	8		CONFLICT
9784041089972	こわい本8 異形2	こわい本. 8	楳図かずお	kowai-hon	楳図かずお	zoku-kowai-hon	楳図かずお	8		CONFLICT
9784041089989	こわい本9 影	こわい本. 9	楳図かずお	kowai-hon	楳図かずお	umezu-kazuo-kowai-hon	楳図かずお	9		CONFLICT
9784041089996	こわい本10 顔	こわい本. 10	楳図かずお	kowai-hon	楳図かずお	umezu-kazuo-kowai-hon	楳図かずお	10		CONFLICT
9784041089996	こわい本10 顔	こわい本. 10	楳図かずお	kowai-hon	楳図かずお	zoku-kowai-hon	楳図かずお	10		CONFLICT
9784041090893	ぐだぐだエース（2）	ぐだぐだエース. 2	type-moon	gudaguda-ace	type-moon;経験値	koha-ace-iiekkusu	type-moon;経験値	2		CONFLICT
9784041090893	ぐだぐだエース（2）	ぐだぐだエース. 2	type-moon	gudaguda-ace	type-moon;経験値	koha-ace	type-moon;経験値	2		CONFLICT
9784041111956	ぐだぐだエース（3）	ぐだぐだエース. 3	type-moon	gudaguda-ace	type-moon;経験値	koha-ace-iiekkusu	type-moon;経験値	3		CONFLICT
9784041111956	ぐだぐだエース（3）	ぐだぐだエース. 3	type-moon	gudaguda-ace	type-moon;経験値	koha-ace	type-moon;経験値	3		CONFLICT
9784041123485	こわい本11 猫	こわい本. 11	楳図かずお	kowai-hon	楳図かずお	umezu-kazuo-kowai-hon	楳図かずお	11		CONFLICT
9784041123485	こわい本11 猫	こわい本. 11	楳図かずお	kowai-hon	楳図かずお	zoku-kowai-hon	楳図かずお	11		CONFLICT
9784041202838	コハエース	コハエース = KOHA A	type-moon	koha-ace-collection	経験値	gudaguda-ace	type-moon;経験値	1		CONFLICT
9784043406036	たたらの辻に…	たたらの辻に…	ささやななえこ	tatara-no-tsuji-ni	ささやななえこ	minamo-no-sato-minasoko-no-mori	ささやななえこ	1		CONFLICT
9784047132658	Percolation	Percolation	suezen	percolation	suezen	percolation-2010	suezen	1		CONFLICT
9784047309883	Fate/strange Fake vol.1	フェイト/ストレンジフェイク. 1	type-moon;成田良悟	fate-strange-fake	type-moon;成田良悟;森井しづき	fate-strange-fake-2019	type-moon;成田良悟;森井しづき	1		CONFLICT
9784048528979	ザ・ホラー・スペシャリスト1　呪	呪	犬木加奈子	noroi	犬木加奈子	urami	犬木加奈子	1		CONFLICT
9784048533256	タクミくんシリーズ June　Pride 〜6月	June pride : 6月の自尊心	ごとうしのぶ	june-pride	おおや和美;ごとうしのぶ	bibou-no-series	おおや和美;ごとうしのぶ	1		CONFLICT
9784048533256	タクミくんシリーズ June　Pride 〜6月	June pride : 6月の自尊心	ごとうしのぶ	june-pride	おおや和美;ごとうしのぶ	hana-chiru-yoru-ni-kimi-o-omoeba	おおや和美;ごとうしのぶ	1		CONFLICT
9784048533256	タクミくんシリーズ June　Pride 〜6月	June pride : 6月の自尊心	ごとうしのぶ	june-pride	おおや和美;ごとうしのぶ	kisetsu-hazure-no-kaidan	おおや和美;ごとうしのぶ	1		CONFLICT
9784048533621	エンジェル／ダスト	エンジェル/ダスト	七瀬葵	angel-dust-neo	七瀬葵	angel-dust-neo-nanase-2003	七瀬葵	1		CONFLICT
9784048541947	神秘家水木しげる伝	神秘家水木しげる伝	水木しげる	shinpika-mizuki-shigeru-den	水木しげる	watashi-ha-gegege	水木しげる	1		CONFLICT
9784049246506	SAINT　第4巻	セイント 第4巻	赤石;路代	saint	赤石路代	saint-bladers	印照;宮崎まさる	4		LOW
9784061021594	リフレイン（2）	Rifrein 2	岡田ユキオ	refrain-1988	ささやななえこ	rifrein	岡田ユキオ	2		CONFLICT
9784061022027	リフレイン（3）	Rifrein 3	岡田ユキオ	refrain-1988	ささやななえこ	rifrein	岡田ユキオ	3		CONFLICT
9784061022249	リフレイン（4）	Rifrein 4	岡田ユキオ	refrain-1988	ささやななえこ	rifrein	岡田ユキオ	4		CONFLICT
9784061045842	ハリケーン	ハリケーン	わたせせいぞう	hurricane	ワタセセイゾウ	hurricane-1996	ワタセセイゾウ	1		LOW
9784061087415	手塚治虫漫画全集（141）	W (ワンダースリー) 3 1	手塚治虫	(所有者不明)		w3	手塚治虫	3		CONFLICT
9784061753228	Joker	Joker	森谷幸子	joker-1998-2	野村あきこ	joker-2000-2	万里村奈加	1	9784403500169	LOW
9784061754843	リフレイン	リフレイン	ささやななえ	refrain-1988	ささやななえこ	rifrein	岡田ユキオ	1		LOW
9784061761216	Jump　up　エンジェル（1）	Jamp up エンジェル 1	そうだ;ふみえ	jump-up-angel	そうだふみえ;花織まりこ	angel	遊人	1	9784883324019	LOW
9784061761223	Jump　up　エンジェル（2）	Jamp up エンジェル 2 完結編	そうだ;ふみえ	jump-up-angel	そうだふみえ;花織まりこ	angel	遊人	2	9784883324057	LOW
9784061766297	ゴン（1）	ゴン 1	田中政志	gon	田中政志	gon-selection	田中政志	1		CONFLICT
9784061766587	ゴン（2）	ゴン 2	田中政志	gon	田中政志	gon-selection	田中政志	2		CONFLICT
9784061767201	ゴン（3）	ゴン 3	田中政志	gon	田中政志	gon-selection	田中政志	3		CONFLICT
9784063028225	Girl	Girl　：　熱い鼓動	ひろみ;真柴	girl-1990	真柴ひろみ	girl	奥田英朗;早坂いあん	1		LOW
9784063029062	Oh！myダーリン（4）			oh-my-darling	上田美和	darling-2008	秋本尚美	4	9784861344848	LOW
9784063191080	Gift（1）	Gift : ももとさくらの崖っぷちアイドル白書	秋本尚美	gift-2006	one;ユキヲ	gift-2009	山田j太	1		LOW
9784063191097	Gift（2）	Gift : ももとさくらの崖っぷちアイドル白書	秋本尚美	gift-2006	one;ユキヲ	gift-2002	中村かなこ	2		LOW
9784063191097	Gift（2）	Gift : ももとさくらの崖っぷちアイドル白書	秋本尚美	gift-2006	one;ユキヲ	gift-2009	山田j太	2		LOW
