shared_isbn	rakuten_title	n_owners	owner_slug	wrong_slug	wrong_vol	proposed_isbn	how
9784088472591	ホーム（1）	1	home-ueda-2000	home-sugihara-2010	1		NDL要(meta)
9784088473154	ホーム（2）	1	home-ueda-2000	home-sugihara-2010	2		NDL要(meta)
9784088473154	ホーム（2）	1	home-ueda-2000	home	2		NDL要(meta)
9784088478494	ファイブ（2）	1	five	5-2000	2		NDL要(meta)
9784088478845	ファイブ（3）	1	five	5-2000	3		NDL要(meta)
9784088497051	スノウ	1	snow	snow-2006	1		NDL要(meta)
9784088518213		0	(所有者不明)	bakudan-1995	1		NDL要(meta)
9784088518220		0	(所有者不明)	bakudan-1995	2		NDL要(meta)
9784088518237		0	(所有者不明)	bakudan-1985	3		NDL要(meta)
9784088518237		0	(所有者不明)	bakudan-1995	3		NDL要(meta)
9784088537429	星の瞳のシルエット番外編（ENGAGE）（1）	0	(所有者不明)	engage-1994	1		NDL要(meta)
9784088561356	HIGH　SCORE（1）	1	high-score	high-score-aruko-2002	1		NDL要(meta)
9784088562339	HIGH　SCORE（2）	1	high-score	high-score-aruko-2002	2		NDL要(meta)
9784088563954	HIGH　SCORE（3）	1	high-score	high-score-aruko-2002	3		NDL要(meta)
9784088565057	HIGH　SCORE（4）	1	high-score	high-score-aruko-2002	4		NDL要(meta)
9784088566290	HIGH　SCORE（5）	1	high-score	high-score-aruko-2002	5		NDL要(meta)
9784088567556	HIGH SCORE（6）	1	high-score	high-score-aruko-2002	6		NDL要(meta)
9784088568249	HIGH　SCORE（7）	1	high-score	high-score-aruko-2002	7		NDL要(meta)
9784088568973	HIGH　SCORE（8）	1	high-score	high-score-aruko-2002	8		NDL要(meta)
9784088582412	ばくだん（1）	1	bakudan-1985	bakudan-1995	1		NDL要(meta)
9784088582429	ばくだん（2）	1	bakudan-1985	bakudan-1995	2		NDL要(meta)
9784088591612	画太郎先生ありがとう	1	gatarou-sensei-arigatou	warattegoran	1		NDL要(meta)
9784088600536	はいTime-風子と一北	1	hai-time	high	1		NDL要(meta)
9784088601335	ジョーカー	0	(所有者不明)	joker-1998-3	1		NDL要(meta)
9784088601335	ジョーカー	0	(所有者不明)	joker-yamane-1997	1		NDL要(meta)
9784088612362	KIRARA（1）	1	kirara	kirara-hiramatsu-1987	1		NDL要(meta)
9784088612379	KIRARA（2）	1	kirara	kirara-hiramatsu-1987	2		NDL要(meta)
9784088612386	KIRARA（3）	1	kirara	kirara-hiramatsu-1987	3		NDL要(meta)
9784088612393	KIRARA（4）	1	kirara	kirara-hiramatsu-1987	4		NDL要(meta)
9784088613017		0	(所有者不明)	kita-no-doryuu	1		NDL要(meta)
9784088613017		0	(所有者不明)	kita-no-mogura	1		NDL要(meta)
9784088613024		0	(所有者不明)	kita-no-doryuu	2		NDL要(meta)
9784088613024		0	(所有者不明)	kita-no-mogura	2		NDL要(meta)
9784088613031		0	(所有者不明)	kita-no-doryuu	3		NDL要(meta)
9784088613031		0	(所有者不明)	kita-no-mogura	3		NDL要(meta)
9784088613048		0	(所有者不明)	kita-no-doryuu	4		NDL要(meta)
9784088613048		0	(所有者不明)	kita-no-mogura	4		NDL要(meta)
9784088613062		0	(所有者不明)	kita-no-doryuu	6		NDL要(meta)
9784088613062		0	(所有者不明)	kita-no-mogura	6		NDL要(meta)
9784088613079		0	(所有者不明)	kita-no-doryuu	7		NDL要(meta)
9784088613079		0	(所有者不明)	kita-no-mogura	7		NDL要(meta)
9784088613086		0	(所有者不明)	kita-no-doryuu	8		NDL要(meta)
9784088613086		0	(所有者不明)	kita-no-mogura	8		NDL要(meta)
9784088613093		0	(所有者不明)	kita-no-doryuu	9		NDL要(meta)
9784088613093		0	(所有者不明)	kita-no-mogura	9		NDL要(meta)
9784088613109		0	(所有者不明)	kita-no-doryuu	10		NDL要(meta)
9784088613109		0	(所有者不明)	kita-no-mogura	10		NDL要(meta)
9784088613116		0	(所有者不明)	kita-no-doryuu	11		NDL要(meta)
9784088613116		0	(所有者不明)	kita-no-mogura	11		NDL要(meta)
9784088613123		0	(所有者不明)	kita-no-doryuu	12		NDL要(meta)
9784088613123		0	(所有者不明)	kita-no-mogura	12		NDL要(meta)
9784088613130		0	(所有者不明)	kita-no-doryuu	13		NDL要(meta)
9784088613130		0	(所有者不明)	kita-no-mogura	13		NDL要(meta)
9784088613147		0	(所有者不明)	kita-no-doryuu	14		NDL要(meta)
9784088613147		0	(所有者不明)	kita-no-mogura	14		NDL要(meta)
9784088613154		0	(所有者不明)	kita-no-doryuu	15		NDL要(meta)
9784088613154		0	(所有者不明)	kita-no-mogura	15		NDL要(meta)
9784088613161		0	(所有者不明)	kita-no-doryuu	16		NDL要(meta)
9784088613161		0	(所有者不明)	kita-no-mogura	16		NDL要(meta)
9784088613178		0	(所有者不明)	kita-no-doryuu	17		NDL要(meta)
9784088613178		0	(所有者不明)	kita-no-mogura	17		NDL要(meta)
9784088613185		0	(所有者不明)	kita-no-doryuu	18		NDL要(meta)
9784088613185		0	(所有者不明)	kita-no-mogura	18		NDL要(meta)
9784088613192		0	(所有者不明)	kita-no-doryuu	19		NDL要(meta)
9784088613192		0	(所有者不明)	kita-no-mogura	19		NDL要(meta)
9784088613208		0	(所有者不明)	kita-no-doryuu	20		NDL要(meta)
9784088613208		0	(所有者不明)	kita-no-mogura	20		NDL要(meta)
9784088613345		0	(所有者不明)	kita-no-doryuu	21		NDL要(meta)
9784088613345		0	(所有者不明)	kita-no-mogura	21		NDL要(meta)
9784088640853	レッスン	1	lesson-2000	lesson	1		NDL要(meta)
9784088642000	イマジン（1）	1	imagine	imagine-29	1		NDL要(meta)
9784088642222	イマジン（2）	1	imagine	imagine-29	2		NDL要(meta)
9784088642482	イマジン（3）	1	imagine	imagine-29	3		NDL要(meta)
9784088642666	イマジン（4）	1	imagine	imagine-29	4		NDL要(meta)
9784088642932	イマジン（5）	1	imagine	imagine-29	5		NDL要(meta)
9784088643229	イマジン（6）	1	imagine	imagine-29	6		NDL要(meta)
9784088643632	イマジン（7）	1	imagine	imagine-29	7		NDL要(meta)
9784088644011	イマジン（8）	1	imagine	imagine-29	8		NDL要(meta)
9784088644318	イマジン（9）	1	imagine	imagine-29	9		NDL要(meta)
9784088644561	イマジン（10）	1	imagine	imagine-29	10		NDL要(meta)
9784088644721	イマジン（11）	1	imagine	imagine-29	11		NDL要(meta)
9784088654133	High（2）	1	high	hai-time	2		NDL要(meta)
9784088654164	High（3）	1	high	hai-time	3		NDL要(meta)
9784088670560	HAL	1	hal-makino-2010	hal-ayase-2017	1		NDL要(meta)
9784088670621	HIGH SCORE（9）	1	high-score	high-score-aruko-2002	9		NDL要(meta)
9784088671307	HIGH　SCORE（10）	1	high-score	high-score-aruko-2002	10		NDL要(meta)
9784088672090	HIGH SCORE 11	1	high-score	high-score-aruko-2002	11		NDL要(meta)
9784088672779	HIGH　SCORE（12）	1	high-score	high-score-aruko-2002	12		NDL要(meta)
9784088673295	HIGH　SCORE（13）	1	high-score	high-score-aruko-2002	13		NDL要(meta)
9784088673776	HIGH　SCORE（14）	1	high-score	high-score-aruko-2002	14		NDL要(meta)
9784088674223	HIGH SCORE 15	1	high-score	high-score-aruko-2002	15		NDL要(meta)
9784088674674	HIGH SCORE 16	1	high-score	high-score-aruko-2002	16		NDL要(meta)
9784088675084	HIGH SCORE 17	1	high-score	high-score-aruko-2002	17		NDL要(meta)
9784088675541	HIGH SCORE 18	1	high-score	high-score-aruko-2002	18		NDL要(meta)
9784088675909	HIGH SCORE 19	1	high-score	high-score-aruko-2002	19		NDL要(meta)
9784088676272	HIGH SCORE 20	1	high-score	high-score-aruko-2002	20		NDL要(meta)
9784088676753	HIGH SCORE 21	1	high-score	high-score-aruko-2002	21		NDL要(meta)
9784088677231	HIGH SCORE 22	1	high-score	high-score-aruko-2002	22		NDL要(meta)
9784088677644	HIGH SCORE 23	1	high-score	high-score-aruko-2002	23		NDL要(meta)
9784088678092	HIGH SCORE 24	1	high-score	high-score-aruko-2002	24		NDL要(meta)
9784088710716	DRAGON　QUEST（1）	1	dragon-quest-dai-no-daibouken	dragon-quest-daino-daibouken	1		NDL要(meta)
9784088710716	DRAGON　QUEST（1）	1	dragon-quest-dai-no-daibouken	dragon-quest	1		NDL要(meta)
9784088710723	ドラゴンクエスト（第2巻）	2	dragon-quest-daino-daibouken	dragon-quest-dai-no-daibouken	2		NDL要(meta)
9784088710730	DRAGON　QUEST（3）	1	dragon-quest-dai-no-daibouken	dragon-quest-daino-daibouken	3		NDL要(meta)
9784088710730	DRAGON　QUEST（3）	1	dragon-quest-dai-no-daibouken	dragon-quest	3		NDL要(meta)
9784088710747	DRAGON　QUEST（4）	1	dragon-quest-dai-no-daibouken	dragon-quest-daino-daibouken	4		NDL要(meta)
9784088710747	DRAGON　QUEST（4）	1	dragon-quest-dai-no-daibouken	dragon-quest	4		NDL要(meta)
9784088710754	ドラゴンクエスト（第5巻）	2	dragon-quest-daino-daibouken	dragon-quest-dai-no-daibouken	5		NDL要(meta)
9784088710761	DRAGON　QUEST（6）	1	dragon-quest-dai-no-daibouken	dragon-quest-daino-daibouken	6		NDL要(meta)
9784088710761	DRAGON　QUEST（6）	1	dragon-quest-dai-no-daibouken	dragon-quest	6		NDL要(meta)
9784088710778	ドラゴンクエスト（第7巻）	2	dragon-quest-daino-daibouken	dragon-quest-dai-no-daibouken	7		NDL要(meta)
9784088710785	ドラゴンクエスト（第8巻）	2	dragon-quest-daino-daibouken	dragon-quest-dai-no-daibouken	8		NDL要(meta)
9784088710792	ドラゴンクエスト（第9巻）	2	dragon-quest-daino-daibouken	dragon-quest-dai-no-daibouken	9		NDL要(meta)
9784088710808	ドラゴンクエスト（第10巻）	2	dragon-quest-daino-daibouken	dragon-quest-dai-no-daibouken	10		NDL要(meta)
9784088711812	DRAGON　QUEST（11）	1	dragon-quest-dai-no-daibouken	dragon-quest-daino-daibouken	11		NDL要(meta)
9784088711812	DRAGON　QUEST（11）	1	dragon-quest-dai-no-daibouken	dragon-quest	11		NDL要(meta)
9784088711829	ドラゴンクエスト（第12巻）	2	dragon-quest-daino-daibouken	dragon-quest-dai-no-daibouken	12		NDL要(meta)
9784088711836	ドラゴンクエスト（第13巻）	2	dragon-quest-daino-daibouken	dragon-quest-dai-no-daibouken	13		NDL要(meta)
9784088711843	ドラゴンクエスト（第14巻）	2	dragon-quest-daino-daibouken	dragon-quest-dai-no-daibouken	14		NDL要(meta)
9784088711850	ドラゴンクエスト（第15巻）	2	dragon-quest-daino-daibouken	dragon-quest-dai-no-daibouken	15		NDL要(meta)
9784088711867	DRAGON　QUEST（16）	1	dragon-quest-dai-no-daibouken	dragon-quest-daino-daibouken	16		NDL要(meta)
9784088711867	DRAGON　QUEST（16）	1	dragon-quest-dai-no-daibouken	dragon-quest	16		NDL要(meta)
9784088711874	DRAGON　QUEST（17）	1	dragon-quest-dai-no-daibouken	dragon-quest-daino-daibouken	17		NDL要(meta)
9784088711874	DRAGON　QUEST（17）	1	dragon-quest-dai-no-daibouken	dragon-quest	17		NDL要(meta)
9784088711881	DRAGON　QUEST（18）	1	dragon-quest-dai-no-daibouken	dragon-quest-daino-daibouken	18		NDL要(meta)
9784088711881	DRAGON　QUEST（18）	1	dragon-quest-dai-no-daibouken	dragon-quest	18		NDL要(meta)
9784088711898	DRAGON　QUEST（19）	1	dragon-quest-dai-no-daibouken	dragon-quest-daino-daibouken	19		NDL要(meta)
9784088711898	DRAGON　QUEST（19）	1	dragon-quest-dai-no-daibouken	dragon-quest	19		NDL要(meta)
9784088711904	DRAGON　QUEST（20）	1	dragon-quest-dai-no-daibouken	dragon-quest-daino-daibouken	20		NDL要(meta)
9784088711904	DRAGON　QUEST（20）	1	dragon-quest-dai-no-daibouken	dragon-quest	20		NDL要(meta)
9784088711911	DRAGON　QUEST（21）	1	dragon-quest-dai-no-daibouken	dragon-quest-daino-daibouken	21		NDL要(meta)
9784088711911	DRAGON　QUEST（21）	1	dragon-quest-dai-no-daibouken	dragon-quest	21		NDL要(meta)
9784088711928	DRAGON　QUEST（22）	1	dragon-quest-dai-no-daibouken	dragon-quest-daino-daibouken	22		NDL要(meta)
9784088711928	DRAGON　QUEST（22）	1	dragon-quest-dai-no-daibouken	dragon-quest	22		NDL要(meta)
9784088711935	DRAGON　QUEST（23）	1	dragon-quest-dai-no-daibouken	dragon-quest-daino-daibouken	23		NDL要(meta)
9784088711935	DRAGON　QUEST（23）	1	dragon-quest-dai-no-daibouken	dragon-quest	23		NDL要(meta)
9784088711942	DRAGON　QUEST（24）	1	dragon-quest-dai-no-daibouken	dragon-quest-daino-daibouken	24		NDL要(meta)
9784088711942	DRAGON　QUEST（24）	1	dragon-quest-dai-no-daibouken	dragon-quest	24		NDL要(meta)
9784088711959	DRAGON　QUEST（25）	1	dragon-quest-dai-no-daibouken	dragon-quest-daino-daibouken	25		NDL要(meta)
9784088711959	DRAGON　QUEST（25）	1	dragon-quest-dai-no-daibouken	dragon-quest	25		NDL要(meta)
9784088711966	DRAGON　QUEST（26）	1	dragon-quest-dai-no-daibouken	dragon-quest-daino-daibouken	26		NDL要(meta)
9784088711966	DRAGON　QUEST（26）	1	dragon-quest-dai-no-daibouken	dragon-quest	26		NDL要(meta)
9784088711973	DRAGON　QUEST（27）	1	dragon-quest-dai-no-daibouken	dragon-quest-daino-daibouken	27		NDL要(meta)
9784088711973	DRAGON　QUEST（27）	1	dragon-quest-dai-no-daibouken	dragon-quest	27		NDL要(meta)
9784088711980	DRAGON　QUEST（28）	1	dragon-quest-dai-no-daibouken	dragon-quest-daino-daibouken	28		NDL要(meta)
9784088711980	DRAGON　QUEST（28）	1	dragon-quest-dai-no-daibouken	dragon-quest	28		NDL要(meta)
9784088711997	DRAGON　QUEST（29）	1	dragon-quest-dai-no-daibouken	dragon-quest-daino-daibouken	29		NDL要(meta)
9784088711997	DRAGON　QUEST（29）	1	dragon-quest-dai-no-daibouken	dragon-quest	29		NDL要(meta)
9784088712000	DRAGON　QUEST（30）	1	dragon-quest-dai-no-daibouken	dragon-quest-daino-daibouken	30		NDL要(meta)
9784088712000	DRAGON　QUEST（30）	1	dragon-quest-dai-no-daibouken	dragon-quest	30		NDL要(meta)
9784088712864	眠兎（1）	1	mint	mint-1997	1		NDL要(meta)
9784088712871	眠兎（2）	1	mint	mint-1997	2		NDL要(meta)
9784088717555	Doubles（2）	1	doubles-1992	doubles-1987	2		NDL要(meta)
9784088718323	BASTARD!! 10	1	bastard	basutaado	10		NDL要(meta)
9784088718330	BASTARD!! 11	1	bastard	basutaado	11		NDL要(meta)
9784088718347	BASTARD!! 12	1	bastard	basutaado	12		NDL要(meta)
9784088718354	BASTARD!! 13	1	bastard	basutaado	13		NDL要(meta)
9784088718378	BASTARD!! 15	1	bastard	basutaado	15		NDL要(meta)
9784088722016	DRAGON　QUEST（31）	1	dragon-quest-dai-no-daibouken	dragon-quest-daino-daibouken	31		NDL要(meta)
9784088722016	DRAGON　QUEST（31）	1	dragon-quest-dai-no-daibouken	dragon-quest	31		NDL要(meta)
9784088722023	DRAGON　QUEST（32）	1	dragon-quest-dai-no-daibouken	dragon-quest-daino-daibouken	32		NDL要(meta)
9784088722023	DRAGON　QUEST（32）	1	dragon-quest-dai-no-daibouken	dragon-quest	32		NDL要(meta)
9784088722030	DRAGON　QUEST（33）	1	dragon-quest-dai-no-daibouken	dragon-quest-daino-daibouken	33		NDL要(meta)
9784088722030	DRAGON　QUEST（33）	1	dragon-quest-dai-no-daibouken	dragon-quest	33		NDL要(meta)
9784088722047	DRAGON　QUEST（34）	1	dragon-quest-dai-no-daibouken	dragon-quest-daino-daibouken	34		NDL要(meta)
9784088722047	DRAGON　QUEST（34）	1	dragon-quest-dai-no-daibouken	dragon-quest	34		NDL要(meta)
9784088722054	DRAGON　QUEST（35）	1	dragon-quest-dai-no-daibouken	dragon-quest-daino-daibouken	35		NDL要(meta)
9784088722054	DRAGON　QUEST（35）	1	dragon-quest-dai-no-daibouken	dragon-quest	35		NDL要(meta)
9784088722061	ドラゴンクエスト（第36巻）	2	dragon-quest-daino-daibouken	dragon-quest-dai-no-daibouken	36		NDL要(meta)
9784088722078	ドラゴンクエスト（第37巻）	2	dragon-quest-daino-daibouken	dragon-quest-dai-no-daibouken	37		NDL要(meta)
9784088731292	ペルソナ（2）	1	persona-2001	persona-1998	2		NDL要(meta)
9784088732022	ペルソナ（3）	1	persona-2001	persona-1998	3		NDL要(meta)
9784088752235	Kirara（5）	1	kirara	kirara-hiramatsu-1987	5		NDL要(meta)
9784088753003	Kirara（6）	1	kirara	kirara-hiramatsu-1987	6		NDL要(meta)
9784088755014	Pure（1）	1	pure	pure-1993	1		NDL要(meta)
9784088755779	Pure（2）	1	pure	pure-1993	2		NDL要(meta)
9784088783727	Box（2）	0	(所有者不明)	box-1991	2		NDL要(meta)
9784088783727	Box（2）	0	(所有者不明)	box-rokuda-2002	2		NDL要(meta)
9784088783857	Box（3）	0	(所有者不明)	box-1991	3		NDL要(meta)
9784088783857	Box（3）	0	(所有者不明)	box-rokuda-2002	3		NDL要(meta)
9784091233691	BUYUDEN（2）	1	buyuden	buyuuden	2		NDL要(meta)
9784091235176	BUYUDEN（3）	1	buyuden	buyuuden	3		NDL要(meta)
9784091236463	BUYUDEN（4）	1	buyuden	buyuuden	4		NDL要(meta)
9784091237927	BUYUDEN（5）	1	buyuden	buyuuden	5		NDL要(meta)
9784091238214	ますらお（1）	1	masurao	hihon-gikeiki	1		NDL要(meta)
9784091238221	ますらお（2）	1	masurao	hihon-gikeiki	2		NDL要(meta)
9784091238238	ますらお（3）	1	masurao	hihon-gikeiki	3		NDL要(meta)
9784091238245	ますらお（4）	1	masurao	hihon-gikeiki	4		NDL要(meta)
9784091238252	ますらお（5）	1	masurao	hihon-gikeiki	5		NDL要(meta)
9784091238269	ますらお（6）	1	masurao	hihon-gikeiki	6		NDL要(meta)
9784091238276	ますらお（7）	1	masurao	hihon-gikeiki	7		NDL要(meta)
9784091238283	ますらお（8）	1	masurao	hihon-gikeiki	8		NDL要(meta)
9784091238894	BUYUDEN（6）	1	buyuden	buyuuden	6		NDL要(meta)
9784091241856	BUYUDEN（7）	1	buyuden	buyuuden	7		NDL要(meta)
9784091243034	BUYUDEN（8）	1	buyuden	buyuuden	8		NDL要(meta)
9784091243621	BUYUDEN（9）	1	buyuden	buyuuden	9		NDL要(meta)
9784091244550	BUYUDEN（10）	1	buyuden	buyuuden	10		NDL要(meta)
9784091245212	BUYUDEN（11）	1	buyuden	buyuuden	11		NDL要(meta)
9784091245588	BUYUDEN（12）	1	buyuden	buyuuden	12		NDL要(meta)
9784091245854	BUYUDEN（13）	1	buyuden	buyuuden	13		NDL要(meta)
9784091301048	Karen（1）	1	karen	karen-osakabe-2011	1		NDL要(meta)
9784091301055	Karen（2）	1	karen	karen-osakabe-2011	2		NDL要(meta)
9784091304490	ケータイが落ちていた。	1	keetai-ga-ochiteita	seven-piisu	1		NDL要(meta)
9784091316462	Real Kiss	1	real-kiss	real-kiss-2014	1		NDL要(meta)
9784091322661	人魚姫と半魚人王子	1	ningyo-hime-to-hangyojin-ouji	amefuri-hime-to-sabaku-ouji	1		NDL要(meta)
9784091348524	シルバー（1）	1	silver	silver-suetsugu-2005	1		NDL要(meta)
9784091348531	シルバー（2）	1	silver	silver-suetsugu-2005	2		NDL要(meta)
9784091348548	シルバー（3）	1	silver	silver-suetsugu-2005	3		NDL要(meta)
9784091348555	シルバー（4）	1	silver	silver-suetsugu-2005	4		NDL要(meta)
9784091348562	シルバー（5）	1	silver	silver-suetsugu-2005	5		NDL要(meta)
9784091348586	シルバー（6）	1	silver	silver-suetsugu-2005	6		NDL要(meta)
9784091348593	シルバー（7）	1	silver	silver-suetsugu-2005	7		NDL要(meta)
9784091348609	シルバー（8）	1	silver	silver-suetsugu-2005	8		NDL要(meta)
9784091348692	シルバー（9）	1	silver	silver-suetsugu-2005	9		NDL要(meta)
9784091350398	花恋〜現代騎士事情〜（7）	1	karen-osakabe-2011	karen	7		NDL要(meta)
9784091350404	花恋〜現代騎士事情〜（6）	1	karen-osakabe-2011	karen	6		NDL要(meta)
9784091358738	レッド（3）	1	red-1999	red	3		NDL要(meta)
9784091358745	レッド（4）	1	red-1999	red	4		NDL要(meta)
9784091358752	レッド（5）	1	red-1999	red-nakaji-1990	5		NDL要(meta)
9784091358752	レッド（5）	1	red-1999	red	5		NDL要(meta)
9784091358769	レッド（6）	1	red-1999	red-nakaji-1990	6		NDL要(meta)
9784091358769	レッド（6）	1	red-1999	red	6		NDL要(meta)
9784091358776	レッド（7）	1	red-1999	red-nakaji-1990	7		NDL要(meta)
9784091358776	レッド（7）	1	red-1999	red	7		NDL要(meta)
9784091362612	KAREN（1）	1	karen	karen-osakabe-2011	1		NDL要(meta)
9784091362629	KAREN（2）	1	karen	karen-osakabe-2011	2		NDL要(meta)
9784091362636	KAREN（3）	1	karen	karen-osakabe-2011	3		NDL要(meta)
9784091362643	KAREN（4）	1	karen	karen-osakabe-2011	4		NDL要(meta)
9784091362650	KAREN（5）	1	karen	karen-osakabe-2011	5		NDL要(meta)
9784091365811	軌道はずれの迷惑星	1	mobile-hazure-no-meiwakusei	onegai-maruchi-kun	1		NDL要(meta)
9784091373113	Happyのrecipe（1）	1	happy-no-recipe	check	1		NDL要(meta)
9784091388834	ゴールド（3）	1	gold	gold-1997	3		NDL要(meta)
9784091388834	ゴールド（3）	1	gold	gold-2004	3		NDL要(meta)
9784091388841	ゴールド（4）	1	gold	gold-1997	4		NDL要(meta)
9784091388841	ゴールド（4）	1	gold	gold-2004	4		NDL要(meta)
9784091388858	ゴールド（5）	1	gold	gold-1997	5		NDL要(meta)
9784091388858	ゴールド（5）	1	gold	gold-2004	5		NDL要(meta)
9784091388865	ゴールド（6）	1	gold	gold-1997	6		NDL要(meta)
9784091388865	ゴールド（6）	1	gold	gold-2004	6		NDL要(meta)
9784091388872	ゴールド（7）	1	gold	gold-1997	7		NDL要(meta)
9784091388872	ゴールド（7）	1	gold	gold-2004	7		NDL要(meta)
9784091388889	ゴールド（8）	1	gold	gold-1997	8		NDL要(meta)
9784091388889	ゴールド（8）	1	gold	gold-2004	8		NDL要(meta)
9784091400017	ドラえもん（1)	2	doraemon-2002	doraemon-2013	1		NDL要(meta)
9784091400024	ドラえもん（2)	2	doraemon-2002	doraemon-2013	2		NDL要(meta)
9784091400055	ドラえもん（5)	2	doraemon-2002	doraemon-2013	5		NDL要(meta)
9784091400079	ドラえもん（7)	1	doraemon	doraemon-2013	7		NDL要(meta)
9784091400093	ドラえもん（9)	2	doraemon-2002	doraemon-2013	9		NDL要(meta)
9784091400109	ドラえもん（10)	2	doraemon-2002	doraemon-2013	10		NDL要(meta)
9784091401014	ドラえもん（11)	2	doraemon-2002	doraemon-2013	11		NDL要(meta)
9784091401021	ドラえもん（12)	1	doraemon	doraemon-2013	12		NDL要(meta)
9784091401038	ドラえもん（13)	2	doraemon-2002	doraemon-2013	13		NDL要(meta)
9784091401045	ドラえもん（14)	2	doraemon-2002	doraemon-2013	14		NDL要(meta)
9784091401052	ドラえもん（15)	2	doraemon-2002	doraemon-2013	15		NDL要(meta)
9784091401076	ドラえもん（17)	2	doraemon-2002	doraemon-2013	17		NDL要(meta)
9784091401083	ドラえもん（18)	2	doraemon-2002	doraemon-2013	18		NDL要(meta)
9784091401090	ドラえもん（19)	2	doraemon-2002	doraemon-2013	19		NDL要(meta)
9784091401106	ドラえもん（20)	2	doraemon-2002	doraemon-2013	20		NDL要(meta)
9784091403988	ポケットモンスタースペシャル（27）	1	pocket-monsters-special	pocket-monsters-special-2014	27		NDL要(meta)
9784091405029	ドラえもん（22)	2	doraemon-2002	doraemon-2013	22		NDL要(meta)
9784091405043	ドラえもん（24)	2	doraemon-2002	doraemon-2013	24		NDL要(meta)
9784091405050	ドラえもん（25)	2	doraemon-2002	doraemon-2013	25		NDL要(meta)
9784091405067	ドラえもん（26)	2	doraemon-2002	doraemon-2013	26		NDL要(meta)
9784091405074	ドラえもん（27)	2	doraemon-2002	doraemon-2013	27		NDL要(meta)
9784091405081	ドラえもん（28)	2	doraemon-2002	doraemon-2013	28		NDL要(meta)
9784091405098	ドラえもん（29)	2	doraemon-2002	doraemon-2013	29		NDL要(meta)
9784091405104	ドラえもん（30)	2	doraemon-2002	doraemon-2013	30		NDL要(meta)
9784091407436	ポケットモンスタースペシャル（29）	1	pocket-monsters-special	pocket-monsters-special-2014	29		NDL要(meta)
9784091408013	ドラえもん（31)	2	doraemon-2002	doraemon-2013	31		NDL要(meta)
9784091408020	ドラえもん（32)	2	doraemon-2002	doraemon-2013	32		NDL要(meta)
9784091408037	ドラえもん（33)	2	doraemon-2002	doraemon-2013	33		NDL要(meta)
9784091408044	ドラえもん（34)	2	doraemon-2002	doraemon-2013	34		NDL要(meta)
9784091408051	ドラえもん（35)	2	doraemon-2002	doraemon-2013	35		NDL要(meta)
9784091408068	ドラえもん（36)	2	doraemon-2002	doraemon-2013	36		NDL要(meta)
9784091408075	ドラえもん（37)	2	doraemon-2002	doraemon-2013	37		NDL要(meta)
9784091408082	ドラえもん（38)	2	doraemon-2002	doraemon-2013	38		NDL要(meta)
9784091408099	ドラえもん（39)	1	doraemon	doraemon-2013	39		NDL要(meta)
9784091408815		0	(所有者不明)	ginneko-minmin	1		NDL要(meta)
9784091408815		0	(所有者不明)	usaneko-chan	1		NDL要(meta)
9784091408822		0	(所有者不明)	ginneko-minmin	2		NDL要(meta)
9784091408822		0	(所有者不明)	usaneko-chan	2		NDL要(meta)
9784091408877	ポケットモンスタースペシャル（34）	1	pocket-monsters-special	pocket-monsters-special-2014	34		NDL要(meta)
9784091411181	ポケットモンスタースペシャル（36）	1	pocket-monsters-special	pocket-monsters-special-2014	36		NDL要(meta)
9784091413147	ポケットモンスタースペシャル（39）	1	pocket-monsters-special	pocket-monsters-special-2014	39		NDL要(meta)
9784091415837	ポケットモンスタースペシャル（43）	1	pocket-monsters-special	pocket-monsters-special-2014	43		NDL要(meta)
9784091415875	ポケットモンスタースペシャル（47）	1	pocket-monsters-special	pocket-monsters-special-2014	47		NDL要(meta)
9784091416254	ポケットモンスタースペシャル 48	1	pocket-monsters-special	pocket-monsters-special-2014	48		NDL要(meta)
9784091416445	ポケットモンスタースペシャル 44	1	pocket-monsters-special	pocket-monsters-special-2014	44		NDL要(meta)
9784091416841	ポケットモンスタースペシャル（45）	1	pocket-monsters-special	pocket-monsters-special-2014	45		NDL要(meta)
9784091416889	ポケットモンスタースペシャル 46	1	pocket-monsters-special	pocket-monsters-special-2014	46		NDL要(meta)
9784091416995	ポケットモンスタースペシャル（49）	1	pocket-monsters-special	pocket-monsters-special-2014	49		NDL要(meta)
9784091418098	ポケットモンスタースペシャル 51	1	pocket-monsters-special	pocket-monsters-special-2014	51		NDL要(meta)
9784091418944	ポケットモンスタースペシャル 52	1	pocket-monsters-special	pocket-monsters-special-2014	52		NDL要(meta)
9784091424129	ポケットモンスタースペシャル 53	1	pocket-monsters-special	pocket-monsters-special-2014	53		NDL要(meta)
9784091425119	ポケットモンスター（第1巻）	1	pocket-monsters	pocket-monsters-special-2014	1		NDL要(meta)
9784091425126	ポケットモンスター（第2巻）	1	pocket-monsters	pocket-monsters-special-2014	2		NDL要(meta)
9784091425133	ポケットモンスター（第3巻）	1	pocket-monsters	pocket-monsters-special-2014	3		NDL要(meta)
9784091425140	ポケットモンスター（第4巻）	1	pocket-monsters	pocket-monsters-special-2014	4		NDL要(meta)
9784091425157	ポケットモンスター（第5巻）	1	pocket-monsters	pocket-monsters-special-2014	5		NDL要(meta)
9784091425164	ポケットモンスター（第6巻）	1	pocket-monsters	pocket-monsters-special-2014	6		NDL要(meta)
