isbn	n_pages	pages
9784063122312	3	boys-be,boys-be-2nd-season,boys-be-itabashi-2010
9784063122671	3	boys-be,boys-be-2nd-season,boys-be-itabashi-2010
9784063122909	3	boys-be,boys-be-2nd-season,boys-be-itabashi-2010
9784063123128	3	boys-be,boys-be-2nd-season,boys-be-itabashi-2010
9784063123357	3	boys-be,boys-be-2nd-season,boys-be-itabashi-2010
9784063123487	3	boys-be,boys-be-2nd-season,boys-be-itabashi-2010
9784063123715	3	boys-be,boys-be-2nd-season,boys-be-itabashi-2010
9784063603613	3	boys-be,boys-be-2nd-season,boys-be-itabashi-2010
9784803310627	3	comic-chuurippu,comic-chuurippu-1988,comic-tulip
9784803310870	3	comic-chuurippu,comic-chuurippu-1988,comic-tulip
9784803311174	3	comic-chuurippu,comic-chuurippu-1988,comic-tulip
9784803312430	3	comic-chuurippu,comic-chuurippu-1988,comic-tulip
9784803313796	3	comic-chuurippu,comic-chuurippu-1988,comic-tulip
9784063145946	3	doll-1996,doll-2000,doll-2009
9784091400017	3	doraemon,doraemon-2002,doraemon-2013
9784091400024	3	doraemon,doraemon-2002,doraemon-2013
9784091400055	3	doraemon,doraemon-2002,doraemon-2013
9784091400093	3	doraemon,doraemon-2002,doraemon-2013
9784091400109	3	doraemon,doraemon-2002,doraemon-2013
9784091401014	3	doraemon,doraemon-2002,doraemon-2013
9784091401038	3	doraemon,doraemon-2002,doraemon-2013
9784091401045	3	doraemon,doraemon-2002,doraemon-2013
9784091401052	3	doraemon,doraemon-2002,doraemon-2013
9784091401069	3	doraemon,doraemon-2002,doraemon-2013
9784091401076	3	doraemon,doraemon-2002,doraemon-2013
9784091401083	3	doraemon,doraemon-2002,doraemon-2013
9784091401090	3	doraemon,doraemon-2002,doraemon-2013
9784091401106	3	doraemon,doraemon-2002,doraemon-2013
9784124100822	3	doraemon,doraemon-2002,doraemon-2013
9784091405029	3	doraemon,doraemon-2002,doraemon-2013
9784124100907	3	doraemon,doraemon-2002,doraemon-2013
9784091405043	3	doraemon,doraemon-2002,doraemon-2013
9784091405050	3	doraemon,doraemon-2002,doraemon-2013
9784091405067	3	doraemon,doraemon-2002,doraemon-2013
9784091405074	3	doraemon,doraemon-2002,doraemon-2013
9784091405081	3	doraemon,doraemon-2002,doraemon-2013
9784091405098	3	doraemon,doraemon-2002,doraemon-2013
9784091405104	3	doraemon,doraemon-2002,doraemon-2013
9784091408013	3	doraemon,doraemon-2002,doraemon-2013
9784091408020	3	doraemon,doraemon-2002,doraemon-2013
9784091408037	3	doraemon,doraemon-2002,doraemon-2013
9784091408044	3	doraemon,doraemon-2002,doraemon-2013
9784091408051	3	doraemon,doraemon-2002,doraemon-2013
9784091408068	3	doraemon,doraemon-2002,doraemon-2013
9784091408075	3	doraemon,doraemon-2002,doraemon-2013
9784091408082	3	doraemon,doraemon-2002,doraemon-2013
9784088710716	3	dragon-quest,dragon-quest-dai-no-daibouken,dragon-quest-daino-daibouken
9784088710723	3	dragon-quest,dragon-quest-dai-no-daibouken,dragon-quest-daino-daibouken
9784088710730	3	dragon-quest,dragon-quest-dai-no-daibouken,dragon-quest-daino-daibouken
9784088710747	3	dragon-quest,dragon-quest-dai-no-daibouken,dragon-quest-daino-daibouken
9784088710754	3	dragon-quest,dragon-quest-dai-no-daibouken,dragon-quest-daino-daibouken
9784088710761	3	dragon-quest,dragon-quest-dai-no-daibouken,dragon-quest-daino-daibouken
9784088710778	3	dragon-quest,dragon-quest-dai-no-daibouken,dragon-quest-daino-daibouken
9784088710785	3	dragon-quest,dragon-quest-dai-no-daibouken,dragon-quest-daino-daibouken
9784088710792	3	dragon-quest,dragon-quest-dai-no-daibouken,dragon-quest-daino-daibouken
9784088710808	3	dragon-quest,dragon-quest-dai-no-daibouken,dragon-quest-daino-daibouken
9784088711812	3	dragon-quest,dragon-quest-dai-no-daibouken,dragon-quest-daino-daibouken
9784088711829	3	dragon-quest,dragon-quest-dai-no-daibouken,dragon-quest-daino-daibouken
9784088711836	3	dragon-quest,dragon-quest-dai-no-daibouken,dragon-quest-daino-daibouken
9784088711843	3	dragon-quest,dragon-quest-dai-no-daibouken,dragon-quest-daino-daibouken
9784088711850	3	dragon-quest,dragon-quest-dai-no-daibouken,dragon-quest-daino-daibouken
9784088711867	3	dragon-quest,dragon-quest-dai-no-daibouken,dragon-quest-daino-daibouken
9784088711874	3	dragon-quest,dragon-quest-dai-no-daibouken,dragon-quest-daino-daibouken
9784088711881	3	dragon-quest,dragon-quest-dai-no-daibouken,dragon-quest-daino-daibouken
9784088711898	3	dragon-quest,dragon-quest-dai-no-daibouken,dragon-quest-daino-daibouken
9784088711904	3	dragon-quest,dragon-quest-dai-no-daibouken,dragon-quest-daino-daibouken
9784088711911	3	dragon-quest,dragon-quest-dai-no-daibouken,dragon-quest-daino-daibouken
9784088711928	3	dragon-quest,dragon-quest-dai-no-daibouken,dragon-quest-daino-daibouken
9784088711935	3	dragon-quest,dragon-quest-dai-no-daibouken,dragon-quest-daino-daibouken
9784088711942	3	dragon-quest,dragon-quest-dai-no-daibouken,dragon-quest-daino-daibouken
9784088711959	3	dragon-quest,dragon-quest-dai-no-daibouken,dragon-quest-daino-daibouken
9784088711966	3	dragon-quest,dragon-quest-dai-no-daibouken,dragon-quest-daino-daibouken
9784088711973	3	dragon-quest,dragon-quest-dai-no-daibouken,dragon-quest-daino-daibouken
9784088711980	3	dragon-quest,dragon-quest-dai-no-daibouken,dragon-quest-daino-daibouken
9784088711997	3	dragon-quest,dragon-quest-dai-no-daibouken,dragon-quest-daino-daibouken
9784088712000	3	dragon-quest,dragon-quest-dai-no-daibouken,dragon-quest-daino-daibouken
9784088722016	3	dragon-quest,dragon-quest-dai-no-daibouken,dragon-quest-daino-daibouken
9784088722023	3	dragon-quest,dragon-quest-dai-no-daibouken,dragon-quest-daino-daibouken
9784088722030	3	dragon-quest,dragon-quest-dai-no-daibouken,dragon-quest-daino-daibouken
9784088722047	3	dragon-quest,dragon-quest-dai-no-daibouken,dragon-quest-daino-daibouken
9784088722054	3	dragon-quest,dragon-quest-dai-no-daibouken,dragon-quest-daino-daibouken
9784088722061	3	dragon-quest,dragon-quest-dai-no-daibouken,dragon-quest-daino-daibouken
9784088722078	3	dragon-quest,dragon-quest-dai-no-daibouken,dragon-quest-daino-daibouken
9784086180634	3	dragon-quest,dragon-quest-dai-no-daibouken,dragon-quest-daino-daibouken
9784086180641	3	dragon-quest,dragon-quest-dai-no-daibouken,dragon-quest-daino-daibouken
9784086180658	3	dragon-quest,dragon-quest-dai-no-daibouken,dragon-quest-daino-daibouken
9784086180665	3	dragon-quest,dragon-quest-dai-no-daibouken,dragon-quest-daino-daibouken
9784086180672	3	dragon-quest,dragon-quest-dai-no-daibouken,dragon-quest-daino-daibouken
9784086180689	3	dragon-quest,dragon-quest-dai-no-daibouken,dragon-quest-daino-daibouken
9784086180696	3	dragon-quest,dragon-quest-dai-no-daibouken,dragon-quest-daino-daibouken
9784086180702	3	dragon-quest,dragon-quest-dai-no-daibouken,dragon-quest-daino-daibouken
9784086180719	3	dragon-quest,dragon-quest-dai-no-daibouken,dragon-quest-daino-daibouken
9784086180726	3	dragon-quest,dragon-quest-dai-no-daibouken,dragon-quest-daino-daibouken
9784086180733	3	dragon-quest,dragon-quest-dai-no-daibouken,dragon-quest-daino-daibouken
9784086180740	3	dragon-quest,dragon-quest-dai-no-daibouken,dragon-quest-daino-daibouken
9784086180757	3	dragon-quest,dragon-quest-dai-no-daibouken,dragon-quest-daino-daibouken
9784086180764	3	dragon-quest,dragon-quest-dai-no-daibouken,dragon-quest-daino-daibouken
9784086180771	3	dragon-quest,dragon-quest-dai-no-daibouken,dragon-quest-daino-daibouken
9784086180788	3	dragon-quest,dragon-quest-dai-no-daibouken,dragon-quest-daino-daibouken
9784086180795	3	dragon-quest,dragon-quest-dai-no-daibouken,dragon-quest-daino-daibouken
9784086180801	3	dragon-quest,dragon-quest-dai-no-daibouken,dragon-quest-daino-daibouken
9784086180818	3	dragon-quest,dragon-quest-dai-no-daibouken,dragon-quest-daino-daibouken
9784086180825	3	dragon-quest,dragon-quest-dai-no-daibouken,dragon-quest-daino-daibouken
9784086180832	3	dragon-quest,dragon-quest-dai-no-daibouken,dragon-quest-daino-daibouken
9784086180849	3	dragon-quest,dragon-quest-dai-no-daibouken,dragon-quest-daino-daibouken
9784087925609	3	dragon-quest,dragon-quest-dai-no-daibouken,dragon-quest-daino-daibouken
9784087925616	3	dragon-quest,dragon-quest-dai-no-daibouken,dragon-quest-daino-daibouken
9784087925623	3	dragon-quest,dragon-quest-dai-no-daibouken,dragon-quest-daino-daibouken
9784087925630	3	dragon-quest,dragon-quest-dai-no-daibouken,dragon-quest-daino-daibouken
9784087925647	3	dragon-quest,dragon-quest-dai-no-daibouken,dragon-quest-daino-daibouken
9784087925654	3	dragon-quest,dragon-quest-dai-no-daibouken,dragon-quest-daino-daibouken
9784087925661	3	dragon-quest,dragon-quest-dai-no-daibouken,dragon-quest-daino-daibouken
9784087925678	3	dragon-quest,dragon-quest-dai-no-daibouken,dragon-quest-daino-daibouken
9784087925685	3	dragon-quest,dragon-quest-dai-no-daibouken,dragon-quest-daino-daibouken
9784087925692	3	dragon-quest,dragon-quest-dai-no-daibouken,dragon-quest-daino-daibouken
9784087925708	3	dragon-quest,dragon-quest-dai-no-daibouken,dragon-quest-daino-daibouken
9784087925715	3	dragon-quest,dragon-quest-dai-no-daibouken,dragon-quest-daino-daibouken
9784087925722	3	dragon-quest,dragon-quest-dai-no-daibouken,dragon-quest-daino-daibouken
9784087925739	3	dragon-quest,dragon-quest-dai-no-daibouken,dragon-quest-daino-daibouken
9784087925746	3	dragon-quest,dragon-quest-dai-no-daibouken,dragon-quest-daino-daibouken
9784087925753	3	dragon-quest,dragon-quest-dai-no-daibouken,dragon-quest-daino-daibouken
9784087925760	3	dragon-quest,dragon-quest-dai-no-daibouken,dragon-quest-daino-daibouken
9784087925777	3	dragon-quest,dragon-quest-dai-no-daibouken,dragon-quest-daino-daibouken
9784087925784	3	dragon-quest,dragon-quest-dai-no-daibouken,dragon-quest-daino-daibouken
9784087925791	3	dragon-quest,dragon-quest-dai-no-daibouken,dragon-quest-daino-daibouken
9784087925807	3	dragon-quest,dragon-quest-dai-no-daibouken,dragon-quest-daino-daibouken
9784087925814	3	dragon-quest,dragon-quest-dai-no-daibouken,dragon-quest-daino-daibouken
9784087925821	3	dragon-quest,dragon-quest-dai-no-daibouken,dragon-quest-daino-daibouken
9784087925838	3	dragon-quest,dragon-quest-dai-no-daibouken,dragon-quest-daino-daibouken
9784087925845	3	dragon-quest,dragon-quest-dai-no-daibouken,dragon-quest-daino-daibouken
9784422930756	3	fuufu-partner-kankei-mo-sore-de-ii,sore-de-ii,yappari-sore-de-ii
9784061004894	3	gegege-no-kitarou,gegege-no-kitarou-1987,saishinban-gegege-no-kitarou
9784537163285	3	gekiman-2015,gekiman-devilman-no-show,gekiman-special
9784537163360	3	gekiman-2015,gekiman-devilman-no-show,gekiman-special
9784537133547	3	gekiman-2015,gekiman-devilman-no-show,gekiman-special
9784537134193	3	gekiman-2015,gekiman-devilman-no-show,gekiman-special
9784537134858	3	gekiman-2015,gekiman-devilman-no-show,gekiman-special
9784051002640	3	genji-monogatari-2023,genji-monogatari-masaki-1983,genji-monogatari-miyagi-2010
9784052058622	3	genji-monogatari-2023,genji-monogatari-masaki-1983,genji-monogatari-miyagi-2010
9784391913897	3	genjuu-no-kuni-monogatari,genjuu-no-kuni-monogatari-1995,genjuu-no-kuni-monogatari-1997
9784391914115	3	genjuu-no-kuni-monogatari,genjuu-no-kuni-monogatari-1995,genjuu-no-kuni-monogatari-1997
9784391914337	3	genjuu-no-kuni-monogatari,genjuu-no-kuni-monogatari-1995,genjuu-no-kuni-monogatari-1997
9784391914573	3	genjuu-no-kuni-monogatari,genjuu-no-kuni-monogatari-1995,genjuu-no-kuni-monogatari-1997
9784391914801	3	genjuu-no-kuni-monogatari,genjuu-no-kuni-monogatari-1995,genjuu-no-kuni-monogatari-1997
9784391914993	3	genjuu-no-kuni-monogatari,genjuu-no-kuni-monogatari-1995,genjuu-no-kuni-monogatari-1997
9784391915181	3	genjuu-no-kuni-monogatari,genjuu-no-kuni-monogatari-1995,genjuu-no-kuni-monogatari-1997
9784872870855	3	genjuu-no-kuni-monogatari,genjuu-no-kuni-monogatari-1995,genjuu-no-kuni-monogatari-1997
9784391915624	3	genjuu-no-kuni-monogatari,genjuu-no-kuni-monogatari-1995,genjuu-no-kuni-monogatari-1997
9784391915945	3	genjuu-no-kuni-monogatari,genjuu-no-kuni-monogatari-1995,genjuu-no-kuni-monogatari-1997
9784391916119	3	genjuu-no-kuni-monogatari,genjuu-no-kuni-monogatari-1995,genjuu-no-kuni-monogatari-1997
9784391916287	3	genjuu-no-kuni-monogatari,genjuu-no-kuni-monogatari-1995,genjuu-no-kuni-monogatari-1997
9784872871753	3	genjuu-no-kuni-monogatari,genjuu-no-kuni-monogatari-1995,genjuu-no-kuni-monogatari-1997
9784872871609	3	genjuu-no-kuni-monogatari,genjuu-no-kuni-monogatari-1995,genjuu-no-kuni-monogatari-1997
9784872872262	3	genjuu-no-kuni-monogatari,genjuu-no-kuni-monogatari-1995,genjuu-no-kuni-monogatari-1997
9784872872521	3	genjuu-no-kuni-monogatari,genjuu-no-kuni-monogatari-1995,genjuu-no-kuni-monogatari-1997
9784257721321	3	genjuu-no-kuni-monogatari,genjuu-no-kuni-monogatari-1995,genjuu-no-kuni-monogatari-1997
9784257721376	3	genjuu-no-kuni-monogatari,genjuu-no-kuni-monogatari-1995,genjuu-no-kuni-monogatari-1997
9784257721420	3	genjuu-no-kuni-monogatari,genjuu-no-kuni-monogatari-1995,genjuu-no-kuni-monogatari-1997
9784257721451	3	genjuu-no-kuni-monogatari,genjuu-no-kuni-monogatari-1995,genjuu-no-kuni-monogatari-1997
9784257721505	3	genjuu-no-kuni-monogatari,genjuu-no-kuni-monogatari-1995,genjuu-no-kuni-monogatari-1997
9784257721529	3	genjuu-no-kuni-monogatari,genjuu-no-kuni-monogatari-1995,genjuu-no-kuni-monogatari-1997
9784257721543	3	genjuu-no-kuni-monogatari,genjuu-no-kuni-monogatari-1995,genjuu-no-kuni-monogatari-1997
9784257721574	3	genjuu-no-kuni-monogatari,genjuu-no-kuni-monogatari-1995,genjuu-no-kuni-monogatari-1997
9784257721628	3	genjuu-no-kuni-monogatari,genjuu-no-kuni-monogatari-1995,genjuu-no-kuni-monogatari-1997
9784257721673	3	genjuu-no-kuni-monogatari,genjuu-no-kuni-monogatari-1995,genjuu-no-kuni-monogatari-1997
9784257721703	3	genjuu-no-kuni-monogatari,genjuu-no-kuni-monogatari-1995,genjuu-no-kuni-monogatari-1997
9784063191080	3	gift-2002,gift-2012,gift-hirose-2003
9784063191097	3	gift-2002,gift-2012,gift-hirose-2003
9784199802287	3	gifuu-doudou,gifuu-doudou-kaze-no-gunshi-kuroda-kanbei,gifuu-doudou-naoe-kanetsugu-maeda-deka-hanagatari
9784052039201	3	ginga-tetsudou-no-yoru-2023,ginga-tetsudou-no-yoru-miyazawa-1992,gingatetsudou-no-yoru
9784575335071	3	goburinzu-rai,ranpushieedo,satanikku-buranchi
9784091388827	3	gold,gold-1997,gold-2004
9784091388834	3	gold,gold-1997,gold-2004
9784091388841	3	gold,gold-1997,gold-2004
9784091388858	3	gold,gold-1997,gold-2004
9784091388865	3	gold,gold-1997,gold-2004
9784091388872	3	gold,gold-1997,gold-2004
9784091388889	3	gold,gold-1997,gold-2004
9784088472591	3	home,home-sugihara-2010,home-ueda-2000
9784088473154	3	home,home-sugihara-2010,home-ueda-2000
9784048530118	3	joker-1998,joker-1998-3,joker-2012
9784575334838	3	joker-1998-3,joker-2012,joker-yamane-1997
9784253074117	3	juran,saishuu-sensou,saishuu-sensou-densetsu
9784253074162	3	juran,saishuu-sensou,saishuu-sensou-densetsu
9784253074179	3	juran,saishuu-sensou,saishuu-sensou-densetsu
9784253074186	3	juran,saishuu-sensou,saishuu-sensou-densetsu
9784253074193	3	juran,saishuu-sensou,saishuu-sensou-densetsu
9784253074209	3	juran,saishuu-sensou,saishuu-sensou-densetsu
9784081138654	3	kouun-ryuusui,kouun-ryuusui-jofuku-nobunaga,kouun-ryuusui-nobunaga
9784081138661	3	kouun-ryuusui,kouun-ryuusui-jofuku-nobunaga,kouun-ryuusui-nobunaga
9784081138678	3	kouun-ryuusui,kouun-ryuusui-jofuku-nobunaga,kouun-ryuusui-nobunaga
9784088912509	3	kouun-ryuusui,kouun-ryuusui-jofuku-nobunaga,kouun-ryuusui-nobunaga
9784088913605	3	kouun-ryuusui,kouun-ryuusui-jofuku-nobunaga,kouun-ryuusui-nobunaga
9784088914565	3	kouun-ryuusui,kouun-ryuusui-jofuku-nobunaga,kouun-ryuusui-nobunaga
9784257904748	3	kowai-hon,umezu-kazuo-kowai-hon,zoku-kowai-hon
9784257904755	3	kowai-hon,umezu-kazuo-kowai-hon,zoku-kowai-hon
9784257904762	3	kowai-hon,umezu-kazuo-kowai-hon,zoku-kowai-hon
9784257904786	3	kowai-hon,umezu-kazuo-kowai-hon,zoku-kowai-hon
9784257900382	3	kowai-hon,umezu-kazuo-kowai-hon,zoku-kowai-hon
9784257900399	3	kowai-hon,umezu-kazuo-kowai-hon,zoku-kowai-hon
9784257900405	3	kowai-hon,umezu-kazuo-kowai-hon,zoku-kowai-hon
9784257900412	3	kowai-hon,umezu-kazuo-kowai-hon,zoku-kowai-hon
9784257900429	3	kowai-hon,umezu-kazuo-kowai-hon,zoku-kowai-hon
9784257904847	3	kowai-hon,umezu-kazuo-kowai-hon,zoku-kowai-hon
9784257904854	3	kowai-hon,umezu-kazuo-kowai-hon,zoku-kowai-hon
9784257904861	3	kowai-hon,umezu-kazuo-kowai-hon,zoku-kowai-hon
9784257904878	3	kowai-hon,umezu-kazuo-kowai-hon,zoku-kowai-hon
9784257720010	3	kowai-hon,umezu-kazuo-kowai-hon,zoku-kowai-hon
9784257720065	3	kowai-hon,umezu-kazuo-kowai-hon,zoku-kowai-hon
9784041089927	3	kowai-hon,umezu-kazuo-kowai-hon,zoku-kowai-hon
9784041089934	3	kowai-hon,umezu-kazuo-kowai-hon,zoku-kowai-hon
9784041089941	3	kowai-hon,umezu-kazuo-kowai-hon,zoku-kowai-hon
9784041089958	3	kowai-hon,umezu-kazuo-kowai-hon,zoku-kowai-hon
9784041089965	3	kowai-hon,umezu-kazuo-kowai-hon,zoku-kowai-hon
9784041089972	3	kowai-hon,umezu-kazuo-kowai-hon,zoku-kowai-hon
9784041089989	3	kowai-hon,umezu-kazuo-kowai-hon,zoku-kowai-hon
9784041089996	3	kowai-hon,umezu-kazuo-kowai-hon,zoku-kowai-hon
9784041123485	3	kowai-hon,umezu-kazuo-kowai-hon,zoku-kowai-hon
9784091325143	3	kyuuso-wa-cheese-no-yume-o-miru,kyuuso-wa-cheese-no-yume-o-miru-all-in-wan-edition,kyuuso-wa-cheese-no-yume-o-miru-reboot-edition
9784088496856	3	majime-ni-danjo-kousai,soredemo-majime-ni-danjo-kousai,yappari-majime-ni-danjo-kousai
9784088497167	3	majime-ni-danjo-kousai,soredemo-majime-ni-danjo-kousai,yappari-majime-ni-danjo-kousai
9784088497426	3	majime-ni-danjo-kousai,soredemo-majime-ni-danjo-kousai,yappari-majime-ni-danjo-kousai
9784091303455	3	mayonaka-no-jewel,motto-mayonaka-no-jewel,motto-motto-mayonaka-no-jewel
9784091305367	3	mayonaka-no-jewel,motto-mayonaka-no-jewel,motto-motto-mayonaka-no-jewel
9784091307071	3	mayonaka-no-jewel,motto-mayonaka-no-jewel,motto-motto-mayonaka-no-jewel
9784801975590	3	neko-monster,neko-monster-fumifumi,neko-monster-nyaao
9784801979598	3	neko-monster,neko-monster-fumifumi,neko-monster-nyaao
9784801987715	3	neko-monster,neko-monster-fumifumi,neko-monster-nyaao
9784801961876	3	neko-youkai,neko-youkai-gorogoro,neko-youkai-mugyutsu
9784801982543	3	neko-youkai,neko-youkai-gorogoro,neko-youkai-mugyutsu
9784801985759	3	neko-youkai,neko-youkai-gorogoro,neko-youkai-mugyutsu
9784801988842	3	neko-youkai,neko-youkai-gorogoro,neko-youkai-mugyutsu
9784120019616	3	okashina-okashina-okashina-ano-ko-sarutobi-etsu-chan,okashina-okashina-okashina-anoko-sarutobi-etsu-chan,sarutobi-etsu-chan
9784120019623	3	okashina-okashina-okashina-ano-ko-sarutobi-etsu-chan,okashina-okashina-okashina-anoko-sarutobi-etsu-chan,sarutobi-etsu-chan
9784575721720	3	okashina-okashina-okashina-ano-ko-sarutobi-etsu-chan,okashina-okashina-okashina-anoko-sarutobi-etsu-chan,sarutobi-etsu-chan
9784575721737	3	okashina-okashina-okashina-ano-ko-sarutobi-etsu-chan,okashina-okashina-okashina-anoko-sarutobi-etsu-chan,sarutobi-etsu-chan
9784575721744	3	okashina-okashina-okashina-ano-ko-sarutobi-etsu-chan,okashina-okashina-okashina-anoko-sarutobi-etsu-chan,sarutobi-etsu-chan
9784575722154	3	okashina-okashina-okashina-ano-ko-sarutobi-etsu-chan,okashina-okashina-okashina-anoko-sarutobi-etsu-chan,sarutobi-etsu-chan
9784063706178	3	reset,reset-2005,reset-2009
9784063706185	3	reset,reset-2005,reset-2009
9784063706192	3	reset,reset-2005,reset-2009
9784063756722	3	reset,reset-2005,reset-2009
9784757503724	3	star-ocean-second-story,star-ocean-sekando-story,star-ocean-the-second-story
9784063703160	3	takeda-shingen-1987,takeda-shingen-1988,takeda-shingen-2023
9784861272264	3	takeru,takeru-1984,takeru-nakashima-2006
9784861272776	3	takeru,takeru-1984,takeru-nakashima-2006
9784861273209	3	takeru,takeru-1984,takeru-nakashima-2006
9784861273889	3	takeru,takeru-1984,takeru-nakashima-2006
9784757502741	3	tales-of-destiny,tales-of-destiny-inomata-2000,tales-of-destiny2
9784757503991	3	tales-of-destiny,tales-of-destiny-inomata-2000,tales-of-destiny2
9784757506565	3	tales-of-destiny,tales-of-destiny-inomata-2000,tales-of-destiny2
9784757507807	3	tales-of-destiny,tales-of-destiny-inomata-2000,tales-of-destiny2
9784757509238	3	tales-of-destiny,tales-of-destiny-inomata-2000,tales-of-destiny2
9784757702585	3	tales-of-destiny,tales-of-destiny-inomata-2000,tales-of-destiny2
9784757508187	3	valkyrie-profile-2000,valkyrie-profile-2001,valkyrie-profile-2001-2
9784884757090	3	x-men-1994,x-men-1994-3,x-men-1994-5
9784884757311	3	x-men-1994,x-men-1994-3,x-men-1994-5
9784884757328	3	x-men-1994,x-men-1994-3,x-men-1994-5
9784884757380	3	x-men-1994,x-men-1994-3,x-men-1994-5
9784884757403	3	x-men-1994,x-men-1994-3,x-men-1994-5
9784884757410	3	x-men-1994,x-men-1994-3,x-men-1994-5
9784884757427	3	x-men-1994,x-men-1994-3,x-men-1994-5
9784884757458	3	x-men-1994,x-men-1994-3,x-men-1994-5
9784796873406	3	x-men,x-men-1994,x-men-1994-5
9784063522419	2	1-yamamoto-1993,ichi
9784063522662	2	1-yamamoto-1993,ichi
9784063522945	2	1-yamamoto-1993,ichi
9784063523164	2	1-yamamoto-1993,ichi
9784063523386	2	1-yamamoto-1993,ichi
9784063523713	2	1-yamamoto-1993,ichi
9784063523744	2	1-yamamoto-1993,ichi
9784091823311	2	14,4teen
9784091823328	2	14,4teen
9784091823335	2	14,4teen
9784091823342	2	14,4teen
9784091823359	2	14,4teen
9784091823366	2	14,4teen
9784091823373	2	14,4teen
9784091823380	2	14,4teen
9784091823397	2	14,4teen
9784091823403	2	14,4teen
9784091833112	2	14,4teen
9784091833129	2	14,4teen
9784091833136	2	14,4teen
9784091833143	2	14,4teen
9784091833150	2	14,4teen
9784091833167	2	14,4teen
9784091833174	2	14,4teen
9784091833181	2	14,4teen
9784091833198	2	14,4teen
9784091833204	2	14,4teen
9784091925817	2	14,4teen
9784091925824	2	14,4teen
9784091925831	2	14,4teen
9784091925848	2	14,4teen
9784091925855	2	14,4teen
9784091925862	2	14,4teen
9784091925879	2	14,4teen
9784091925886	2	14,4teen
9784091925893	2	14,4teen
9784091925909	2	14,4teen
9784091925916	2	14,4teen
9784091925923	2	14,4teen
9784091925930	2	14,4teen
9784537129144	2	2011-ritsu-kiwamemichi-koukou-2011,shiritsu-kiwamemichi-koukou
9784408431109	2	24colors,colors-1992
9784408431284	2	24colors,colors-1992
9784408431451	2	24colors,colors-1992
9784091391902	2	3-bunnoichi-sanbunnoichi,sanbunnoichi-2017
9784091397393	2	3-bunnoichi-sanbunnoichi,sanbunnoichi-2017
9784391141351	2	4-koma-kapibarasan,kuradashi-kapibara-san
9784391142730	2	4-koma-kapibarasan,kuradashi-kapibara-san
9784391144864	2	4-koma-kapibarasan,kuradashi-kapibara-san
9784391147339	2	4-koma-kapibarasan,kuradashi-kapibara-san
9784575847871	2	5-2000,five
9784575847888	2	5-2000,five
9784575848151	2	5-2000,five
9784575848168	2	5-2000,five
9784575848403	2	5-2000,five
9784575848410	2	5-2000,five
9784575848557	2	5-2000,five
9784575848694	2	5-2000,five
9784575848861	2	5-2000,five
9784575849035	2	5-2000,five
9784575849325	2	5-2000,five
9784575849547	2	5-2000,five
9784575849639	2	5-2000,five
9784088465708	2	5-2000,five
9784088466569	2	5-2000,five
9784476086058	2	adventure-2030-gakuen,adventure2030-gakuen
9784476081169	2	adventure-2030-gakuen,adventure2030-gakuen
9784476081176	2	adventure-2030-gakuen,adventure2030-gakuen
9784476081466	2	adventure-2030-gakuen,adventure2030-gakuen
9784476081503	2	adventure-2030-gakuen,adventure2030-gakuen
9784091216311	2	aimu-namu,i-m-namu
9784257913887	2	akai-kami-no-shounen,akaikaminoshounen
9784063844368	2	aku-no-hana-2010,aku-no-hana-2011
9784091322661	2	amefuri-hime-to-sabaku-ouji,ningyo-hime-to-hangyojin-ouji
9784592130604	2	amenohousoku,ragunasenki
9784091326768	2	angel,angel-1987
9784048533621	2	angel-dust-neo,angel-dust-neo-nanase-2003
9784403680014	2	angelic-kanbaseeshon,are-you-enemy
9784091670731	2	ano-hi-no-aozora,umimachi-diary
9784871221719	2	aozora-kazoku,aozora-kazoku-serekuto
9784253076692	2	apuroozukassai,buruuju
9784881994399	2	aquarium,aquarium-2000
9784870252363	2	arc-the-lad-2,arc-the-lad-ii
9784870252738	2	arc-the-lad-2,arc-the-lad-ii
9784870253407	2	arc-the-lad-2,arc-the-lad-ii
9784870254244	2	arc-the-lad-2,arc-the-lad-ii
9784870254817	2	arc-the-lad-2,arc-the-lad-ii
9784757500686	2	arc-the-lad-2,arc-the-lad-ii
9784757501522	2	arc-the-lad-2,arc-the-lad-ii
9784757501935	2	arc-the-lad-2,arc-the-lad-ii
9784757504028	2	arc-the-lad-2,arc-the-lad-ii
9784757505346	2	arc-the-lad-2,arc-the-lad-ii
9784821189144	2	atashi-ni-yarasena,atashi-ni-yarasena-stj
9784812453018	2	aya-1999,aya-2004
9784916085375	2	bad-blood,bad-blood-1999
9784088518213	2	bakudan-1985,bakudan-1995
9784088518220	2	bakudan-1985,bakudan-1995
9784088518237	2	bakudan-1985,bakudan-1995
9784088582412	2	bakudan-1985,bakudan-1995
9784088582429	2	bakudan-1985,bakudan-1995
9784091430311	2	bakuten-hero-bureedaa-diijiei,bakuten-hero-bureedaa-dj
9784757525962	2	bamboo-blade-b,bamboo-blade-b-2009
9784757527294	2	bamboo-blade-b,bamboo-blade-b-2009
9784757528819	2	bamboo-blade-b,bamboo-blade-b-2009
9784757530737	2	bamboo-blade-b,bamboo-blade-b-2009
9784757531949	2	bamboo-blade-b,bamboo-blade-b-2009
9784757533622	2	bamboo-blade-b,bamboo-blade-b-2009
9784757534759	2	bamboo-blade-b,bamboo-blade-b-2009
