slug,title,total_vols,covered,missing,edition,volume,isbn13,has_isbn
dabide-no-hoshi,堕靡泥の星,29,9,20,standard,12,,no
dabide-no-hoshi,堕靡泥の星,29,9,20,standard,13,,no
dabide-no-hoshi,堕靡泥の星,29,9,20,standard,14,,no
dabide-no-hoshi,堕靡泥の星,29,9,20,standard,15,,no
dabide-no-hoshi,堕靡泥の星,29,9,20,standard,16,,no
dabide-no-hoshi,堕靡泥の星,29,9,20,standard,17,,no
dabide-no-hoshi,堕靡泥の星,29,9,20,standard,18,,no
dabide-no-hoshi,堕靡泥の星,29,9,20,standard,19,,no
dabide-no-hoshi,堕靡泥の星,29,9,20,standard,21,,no
daboshatsunoten,ダボシャツの天,7,5,2,standard,1,,no
daboshatsunoten,ダボシャツの天,7,5,2,standard,2,,no
dada,DADA!,8,1,7,standard,2,9784091228420,yes
dada,DADA!,8,1,7,standard,3,9784091228437,yes
dada,DADA!,8,1,7,standard,4,9784091228444,yes
dada,DADA!,8,1,7,standard,5,9784091228451,yes
dada,DADA!,8,1,7,standard,6,9784091228468,yes
dada,DADA!,8,1,7,standard,7,9784091228475,yes
dada,DADA!,8,1,7,standard,8,9784091228482,yes
dai-sword,ダイ・ソード,11,4,7,standard,1,9784047130449,yes
dai-sword,ダイ・ソード,11,4,7,standard,2,9784047130517,yes
dai-sword,ダイ・ソード,11,4,7,standard,3,9784198300784,yes
dai-sword,ダイ・ソード,11,4,7,standard,4,9784198300838,yes
dai-sword,ダイ・ソード,11,4,7,standard,5,9784198301316,yes
dai-sword,ダイ・ソード,11,4,7,standard,6,9784198301491,yes
dai-sword,ダイ・ソード,11,4,7,standard,7,9784198301569,yes
daidaya-toogoo,代打屋トーゴー,35,10,25,standard,1,9784061025172,yes
daidaya-toogoo,代打屋トーゴー,35,10,25,standard,2,9784061025257,yes
daidaya-toogoo,代打屋トーゴー,35,10,25,standard,3,9784061025325,yes
daidaya-toogoo,代打屋トーゴー,35,10,25,standard,4,9784061025448,yes
daidaya-toogoo,代打屋トーゴー,35,10,25,standard,5,9784061025530,yes
daidaya-toogoo,代打屋トーゴー,35,10,25,standard,6,9784061025653,yes
daidaya-toogoo,代打屋トーゴー,35,10,25,standard,7,9784061025783,yes
daidaya-toogoo,代打屋トーゴー,35,10,25,standard,8,9784061025899,yes
daidaya-toogoo,代打屋トーゴー,35,10,25,standard,9,9784061025950,yes
daidaya-toogoo,代打屋トーゴー,35,10,25,standard,10,9784061026049,yes
daidaya-toogoo,代打屋トーゴー,35,10,25,standard,11,9784061026124,yes
daidaya-toogoo,代打屋トーゴー,35,10,25,standard,12,9784061026230,yes
daidaya-toogoo,代打屋トーゴー,35,10,25,standard,13,9784061026308,yes
daidaya-toogoo,代打屋トーゴー,35,10,25,standard,14,9784061026377,yes
daidaya-toogoo,代打屋トーゴー,35,10,25,standard,15,9784061026469,yes
daidaya-toogoo,代打屋トーゴー,35,10,25,standard,16,9784061026568,yes
daidaya-toogoo,代打屋トーゴー,35,10,25,standard,17,9784061026667,yes
daidaya-toogoo,代打屋トーゴー,35,10,25,standard,18,9784061026735,yes
daidaya-toogoo,代打屋トーゴー,35,10,25,standard,19,9784061026803,yes
daidaya-toogoo,代打屋トーゴー,35,10,25,standard,20,9784061026841,yes
daidaya-toogoo,代打屋トーゴー,35,10,25,standard,21,9784061026865,yes
daidaya-toogoo,代打屋トーゴー,35,10,25,standard,22,9784061026919,yes
daidaya-toogoo,代打屋トーゴー,35,10,25,standard,23,9784061027008,yes
daidaya-toogoo,代打屋トーゴー,35,10,25,standard,24,9784061027022,yes
daidaya-toogoo,代打屋トーゴー,35,10,25,standard,25,9784061027053,yes
daijina-koto-wa-miinna-neko-ni-osowatta,大事なことはみーんな猫に教わった,2,1,1,standard,1,9784870310896,yes
daiju-no-mound,大樹のマウンド,5,2,3,standard,1,9784063120776,yes
daiju-no-mound,大樹のマウンド,5,2,3,standard,3,9784063121537,yes
daiju-no-mound,大樹のマウンド,5,2,3,standard,4,9784063121940,yes
daijunjou-kun,大純情くん,5,2,3,standard,1,,no
daijunjou-kun,大純情くん,5,2,3,standard,2,,no
daijunjou-kun,大純情くん,5,2,3,standard,3,,no
dairenai-senka,大恋愛専科,2,1,1,standard,1,9784088495699,yes
dairyouki,大猟奇,2,1,1,standard,1,9784821195268,yes
daisannogokudou,第三の極道,10,6,4,standard,1,,no
daisannogokudou,第三の極道,10,6,4,standard,3,,no
daisannogokudou,第三の極道,10,6,4,standard,4,,no
daisannogokudou,第三の極道,10,6,4,standard,5,,no
daishoya-saei,代書屋佐永,3,2,1,standard,2,9784253194952,yes
daite-daite-daite-darling,抱いて抱いて抱いて❤ダーリン,15,10,5,standard,1,9784592152286,yes
daite-daite-daite-darling,抱いて抱いて抱いて❤ダーリン,15,10,5,standard,2,9784592152293,yes
daite-daite-daite-darling,抱いて抱いて抱いて❤ダーリン,15,10,5,standard,3,9784592152330,yes
daite-daite-daite-darling,抱いて抱いて抱いて❤ダーリン,15,10,5,standard,4,9784592152347,yes
daite-daite-daite-darling,抱いて抱いて抱いて❤ダーリン,15,10,5,standard,5,9784592152378,yes
daitoukyou-binboo-seikatsu-manual,大東京ビンボー生活マニュアル,10,5,5,standard,1,9784061765276,yes
daitoukyou-binboo-seikatsu-manual,大東京ビンボー生活マニュアル,10,5,5,standard,2,9784061765337,yes
daitoukyou-binboo-seikatsu-manual,大東京ビンボー生活マニュアル,10,5,5,standard,3,9784061765399,yes
daitoukyou-binboo-seikatsu-manual,大東京ビンボー生活マニュアル,10,5,5,standard,4,9784061765542,yes
daitoukyou-binboo-seikatsu-manual,大東京ビンボー生活マニュアル,10,5,5,standard,5,9784061765672,yes
dakara-papa-niwa-kanawanai,だからパパには敵わない,2,1,1,standard,1,9784592126355,yes
dakini-no-kyuuma,ダキニの九魔,2,1,1,standard,1,9784253200714,yes
dakkan,奪還,2,1,1,standard,1,9784575993134,yes
damenzu-walker,だめんず・うぉ～か～,21,20,1,standard,1,9784594606275,yes
dameoyaji,ダメおやじ,28,5,23,standard,1,,no
dameoyaji,ダメおやじ,28,5,23,standard,2,,no
dameoyaji,ダメおやじ,28,5,23,standard,3,,no
dameoyaji,ダメおやじ,28,5,23,standard,4,,no
dameoyaji,ダメおやじ,28,5,23,standard,5,,no
dameoyaji,ダメおやじ,28,5,23,standard,6,,no
dameoyaji,ダメおやじ,28,5,23,standard,7,,no
dameoyaji,ダメおやじ,28,5,23,standard,8,,no
dameoyaji,ダメおやじ,28,5,23,standard,9,,no
dameoyaji,ダメおやじ,28,5,23,standard,10,,no
dameoyaji,ダメおやじ,28,5,23,standard,11,,no
dameoyaji,ダメおやじ,28,5,23,standard,12,,no
dameoyaji,ダメおやじ,28,5,23,standard,13,,no
dameoyaji,ダメおやじ,28,5,23,standard,14,,no
dameoyaji,ダメおやじ,28,5,23,standard,15,,no
dameoyaji,ダメおやじ,28,5,23,standard,16,,no
dameoyaji,ダメおやじ,28,5,23,standard,17,,no
dameoyaji,ダメおやじ,28,5,23,standard,18,,no
dameoyaji,ダメおやじ,28,5,23,standard,19,,no
dameoyaji,ダメおやじ,28,5,23,standard,20,,no
dameoyaji,ダメおやじ,28,5,23,standard,21,,no
dameoyaji,ダメおやじ,28,5,23,bunkobon,3,9784575721072,yes
dameoyaji,ダメおやじ,28,5,23,bunkobon,7,9784575721126,yes
dancing-generation,ダンシング・ゼネレーション,6,2,4,standard,1,,no
dancing-generation,ダンシング・ゼネレーション,6,2,4,standard,2,,no
dancing-generation,ダンシング・ゼネレーション,6,2,4,standard,3,,no
dancing-generation,ダンシング・ゼネレーション,6,2,4,standard,4,,no
dandara-shinsengumi,ダンダラ新選組,2,1,1,standard,1,,no
danzaisha,断罪者,6,5,1,standard,5,9784847036026,yes
dare-nimo-ienai-hi,誰にも言えない(秘),14,13,1,standard,38,9784790121794,yes
dark-angel,ダーク・エンジェル,36,35,1,bunkobon,14,9784253179348,yes
dark-cat,ダークキャット,15,5,10,standard,1,,no
dark-cat,ダークキャット,15,5,10,standard,2,,no
dark-cat,ダークキャット,15,5,10,standard,3,,no
dark-cat,ダークキャット,15,5,10,standard,4,,no
dark-cat,ダークキャット,15,5,10,standard,5,,no
dark-cat,ダークキャット,15,5,10,standard,6,9784257981688,yes
dark-cat,ダークキャット,15,5,10,standard,7,9784257981770,yes
dark-cat,ダークキャット,15,5,10,standard,8,,no
dark-cat,ダークキャット,15,5,10,standard,9,9784257982395,yes
dark-cat,ダークキャット,15,5,10,standard,10,9784257982487,yes
dark-edge,DARK EDGE,20,12,8,standard,1,9784840211291,yes
dark-edge,DARK EDGE,20,12,8,standard,2,9784840212625,yes
dark-edge,DARK EDGE,20,12,8,standard,3,9784840214711,yes
dark-edge,DARK EDGE,20,12,8,standard,4,9784840216180,yes
dark-edge,DARK EDGE,20,12,8,standard,5,9784840217712,yes
dark-edge,DARK EDGE,20,12,8,standard,6,9784840219396,yes
dark-edge,DARK EDGE,20,12,8,standard,7,9784840220521,yes
dark-edge,DARK EDGE,20,12,8,standard,8,9784840221863,yes
dark-green,ダークグリーン,20,15,5,wideban,1,9784091357212,yes
dark-green,ダークグリーン,20,15,5,wideban,2,9784091357229,yes
dark-green,ダークグリーン,20,15,5,wideban,3,9784091357236,yes
dark-green,ダークグリーン,20,15,5,wideban,4,9784091357243,yes
dark-green,ダークグリーン,20,15,5,wideban,5,9784091357250,yes
darkside-blues,ダークサイド・ブルース,3,2,1,standard,1,9784253102148,yes
darkside-city,ダークサイド・シティ,2,1,1,standard,1,9784803324457,yes
darling-kishidan,ダーリン騎士団,6,2,4,standard,1,9784061760714,yes
darling-kishidan,ダーリン騎士団,6,2,4,standard,2,9784061760721,yes
darling-kishidan,ダーリン騎士団,6,2,4,standard,3,9784061760738,yes
darling-kishidan,ダーリン騎士団,6,2,4,standard,4,9784061760745,yes
daruma-tanaka-2004,達摩,2,1,1,standard,1,9784088710303,yes
dash-kappei,ダッシュ勝平,26,9,17,standard,1,,no
dash-kappei,ダッシュ勝平,26,9,17,standard,2,,no
dash-kappei,ダッシュ勝平,26,9,17,standard,3,,no
dash-kappei,ダッシュ勝平,26,9,17,standard,4,,no
dash-kappei,ダッシュ勝平,26,9,17,standard,5,,no
dash-kappei,ダッシュ勝平,26,9,17,standard,6,,no
dash-kappei,ダッシュ勝平,26,9,17,standard,7,,no
dash-kappei,ダッシュ勝平,26,9,17,standard,8,,no
dash-kappei,ダッシュ勝平,26,9,17,standard,9,,no
dash-kappei,ダッシュ勝平,26,9,17,standard,10,,no
dash-kappei,ダッシュ勝平,26,9,17,standard,11,,no
dash-kappei,ダッシュ勝平,26,9,17,standard,12,,no
dash-kappei,ダッシュ勝平,26,9,17,standard,13,,no
dash-kappei,ダッシュ勝平,26,9,17,standard,14,,no
dash-kappei,ダッシュ勝平,26,9,17,standard,15,,no
dash-kappei,ダッシュ勝平,26,9,17,standard,16,,no
dash-kappei,ダッシュ勝平,26,9,17,standard,17,,no
dash-yonkurou,ダッシュ!四駆郎,14,13,1,standard,11,,no
data,Data,8,7,1,standard,1,9784403615283,yes
date-masamune,伊達政宗,12,9,3,standard,6,9784061043459,yes
date-masamune,伊達政宗,12,9,3,standard,7,9784061043466,yes
date-masamune,伊達政宗,12,9,3,standard,8,9784061043473,yes
datenraku,打天楽,2,1,1,standard,1,9784091786913,yes
daughter-maker,ドーターメーカー,3,1,2,standard,2,9784063337730,yes
daughter-maker,ドーターメーカー,3,1,2,standard,3,9784063338027,yes
deadman,Deadman,6,5,1,standard,2,9784088782430,yes
dear-mine,ディアマイン,6,2,4,standard,1,9784592171812,yes
dear-mine,ディアマイン,6,2,4,standard,2,9784592171829,yes
dear-mine,ディアマイン,6,2,4,standard,3,9784592171836,yes
dear-mine,ディアマイン,6,2,4,standard,4,9784592171843,yes
dears,DearS,8,6,2,standard,1,9784840220866,yes
dears,DearS,8,6,2,standard,2,9784840222068,yes
death-note,DEATH NOTE,21,20,1,standard,1,,no
death-trap,デス・トラップ,2,1,1,standard,1,,no
decapolice,デカポリス,4,3,1,standard,4,9784253058889,yes
deddorain,死線,2,1,1,standard,1,9784257985891,yes
deep-forest,Deep Forest,2,1,1,standard,1,,no
defense-line,ディフェンスライン,3,2,1,standard,1,9784835212289,yes
deimosu-no-hanayome,悪魔の花嫁,37,26,11,standard,1,,no
deimosu-no-hanayome,悪魔の花嫁,37,26,11,standard,2,,no
deimosu-no-hanayome,悪魔の花嫁,37,26,11,standard,3,,no
deimosu-no-hanayome,悪魔の花嫁,37,26,11,standard,4,,no
deimosu-no-hanayome,悪魔の花嫁,37,26,11,standard,5,,no
deimosu-no-hanayome,悪魔の花嫁,37,26,11,standard,6,,no
deimosu-no-hanayome,悪魔の花嫁,37,26,11,standard,7,,no
deimosu-no-hanayome,悪魔の花嫁,37,26,11,standard,8,,no
deimosu-no-hanayome,悪魔の花嫁,37,26,11,standard,9,,no
deimosu-no-hanayome,悪魔の花嫁,37,26,11,standard,10,,no
deimosu-no-hanayome,悪魔の花嫁,37,26,11,standard,11,,no
deka-kyoushi,デカ教師,3,1,2,standard,1,9784797337594,yes
deka-kyoushi,デカ教師,3,1,2,standard,2,9784797341096,yes
dekasuron,デカスロン,36,35,1,standard,21,9784091523518,yes
deki-no-ii-kiss-warui-kiss,できのいいキス悪いキス,3,2,1,standard,2,9784872872347,yes
delta-saga,デルタサーガ,3,2,1,standard,1,9784797338829,yes
deltora-quest,デルトラクエスト,10,9,1,standard,1,,no
denaoshitoide,出直しといで!,10,4,6,standard,1,9784091816313,yes
denaoshitoide,出直しといで!,10,4,6,standard,2,9784091816320,yes
denaoshitoide,出直しといで!,10,4,6,standard,3,9784091816337,yes
denaoshitoide,出直しといで!,10,4,6,standard,4,9784091816344,yes
denaoshitoide,出直しといで!,10,4,6,standard,5,9784091816351,yes
denaoshitoide,出直しといで!,10,4,6,standard,6,9784091816368,yes
dengeki-tenjikaazu,電撃テンジカーズ,3,2,1,standard,3,9784048703383,yes
denki,電気,2,1,1,standard,1,9784592126867,yes
dennou-nao-san,電脳なをさん,5,2,3,standard,1,9784893665881,yes
dennou-nao-san,電脳なをさん,5,2,3,standard,2,9784756120045,yes
dennou-nao-san,電脳なをさん,5,2,3,standard,3,9784756134776,yes
dennou-seishounen-kouryakuhou,電脳青少年攻略法,2,1,1,standard,1,9784840240369,yes
derby-queen,Derby Queen,3,2,1,standard,2,9784091374462,yes
desert-coral,デザート・コーラル,5,4,1,standard,1,9784901926133,yes
desert-moon,デザート・ムーン,2,1,1,standard,1,9784877346584,yes
designer,デザイナー,3,1,2,standard,1,,no
designer,デザイナー,3,1,2,standard,2,,no
desire,Desire,2,1,1,standard,1,9784756714015,yes
devil-17,デビル17,6,2,4,standard,3,9784047124158,yes
devil-17,デビル17,6,2,4,standard,4,9784047124325,yes
devil-17,デビル17,6,2,4,standard,5,9784047124424,yes
devil-17,デビル17,6,2,4,standard,6,9784047124479,yes
devil-king,デビル・キング,3,2,1,standard,1,,no
devil,魔人,4,2,2,deluxe,1,9784063344196,yes
devil,魔人,4,2,2,deluxe,2,9784063344660,yes
devilman,デビルマン,15,5,10,standard,1,9784061091764,yes
devilman,デビルマン,15,5,10,standard,2,,no
devilman,デビルマン,15,5,10,standard,3,9784061091894,yes
devilman,デビルマン,15,5,10,standard,4,9784061091986,yes
devilman,デビルマン,15,5,10,standard,5,9784061092075,yes
devilman,デビルマン,15,5,10,bunkobon,1,,no
devilman,デビルマン,15,5,10,bunkobon,2,,no
devilman,デビルマン,15,5,10,bunkobon,3,,no
devilman,デビルマン,15,5,10,bunkobon,4,,no
devilman,デビルマン,15,5,10,bunkobon,5,,no
dhanrepooto,D班レポート,4,1,3,standard,1,,no
dhanrepooto,D班レポート,4,1,3,standard,2,,no
dhanrepooto,D班レポート,4,1,3,standard,3,,no
diaanu-do-roze-no-inbou,ディアーヌ・ド・ロゼの陰謀,2,1,1,standard,1,9784403611384,yes
diamond-godzilarn,ダイヤモンド❤ゴジラーン,2,1,1,standard,1,9784592116639,yes
dien-bien-phu,ディエンビエンフー,12,11,1,standard,1,9784048538909,yes
dino2,Dino²,3,2,1,standard,3,9784063348828,yes
diva,DIVA,11,5,6,standard,1,,no
diva,DIVA,11,5,6,standard,2,9784063027730,yes
diva,DIVA,11,5,6,standard,3,9784063027778,yes
diva,DIVA,11,5,6,standard,4,9784063027976,yes
diva,DIVA,11,5,6,standard,5,9784063028133,yes
diva,DIVA,11,5,6,standard,6,9784063028287,yes
do,Do?,3,2,1,standard,2,9784091396525,yes
dokaben,ドカベン,79,41,38,standard,2,,no
dokaben,ドカベン,79,41,38,standard,3,,no
dokaben,ドカベン,79,41,38,standard,5,,no
dokaben,ドカベン,79,41,38,standard,6,,no
dokaben,ドカベン,79,41,38,standard,7,,no
dokaben,ドカベン,79,41,38,standard,8,,no
dokaben,ドカベン,79,41,38,standard,9,,no
dokaben,ドカベン,79,41,38,standard,10,,no
dokaben,ドカベン,79,41,38,standard,17,,no
dokaben,ドカベン,79,41,38,standard,18,,no
dokaben,ドカベン,79,41,38,standard,20,,no
dokaben,ドカベン,79,41,38,standard,21,,no
dokaben,ドカベン,79,41,38,standard,22,,no
dokaben,ドカベン,79,41,38,standard,23,,no
dokaben,ドカベン,79,41,38,standard,24,,no
dokaben,ドカベン,79,41,38,standard,25,,no
dokaben,ドカベン,79,41,38,standard,26,,no
dokaben,ドカベン,79,41,38,standard,27,,no
dokaben,ドカベン,79,41,38,standard,28,,no
dokaben,ドカベン,79,41,38,standard,29,,no
dokaben,ドカベン,79,41,38,standard,30,,no
dokaben,ドカベン,79,41,38,standard,31,,no
dokaben,ドカベン,79,41,38,standard,32,,no
dokaben,ドカベン,79,41,38,standard,34,,no
dokaben,ドカベン,79,41,38,standard,35,,no
dokaben,ドカベン,79,41,38,standard,36,,no
dokaben,ドカベン,79,41,38,standard,37,,no
dokaben,ドカベン,79,41,38,standard,38,,no
dokaben,ドカベン,79,41,38,standard,39,,no
dokaben,ドカベン,79,41,38,standard,40,,no
dokaben,ドカベン,79,41,38,standard,41,,no
dokaben,ドカベン,79,41,38,standard,42,,no
dokaben,ドカベン,79,41,38,standard,43,,no
dokaben,ドカベン,79,41,38,standard,44,,no
dokaben,ドカベン,79,41,38,standard,45,,no
dokaben,ドカベン,79,41,38,standard,46,,no
dokaben,ドカベン,79,41,38,standard,47,,no
dokaben,ドカベン,79,41,38,standard,48,,no
dokibagu,ドキばぐ,5,1,4,standard,1,9784757705937,yes
dokibagu,ドキばぐ,5,1,4,standard,2,9784757712539,yes
dokibagu,ドキばぐ,5,1,4,standard,3,9784757718043,yes
dokibagu,ドキばぐ,5,1,4,standard,4,9784757729674,yes
dokidoki,どきどき,2,1,1,standard,1,9784088618685,yes
dokkiri-doctor,どっきりドクター,5,1,4,standard,1,,no
dokkiri-doctor,どっきりドクター,5,1,4,standard,2,,no
dokkiri-doctor,どっきりドクター,5,1,4,standard,3,9784091206237,yes
dokkiri-doctor,どっきりドクター,5,1,4,standard,4,9784091206244,yes
dokonjougaeru,ど根性ガエル,32,1,31,standard,1,,no
dokonjougaeru,ど根性ガエル,32,1,31,standard,2,,no
dokonjougaeru,ど根性ガエル,32,1,31,standard,3,,no
dokonjougaeru,ど根性ガエル,32,1,31,standard,4,,no
dokonjougaeru,ど根性ガエル,32,1,31,standard,5,,no
dokonjougaeru,ど根性ガエル,32,1,31,standard,6,,no
dokonjougaeru,ど根性ガエル,32,1,31,standard,7,,no
dokonjougaeru,ど根性ガエル,32,1,31,standard,8,,no
dokonjougaeru,ど根性ガエル,32,1,31,standard,9,,no
dokonjougaeru,ど根性ガエル,32,1,31,standard,10,,no
dokonjougaeru,ど根性ガエル,32,1,31,standard,11,,no
dokonjougaeru,ど根性ガエル,32,1,31,standard,12,,no
dokonjougaeru,ど根性ガエル,32,1,31,standard,13,,no
dokonjougaeru,ど根性ガエル,32,1,31,standard,14,,no
dokonjougaeru,ど根性ガエル,32,1,31,standard,15,,no
dokonjougaeru,ど根性ガエル,32,1,31,standard,16,,no
dokonjougaeru,ど根性ガエル,32,1,31,standard,17,,no
dokonjougaeru,ど根性ガエル,32,1,31,standard,18,,no
dokonjougaeru,ど根性ガエル,32,1,31,standard,19,,no
dokonjougaeru,ど根性ガエル,32,1,31,standard,20,,no
dokonjougaeru,ど根性ガエル,32,1,31,standard,21,,no
dokonjougaeru,ど根性ガエル,32,1,31,standard,22,,no
dokonjougaeru,ど根性ガエル,32,1,31,standard,23,,no
dokonjougaeru,ど根性ガエル,32,1,31,standard,24,,no
dokonjougaeru,ど根性ガエル,32,1,31,standard,25,,no
dokonjougaeru,ど根性ガエル,32,1,31,standard,26,,no
dokonjougaeru,ど根性ガエル,32,1,31,standard,27,,no
dokonjougaeru,ど根性ガエル,32,1,31,bunkobon,2,,no
dokonjougaeru,ど根性ガエル,32,1,31,bunkobon,3,,no
dokonjougaeru,ど根性ガエル,32,1,31,bunkobon,4,,no
dokonjougaeru,ど根性ガエル,32,1,31,bunkobon,5,,no
dokuhime,毒姫,8,6,2,standard,1,9784257905042,yes
dokuhime,毒姫,8,6,2,standard,2,9784257905424,yes
dokutaa-g-no-shima,ドクターGの島,2,1,1,standard,1,9784061083080,yes
dokutaa-moroo-no-lich-na-seikatsu,Dr.モローのリッチな生活,3,2,1,standard,1,9784925148382,yes
dokutaakumahige,Dr.クマひげ,9,4,5,standard,1,9784061020498,yes
dokutaakumahige,Dr.クマひげ,9,4,5,standard,2,9784061020559,yes
dokutaakumahige,Dr.クマひげ,9,4,5,standard,3,9784061020726,yes
dokutaakumahige,Dr.クマひげ,9,4,5,standard,4,9784061020818,yes
dokutaakumahige,Dr.クマひげ,9,4,5,standard,5,9784061021020,yes
doll-2000,DOLL,2,1,1,standard,1,9784840215138,yes
doll-master,DOLL MASTER,5,2,3,standard,1,9784840218740,yes
doll-master,DOLL MASTER,5,2,3,standard,2,9784840220194,yes
doll-master,DOLL MASTER,5,2,3,standard,3,9784840221665,yes
doll-no-ie,人形の家,2,1,1,standard,1,9784408432854,yes
dollgun,ドールガン,9,8,1,standard,6,9784253208161,yes
dome-children,DOME CHILDREN,3,1,2,standard,1,9784757507364,yes
dome-children,DOME CHILDREN,3,1,2,standard,3,9784757510517,yes
domestic,ドメスティック,2,1,1,standard,2,9784832230361,yes
don-dracula,ドン・ドラキュラ,5,2,3,standard,1,,no
don-dracula,ドン・ドラキュラ,5,2,3,standard,2,,no
don-dracula,ドン・ドラキュラ,5,2,3,standard,3,,no
dongame-yarou,どん亀野郎,10,5,5,standard,1,,no
dongame-yarou,どん亀野郎,10,5,5,standard,2,,no
dongame-yarou,どん亀野郎,10,5,5,standard,3,,no
dongame-yarou,どん亀野郎,10,5,5,standard,4,,no
dongame-yarou,どん亀野郎,10,5,5,standard,5,,no
dooberumandeka,ドーベルマン刑事,47,18,29,standard,1,,no
dooberumandeka,ドーベルマン刑事,47,18,29,standard,2,,no
dooberumandeka,ドーベルマン刑事,47,18,29,standard,3,,no
dooberumandeka,ドーベルマン刑事,47,18,29,standard,4,,no
dooberumandeka,ドーベルマン刑事,47,18,29,standard,5,,no
dooberumandeka,ドーベルマン刑事,47,18,29,standard,6,,no
dooberumandeka,ドーベルマン刑事,47,18,29,standard,7,,no
dooberumandeka,ドーベルマン刑事,47,18,29,standard,8,,no
dooberumandeka,ドーベルマン刑事,47,18,29,standard,9,,no
dooberumandeka,ドーベルマン刑事,47,18,29,standard,10,,no
dooberumandeka,ドーベルマン刑事,47,18,29,standard,11,,no
dooberumandeka,ドーベルマン刑事,47,18,29,standard,12,,no
dooberumandeka,ドーベルマン刑事,47,18,29,standard,13,,no
dooberumandeka,ドーベルマン刑事,47,18,29,standard,14,,no
dooberumandeka,ドーベルマン刑事,47,18,29,standard,15,,no
dooberumandeka,ドーベルマン刑事,47,18,29,standard,16,,no
dooberumandeka,ドーベルマン刑事,47,18,29,standard,17,,no
dooberumandeka,ドーベルマン刑事,47,18,29,standard,18,,no
dooberumandeka,ドーベルマン刑事,47,18,29,standard,19,,no
dooberumandeka,ドーベルマン刑事,47,18,29,standard,20,,no
dooberumandeka,ドーベルマン刑事,47,18,29,standard,21,,no
dooberumandeka,ドーベルマン刑事,47,18,29,standard,22,,no
dooberumandeka,ドーベルマン刑事,47,18,29,standard,23,,no
dooberumandeka,ドーベルマン刑事,47,18,29,standard,24,,no
dooberumandeka,ドーベルマン刑事,47,18,29,standard,25,,no
dooberumandeka,ドーベルマン刑事,47,18,29,standard,26,,no
dooberumandeka,ドーベルマン刑事,47,18,29,standard,27,,no
dooberumandeka,ドーベルマン刑事,47,18,29,standard,28,,no
dooberumandeka,ドーベルマン刑事,47,18,29,standard,29,,no
doonatsubukkusuishiihisaichisenshuu,DOUGHNUTS BOOKS ドーナツブックス いしいひさいち選集,15,2,13,standard,1,9784575960020,yes
doonatsubukkusuishiihisaichisenshuu,DOUGHNUTS BOOKS ドーナツブックス いしいひさいち選集,15,2,13,standard,2,9784575960037,yes
doonatsubukkusuishiihisaichisenshuu,DOUGHNUTS BOOKS ドーナツブックス いしいひさいち選集,15,2,13,standard,4,9784575960051,yes
doonatsubukkusuishiihisaichisenshuu,DOUGHNUTS BOOKS ドーナツブックス いしいひさいち選集,15,2,13,standard,5,9784575960068,yes
doonatsubukkusuishiihisaichisenshuu,DOUGHNUTS BOOKS ドーナツブックス いしいひさいち選集,15,2,13,standard,6,9784575960075,yes
doonatsubukkusuishiihisaichisenshuu,DOUGHNUTS BOOKS ドーナツブックス いしいひさいち選集,15,2,13,standard,7,9784575960082,yes
doonatsubukkusuishiihisaichisenshuu,DOUGHNUTS BOOKS ドーナツブックス いしいひさいち選集,15,2,13,standard,8,9784575960099,yes
doonatsubukkusuishiihisaichisenshuu,DOUGHNUTS BOOKS ドーナツブックス いしいひさいち選集,15,2,13,standard,9,9784575960105,yes
doonatsubukkusuishiihisaichisenshuu,DOUGHNUTS BOOKS ドーナツブックス いしいひさいち選集,15,2,13,standard,10,,no
doonatsubukkusuishiihisaichisenshuu,DOUGHNUTS BOOKS ドーナツブックス いしいひさいち選集,15,2,13,standard,11,9784575960129,yes
doonatsubukkusuishiihisaichisenshuu,DOUGHNUTS BOOKS ドーナツブックス いしいひさいち選集,15,2,13,standard,13,9784575960143,yes
doonatsubukkusuishiihisaichisenshuu,DOUGHNUTS BOOKS ドーナツブックス いしいひさいち選集,15,2,13,standard,14,9784575960150,yes
doonatsubukkusuishiihisaichisenshuu,DOUGHNUTS BOOKS ドーナツブックス いしいひさいち選集,15,2,13,standard,15,9784575960167,yes
doonto-dragon-kid-kun,ど～んとドラゴンキッドくん,4,3,1,standard,1,9784063239287,yes
doraemon-2002,ドラえもん,39,30,9,standard,3,9784124100105,yes
doraemon-2002,ドラえもん,39,30,9,standard,4,,no
doraemon-2002,ドラえもん,39,30,9,standard,6,9784124100228,yes
doraemon-2002,ドラえもん,39,30,9,standard,7,9784124100266,yes
doraemon-2002,ドラえもん,39,30,9,standard,8,,no
doraemon-2002,ドラえもん,39,30,9,standard,12,9784124100464,yes
doraemon-2002,ドラえもん,39,30,9,standard,16,,no
doraemon-2002,ドラえもん,39,30,9,standard,21,,no
doraemon-2002,ドラえもん,39,30,9,standard,23,,no
doraemon-2013,DORAEMON,46,33,13,standard,3,,no
doraemon-2013,DORAEMON,46,33,13,standard,4,,no
doraemon-2013,DORAEMON,46,33,13,standard,6,,no
doraemon-2013,DORAEMON,46,33,13,standard,8,,no
doraemon-2013,DORAEMON,46,33,13,standard,16,,no
doraemon-2013,DORAEMON,46,33,13,standard,21,,no
doraemon-2013,DORAEMON,46,33,13,standard,23,,no
doraemon-2013,DORAEMON,46,33,13,standard,40,9784124102673,yes
doraemon-2013,DORAEMON,46,33,13,standard,41,9784124102710,yes
