key	base	verdict	role	new_slug	title	surname	flag
qid:Q438220|name:LA VIE EN ROSE	la-vie-en-rose	different_works	sub	la-vie-en-rose-1998	LA VIE EN ROSE		YEAR_ONLY
qid:Q11345156|name:ラ・ヴィ・アン・ローズ	la-vie-en-rose	different_works	sub	la-vie-en-rose-yamada-2005	ラ・ヴィ・アン・ローズ	yamada	
name:菊池政治|name:賢者の孫	kenja-no-mago	subseries	main	kenja-no-mago	賢者の孫		
name:吉岡剛|name:賢者の孫	kenja-no-mago	subseries	main	kenja-no-mago-2	賢者の孫		
qid:Q471133|name:水滸伝	suikoden	different_works	main	suikoden	水滸伝	yokoyama	
name:久保田千太郎|name:水滸伝	suikoden	different_works	sub	suikoden-sentaro-1980	水滸伝	sentaro	
name:陳維東|name:水滸伝	suikoden	different_works	sub	suikoden-2006	水滸伝		YEAR_ONLY
name:李志清|name:水滸伝	suikoden	different_works	sub	suikoden-2005	水滸伝		YEAR_ONLY
qid:Q2661273|name:水滸伝	suikoden	different_works	sub	suikoden-2000	水滸伝		YEAR_ONLY
name:北方謙三|name:水滸伝	suikoden	different_works	sub	suikoden-inoe-2003	水滸伝	inoe	
qid:Q256425|name:春日局	kasuga-no-tsubone	different_works	main	kasuga-no-tsubone	春日局	ikeda	
name:堀和久|name:春日局	kasuga-no-tsubone	different_works	sub	kasuga-no-tsubone-1988	春日局		YEAR_ONLY
name:橋田寿賀子|name:春日局	kasuga-no-tsubone	different_works	sub	kasuga-no-tsubone-watanabe-1989	春日局	watanabe	
qid:Q11542475|name:春日局	kasuga-no-tsubone	different_works	sub	kasuga-no-tsubone-1988-2	春日局		YEAR_ONLY
qid:Q6883357|name:春日の局	kasuga-no-tsubone	different_works	sub	kasuga-no-tsubone-miura-1989	春日の局	miura	
qid:Q2077268|name:ボーダー	border	different_works	main	border	ボーダー		
name:金城一紀|name:BORDER	border	different_works	sub	border-kotegawa-2014	BORDER	kotegawa	
qid:Q11562011|name:ボーダー	border	different_works	sub	border-watanabe-2013	ボーダー	watanabe	
qid:Q1504165|name:吾	go	different_works	main	go	吾		
name:金城一紀|name:GO	go	different_works	sub	go-kondo-2002	GO	kondo	
name:金沢有倖|name:Get!	get	different_works	main	get	Get!	kanazawa	
qid:Q2606338|name:GET!	get	different_works	sub	get-azuma-1999	GET!	azuma	
name:古流望|name:おかしな転生	okashina-tensei	subseries	main	okashina-tensei	おかしな転生		
name:珠梨やすゆき|name:おかしな転生	okashina-tensei	subseries	main	okashina-tensei-2	おかしな転生		
qid:Q731579|name:JUNK	junk	different_works	main	junk	JUNK		
name:戸井十月|name:JUNK	junk	different_works	sub	junk-1994	JUNK		YEAR_ONLY
qid:Q11280869|name:ジャンク	junk	different_works	sub	junk-2005	ジャンク		YEAR_ONLY
name:五条敏|name:ステップ	step	different_works	main	step	ステップ		
qid:Q545241|name:Step	step	different_works	sub	step-nakaji-1991	Step	nakaji	
qid:Q837487|name:STEP-ステップ-	step	different_works	sub	step-1993	STEP-ステップ-		YEAR_ONLY
qid:Q463084|name:Heaven?	heaven	different_works	main	heaven	Heaven?	sasaki	
qid:Q8952464|name:ヘヴン	heaven	different_works	sub	heaven-2000	ヘヴン		YEAR_ONLY
qid:Q7499514|name:Heaven!!	heaven	different_works	sub	heaven-seino-2003	Heaven!!	seino	
name:高群保|name:Heaven	heaven	different_works	sub	heaven-takamure-1993	Heaven	takamure	
qid:Q9201154|name:ヘヴン	heaven	different_works	sub	heaven-oda-2000	ヘヴン	oda	
qid:Q6381457|name:HEAVEN!	heaven	different_works	sub	heaven-2005	HEAVEN!		YEAR_ONLY
qid:Q2601844|name:Heaven	heaven	different_works	sub	heaven-2000-2	Heaven		YEAR_ONLY
qid:Q11573143|name:HEAVEN	heaven	different_works	sub	heaven-2001	HEAVEN		YEAR_ONLY
qid:Q1142135|name:HEAVEN	heaven	different_works	sub	heaven-2007	HEAVEN		YEAR_ONLY
name:榊一郎|name:神曲奏界ポリフォニカ	shinkyoku-soukai-porifonika	different_works	main	shinkyoku-soukai-porifonika	神曲奏界ポリフォニカ	sakaki	
name:高殿円|name:神曲奏界ポリフォニカ	shinkyoku-soukai-porifonika	different_works	sub	shinkyoku-soukai-porifonika-takadono-2009	神曲奏界ポリフォニカ	takadono	
qid:Q10938181|name:神曲奏界ポリフォニカ	shinkyoku-soukai-porifonika	different_works	sub	shinkyoku-soukai-porifonika-2009	神曲奏界ポリフォニカ		YEAR_ONLY
qid:Q11571900|name:ほんとにあった怖い話	honto-ni-atta-kowai-hanashi	different_works	main	honto-ni-atta-kowai-hanashi	ほんとにあった怖い話		
name:黒田祐乎|name:ほんとにあった怖い話	honto-ni-atta-kowai-hanashi	different_works	sub	honto-ni-atta-kowai-hanashi-1991	ほんとにあった怖い話		YEAR_ONLY
qid:Q11225662|name:ほんとにあった怖い話	honto-ni-atta-kowai-hanashi	different_works	sub	honto-ni-atta-kowai-hanashi-2009	ほんとにあった怖い話		YEAR_ONLY
qid:Q11257448|name:宮沢賢治・漫画館	miyazawa-kenji-mangakan	different_works	main	miyazawa-kenji-mangakan	宮沢賢治・漫画館	tamura	
name:佐藤国男|name:宮澤賢治・漫画館	miyazawa-kenji-mangakan	different_works	sub	miyazawa-kenji-mangakan-1996	宮澤賢治・漫画館		YEAR_ONLY
qid:Q431975|name:宮沢賢治・漫画館	miyazawa-kenji-mangakan	different_works	sub	miyazawa-kenji-mangakan-1985	宮沢賢治・漫画館		YEAR_ONLY
name:佐藤千恵|name:氷の女王	koori-no-joou	different_works	main	koori-no-joou	氷の女王		
qid:Q11583140|name:氷の女王	koori-no-joou	different_works	sub	koori-no-joou-2013	氷の女王		YEAR_ONLY
name:三枚堂達也|name:紅葉の棋節	momiji-no-kisetsu	subseries	main	momiji-no-kisetsu	紅葉の棋節	satosho	SUBSERIES_NO_PREFIX
qid:Q11575958|name:モミジの棋節	momiji-no-kisetsu	subseries	sub	momiji-no-kisetsu-satosho-2017	モミジの棋節	satosho	SUBSERIES_NO_PREFIX
qid:Q324980|name:僕らはみんな生きている	bokura-wa-minna-ikiteiru	different_works	main	bokura-wa-minna-ikiteiru	僕らはみんな生きている	isshiki	
name:山浦章|name:ボクらはみんな生きている	bokura-wa-minna-ikiteiru	different_works	sub	bokura-wa-minna-ikiteiru-yamaura-1993	ボクらはみんな生きている	yamaura	
qid:Q11273362|name:魔界転生	makai-tenshou	option2	sub	makai-tenshou-yamada-1999	魔界転生	yamada	
name:山田風太郎|name:魔界転生	makai-tenshou	option2	sub	makai-tenshou-yamada-1987	魔界転生	yamada	
name:秋田米|name:ラグナロクオンライン	ragnarok-online	different_works	main	ragnarok-online	ラグナロクオンライン	akita	
qid:Q11410507|name:ラグナロクオンライン	ragnarok-online	different_works	sub	ragnarok-online-2006	ラグナロクオンライン		YEAR_ONLY
qid:Q11623704|name:ラグナロクオンライン	ragnarok-online	different_works	sub	ragnarok-online-2006-2	ラグナロクオンライン		YEAR_ONLY
qid:Q11198935|name:ラグナロクオンライン	ragnarok-online	different_works	sub	ragnarok-online-2007	ラグナロクオンライン		YEAR_ONLY
name:小川京美|name:学校の怪談	gakkou-no-kaidan	different_works	main	gakkou-no-kaidan	学校の怪談	ogawa	
name:櫂末高彰|name:学校の階段	gakkou-no-kaidan	different_works	sub	gakkou-no-kaidan-kaima-2010	学校の階段	kaima	
name:破邪|name:学校の怪談	gakkou-no-kaidan	different_works	sub	gakkou-no-kaidan-paja-1997	学校の怪談	paja	
qid:Q9116996|name:学校の怪談	gakkou-no-kaidan	different_works	sub	gakkou-no-kaidan-koga-1994	学校の怪談	koga	
qid:Q11372936|name:学校の怪談	gakkou-no-kaidan	different_works	sub	gakkou-no-kaidan-inoe-1995	学校の怪談	inoe	
name:新田次郎|name:武田信玄	takeda-shingen	different_works	main	takeda-shingen	武田信玄	nitta	
qid:Q967455|name:武田信玄	takeda-shingen	different_works	sub	takeda-shingen-1987	武田信玄		YEAR_ONLY
qid:Q11577376|name:武田信玄	takeda-shingen	different_works	sub	takeda-shingen-1988	武田信玄		YEAR_ONLY
qid:Q11560319|name:武田信玄|sub:甲斐の虎、乱世を喰らう。	takeda-shingen	different_works	sub	takeda-shingen-2023	武田信玄		YEAR_ONLY
qid:Q17161397|name:誰何suika	suika	different_works	main	suika	誰何suika		
name:森とんかつ|name:スイカ	suika	different_works	sub	suika-mori-2021	スイカ	mori	
name:真樹日佐夫|name:とべない翼	tobenai-tsubasa	different_works	main	tobenai-tsubasa	とべない翼	umemoto	
qid:Q48762140|name:翔べない翼	tobenai-tsubasa	different_works	sub	tobenai-tsubasa-2007	翔べない翼		YEAR_ONLY
name:水野透子|name:星に願いを	hoshi-ni-negai-o	different_works	main	hoshi-ni-negai-o	星に願いを	mizuno	
name:西村ミツル|name:星に願いを	hoshi-ni-negai-o	different_works	sub	hoshi-ni-negai-o-himawari-2004	星に願いを	himawari	
qid:Q11388964|name:星に願いを	hoshi-ni-negai-o	different_works	sub	hoshi-ni-negai-o-2001	星に願いを		YEAR_ONLY
qid:Q11278120|name:星にねがいを	hoshi-ni-negai-o	different_works	sub	hoshi-ni-negai-o-maita-2016	星にねがいを	maita	
name:瀬名真紗也|name:King	king	different_works	main	king	King		
qid:Q11269330|name:King	king	different_works	sub	king-shinmura-2002	King	shinmura	
name:池波正太郎|name:コミック乱セレクション	comic-ran-selection	different_works	main	comic-ran-selection	コミック乱セレクション		
qid:Q2661273|name:コミック乱セレクション	comic-ran-selection	different_works	sub	comic-ran-selection-2016	コミック乱セレクション		YEAR_ONLY
name:青木健生|name:コミック乱セレクション	comic-ran-selection	different_works	sub	comic-ran-selection-aoki-2017	コミック乱セレクション	aoki	
name:中邑冴|name:浅見光彦ミステリースペシャル傑作選	asami-mitsuhiko-mystery-special-kessakusen	different_works	main	asami-mitsuhiko-mystery-special-kessakusen	浅見光彦ミステリースペシャル傑作選	nakamura	
name:千村青|name:浅見光彦ミステリースペシャル傑作選	asami-mitsuhiko-mystery-special-kessakusen	different_works	sub	asami-mitsuhiko-mystery-special-kessakusen-chimura-2012	浅見光彦ミステリースペシャル傑作選	chimura	
qid:Q17161092|name:浅見光彦ミステリースペシャル傑作選	asami-mitsuhiko-mystery-special-kessakusen	different_works	sub	asami-mitsuhiko-mystery-special-kessakusen-2016	浅見光彦ミステリースペシャル傑作選		YEAR_ONLY
name:中西ゆか|name:浅見光彦ミステリースペシャル傑作選	asami-mitsuhiko-mystery-special-kessakusen	different_works	sub	asami-mitsuhiko-mystery-special-kessakusen-2017	浅見光彦ミステリースペシャル傑作選		YEAR_ONLY
qid:Q22127111|name:浅見光彦ミステリースペシャル傑作選	asami-mitsuhiko-mystery-special-kessakusen	different_works	sub	asami-mitsuhiko-mystery-special-kessakusen-2018	浅見光彦ミステリースペシャル傑作選		YEAR_ONLY
qid:Q47580510|name:浅見光彦ミステリースペシャル傑作選	asami-mitsuhiko-mystery-special-kessakusen	different_works	sub	asami-mitsuhiko-mystery-special-kessakusen-2011	浅見光彦ミステリースペシャル傑作選		YEAR_ONLY
qid:Q11532582|name:STAND UP!	stand-up	different_works	main	stand-up	STAND UP!	itagaki	
name:川谷康久|name:Stand Up!	stand-up	different_works	sub	stand-up-yamakawa-2013	Stand Up!	yamakawa	
qid:Q11265507|name:Stand UP!!!!	stand-up	different_works	sub	stand-up-kumagai-2010	Stand UP!!!!	kumagai	
qid:Q9013687|name:PARTNER	partner	different_works	main	partner	Partner	naka	
name:麻乃真純|name:パートナー	partner	different_works	sub	partner-1999	パートナー		YEAR_ONLY
name:創美社|name:パートナー	partner	different_works	sub	partner-obana-2000	パートナー	obana	
qid:Q11265330|name:パートナー	partner	different_works	sub	partner-1990	パートナー		YEAR_ONLY
qid:Q6858005|name:パートナー	partner	different_works	sub	partner-1993	パートナー		YEAR_ONLY
qid:Q3814181|name:先生!	sensei	different_works	main	sensei	先生!		
qid:Q11475854|name:せんせい	sensei	different_works	sub	sensei-2002	せんせい		YEAR_ONLY
qid:Q11622572|name:先生	sensei	different_works	sub	sensei-2009	先生		YEAR_ONLY
name:相河柚希|name:マンガ百人一首物語	manga-hyakunin-isshu-monogatari	option2	sub	manga-hyakunin-isshu-monogatari-2014	マンガ百人一首物語		YEAR_ONLY
name:飯田要|name:マンガ百人一首物語	manga-hyakunin-isshu-monogatari	option2	sub	manga-hyakunin-isshu-monogatari-2014-2	マンガ百人一首物語		YEAR_ONLY
name:太宰治|name:人間失格	ningen-shikkaku	different_works	main	ningen-shikkaku	人間失格	furuya	
qid:Q11547408|name:人間失格	ningen-shikkaku	different_works	sub	ningen-shikkaku-ito-2010	人間失格	ito	
qid:Q533664|name:人間失格	ningen-shikkaku	different_works	sub	ningen-shikkaku-2011	人間失格		YEAR_ONLY
name:大下英治|name:手塚治虫	tezuka-osamu	different_works	main	tezuka-osamu	手塚治虫	ohshita	
qid:Q11381510|name:手塚治虫	tezuka-osamu	different_works	sub	tezuka-osamu-1996	手塚治虫		YEAR_ONLY
name:大崎亮平|name:とびだせどうぶつの森|sub:はりきり村長イッペー!	tobidase-doubutsu-no-mori	different_works	main	tobidase-doubutsu-no-mori	とびだせどうぶつの森		
qid:Q11522664|name:とびだせどうぶつの森	tobidase-doubutsu-no-mori	different_works	sub	tobidase-doubutsu-no-mori-2014	とびだせどうぶつの森		YEAR_ONLY
qid:Q11303436|name:とびだせどうぶつの森	tobidase-doubutsu-no-mori	different_works	sub	tobidase-doubutsu-no-mori-2015	とびだせどうぶつの森		YEAR_ONLY
name:知原朱美|name:恋愛ジャンキー	love-junkie	different_works	main	love-junkie	恋愛ジャンキー		
qid:Q11103202|name:恋愛ジャンキー	love-junkie	different_works	sub	love-junkie-tohjoh-2001	恋愛ジャンキー	tohjoh	
name:池波正太郎|name:仕掛人藤枝梅安	shikakenin-fujieda-baian	option2	sub	shikakenin-fujieda-baian-2002	仕掛人藤枝梅安		YEAR_ONLY
qid:Q2661273|name:仕掛人藤枝梅安	shikakenin-fujieda-baian	option2	sub	shikakenin-fujieda-baian-ikenami-2025	仕掛人藤枝梅安	ikenami	
name:茶留たかふみ|name:漫画版世界の歴史	mangaban-sekai-no-rekishi	option2	sub	mangaban-sekai-no-rekishi-2009	漫画版世界の歴史		YEAR_ONLY
qid:Q11258512|name:漫画版世界の歴史	mangaban-sekai-no-rekishi	option2	sub	mangaban-sekai-no-rekishi-2009-2	漫画版世界の歴史		YEAR_ONLY
qid:Q11372936|name:漫画版世界の歴史	mangaban-sekai-no-rekishi	option2	sub	mangaban-sekai-no-rekishi-2009-3	漫画版世界の歴史		YEAR_ONLY
qid:Q11474067|name:漫画版世界の歴史	mangaban-sekai-no-rekishi	option2	sub	mangaban-sekai-no-rekishi-2009-4	漫画版世界の歴史		YEAR_ONLY
qid:Q11599500|name:漫画版世界の歴史	mangaban-sekai-no-rekishi	option2	sub	mangaban-sekai-no-rekishi-2009-5	漫画版世界の歴史		YEAR_ONLY
name:田中花壇|name:初恋	hatsukoi	different_works	main	hatsukoi	初恋	shimokitazawa	
name:中村雅|name:初恋	hatsukoi	different_works	sub	hatsukoi-yamada-2020	初恋	yamada	
qid:Q3135493|name:初恋	hatsukoi	different_works	sub	hatsukoi-ninomiya-1998	初恋	ninomiya	
qid:Q11278817|name:はつこい	hatsukoi	different_works	sub	hatsukoi-mikokuno-2010	はつこい	mikokuno	
qid:Q4675114|name:初恋	hatsukoi	different_works	sub	hatsukoi-abe-2011	初恋	abe	
qid:Q11326896|name:初恋	hatsukoi	different_works	sub	hatsukoi-harumi-2022	初恋	harumi	
qid:Q7500116|name:キリン	kirin	different_works	main	kirin	キリン	halumoto	
qid:Q11425021|name:きりん	kirin	different_works	sub	kirin-1996	きりん		YEAR_ONLY
name:椎隆子|name:麒麟	kirin	different_works	sub	kirin-shii-1990	麒麟	shii	
qid:Q6388734|name:きりん	kirin	different_works	sub	kirin-yagami-1998	きりん	yagami	
qid:Q11466564|name:キリン	kirin	different_works	sub	kirin-2007	キリン		YEAR_ONLY
qid:Q27286|name:ライオット	riot	different_works	main	riot	ライオット	shiki	
name:塚田ゆうた|name:RIOT	riot	different_works	sub	riot-tsukada-2025	RIOT	tsukada	
qid:Q11503752|name:RIOT	riot	different_works	sub	riot-shinda-1989	RIOT	shinda	
qid:Q11464798|name:失楽園	shitsurakuen	different_works	main	shitsurakuen	失楽園	naomura	
name:渡辺淳一|name:失楽園	shitsurakuen	different_works	sub	shitsurakuen-1997	失楽園		YEAR_ONLY
qid:Q5209147|name:失楽園	shitsurakuen	different_works	sub	shitsurakuen-kawashima-1988	失楽園	kawashima	
qid:Q11227223|name:失楽園	shitsurakuen	different_works	sub	shitsurakuen-1996	失楽園		YEAR_ONLY
name:二区|name:ツイテル彼女。	tsuiteru-kanojo	different_works	main	tsuiteru-kanojo	ツイテル彼女。	niku	
qid:Q5361785|name:ツイてるカノジョ	tsuiteru-kanojo	different_works	sub	tsuiteru-kanojo-fujima-2005	ツイてるカノジョ	fujima	
qid:Q6165255|name:ツいてる彼女	tsuiteru-kanojo	different_works	sub	tsuiteru-kanojo-enjoji-2005	ツいてる彼女	enjoji	
qid:Q11395646|name:メトロイド	metroid	option2	sub	metroid-2003	メトロイド		YEAR_ONLY
name:任天堂株式会社|name:METROID	metroid	option2	sub	metroid-nintendo-2003	METROID	nintendo	
qid:Q8062090|name:Honey	honey	different_works	main	honey	Honey	tachibana	
name:馬場美由紀|name:ハニー	honey	different_works	sub	honey-meguro-2013	ハニー	meguro	
qid:Q7720778|name:ハニィ	honey	different_works	sub	honey-sakurai-2001	ハニィ	sakurai	
qid:Q2280506|name:HONEY!!	honey	different_works	sub	honey-2002	HONEY!!		YEAR_ONLY
qid:Q351742|name:MIX	mix	different_works	main	mix	MIX		
name:白山仁|name:MIX	mix	different_works	sub	mix-2013	MIX		YEAR_ONLY
name:姫川明|name:ゼルダの伝説	zeruda-no-densetsu	option2	sub	zeruda-no-densetsu-himekawa-2000	ゼルダの伝説	himekawa	
qid:Q11263891|name:ゼルダの伝説	zeruda-no-densetsu	option2	sub	zeruda-no-densetsu-1994	ゼルダの伝説		YEAR_ONLY
qid:Q471103|name:ゼルダの伝説	zeruda-no-densetsu	option2	sub	zeruda-no-densetsu-1993	ゼルダの伝説		YEAR_ONLY
name:百瀬祐一郎|name:ヒプノシスマイク|sub:division rap battle-side F.P & M +	hipunoshisumaiku	different_works	main	hipunoshisumaiku	ヒプノシスマイク	momose	
name:百瀬祐一郎|name:ヒプノシスマイク|sub:division rap battle-side D.H & B.A.T	hipunoshisumaiku	different_works	sub	hipunoshisumaiku-momose-2020	ヒプノシスマイク	momose	
name:富野由悠季|name:新機動戦記ガンダムW	shin-mobile-senki-gundam-wing	different_works	main	shin-mobile-senki-gundam-wing	新機動戦記ガンダムW	tokita	
qid:Q9046266|name:新機動戦記ガンダムW	shin-mobile-senki-gundam-wing	different_works	sub	shin-mobile-senki-gundam-wing-1995	新機動戦記ガンダムW		YEAR_ONLY
qid:Q110403049|name:新機動戦記ガンダムW	shin-mobile-senki-gundam-wing	different_works	sub	shin-mobile-senki-gundam-wing-1996	新機動戦記ガンダムW		YEAR_ONLY
qid:Q11279570|name:新機動戦記ガンダムW	shin-mobile-senki-gundam-wing	different_works	sub	shin-mobile-senki-gundam-wing-1996-2	新機動戦記ガンダムW		YEAR_ONLY
qid:Q11543616|name:新機動戦記ガンダムW	shin-mobile-senki-gundam-wing	different_works	sub	shin-mobile-senki-gundam-wing-1996-3	新機動戦記ガンダムW		YEAR_ONLY
name:芳村杏|name:うぇるかむ!	welcome	different_works	main	welcome	うぇるかむ!	ayumi	
qid:Q9014832|name:ウェルカム	welcome	different_works	sub	welcome-narita-1978	ウェルカム	narita	
qid:Q6410148|name:ウェルカム	welcome	different_works	sub	welcome-1979	ウェルカム		YEAR_ONLY
name:萌木ゆう|name:カテキョ!	katekyo	different_works	main	katekyo	カテキョ!	moegi	
qid:Q11384930|name:かてきょ!	katekyo	different_works	sub	katekyo-2009	かてきょ!		YEAR_ONLY
qid:Q2630137|name:武	takeru	different_works	main	takeru	武	terasawa	
qid:Q5276666|name:takeru	takeru	different_works	sub	takeru-nakashima-2006	takeru	nakashima	
name:矢間野狐|name:タケル	takeru	different_works	sub	takeru-1997	タケル		YEAR_ONLY
qid:Q7105688|name:タケル	takeru	different_works	sub	takeru-1984	タケル		YEAR_ONLY
qid:Q3201015|name:タケル	takeru	different_works	sub	takeru-1997-2	タケル		YEAR_ONLY
name:矢島正雄|name:SORA!	sora	different_works	main	sora	SORA!	yajima	
qid:Q725387|name:宙	sora	different_works	sub	sora-2004	宙		YEAR_ONLY
qid:Q11549176|name:空	sora	different_works	sub	sora-2007	空		YEAR_ONLY
qid:Q9318872|name:そら	sora	different_works	sub	sora-2008	そら		YEAR_ONLY
qid:Q1049526|name:機動戦士ガンダム	mobile-suit-gundam	different_works	main	mobile-suit-gundam	機動戦士ガンダム		
name:矢立肇|name:機動戦士ガンダム	mobile-suit-gundam	different_works	sub	mobile-suit-gundam-yatate-1998	機動戦士ガンダム	yatate	
qid:Q11386858|name:純!!	jun	different_works	main	jun	純!!		
name:友川丈之|name:純	jun	different_works	sub	jun-1997	純		YEAR_ONLY
qid:Q11539225|name:Jun	jun	different_works	sub	jun-1983	Jun		YEAR_ONLY
qid:Q471103|name:ジュン	jun	different_works	sub	jun-ishinomori-2003	Jun	ishinomori	
qid:Q2389719|name:純	jun	different_works	sub	jun-2012	純		YEAR_ONLY
qid:Q597117|name:Fake	fake	different_works	main	fake	Fake	mato	
qid:Q11677429|name:Fake	fake	different_works	sub	fake-1991	Fake		YEAR_ONLY
name:葉芝真己|name:フェイク|sub:警視庁極秘捜査班	fake	different_works	sub	fake-hashiba-2022	フェイク	hashiba	
qid:Q11589718|name:フェイク!	fake	different_works	sub	fake-1994	フェイク!		YEAR_ONLY
qid:Q11541939|name:フェイク	fake	different_works	sub	fake-makimura-2001	フェイク	makimura	
qid:Q11411411|name:FAKE	fake	different_works	sub	fake-homunculus-2011	FAKE	homunculus	
qid:Q3120545|name:フェイク!	fake	different_works	sub	fake-tanabe-2011	フェイク!	tanabe	
qid:Q11676465|name:フェイク♂	fake	different_works	sub	fake-kano-2015	フェイク♂	kano	
name:藍山恵|name:VALKYRIE PROFILE	valkyrie-profile	different_works	main	valkyrie-profile	VALKYRIE PROFILE	aiyama	
qid:Q11423523|name:VALKYRIE PROFILE	valkyrie-profile	different_works	sub	valkyrie-profile-hijikata-2000	VALKYRIE PROFILE	hijikata	
qid:Q11474104|name:VALKYRIE PROFILE	valkyrie-profile	different_works	sub	valkyrie-profile-takanagi-2000	VALKYRIE PROFILE	takanagi	
qid:Q11673888|name:VALKYRIE PROFILE	valkyrie-profile	different_works	sub	valkyrie-profile-2000	VALKYRIE PROFILE		YEAR_ONLY
qid:Q11591065|name:VALKYRIE PROFILE	valkyrie-profile	different_works	sub	valkyrie-profile-2001	VALKYRIE PROFILE		YEAR_ONLY
qid:Q8978628|name:VALKYRIE PROFILE	valkyrie-profile	different_works	sub	valkyrie-profile-2001-2	VALKYRIE PROFILE		YEAR_ONLY
name:立花アスカ|name:先生、あのね。	sensei-anone	different_works	main	sensei-anone	先生、あのね。		
qid:Q18054544|name:先生、あのね!	sensei-anone	different_works	sub	sensei-anone-2010	先生、あのね!		YEAR_ONLY
qid:Q11463264|name:センセイあのね?	sensei-anone	different_works	sub	sensei-anone-moketa-2012	センセイあのね?	moketa	
name:竜騎士07|name:ひぐらしのなく頃に 鬼曝し編	higurashi-no-naku-koro-ni	subseries	sub	higurashi-no-naku-koro-ni-onisarashihen	ひぐらしのなく頃に 鬼曝し編		
qid:Q11279252|name:ひぐらしのなく頃に 宵越し編	higurashi-no-naku-koro-ni	subseries	sub	higurashi-no-naku-koro-ni-yoigoshihen	ひぐらしのなく頃に 宵越し編		
qid:Q11385435|name:ひぐらしのなく頃に 昼壊し編	higurashi-no-naku-koro-ni	subseries	sub	higurashi-no-naku-koro-ni-hirukowashihen	ひぐらしのなく頃に 昼壊し編		
qid:Q181569|name:ひぐらしのなく頃に 綿流し編	higurashi-no-naku-koro-ni	subseries	sub	higurashi-no-naku-koro-ni-mennagashihen	ひぐらしのなく頃に 綿流し編		
qid:Q521706|name:ひぐらしのなく頃に 暇潰し編	higurashi-no-naku-koro-ni	subseries	sub	higurashi-no-naku-koro-ni-himatsubushihen	ひぐらしのなく頃に 暇潰し編		
qid:Q6370938|name:ひぐらしのなく頃に 鬼隠し編	higurashi-no-naku-koro-ni	subseries	sub	higurashi-no-naku-koro-ni-onikakushihen-2	ひぐらしのなく頃に 鬼隠し編		
qid:Q9040183|name:ひぐらしのなく頃に 祟殺し編	higurashi-no-naku-koro-ni	subseries	sub	higurashi-no-naku-koro-ni-tatarikoroshihen	ひぐらしのなく頃に 祟殺し編		
qid:Q11457873|name:UNDEAD	undead	different_works	main	undead	UNDEAD		
name:露久ふみ|name:UNDEAD-アンデッド-	undead	different_works	sub	undead-tsuyuhisa-2021	UNDEAD-アンデッド-	tsuyuhisa	
qid:Q2599283|name:アンデッド	undead	different_works	sub	undead-inoe-2008	アンデッド	inoe	
name:筧一成|name:NORA	nora	different_works	main	nora	NORA	kakei	
qid:Q11388964|name:のら	nora	different_works	sub	nora-1993	のら		YEAR_ONLY
qid:Q11488834|name:トゥィンクル・ノーラ	nora	different_works	sub	nora-1984	トゥィンクル・ノーラ		YEAR_ONLY
qid:Q11488834|name:ノーラ	nora	different_works	sub	nora-mikuriya-2000	Nora	mikuriya	
name:鵤いるか|name:smile	smile	different_works	main	smile	smile		
qid:Q837487|name:SMILE!	smile	different_works	sub	smile-1998	SMILE!		YEAR_ONLY
qid:Q11513569|name:スマイル	smile	different_works	sub	smile-kasugai-2016	スマイル	kasugai	
qid:Q2601844|name:Smile!	smile	different_works	sub	smile-1998-2	Smile!		YEAR_ONLY
qid:Q1065383|name:大奥	oooku	different_works	main	oooku	大奥		
qid:Q11542475|name:大奥	oooku	different_works	sub	oooku-2006	大奥		YEAR_ONLY
qid:Q11520602|name:大奥	oooku	different_works	sub	oooku-2012	大奥		YEAR_ONLY
qid:Q108110337|name:Pure Love Seasons2	pure-love-seasons2	subseries	main	pure-love-seasons2	Pure Love Seasons2		
qid:Q6139039|name:Pure Love Seasons2	pure-love-seasons2	subseries	main	pure-love-seasons2-2	Pure Love Seasons2		
qid:Q6164134|name:Pure Love Seasons2	pure-love-seasons2	subseries	main	pure-love-seasons2-3	Pure Love Seasons2		
qid:Q11521724|name:卒業	sotsugyou	different_works	main	sotsugyou	卒業		
qid:Q108415280|name:卒業	sotsugyou	different_works	sub	sotsugyou-1990	卒業		YEAR_ONLY
qid:Q11423789|name:卒業	sotsugyou	different_works	sub	sotsugyou-1992	卒業		YEAR_ONLY
qid:Q8919563|name:卒業|sub:泣かないで	sotsugyou	different_works	sub	sotsugyou-1993	卒業		YEAR_ONLY
qid:Q11265637|name:卒業	sotsugyou	different_works	sub	sotsugyou-yamagata-2003	卒業	yamagata	
qid:Q11532582|name:マスカレード	masquerade	different_works	main	masquerade	マスカレード	itagaki	
qid:Q108776526|name:マスカレード	masquerade	different_works	sub	masquerade-1988	マスカレード		YEAR_ONLY
qid:Q11632786|name:マスカレード	masquerade	different_works	sub	masquerade-1988-2	マスカレード		YEAR_ONLY
qid:Q108776526|name:夫婦探偵奮戦記	yami-no-ekusasaizu	no_merge	main	yami-no-ekusasaizu	夫婦探偵奮戦記		
qid:Q108776526|name:闇のエクササイズ	yami-no-ekusasaizu	no_merge	sub	yami-no-ekusasaizu-1991	闇のエクササイズ		YEAR_ONLY
qid:Q108777015|name:Voice!!	voice	different_works	main	voice	Voice!!	ito	
qid:Q11628495|name:Voice	voice	different_works	sub	voice-1991	Voice		YEAR_ONLY
