slug	title	detail
getabaki-kaa-chan	ゲタばきかあちゃん	1巻
getabakikoushien	ゲタバキ甲子園	2巻
gin-no-hanabira	銀の花びら	8巻
ginironokaminoarisa	銀色の髪の亜里沙	2巻
ginnanmonogatari	銀杏物語	1巻
girishia-shinwa	ギリシア神話	2巻
girls-1997	GIRLS	1巻
go-ahead-1981	Go ahead!!	1巻
god-arm	ゴッド・アーム	5巻
godzilla-vs-mechagodzilla	ゴジラVSメカゴジラ	1巻
godzilla-vs-mothra	ゴジラvsモスラ	1巻
gohou-douji	護法童子	1巻
gokaidou-no-kiba	五街道の牙	1巻
gokuu-no-dai-bouken	悟空の大冒険	2巻
golden-gai	黄金街	1巻
goyoukiba	御用牙	19巻
gunyouken-yamato	軍用犬ヤマト	1巻
guts-jun	ガッツジュン	3巻
gyagu-no-ou-sama	ギャグの王様	2巻
gyara	ギャラ	8巻
habatake-taroumaru	はばたけ!太郎丸	2巻
hachi-no-su-taishou	ハチのす大将	3巻
hadaka-no-joou-sama	裸の女王様	1巻
hadashi-no-kyojin	はだしの巨人	3巻
hagure-houchounin-mushuku-abare-ita-gousuke	はぐれ包丁人無宿暴れ板豪介	2巻
haka-o-horu-shoujo	墓を掘る少女	2巻
hakase-to-joshu	博士と助手	1巻
hakugei-kagemaru-2004	白鯨	1巻
hakugei	白鯨	1巻
hamlet-1974	ハムレット	1巻
hamlet	ハムレット	2巻
hana-mo-arashi-mo-miyagi-2014	花も嵐も	2巻
hanabi	花火	1巻
hanakage	花影	1巻
hananokikuchiyo	花の菊千代	1巻
hananosakitarou	花の咲太郎	7巻
hanappe-bazooka	花平バズーカ	10巻
handa-yousuke-onnagari	半田溶助女狩り	1巻
hanenashi-teinkaa-beru	羽なしティンカー・ベル	3巻
hangyojin	半魚人	1巻
happy-tiger	ハッピータイガー	1巻
harenchi-gakuen	ハレンチ学園	25巻
harietto-no-musume	ハリエットの娘	1巻
haru-ga-kita	春が来た	10巻
haru-o-yume-mishi	春を夢見し	1巻
haru-ranman	春爛漫	1巻
haruichiban	青春一番	2巻
harukanarukazetohikari	はるかなる風と光	6巻
harunoashioto	春の足音	1巻
hatsukoi-jigokuhen	はつ恋地獄変	1巻
hatsukoi-jitai	初恋時代	2巻
hei-no-naka-no-korinai-menmen	塀の中の懲りない面々	2巻
heike-monogatari-1983	平家物語	2巻
heike-monogatari-1990	平家物語	2巻
heike-monogatari-1993	平家物語	2巻
helvetica-standard	Helvetica Standard	3巻
henjin-club	変人クラブ	2巻
heren-keraa	ヘレン・ケラー	1巻
hige-to-boin	ヒゲとボイン	1巻
hiina-no-maisou	ひいなの埋葬	1巻
hikuidori	火喰鳥	2巻
hime	姫	4巻
himiko-1992	HIMIKO	2巻
himitsu-sentai-gorenger	秘密戦隊ゴレンジャー	5巻
himitsu-shirei-dai-3-gou	秘密指令第3号	1巻
himitsushireimachinekeiji999	ひみつ指令マシン刑事999	5巻
hinomaru-gekijou	ひのまる劇場	2巻
hit-and-run	ヒット・エンド・ラン	13巻
hiyaku-monogatari	百物語	3巻
horror-no-mousou	ホラーの妄想	1巻
hoshi-ni-natta-shounen	星になった少年	1巻
hoshi-ni-negai-o	星に願いを	1巻
hoshi-no-requiem	星のレクイエム	1巻
hoshi-no-tategoto	星のたてごと	6巻
hotaru-no-haka	火垂るの墓	1巻
houmurareta-reiiki	葬られた霊域	1巻
houou-gakuen-shikkoubu	鳳凰学園執行部	1巻
hustler-the-kid	ハスラー.ザ.キッド	5巻
hyakuokumanen	百億萬円	1巻
hyouryuu-kansen-000	漂流幹線000	4巻
iara	イアラ	12巻
igaguri-kun	イガグリくん	2巻
ijiwaruikka	いじわる一家	2巻
ikinari-fly	いきなりF・L・Y!!	2巻
imomushi-land	いも虫ランド	1巻
inazuma-yarou	イナズマ野郎	1巻
injukaashisu	インジュカーシス	3巻
inochi-1979	命	1巻
insect	インセクト	2巻
inuke-no-ichizoku	犬家の一族	1巻
irodori-no-koro	彩りのころ	5巻
iron-muscle-1969	アイアン・マッスル	1巻
ise-monogatari-1993	伊勢物語	1巻
ise-monogatari-2013	伊勢物語	1巻
ise-monogatari-kihara-2011	伊勢物語	1巻
ise-monogatari	伊勢物語	1巻
isshokenmei-ni-arukoune-moudouken-kodi	いっしょにあるこうね盲導犬コディ	1巻
itemaebuson	いてまえ武尊	4巻
itsukamitaaoisora	いつか見た青い空	2巻
ittou-ryoudan	鬼面石 一刀両断	1巻
iza-tatsuma	いざ!竜馬	2巻
jaiantsu16gou	巨人16号	2巻
jankenpon	ジャン・ケン・ポン	1巻
jieshika-no-sekai	ジェシカの世界	2巻
jigoku-kun	地獄くん	1巻
jigoku	地獄	1巻
jigokuhen	地獄変	2巻
jiikurinde-no-komoriuta	ジークリンデの子守歌	1巻
jikuukan-fuuunroku	時空間風雲録	1巻
jiro-ga-yuku	ジロがゆく	6巻
jorou-gumo	女郎ぐも	3巻
joudan-shinsengumi	冗談新選組	1巻
juugo-no-hana-chan	銃後の花ちゃん	2巻
juunanasai	十七歳	1巻
kaa-chan-no-1	母ちゃんNO.1	3巻
kabako-san	かばこさん	1巻
kaibutsu-kun	怪物くん	14巻
kaidan-inuki-1996	怪談	1巻
kaidan-kurokami-no-noroi	怪談 黒髪の呪い	1巻
kaidan-oshichi-kiyouran	怪談 お七狂乱	1巻
kaijakuou	海雀王	3巻
kaijin-doumei	怪人同盟	3巻
kaijin-koronko-hakase	怪人コロンコ博士	1巻
kaijin-wakatono	怪人わかとの	1巻
kaikeisaketen	海景酒店	1巻
kaiketsu-harimao	快傑ハリマオ	9巻
kaiketsu-shuffle	快傑シャッフル	1巻
kaiki-daisakusen	怪奇大作戦	1巻
kaiki-shininchou	怪奇死人帳	1巻
kaikisen	海帰線	1巻
kaikyuu-ekkusu-arawaru	快球Xあらわる!!	1巻
kaishounen-jun	怪少年ジュン	1巻
kaishouou	海商王	7巻
kaisou-nozarashi	快僧のざらし	3巻
kakine-no-majo	垣根の魔女	3巻
kakutou-family	格闘ファミリー	2巻
kamen-shounen	仮面少年	1巻
kamenrider-zettooo	仮面ライダーZO	1巻
kami-no-toride	紙の砦	1巻
kanashigena-onna-ga-odoru	悲しげな女が踊る	1巻
kao-ga-kowareru-onna	妖怪どろ娘	1巻
kappa-tengoku	かっぱ天国	4巻
kasekitou	化石島	3巻
kasuga-no-tsubone-1988	春日局	4巻
katamezaru	片目猿	4巻
katou-kiyomasa	加藤清正	1巻
kawari-ooini-warau	カワリ大いに笑う!	2巻
kaze-no-darutaniyan	風のダルタニヤン	1巻
kaze-no-ishimaru	風の石丸	3巻
kaze-no-koyomi	風の暦	1巻
kaze-no-naka-no-cleo	風の中のクレオ	3巻
kedaruku-hikojirou	気怠く彦次郎	3巻
keisatsuken-monogatari	警察犬物語	6巻
kekkon-no-jouken	結婚の条件	4巻
ken-to-sutekina-nakama	ケンとすてきな仲間	2巻
kenjuutenshi	拳銃天使	3巻
kennedy-knights	ケネディ騎士団	15巻
kessen-ultra-kyoudai	決戦!ウルトラ兄弟	1巻
kettousha	血闘者	3巻
kibanomonshou	キバの紋章	4巻
kibun-wa-mou-sensou-2002	気分はもう戦争	2巻
kibun-wa-mou-sensou	気分はもう戦争	2巻
kikkunooni	キックの鬼	4巻
kimen-teikoku	鬼面帝国	1巻
kimyounayuujintachi	奇妙な友人たち	1巻
kin-to-gin	金と銀	1巻
kinironohoshi	金色の星	1巻
kinpeibai-1988	金瓶梅	1巻
kinseiju	金星樹	2巻
kinzoo-no-agatte-nanbo	キンゾーの上ってなンボ!!	8巻
kiri-no-naka-no-shoujo	霧のなかの少女	1巻
kisha-ryokou	汽車旅行	1巻
kiss-ni-goyoujin	キッスにご用心!	1巻
kita-no-misshi	北の密使	1巻
kitarounobetonamusenki	鬼太郎のベトナム戦記	1巻
koibitotachi	恋人たち	1巻
kojika-monogatari-1991	仔鹿物語	1巻
kojiki-1990	古事記	1巻
kokonotsu-no-yuujou	ここのつの友情	1巻
konjaku-monogatari-ozaki-1985	今昔物語	2巻
konjaku-monogatari-yanagawa-1990	今昔物語	2巻
koronbusu	コロンブス	1巻
koshien-no-tsuchi	甲子園の土	4巻
kouenjiatari	高円寺あたり	2巻
kouryuu-ibun	虹龍異聞	1巻
kouya-no-shounen-isamu	荒野の少年イサム	24巻
kowai-jinmen-hebi	蛇神さまの怪	1巻
kujakusou	孔雀草	1巻
kurenai-shimizu-1999	紅	1巻
kurenainochousensha	紅の挑戦者	10巻
kurenaisanshirou	紅三四郎	1巻
kureyon-shin-chan-za-anime	クレヨンしんちゃんTheアニメ	1巻
kurobai-shogun	黒バイ将軍	2巻
kuroi-himitsuheiki	黒い秘密兵器	8巻
kurukuru	クルクル	1巻
kutabare-namida-kun	くたばれ!!涙くん	8巻
kyonyuu-dragon	巨乳ドラゴン	1巻
kyoufu-no-kuchibashi	恐怖のくちばし	1巻
kyoufu-no-yuusei-mazin	恐怖の遊星魔人	1巻
kyoufunotoudai	恐怖の灯台	1巻
kyoufuressha	恐怖列車	1巻
kyouhan-gensou	共犯幻想	3巻
kyoujinkankei	狂人関係	4巻
kyouken-torokkii	狂犬トロッキー	1巻
kyudo-shikon	弓道士魂	1巻
kyurii-fujin	キュリー夫人	2巻
lilliput	リリパット	7巻
lina	リナ	6巻
little-boo	リトル・ボオ	1巻
lorient-no-aoi-sora	ロリアンの青い空	1巻
love-game-1997	ラブ・ゲーム	1巻
maboroshi-tantei	まぼろし探偵	10巻
mach-sos	マッハSOS	6巻
magical-konekushiyon	マジカル・コネクション	1巻
magokoro	まごころ。	1巻
mahha-sanshirou	マッハ三四郎	6巻
majo-ga-kuru-yakata	魔女がくる館	3巻
majo-no-hoshi	魔女の星	3巻
majo-ryouri	魔女料理	1巻
makasenasaitsu	まかせなさいっ!	1巻
maki-no-kuchibue	マキの口笛	6巻
makiko	真貴子	1巻
mama-no-baiorin	ママのバイオリン	8巻
mamotte-agetai	守ってあげたい	1巻
manatsu-no-yoru-no-yume	真夏の夜の夢	1巻
manga-botsu-chan	漫画坊っちゃん	2巻
manga-ka-zankoku-mono-gatari	漫画家残酷物語	7巻
manga-kotowaza-jiten	まんがことわざ事典	4巻
manga-wagahai-wa-neko-de-aru	漫画吾輩は猫である	2巻
mangaou	Mahjong まんが王	2巻
mangetsujiyou-e-youkoso	満月城へようこそ	1巻
manhattan-op	マンハッタン・オプ	1巻
maro	まろ	5巻
marude-dameo	丸出だめ夫	12巻
matagi-no-inochi	又鬼の命	2巻
matagi-rendetsu	マタギ列伝	12巻
mayonakanosenshi	真夜中の戦士	1巻
mazanmaujinga	魔山・マウジンガ	1巻
mechakucha-no-1	メチャクチャNO.1	2巻
mechiru-metafijiiku	メチル・メタフィジーク	2巻
medics	メディックス	1巻
meitantei-kageman	名たんていカゲマン	11巻
meitantei-shinkingu-machine-kanzendatsugoku	名探偵シンキングマシン完全脱獄	1巻
mermaid-trip	マーメイドトリップ	1巻
message-aso-1987	メッセージ	1巻
mezzon-z	メゾンZ	1巻
miagereba-tsuutenkaku	見上げれば通天閣	1巻
midori-no-shoujo	緑の少女	1巻
midorinotenshi	緑の天使	1巻
miira-sensei	ミイラ先生	1巻
mimizuku-tsuushin	ミゝズク通信	1巻
mirainokuninokenji	未来の国のケンジ	1巻
misokkasu	みそっかす	6巻
misty-girl	Misty Girl	1巻
mitsu-no-aji-watanabe-1982	蜜の味	1巻
mittsu-no-jubaku	三つの呪縛	1巻
miyamoto-musashi	宮本武蔵	5巻
mizunotawamure	水の戯れ	1巻
mizusumashi-gengorou	水すまし源五郎	1巻
mobile-suit-gundam-yatate-1998	機動戦士ガンダム	2巻
mobile-suit-gundam	機動戦士ガンダム	6巻
momotaroujigokuhen	桃太郎地獄変	1巻
morumo1-10	MORUMO1/10	2巻
mosa	モサ	2巻
mosaren-bugi	猛者連ブギ	9巻
motene	もてね!?	1巻
mother-teresa	マザー・テレサ	1巻
muboubi-toshi	無防備都市	2巻
muenzaka	無縁坂	1巻
mugen-kaden	夢幻花伝	1巻
mumyou-sakanagare	無明逆流れ	1巻
munesaburou-kenzan	宗三郎・見参!	1巻
musashi-motomiya-1977	武蔵	3巻
musashi	ムサシ	12巻
myuutantoden	ミュータント伝	2巻
nagareboshi-gojuusantsugi	流れ星五十三次	5巻
nagareita-ryuuji	流れ板竜二	17巻
nagashima-kun	ナガシマくん	4巻
nagatachou-1choume-7banchi	永田町一丁目七番地	3巻
nagayasu-takumi-sakuhinshuu	ながやす巧作品集	2巻
nana-to-lili	ナナとリリ	2巻
napoleon	ナポレオン	1巻
naporeon-2008	ナポレオン	1巻
natsu-eno-tobira	夏への扉	2巻
nekofujin	猫夫人	1巻
nekomekozou	猫目小僧	5巻
nibanme-no-otoko	二番目の男	1巻
nightingale	ナイチンゲール	2巻
nigirizushisanokunen	にぎり寿司三億年	1巻
niji-no-hotori-de	虹のとりで	1巻
niji-o-yobu-ken	虹をよぶ拳	7巻
nijishinden	虹神殿	3巻
nikui-anchikishou	にくいあんちきしょう	2巻
ningyohensei	人魚變生	1巻
ninpou-juuban-shoubu	忍法十番勝負	2巻
nippon-no-rekishi-2013	日本の歴史	18巻
nippon-no-rekishi-2015-10	日本の歴史	18巻
nippon-no-rekishi-2015-2	日本の歴史	18巻
nippon-no-rekishi-2015-3	日本の歴史	18巻
nippon-no-rekishi-2015-4	日本の歴史	18巻
nippon-no-rekishi-2015-5	日本の歴史	18巻
nippon-no-rekishi-2015-6	日本の歴史	18巻
nippon-no-rekishi-2015-7	日本の歴史	18巻
nippon-no-rekishi-2015-8	日本の歴史	18巻
nippon-no-rekishi-2015-9	日本の歴史	18巻
nippon-rettou-gamagaeru	日本列島蝦蟇蛙	3巻
nishi-no-perushia	西のペルシア	1巻
noguchi-hideyo	野口英世	1巻
noli-me-tangere	ノリ・メ・タンゲレ	1巻
non-virgin-ga-suteki	ノン・バージンが素敵	1巻
noragaki	のらガキ	5巻
noroinowanpiisu	呪いのワンピース	1巻
norowaretakotou	呪われた孤島	1巻
nosutaru-jii	ノスタル爺	1巻
noto-no-shirokuma-urami-no-harite	能登の白クマうらみのはり手	1巻
nyan-nyan-joshi-koukou	にゃんにゃん女子高校	1巻
nyankororin	にゃんころりん	4巻
oborojuuninchou	おぼろ十忍帖	2巻
odeai-asobase	お出合いあそばせ	1巻
odorumishin	踊るミシン	1巻
oedo-hichou-808	大江戸緋鳥808	1巻
oen-no-koi	おえんの恋	1巻
oh-sunshine	Oh!サンシャイン	1巻
ohatsu-chan	お初ちゃん	1巻
oira-sukeban	おいら女蛮	7巻
ojama-yuurei-kun	おじゃまユーレイくん	3巻
okaa-san	おかあさん	1巻
okane-tamemasu	お金ためます!	2巻
okinawa-kessen	沖縄決戦	2巻
okitasouji	沖田総司	1巻
ongoro-no-kamen	オンゴロの仮面	1巻
oni-keibu	鬼警部	1巻
oni-rinban	鬼輪番	5巻
onihime-1972	鬼姫	1巻
onna-kyoushi	おんな教師	6巻
ooinarushoubu	大いなる勝負	1巻
ookami-ga-detekita-hi	オオカミが出てきた日	1巻
ookami-kozou	狼小僧	5巻
ookami-no-kaikisen	狼の回帰線	1巻
ore-no-kendo	俺の剣道	20巻
ore-wa-gebatetsu	おれはゲバ鉄!	2巻
ore-wa-otoko-da	おれは男だ!	6巻
ore-wa-teppei	おれは鉄兵	62巻
orenoaisai	俺の愛妻	1巻
otogizoushi-hanawa-1991	御伽草子	1巻
otoko-no-jouken	男の条件	2巻
otoko-oidon	男おいどん	18巻
otoko-to-onna-no-heya	男と女の部屋	1巻
otokomichi	おとこ道	1巻
otomodachi	おともだち	1巻
ougon-bat	黄金バット	2巻
ougon-no-suit	黄金の戦士	4巻
ougon-no-trunk	黄金のトランク	2巻
ougon-tantei	黄金探偵	1巻
ougonnotsubasa	黄金の翼	1巻
oyaji-boutarou	オヤジ坊太郎	2巻
panda-love	パンダラブー	1巻
pandora-no-hoshi	パンドラの惑星	1巻
pandora-shibata-2004	Pandora	1巻
panic-world	パニック・ワールド	2巻
perikan-doori	ペリカン通り	1巻
pikadon-kun	ピカドンくん	4巻
pink-2005	ぴんく	2巻
pink-2008	Pink	2巻
pink-no-bible	ピンクのバイブル	1巻
pink-takaguchi-2001	Pink	2巻
pink	Pink	2巻
pinochio-no-bouken	ピノチオの冒険	1巻
pluton-no-musukotachi	プルトンの息子たち	1巻
ragtime-blues	ラグタイムブルース	6巻
rainbowsentai	レインボー戦隊	2巻
rakuen-no-izumi	楽園の泉	1巻
reikai-eno-michishirube	霊界への道標	1巻
reset-2005	RESET	1巻
retsupuu	烈風	4巻
revantenokurotaishi	レヴァンテの黒太子	1巻
ricky-typhoon	リッキー台風	9巻
ring-no-takaou	リングのタカ王	2巻
ririifu-satsu-chan	リリーフサッちゃん	1巻
robodatchi	ロボダッチ	3巻
roman-kumi-kiyoku	ロマン組曲	1巻
romance-watching	ロマンス・ウォッチング	1巻
rosumarin-no-densetsu	ロスマリンの伝説	2巻
ruriiromoyou	瑠璃色もよう	1巻
ryuu-ga-mau	竜が舞う	1巻
ryuujinnuma	龍神沼	2巻
ryuusei-ouji	流星王子	2巻
sagashiya-hagetaka-toujou	捜し屋はげ鷹登場!!	6巻
sahara	サハラ	16巻
sai-fai-mooshon	Sci-Fi もーしょん!	1巻
saiai	殺愛	3巻
saibaa-comics	サイバーコミックス	2巻
saigou-takamori-2004	西郷隆盛	2巻
saigouden	西郷伝	3巻
sailor-fuku-hangiyaku-doumei	セーラー服反逆同盟	1巻
saipiito	サイピート	1巻
saishinban-heisei-tensai-bakabon	最新版平成天才バカボン	3巻
saizensen	最前線	4巻
sakura-namiki-fukurokouji	流星と真夏のクリスマス 桜並木袋小路	1巻
sanada-kenryuu	真田剣流	6巻
sanwari-kun	サンワリ君	1巻
saraakia	サラーキア	1巻
saraba-uchiyuu-senkan-yamato	さらば宇宙戦艦ヤマト	6巻
sarashina-nikki	更級日記	1巻
sarutobi-sasuke	猿飛佐助	4巻
sasori	さそり	19巻
sasuke-sasaki-2002	サスケ	35巻
sasuke	サスケ	35巻
satsuma-gishiden	薩摩義士伝	6巻
se-bangou-0-monogatari	背番号0物語	1巻
sebangou-0	背番号0	7巻
seifuku-1992	制服	1巻
seimaden-1984	聖魔伝	4巻
seishiyun-saizensen	青春最前線	1巻
seishun-no-shippo	青春の尻尾	12巻
sekai-o-horobosu-otoko	世界を滅ぼす男	1巻
senbee	仙べえ	1巻
sennenoukoku	千年王国	3巻
sennomesensei	千の目先生	4巻
sentomassuru	聖マッスル	3巻
sexadoll	セクサドール	5巻
shadow	影	2巻
sheryakko-holmes	シャーヤッコ・ホームズ	1巻
shiawase	しあわせ	4巻
shidenkai-no-taka	紫電改のタカ	12巻
shii-jiettaa-kai-to	シージェッター海斗	3巻
shiitondoubutsuki	シートン動物記	4巻
shimakko	島っ子	8巻
shimokita-naanaaizumu	下北なあなあイズム	2巻
shimokitazawa-4-beat-soldier	SHIMOKITAZAWA 4 BEAT SOLDIER	2巻
shin-goyoukiba	新御用牙	3巻
shin-karate-jigokuhen	新カラテ地獄変	14巻
shin-yajikita-douchuuki	新やじきた道中記	3巻
shinjuu-ten-no-amijima	心中天網島	1巻
shinsengumiyawa-okitasoushi	新撰組夜話 沖田総司	1巻
shirato-sanpei	白土三平	1巻
shirohebi-shoujo	白へび少女	3巻
shiroi-toroika	白いトロイカ	4巻
shiseru-joou-no-tame-no-pavane	死せる王女のための孔雀舞	1巻
shisetsutantei-akai-kiba	私設探偵赤い牙	3巻
shishaku-no-yakata	死爵の館	1巻
shishunki-kokoro-2011	思春期	1巻
shogun-no-bodii-guard	将軍のボディーガード	4巻
shokeinin-god	処刑人ゴッド	1巻
shoufu-naomi-yawa	娼婦ナオミ夜話	1巻
shoufumarii	娼婦マリー	2巻
shounen-giants	少年ジャイアンツ	6巻
shounen-harikeen	少年ハリケーン	3巻
shounen-no-1	少年No.1	6巻
shounenjiimen	少年Gメン	1巻
shounenjupitaa	少年ジュピター	1巻
shouwa-ichidai-onna	昭和一代女	1巻
shouwaruneko	性悪猫	1巻
shurayukihime	修羅雪姫	6巻
shutter-shower	シャッターシャワー	4巻
