slug	title	edition	vol	isbn	rakuten_title	rakuten_core
black-lagoon	BLACK LAGOON	standard	2	9784091572028	ブラック・ラグーン（2)	ブラックラグン
black-lagoon	BLACK LAGOON	standard	3	9784091572035	ブラック・ラグーン（3)	ブラックラグン
black-lagoon	BLACK LAGOON	standard	4	9784091572042	ブラック・ラグーン（4)	ブラックラグン
black-lagoon	BLACK LAGOON	standard	5	9784091570208	ブラック・ラグーン（5)	ブラックラグン
black-lagoon	BLACK LAGOON	standard	6	9784091570758	ブラック・ラグーン（6)	ブラックラグン
black-lagoon	BLACK LAGOON	standard	7	9784091571137	ブラック・ラグーン（7)	ブラックラグン
black-lagoon	BLACK LAGOON	standard	8	9784091571403	ブラック・ラグーン（8)	ブラックラグン
black-lagoon	BLACK LAGOON	standard	9	9784091571892	ブラック・ラグーン（9)	ブラックラグン
black-lagoon	BLACK LAGOON	standard	10	9784091573759	ブラック・ラグーン（10)	ブラックラグン
black-lagoon	BLACK LAGOON	standard	11	9784091575517	ブラック・ラグーン（11)	ブラックラグン
black-lagoon	BLACK LAGOON	standard	12	9784091576460	ブラック・ラグーン（12）	ブラックラグン
black-sweep-sisters	ブラック・スイープ・シスターズ	standard	3	9784758063982	Black　Sweep　Sisters（3）	blacksweepsisters
blind-game	BLIND GAME	standard	1	9784048526739	ブラインド・ゲーム（stage　1）	ブラインドゲム
blind-game	BLIND GAME	standard	2	9784048527507	ブラインド・ゲーム（stage　2）	ブラインドゲム
blind-game	BLIND GAME	standard	3	9784048528115	ブラインド・ゲーム（stage　3）	ブラインドゲム
blind-game	BLIND GAME	standard	4	9784048528870	ブラインド・ゲーム（stage　4）	ブラインドゲム
blind-game	BLIND GAME	standard	5	9784048529334	ブラインド・ゲーム（stage　5）	ブラインドゲム
blind-game	BLIND GAME	standard	6	9784048530163	ブラインド・ゲーム（stage　6）	ブラインドゲム
blind-game	BLIND GAME	standard	7	9784048531177	ブラインド・ゲーム（7）	ブラインドゲム
blind-game	BLIND GAME	standard	8	9784048531757	ブラインド・ゲーム（stage　8）	ブラインドゲム
blind-game	BLIND GAME	standard	9	9784048532754	ブラインド・ゲーム（9）	ブラインドゲム
blind-game	BLIND GAME	standard	10	9784048533508	ブラインド・ゲーム（stage　10）	ブラインドゲム
bloody-monday	ブラッディ・マンディ	standard	1	9784063638745	BLOODY　MONDAY（1）	bloodymonday
bloody-monday	ブラッディ・マンディ	standard	2	9784063638950	BLOODY　MONDAY（2）	bloodymonday
bloody-monday	ブラッディ・マンディ	standard	3	9784063639193	BLOODY　MONDAY（3）	bloodymonday
bloody-monday	ブラッディ・マンディ	standard	4	9784063639551	BLOODY　MONDAY（4）	bloodymonday
bloody-monday	ブラッディ・マンディ	standard	5	9784063639780	BLOODY　MONDAY（5）	bloodymonday
bloody-monday	ブラッディ・マンディ	standard	6	9784063840155	BLOODY　MONDAY（6）	bloodymonday
bloody-monday	ブラッディ・マンディ	standard	7	9784063840469	BLOODY　MONDAY（7）	bloodymonday
bloody-monday	ブラッディ・マンディ	standard	8	9784063840698	BLOODY　MONDAY（8）	bloodymonday
bloody-monday	ブラッディ・マンディ	standard	9	9784063840773	BLOODY　MONDAY（9）	bloodymonday
bloody-monday	ブラッディ・マンディ	standard	10	9784063841152	BLOODY　MONDAY（10）	bloodymonday
bloody-monday	ブラッディ・マンディ	standard	11	9784063841398	BLOODY　MONDAY（11）	bloodymonday
blue-giant-live-selection	ブルージャイアントライブセレクション	standard	1	9784099430702	BLUE GIANT LIVE SELECTION	bluegiantliveselecti
bomber-girl	Bomber girl	standard	2	9784785921941	ボンバーガール（Data　2）	ボンバガル
born-2-die	BORN 2 DIE	standard	1	9784872334258	ボーン・トゥ・ダイ	ボントゥダイ
bounty-hunter	BOUNTY HUNTER	standard	1	9784107711953	バウンティハンタ-（1）	バウンティハンタ
bounty-hunter	BOUNTY HUNTER	standard	2	9784107711960	バウンティハンタ-（2）	バウンティハンタ
bounty-hunter	BOUNTY HUNTER	standard	3	9784107712080	バウンティハンタ-（3）	バウンティハンタ
bounty-hunter	BOUNTY HUNTER	standard	4	9784107712233	バウンティハンタ-（4）	バウンティハンタ
bounty-sword	Bounty sword	standard	1	9784198301545	バウンティソード（1）	バウンティソド
bounty-sword	Bounty sword	standard	2	9784198301552	バウンティソード（2）	バウンティソド
boy-boy	BOY×BOY	standard	1	9784048531887	ボーイ・ボーイ	ボイボイ
boy-boy	BOY×BOY	standard	2	9784048532327	ボーイ・ボーイ（第2巻）	ボイボイ
boys-of-summer	BOYS OF SUMMER	standard	1	9784091830012	ボーイズオブサマー	ボイズオブサマ
brain-powerd	BRAIN POWERD	standard	1	9784047132221	ブレンパワード（1）	ブレンパワド
brain-powerd	BRAIN POWERD	standard	2	9784047132634	ブレンパワード（2）	ブレンパワド
brain-powerd	BRAIN POWERD	standard	3	9784047132962	ブレンパワード（3）	ブレンパワド
brain-powerd	BRAIN POWERD	standard	4	9784047133907	ブレンパワード（4）	ブレンパワド
brains	ブレインズ	standard	1	9784087825404	Brains（1）	brains
break-age	ブレイク-エイジ	standard	2	9784756108937	BREAK-AGE（2）	breakage
break-age	ブレイク-エイジ	standard	3	9784756111326	BREAK-AGE（3）	breakage
break-age	ブレイク-エイジ	standard	5	9784756111906	BREAK-AGE（5）	breakage
break-age	ブレイク-エイジ	standard	6	9784756112392	BREAK-AGE（6）	breakage
break-age	ブレイク-エイジ	standard	7	9784756112729	BREAK-AGE（7）	breakage
brind	BRIND	standard	1	9784403611308	ブラインド	ブラインド
brothers	BROTHERS	standard	1	9784048525275	ブラザーズ（1）	ブラザズ
brothers	BROTHERS	standard	2	9784048525442	ブラザーズ（2）	ブラザズ
brothers	BROTHERS	standard	3	9784048525466	ブラザーズ（3）	ブラザズ
brothers	BROTHERS	standard	4	9784048526500	ブラザーズ（4）	ブラザズ
case-b	Case B	standard	1	9784765921350	ケ-スB	ケスb
cat-s-world	CAT'S WORLD	standard	1	9784049261561	キャッツ・ワールド（1）	キャッツワルド
cat-s-world	CAT'S WORLD	standard	2	9784049261684	キャッツ・ワールド（2）	キャッツワルド
cat-shit-one	キャットシットワン	standard	1	9784797307160	Cat　Shit　One（VOL．1）	catshitone
cat-shit-one	キャットシットワン	standard	2	9784797309607	Cat　Shit　One（VOL．2）	catshitone
cat-shit-one	キャットシットワン	standard	3	9784797321630	Cat　Shit　One（VOL．3）	catshitone
cat-walk	CAT WALK	standard	1	9784885705342	キャットウォーク	キャットウォク
change-change	CHANGE×CHANGE	standard	1	9784861270574	ちぇんじ2！！	チェンジ2
charger-500	Charger 500	standard	1	9784785912321	チャージャー500（1）	チャジャ500
charger-500	Charger 500	standard	2	9784785912499	チャージャー500（2）	チャジャ500
charger-500	Charger 500	standard	3	9784785912796	チャージャー500（3）	チャジャ500
charger-500	Charger 500	standard	4	9784785912987	チャージャー500（4）	チャジャ500
charger-500	Charger 500	standard	5	9784785913267	チャージャー500（5）	チャジャ500
cherry	Cherry	standard	1	9784091803696	チェリー（1）	チェリ
cherry	Cherry	standard	2	9784091810106	チェリー（2）	チェリ
cherry	Cherry	standard	3	9784091812476	チェリー（3）	チェリ
cherry	Cherry	standard	4	9784091817105	チェリー（4）	チェリ
cipher-the-video-book	サイファ・ザ・ビデオ・ブック	standard	1	9784592730651	CIPHER　THE　VIDEO　BOOK	cipherthevideobook
clip	クリップ	standard	1	9784796240642	Clip	clip
club-crime	Club crime	standard	1	9784758050296	クラブクライム（vol．1）	クラブクライム
collington-woods-street	COLLINGTON WOODS STREET	standard	1	9784797445855	コリントン：ウッズストリート	コリントンウッズストリト
collington-woods-street	COLLINGTON WOODS STREET	standard	2	9784797484014	コリントン：ウッズストリート（sect．2）	コリントンウッズストリト
color-mail	COLOR MAIL	standard	1	9784870254480	カラーメイル	カラメイル
comic-hero	Comic HERO	standard	6	9784870423060	コミックヒーロー（6）	ヒロ
compiler	Compiler	standard	1	9784063140323	コンパイラ（1）	コンパイラ
compiler	Compiler	standard	2	9784063140439	コンパイラ（2）	コンパイラ
compiler	Compiler	standard	3	9784063140576	コンパイラ（3）	コンパイラ
coyote	コヨーテ	standard	1	9784864683593	coyote	coyote
crimson-shell	Crimson-Shell	standard	1	9784757516588	クリムゾン・シェル	クリムゾンシェル
cross-and-crime	クロスアンドクライム	standard	1	9784253150279	CROSS　and　CRIME（1）	crossandcrime
cross-and-crime	クロスアンドクライム	standard	2	9784253150286	CROSS　and　CRIME（2）	crossandcrime
cross-and-crime	クロスアンドクライム	standard	3	9784253150293	CROSS　and　CRIME（3）	crossandcrime
cross-and-crime	クロスアンドクライム	standard	4	9784253150309	CROSS　and　CRIME（4）	crossandcrime
cross-and-crime	クロスアンドクライム	standard	5	9784253150316	CROSS　and　CRIME（5）	crossandcrime
cross-and-crime	クロスアンドクライム	standard	6	9784253150323	CROSS and CRIME（6）	crossandcrime
cross-and-crime	クロスアンドクライム	standard	7	9784253150330	CROSSandCRIME（7）	crossandcrime
cross-and-crime	クロスアンドクライム	standard	8	9784253150347	CROSSandCRIME（8）	crossandcrime
cross-and-crime	クロスアンドクライム	standard	9	9784253150354	CROSS　and　CRIME（9）	crossandcrime
cross-and-crime	クロスアンドクライム	standard	11	9784253150378	CROSS　and　CRIME（11）	crossandcrime
cross-and-crime	クロスアンドクライム	standard	12	9784253150385	CROSS　and　CRIME（12）	crossandcrime
cross-game-2014	CROSS GAME	standard	4	9784091246981	クロスゲーム（4）	クロスゲム
cross-game-2014	CROSS GAME	standard	5	9784091246998	クロスゲーム（5）	クロスゲム
cross-game-2014	CROSS GAME	standard	6	9784091247001	クロスゲーム（6）	クロスゲム
crown	CROWN	standard	1	9784861272950	クラウン（1）	クラウン
crown	CROWN	standard	2	9784861273537	クラウン（2）	クラウン
crown	CROWN	standard	3	9784861274336	クラウン（3）	クラウン
crown	CROWN	standard	4	9784861274947	クラウン（4）	クラウン
crown	CROWN	standard	5	9784861275302	クラウン（5）	クラウン
crusader	Crusader	standard	1	9784403611865	クルセイダー（1）	クルセイダ
crystalize	Crystalize	standard	1	9784896012330	クリスタライズ	クリスタライズ
dark-craibe	DARK‐CRAIBE	standard	1	9784056005066	ダーククライブ（1）	ダククライブ
dark-craibe	DARK‐CRAIBE	standard	2	9784056009330	ダーククライブ（2）	ダククライブ
dark-craibe	DARK‐CRAIBE	standard	3	9784056011944	ダーククライブ（3）	ダククライブ
dark-craibe	DARK‐CRAIBE	standard	4	9784056014488	ダーククライブ（4）	ダククライブ
dark-craibe	DARK‐CRAIBE	standard	5	9784056018271	ダーククライブ（5）	ダククライブ
dark-craibe	DARK‐CRAIBE	standard	6	9784056020021	ダーククライブ（6）	ダククライブ
debonair-drive	DEBONAIR DRIVE	standard	1	9784757744233	デボネア・ドライブ（1）	デボネアドライブ
debonair-drive	DEBONAIR DRIVE	standard	2	9784047260030	デボネア・ドライブ（2）	デボネアドライブ
debonair-drive	DEBONAIR DRIVE	standard	3	9784047267718	デボネア・ドライブ（3）	デボネアドライブ
debut	デビュー	standard	1	9784592138914	DEBUT	debut
delta-city	DELTA CITY	standard	1	9784063119244	デルタシティ（1）	デルタシティ
delta-city	DELTA CITY	standard	2	9784063120035	デルタシティ（2）	デルタシティ
desert-moon	デザート・ムーン	standard	1	9784877346584	Desert　moon	desertmoon
desert-moon	デザート・ムーン	standard	2	9784877347093	Desert　moon（2）	desertmoon
desire-1989	デザイアー	standard	2	9784756714862	Desire（2）	desire
diabolic-garden	ディアボリックガーデン	standard	1	9784757525511	Diabolic　Garden（1）	diabolicgarden
diabolic-garden	ディアボリックガーデン	standard	2	9784757525528	Diabolic　Garden（2）	diabolicgarden
diabolic-garden	ディアボリックガーデン	standard	3	9784757527836	Diabolic　Garden（3）	diabolicgarden
diabolus	DIABOLUS	standard	1	9784088733784	ディアボロス（1）	ディアボロス
diabolus	DIABOLUS	standard	2	9784088734057	ディアボロス（2）	ディアボロス
dog-soldier	DOG SOLDIER	standard	1	9784088611440	ドッグソルジャー（1）	ドッグソルジャ
dog-soldier	DOG SOLDIER	standard	2	9784088611457	ドッグソルジャー（2）	ドッグソルジャ
dog-soldier	DOG SOLDIER	standard	3	9784088611464	ドッグソルジャー（3）	ドッグソルジャ
dog-soldier	DOG SOLDIER	standard	4	9784088611471	ドッグソルジャー（4）	ドッグソルジャ
dog-soldier	DOG SOLDIER	standard	5	9784088611488	ドッグソルジャー（5）	ドッグソルジャ
dog-soldier	DOG SOLDIER	standard	6	9784088611495	ドッグソルジャー（6）	ドッグソルジャ
dog-soldier	DOG SOLDIER	standard	7	9784088611501	ドッグソルジャー（7）	ドッグソルジャ
dog-soldier	DOG SOLDIER	standard	8	9784088612317	ドッグソルジャー（8）	ドッグソルジャ
dog-soldier	DOG SOLDIER	standard	9	9784088612324	ドッグソルジャー（9）	ドッグソルジャ
dog-soldier	DOG SOLDIER	standard	10	9784088612331	ドッグソルジャー（10）	ドッグソルジャ
dog-soldier	DOG SOLDIER	standard	11	9784088612348	ドッグソルジャー（11）	ドッグソルジャ
dog-soldier	DOG SOLDIER	standard	12	9784088612355	ドッグソルジャー（12）	ドッグソルジャ
dogs-bullets-and-carnage	ドッグス/バレッツ＆カーネイジ	standard	1	9784088770765	DOGS　BULLETS　＆　CARNAGE（1）	dogsbulletscarnage
dogs-bullets-and-carnage	ドッグス/バレッツ＆カーネイジ	standard	2	9784088773186	DOGS／BULLETS＆CARNAGE（2）	dogsbulletscarnage
dogs-bullets-and-carnage	ドッグス/バレッツ＆カーネイジ	standard	3	9784088774718	DOGS／BULLETS＆CARNAGE（3）	dogsbulletscarnage
dogs-bullets-and-carnage	ドッグス/バレッツ＆カーネイジ	standard	4	9784088776569	DOGS　BULLETS　＆　CARNAGE（4）	dogsbulletscarnage
dogs-bullets-and-carnage	ドッグス/バレッツ＆カーネイジ	standard	5	9784088778341	DOGS　BULLETS　＆　CARNAGE（5）	dogsbulletscarnage
dogs-bullets-and-carnage	ドッグス/バレッツ＆カーネイジ	standard	6	9784088791111	DOGS　BULLETS　＆　CARNAGE（6）	dogsbulletscarnage
dome-children	DOME CHILDREN	standard	1	9784757507364	ド-ムチルドレン（1）	ドムチルドレン
dome-children	DOME CHILDREN	standard	2	9784757509023	ド-ムチルドレン（2）	ドムチルドレン
doubles-1992	Doubles	standard	1	9784088492940	ダブルス	ダブルス
doubt-tonogai-2008	Doubt	aizoban	1	9784087927054	ダウト	ダウト
dr-typhoon-1996	Dr.Typhoon	wideban	2	9784575934564	Dr．タイフーン（ワイド版）（2）	dr.タイフン
dr-typhoon-1996	Dr.Typhoon	standard	3	9784575934601	Dr．タイフーン（ワイド版）（3）	dr.タイフン
dr-typhoon-1996	Dr.Typhoon	standard	5	9784575934694	Dr．タイフーン（ワイド版）（5）	dr.タイフン
dr-typhoon-1996	Dr.Typhoon	standard	6	9784575934731	Dr．タイフーン（ワイド版）（6）	dr.タイフン
dr-typhoon-1996	Dr.Typhoon	standard	8	9784575934830	Dr．タイフーン（ワイド版）（8）	dr.タイフン
dragon-shaft	DRAGON SHAFT	standard	1	9784198300098	ドラゴン・シャフト	ドラゴンシャフト
dream-king	ドリームキングⓇ	standard	1	9784056038811	Dream　king（1）	dreamking
dream-king	ドリームキングⓇ	standard	2	9784056042030	Dream　king（2）	dreamking
dream-king	ドリームキングⓇ	standard	3	9784056044010	Dream　king（3）	dreamking
dreams	Dreams	bunkobon	1	9784063609486	ドリームス（1）	ドリムス
dreams	Dreams	bunkobon	2	9784063609493	ドリームス（2）	ドリムス
dreams	Dreams	bunkobon	3	9784063609592	ドリームス（3）	ドリムス
dreams	Dreams	bunkobon	4	9784063609608	ドリームス（4）	ドリムス
dreams	Dreams	bunkobon	5	9784063609691	ドリームス（5）	ドリムス
dreams	Dreams	bunkobon	6	9784063609707	ドリームス（6）	ドリムス
dreams	Dreams	bunkobon	7	9784063609776	ドリームス（7）	ドリムス
dreams	Dreams	bunkobon	8	9784063609783	ドリームス（8）	ドリムス
dreams	Dreams	bunkobon	9	9784063609875	ドリームス（9）	ドリムス
dreams	Dreams	bunkobon	10	9784063609882	ドリームス（10）	ドリムス
dreams	Dreams	bunkobon	11	9784063609905	ドリームス（11）	ドリムス
duds-hunt	DUDS HUNT	standard	1	9784757514478	ダズハント	ダズハント
duel-masters	DUEL MASTERS	standard	1	9784091425843	デュエル・マスターズ（第1巻）	デュエルマスタズ
duel-masters	DUEL MASTERS	standard	2	9784091425850	デュエル・マスターズ（第2巻）	デュエルマスタズ
